,american_male,american_female,tuple,express_male,express_female,co_male,co_female,average_male,average_female,male-female
67,0.7491718,0.72811514,"('doubtful', 'determined')",0.33630353,0.37427342,-0.21324638,-0.162061,0.290743,0.3134425,-0.0226995
13,-0.7192544,-0.5154934,"('impolite', 'polite')",0.34705758,0.32746083,-0.37769434,-0.47124696,-0.2499637,-0.2197598,-0.0302039
46,-0.674831,-0.6026258,"('uncompetitive', 'competitive')",0.17175478,0.06466672,-1.4845477,-1.5392989,-0.6625413,-0.6924194,0.0298781
18,0.657297,0.80800164,"('disagreeable', 'welcoming')",0.086553365,0.21340562,-0.84660757,-0.8001456,-0.0342524,0.0737539,-0.1080063
79,0.6163266,0.44840255,"('wavering', 'unwavering')",-0.7637602,-0.7267976,-0.5013713,-0.604019,-0.2162683,-0.294138,0.0778697
74,0.57714796,0.49392936,"('undedicated', 'dedicated')",0.10988629,0.056905232,0.08316545,0.053059004,0.2567332,0.2012979,0.0554353
24,0.53743637,0.6817433,"('dishonest', 'honest')",0.33126163,0.3007398,0.58559704,0.5978593,0.484765,0.5267808,-0.0420158
17,-0.52007294,-0.40197757,"('nasty', 'nice')",0.15517114,0.2656773,-0.22092088,-0.115720086,-0.1952742,-0.0840068,-0.1112674
57,-0.4939216,-0.69910204,"('unimaginative', 'imaginative')",-0.65948427,-0.7834073,-3.4988928,-3.5103214,-1.5507663,-1.6642769,0.1135106
10,-0.49214262,-0.36226815,"('unsympathetic', 'sympathetic')",-0.5698974,-0.5923904,-0.46285516,-0.62986356,-0.5082984,-0.528174,0.0198756
71,0.47657993,0.39424485,"('diffident', 'self-confident')",0.7504892,0.6262037,0.29905158,0.08086555,0.5087069,0.3671047,0.1416022
88,0.46620935,0.4851769,"('low', 'eminent')",0.11763107,0.2660117,-0.26188567,-0.21640413,0.1073183,0.1782615,-0.0709432
60,-0.43577015,-0.28710678,"('inefficient', 'efficient')",0.7705908,0.7402103,-0.35759202,-0.46008623,-0.0075905,-0.0023276,-0.0052629
52,0.4326247,0.46178982,"('irrational', 'rational')",-0.6238726,-0.63882136,0.04952224,0.1591157,-0.0472419,-0.0059719,-0.04127
34,-0.42876017,-0.15816405,"('mean', 'honorable')",-0.017089758,0.025825351,5.2086606,5.0966983,1.5876036,1.6547866,-0.067183
62,-0.42063087,-0.39128485,"('incompetent', 'brilliant')",0.3333615,0.24501242,-0.25449055,-0.27661562,-0.11392,-0.1409627,0.0270427
75,0.41843885,0.4415382,"('meek', 'impulsive')",-0.26622915,-0.24821545,-0.24866231,-0.2475955,-0.0321509,-0.0180909,-0.01406
8,-0.41754594,-0.71599215,"('unaffectionate', 'affectionate')",0.11081225,-0.17676194,0.32622305,0.02824539,0.0064964,-0.2881696,0.294666
5,0.4135974,0.26547545,"('distant', 'outgoing')",-0.13322078,-0.26297992,-0.7198077,-0.88125443,-0.146477,-0.2929196,0.1464426
65,-0.4091446,-0.25706986,"('insecure', 'secure')",-0.2963613,-0.1610564,0.15589207,0.28479883,-0.1832046,-0.0444425,-0.1387621
44,0.40870386,0.7002444,"('prejudiced', 'unprejudiced')",0.0035679191,0.13705224,-0.7908653,-0.66652,-0.1261978,0.0569256,-0.1831234
86,-0.40861613,-0.6182886,"('uninfluential', 'influential')",-0.25437596,-0.34686625,-0.69375443,-0.8199297,-0.4522489,-0.5950282,0.1427793
19,0.4073573,0.34124118,"('inhospitable', 'hospitable')",-0.5253745,-0.528866,-0.45745808,-0.5680711,-0.1918251,-0.2518986,0.0600735
14,-0.38099852,-0.31639397,"('antisocial', 'social')",0.3524835,0.45047942,-0.3683516,-0.37329733,-0.1322889,-0.0797373,-0.0525516
58,0.37203613,0.32733393,"('undiscriminating', 'discriminating')",0.11838614,0.107434526,-0.06360459,-0.14462061,0.1422726,0.0967159,0.0455567
56,0.3676752,0.4624626,"('impractical', 'practical')",0.91013366,0.8877652,-0.47780424,-0.41739085,0.2666682,0.3109457,-0.0442775
51,0.3606501,0.2633832,"('uneducated', 'educated')",0.10686234,0.13799281,0.8395381,0.7319039,0.4356835,0.37776,0.0579235
53,-0.35401908,-0.50668836,"('uncreative', 'creative')",-0.42193604,-0.697156,0.40122554,0.32221198,-0.1249098,-0.2938774,0.1689676
76,0.3481954,0.58893734,"('anxious', 'daring')",0.38342348,0.52384573,-0.069912724,0.037598703,0.2205687,0.3834606,-0.1628919
31,-0.32869142,-0.30849507,"('evil', 'good')",-0.5899896,-0.6066955,-0.9191585,-0.9833222,-0.6126132,-0.6328376,0.0202244
20,0.3276115,0.4466033,"('rough', 'thoughtful')",-0.12102816,0.0137530025,0.41235974,0.4780607,0.2063144,0.3128057,-0.1064913
50,0.32654107,0.055233765,"('clumsy', 'skillful')",-0.7299177,-0.8241816,-0.21342188,-0.28079715,-0.2055995,-0.349915,0.1443155
12,0.3151845,0.14138076,"('unsupportive', 'supportive')",-0.18701167,-0.405063,-2.2825346,-2.4285161,-0.7181206,-0.8973994,0.1792788
72,0.3125472,0.2789759,"('unambitious', 'ambitious')",0.4570166,0.4370377,-0.33326176,-0.33357903,0.145434,0.1274782,0.0179558
41,-0.2963531,-0.12137231,"('unforgiving', 'forgiving')",0.4051148,0.4356202,0.14685273,0.094704606,0.0852048,0.1363175,-0.0511127
36,-0.2914745,-0.34187433,"('hostile', 'amicable')",0.24874927,0.31921,0.014896739,0.044977635,-0.0092762,0.0074378,-0.016714
9,0.28941098,0.11768305,"('unaffectionate', 'caring')",0.38687968,0.15487243,0.7848983,0.55482113,0.487063,0.2757922,0.2112708
80,0.27775854,0.26751086,"('dominated', 'dominating')",0.13628368,0.12550783,-0.69850266,-0.71767175,-0.0948201,-0.1082177,0.0133976
83,0.2754906,0.39484563,"('powerless', 'powerful')",0.8282997,0.91305137,-1.3785294,-1.2120707,-0.0915797,0.0319421,-0.1235218
28,-0.26274225,-0.31409946,"('disloyal', 'loyal')",-0.5673285,-0.64413095,0.8115019,0.68526274,-0.0061896,-0.0909892,0.0847996
37,-0.26070634,-0.30413252,"('fake', 'genuine')",-0.30879036,-0.34448123,-0.02035029,-0.14491324,-0.1966157,-0.264509,0.0678933
15,0.25312296,0.23910522,"('boring', 'funny')",0.53446394,0.6068459,0.29862738,0.36648232,0.3620714,0.4041445,-0.0420731
30,-0.25120142,0.07075266,"('intolerant', 'tolerant')",0.46004063,0.5167784,0.49875575,0.55801094,0.235865,0.3818473,-0.1459823
11,-0.2280483,-0.19029419,"('unhelpful', 'helpful')",-0.48417917,-0.6245278,1.8929764,1.7954395,0.393583,0.3268725,0.0667105
61,0.21853255,0.19142146,"('illogical', 'logical')",-0.4946103,-0.5962399,-0.16076794,-0.21060143,-0.1456152,-0.20514,0.0595248
43,-0.2076334,-0.13151471,"('irresponsible', 'responsible')",-0.16267309,-0.42759714,0.1537677,-0.023143599,-0.0721796,-0.1940851,0.1219055
21,-0.18958147,0.2334762,"('immoral', 'moral')",-0.15023313,0.0333933,-1.0896142,-0.9133801,-0.4764763,-0.2155035,-0.2609728
81,0.1872984,0.39822447,"('submissive', 'aggressive')",0.662194,0.6921903,-0.8530143,-0.83439124,-0.001174,0.0853412,-0.0865152
6,0.18581448,-0.007938504,"('distant', 'open')",-0.3797093,-0.55122805,-0.28338253,-0.44381544,-0.1590924,-0.3343273,0.1752349
54,0.1783265,0.09835267,"('incapable', 'capable')",-0.19894128,-0.1637573,0.7894423,0.634848,0.2562759,0.1898144,0.0664615
7,-0.17136201,-0.10605954,"('insensitive', 'sensitive')",-0.062420048,-0.13988908,-0.10909133,-0.30119509,-0.1142911,-0.1823812,0.0680901
84,0.15780616,0.0776129,"('inferior', 'superior')",-0.052488398,-0.042705946,0.4029743,0.3534358,0.1694307,0.1294476,0.0399831
38,0.14931649,0.16364416,"('untruthful', 'truthful')",0.06415418,-0.035573334,-0.16219568,-0.29505253,0.0170917,-0.0556606,0.0727523
63,0.13260078,0.1539065,"('unperceptive', 'insightful')",0.1633348,0.047948916,-0.276013,-0.47473037,0.0066409,-0.0909583,0.0975992
27,0.13239528,0.08405182,"('hardhearted', 'softhearted')",-0.016307237,-0.15754575,0.8494407,0.63008684,0.3218429,0.185531,0.1363119
35,0.12034275,0.045375235,"('corrupt', 'incorrupt')",-0.6831744,-0.51233685,-0.58486056,-0.55230045,-0.3825641,-0.339754,-0.0428101
59,0.11635781,0.005253368,"('foolish', 'wise')",-0.94409126,-1.0621129,0.18729831,0.1681469,-0.2134784,-0.2962376,0.0827592
25,0.10927411,0.25351235,"('egoistic', 'altruistic')",0.97110766,1.1229907,1.300703,1.4093891,0.793695,0.9286307,-0.1349357
87,-0.076717004,-0.20993258,"('unsuccessful', 'successful')",0.24605426,0.19315082,0.10517654,0.087905385,0.0915046,0.0237079,0.0677967
4,0.060712412,-0.08321697,"('disliked', 'liked')",0.045796186,0.056618795,-6.908797,-6.75141,-2.2674294,-2.259336,-0.0080934
1,-0.049116537,-0.21529748,"('unfriendly', 'friendly')",0.3137962,0.06662305,1.2898378,1.052132,0.5181725,0.3011525,0.21702
48,0.04282893,0.064750776,"('unintelligent', 'intelligent')",0.2048578,0.13601518,-0.5879965,-0.6148205,-0.1134366,-0.1380182,0.0245816
68,-0.03190642,0.10680631,"('dependent', 'independent')",-1.402731,-1.2528526,-1.4912641,-1.4496467,-0.9753005,-0.865231,-0.1100695
70,0.02300002,-0.06375148,"('lethargic', 'energetic')",-0.34602734,-0.45756686,0.28365278,0.070925124,-0.0131248,-0.1501311,0.1370063
32,0.009942073,0.039177965,"('unkind', 'kind')",-0.039263323,-0.12208922,1.0377314,0.89998716,0.3361367,0.2723586,0.0637781
