,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,male-female
31,-0.8115914,-0.8756488,"('evil', 'good')",-0.26371628,-0.23332295,-0.5838664,-0.67374206,-0.553058,-0.5942379,0.0411799
57,-0.8003277,-1.4320159,"('unimaginative', 'imaginative')",-0.43215096,-0.6469677,-2.4537332,-2.683104,-1.2287373,-1.5873626,0.3586253
36,-0.7813629,-0.7435656,"('hostile', 'amicable')",-0.446329,-0.26355445,0.4959355,0.593438,-0.2439188,-0.137894,-0.1060248
9,-0.77701324,-0.74015164,"('unaffectionate', 'caring')",0.5675175,0.68010896,1.3410562,1.3631674,0.3771869,0.4343749,-0.057188
44,0.75337136,0.73846835,"('prejudiced', 'unprejudiced')",-0.8116191,-0.8724997,-1.390943,-1.3084142,-0.4830636,-0.4808152,-0.0022484
18,-0.6642962,-0.29144382,"('disagreeable', 'welcoming')",-0.57276577,-0.2615769,-0.46433464,-0.18557438,-0.5671322,-0.2461984,-0.3209338
22,0.65300596,0.35362792,"('untrustworthy', 'trustworthy')",-0.22273272,-0.27033368,-0.67326534,-0.8171477,-0.0809974,-0.2446178,0.1636204
32,-0.6445261,-0.26345313,"('unkind', 'kind')",-0.6808047,-0.39884406,0.8683013,0.9066581,-0.1523432,0.0814536,-0.2337968
80,0.64206517,0.20897904,"('dominated', 'dominating')",-0.8256444,-1.0740489,-1.3091338,-1.6626661,-0.497571,-0.8425786,0.3450076
79,-0.59820354,-0.6593669,"('wavering', 'unwavering')",-1.0409688,-1.0582639,0.12392871,0.06222526,-0.5050812,-0.5518019,0.0467207
45,0.5926283,-0.054080945,"('incompetent', 'competent')",-0.25437924,-0.46541485,-0.2827835,-0.5738833,0.0184885,-0.3644597,0.3829482
26,-0.5666441,-0.7658361,"('hardhearted', 'benevolent')",0.4542841,0.50817597,1.8287014,1.8846341,0.5721138,0.5423247,0.0297891
71,-0.5561697,-0.5417998,"('diffident', 'self-confident')",0.96740484,1.0728586,0.44673693,0.354896,0.2859907,0.2953183,-0.0093276
77,-0.5518398,-0.083704196,"('unmotivated', 'motivated')",0.7034421,0.83344555,-1.4527901,-1.2938813,-0.4337293,-0.18138,-0.2523493
27,-0.5478694,-0.741259,"('hardhearted', 'softhearted')",0.1642061,0.055615146,1.3561764,1.2037958,0.324171,0.1727173,0.1514537
29,0.52845556,0.6004814,"('unfair', 'fair')",-0.72286403,-0.8223193,-0.29743832,-0.5120095,-0.1639489,-0.2446158,0.0806669
88,-0.52666193,-0.5237394,"('low', 'eminent')",-0.30562484,-0.27350697,0.10330685,0.22632731,-0.2429933,-0.1903063,-0.052687
54,-0.5214874,-0.29458103,"('incapable', 'capable')",0.70445704,0.7518495,1.2537446,1.4449967,0.4789047,0.6340884,-0.1551837
56,0.5095812,0.2980368,"('impractical', 'practical')",0.15944585,0.020961624,-0.4875057,-0.58005977,0.0605071,-0.0870204,0.1475275
16,-0.48942757,-0.04665983,"('unpopular', 'popular')",-0.17419103,0.1738345,0.45736998,0.6914723,-0.0687495,0.2728823,-0.3416318
68,-0.48816228,-0.38283777,"('dependent', 'independent')",-0.9241727,-0.9195217,-0.93164945,-0.8337582,-0.7813281,-0.7120392,-0.0692889
82,-0.48637757,-0.49667853,"('poor', 'rich')",-0.01847816,0.24928875,6.4852905,6.454037,1.9934783,2.0688825,-0.0754042
60,0.47761542,0.54276234,"('inefficient', 'efficient')",0.7601685,0.76394194,-0.43206692,-0.3678523,0.2685723,0.3129507,-0.0443784
55,0.4639137,0.30689982,"('incompetent', 'clever')",0.12325384,0.04938235,-0.21076617,-0.22009847,0.1254671,0.0453946,0.0800725
48,-0.43166757,-0.603568,"('unintelligent', 'intelligent')",0.5869594,0.3919841,0.16256623,0.21758142,0.1059527,0.0019992,0.1039535
66,-0.43083155,-0.552927,"('inactive', 'active')",-1.4656295,-1.4666766,0.9864267,0.7584177,-0.3033448,-0.4203953,0.1170505
47,-0.42607445,-0.36144206,"('stupid', 'smart')",0.21788464,0.41990292,5.3589983,5.3260174,1.7169361,1.794826,-0.0778899
2,0.41956452,0.71505564,"('unlikable', 'likable')",0.22105883,0.44204447,0.43769428,0.69264764,0.3594392,0.6165826,-0.2571434
38,-0.39613608,-0.49739456,"('untruthful', 'truthful')",-0.7665599,-0.70412636,-0.37571183,-0.10147619,-0.5128026,-0.4343324,-0.0784702
34,-0.37344846,-0.42968935,"('mean', 'honorable')",0.11832464,0.107602105,5.970547,5.955948,1.9051412,1.8779535,0.0271877
3,0.36020264,0.37416825,"('repellent', 'pleasant')",-0.051774073,-0.10093229,0.25433505,0.1920992,0.1875879,0.1551117,0.0324762
64,0.35130283,0.57646656,"('shy', 'confident')",-0.69279957,-0.6428547,-6.9032063,-6.6635475,-2.4149011,-2.2433119,-0.1715892
42,0.34703422,0.39948052,"('unreliable', 'reliable')",-1.9951454,-1.8835626,-3.3584206,-3.3842185,-1.6688439,-1.6227668,-0.0460771
46,-0.3342438,-0.508408,"('uncompetitive', 'competitive')",-0.6540582,-0.6271118,-0.7840879,-0.7865277,-0.5907966,-0.6406825,0.0498859
24,0.33089346,0.44303063,"('dishonest', 'honest')",-1.387963,-1.3544729,0.61373866,0.54870915,-0.147777,-0.120911,-0.026866
50,-0.31514445,-0.48465726,"('clumsy', 'skillful')",-0.19060442,-0.022882018,0.072466865,0.24630848,-0.1444273,-0.0870769,-0.0573504
40,-0.3100334,-0.34517795,"('stingy', 'generous')",-0.8471187,-0.82104206,-1.6115671,-1.7897245,-0.9229064,-0.9853148,0.0624084
85,0.29915923,0.54761606,"('insignificant', 'prestigious')",0.29239428,0.30586624,0.7577851,1.0517064,0.4497795,0.6350629,-0.1852834
81,-0.28232956,-0.04048634,"('submissive', 'aggressive')",-0.81321186,-0.86084956,-1.2131164,-1.1416647,-0.7695526,-0.6810002,-0.0885524
49,-0.2794706,-0.32871404,"('unable', 'able')",0.31905043,0.3055871,-0.24947852,-0.17492852,-0.0699662,-0.0660185,-0.0039477
25,-0.27562436,0.120787054,"('egoistic', 'altruistic')",0.35879302,0.56322664,1.7209612,2.0203962,0.6013766,0.90147,-0.3000934
76,0.2723396,0.24336967,"('anxious', 'daring')",-0.85619265,-0.9157426,-0.12226872,-0.19287512,-0.2353739,-0.288416,0.0530421
33,0.25293487,0.4968648,"('wrong', 'right')",0.32390654,0.21738747,-0.3413584,-0.23626386,0.0784943,0.1593295,-0.0808352
30,0.2507551,0.34091473,"('intolerant', 'tolerant')",0.82868326,1.0074465,0.84395033,1.0721378,0.6411296,0.806833,-0.1657034
28,-0.24224924,-0.62673616,"('disloyal', 'loyal')",-0.3236626,-0.36148125,1.1558816,0.89031255,0.1966566,-0.032635,0.2292916
17,0.23940687,-0.06023971,"('nasty', 'nice')",-0.081846505,-0.17641495,-0.45881182,-0.59169275,-0.1004172,-0.2761158,0.1756986
69,-0.22209701,-0.16238374,"('lazy', 'industrious')",0.13373134,0.14405891,-0.6130605,-0.48927823,-0.2338087,-0.169201,-0.0646077
41,-0.22060731,-0.15970623,"('unforgiving', 'forgiving')",-0.59928966,-0.35913318,0.11595271,-0.01607873,-0.2346481,-0.178306,-0.0563421
52,-0.21811512,0.37963584,"('irrational', 'rational')",0.72705925,0.7582002,0.03163325,0.21289745,0.1801925,0.4502445,-0.270052
65,0.21045883,0.24885243,"('insecure', 'secure')",-0.05444973,-0.0035294816,-0.6492071,-0.6601757,-0.1643993,-0.1382842,-0.0261151
83,-0.20208241,-0.08086917,"('powerless', 'powerful')",-0.05898851,0.07463238,-1.1520752,-1.0242047,-0.4710487,-0.3434805,-0.1275682
63,0.20021868,-0.021678817,"('unperceptive', 'insightful')",0.07292329,0.021536008,0.7395053,0.68361324,0.3375491,0.2278235,0.1097256
14,0.1930605,0.28502402,"('antisocial', 'social')",-0.035202418,0.041068546,-0.5382901,-0.75477403,-0.1268107,-0.1428938,0.0160831
20,0.17859222,-0.21693148,"('rough', 'thoughtful')",0.82045263,0.5878442,0.7979722,0.7671847,0.5990057,0.3793658,0.2196399
75,0.17429858,-0.14471464,"('meek', 'impulsive')",-0.7229655,-0.8241087,-0.104363695,-0.2516931,-0.2176769,-0.4068388,0.1891619
13,-0.17140256,-0.08699413,"('impolite', 'polite')",-0.20355755,-0.11600759,-0.47454655,-0.44291577,-0.2831689,-0.2153058,-0.0678631
74,0.17059782,0.12062648,"('undedicated', 'dedicated')",-0.29921582,-0.18692024,0.064336106,0.11678455,-0.0214273,0.0168303,-0.0382576
37,0.16864161,-0.19655637,"('fake', 'genuine')",-0.57023215,-0.7492461,0.51630735,0.21125394,0.0382389,-0.2448495,0.2830884
72,-0.15330367,-0.3409638,"('unambitious', 'ambitious')",-0.93194544,-1.0244203,-0.83311415,-1.0629662,-0.6394544,-0.8094501,0.1699957
67,0.14914605,0.4652581,"('doubtful', 'determined')",0.31558746,0.33055744,-0.8694338,-0.63739264,-0.1349001,0.0528076,-0.1877077
58,-0.13771378,-0.7516879,"('undiscriminating', 'discriminating')",0.5047427,0.17155592,0.2907791,-0.124105275,0.2192693,-0.2347457,0.454015
7,-0.12862834,-0.20523687,"('insensitive', 'sensitive')",0.043693736,-0.037289195,1.0141175,0.7100866,0.3097276,0.1558535,0.1538741
19,-0.12289922,0.04867588,"('inhospitable', 'hospitable')",-0.35899347,-0.31303242,0.22028513,0.3295582,-0.0872025,0.0217339,-0.1089364
59,-0.11195928,0.13397957,"('foolish', 'wise')",0.41838533,0.6311457,0.17619187,0.50784206,0.1608726,0.4243224,-0.2634498
43,-0.11168041,-0.24153014,"('irresponsible', 'responsible')",-0.7561124,-0.6074154,0.37940994,0.32866755,-0.1627943,-0.173426,0.0106317
51,-0.098762035,0.14883631,"('uneducated', 'educated')",-0.66909647,-0.6425353,0.41429394,0.29961985,-0.1178549,-0.0646931,-0.0531618
61,0.095925435,0.2581169,"('illogical', 'logical')",1.2313777,1.1246703,0.06426991,0.048630256,0.4638577,0.4771392,-0.0132815
12,-0.089010455,-0.040934384,"('unsupportive', 'supportive')",-0.4117832,-0.20311256,-1.9174788,-1.7431208,-0.8060908,-0.6623892,-0.1437016
11,-0.07654363,-0.37373653,"('unhelpful', 'helpful')",0.79922026,0.917595,1.659167,1.7062447,0.7939479,0.7500344,0.0439135
70,0.054860886,-0.35611257,"('lethargic', 'energetic')",-1.1807683,-1.2096505,0.83997196,0.49689394,-0.0953118,-0.3562897,0.2609779
84,-0.0426057,0.15759775,"('inferior', 'superior')",0.654923,0.6356153,0.77189326,0.991398,0.4614035,0.5948703,-0.1334668
15,0.038374554,-0.028040927,"('boring', 'funny')",0.4059628,0.32546172,0.5507841,0.33778572,0.3317072,0.2117355,0.1199717
4,-0.025718212,-0.16438709,"('disliked', 'liked')",-1.0083681,-0.9910519,-6.461281,-6.4512086,-2.4984557,-2.5355492,0.0370935
23,-0.02558957,-0.29717416,"('insincere', 'sincere')",0.8103065,0.7546573,5.842929,5.6449037,2.2092153,2.034129,0.1750863
21,0.023381399,0.7643693,"('immoral', 'moral')",0.22089702,0.3463133,-1.0871366,-0.8040997,-0.2809527,0.1021943,-0.383147
35,-0.0026094206,-0.16622928,"('corrupt', 'incorrupt')",-0.014497291,-0.08345665,0.106157884,0.07521704,0.0296837,-0.0581563,0.08784
