,american_male,american_female,tuple,tower_male,tower_female,corp_male,corp_female,average_male,average_female,male-female
36,-1.7018212,-2.2489157,"('hostile', 'amicable')",-1.9378682,-2.6527522,-0.6883897,-0.54653966,-1.4426931,-1.8160691,0.373376
16,-1.6642514,-1.7824535,"('unpopular', 'popular')",-0.8945081,-1.0229895,0.22623104,0.31768566,-0.7775095,-0.8292525,0.051743
51,1.5323163,1.2119405,"('uneducated', 'educated')",0.732975,0.71621406,0.7272134,0.47269857,0.9975015,0.8002844,0.1972171
39,1.4301629,1.645741,"('exploitative', 'cooperative')",1.4101665,1.5462278,0.20737264,0.22641361,1.0159007,1.1394609,-0.1235602
1,-1.4229614,-1.5877323,"('unfriendly', 'friendly')",-0.9135821,-1.4960372,1.0983588,1.2585027,-0.4127283,-0.6084223,0.195694
81,1.3733238,1.2797834,"('submissive', 'aggressive')",1.5751868,1.8158413,0.2876465,0.04342997,1.0787191,1.0463516,0.0323675
31,-1.3667302,-1.6427076,"('evil', 'good')",-1.7137781,-2.0747952,-1.255476,-1.1774707,-1.4453281,-1.6316579,0.1863298
29,-1.3269007,-1.2745672,"('unfair', 'fair')",-0.6044382,-0.5688273,-0.19525263,-0.37087655,-0.7088638,-0.7380904,0.0292266
53,-1.2039853,-1.1778744,"('uncreative', 'creative')",-0.6171788,-0.9033878,0.40706173,0.3773165,-0.4713675,-0.5679819,0.0966144
8,-1.1379532,-1.1182348,"('unaffectionate', 'affectionate')",-1.0443937,-1.4555236,-0.037845787,0.32488346,-0.7400642,-0.749625,0.0095608
45,-1.0247117,-0.8699671,"('incompetent', 'competent')",0.047678024,0.3815934,-0.053691998,-0.25542772,-0.3435752,-0.2479338,-0.0956414
57,-1.0187398,-0.99134535,"('unimaginative', 'imaginative')",0.0612968,0.051247038,-3.188808,-3.3912835,-1.3820836,-1.4437939,0.0617103
84,0.9658865,1.0208333,"('inferior', 'superior')",0.00017733779,0.038274817,0.75108933,0.6374959,0.5723844,0.5655346,0.0068498
73,0.9601175,1.1092832,"('helpless', 'self-reliant')",-0.6529427,-0.84134126,-3.4853947,-3.567275,-1.0594066,-1.0997777,0.0403711
4,-0.90743303,-1.1596282,"('disliked', 'liked')",-0.77513486,-1.0929785,-6.90912,-7.7228413,-2.8638961,-3.3251492,0.4612531
67,0.8764944,1.1599748,"('doubtful', 'determined')",0.78850174,0.8326075,-0.01685427,-0.17922416,0.5493806,0.6044527,-0.0550721
56,0.86486024,0.9318503,"('impractical', 'practical')",2.2674165,2.454408,0.27819267,-0.13894677,1.1368232,1.0824371,0.0543861
76,0.84640044,0.97257566,"('anxious', 'daring')",1.017395,1.1509616,0.20085828,0.03369633,0.688218,0.7190779,-0.0308599
48,0.7744224,1.0271915,"('unintelligent', 'intelligent')",0.46754825,0.7034751,0.8727075,0.9570737,0.7048927,0.8959134,-0.1910207
72,0.7690086,0.76144606,"('unambitious', 'ambitious')",2.0582612,2.0898774,-0.117282815,0.103781946,0.903329,0.9850351,-0.0817061
87,0.7624705,0.54649913,"('unsuccessful', 'successful')",0.5906523,0.42502004,0.9789459,0.8464195,0.7773562,0.6059796,0.1713766
64,0.7567521,0.68536955,"('shy', 'confident')",1.0050702,1.0673735,-5.602003,-6.2255692,-1.2800603,-1.490942,0.2108817
37,-0.7472329,-0.4449782,"('fake', 'genuine')",-0.926229,-0.83451587,-0.25043306,-0.00783309,-0.6412983,-0.4291091,-0.2121892
80,0.71409386,0.98517954,"('dominated', 'dominating')",0.96312165,1.2767037,-0.43934128,-0.6165425,0.4126248,0.5484469,-0.1358221
41,-0.69992954,-1.067262,"('unforgiving', 'forgiving')",0.02097271,-0.199103,-0.08393977,-0.35065287,-0.2542989,-0.539006,0.2847071
6,-0.6901394,-0.9624734,"('distant', 'open')",-1.8956544,-2.3316894,-0.89725435,-0.52876914,-1.1610161,-1.2743106,0.1132945
21,0.68860257,0.7062556,"('immoral', 'moral')",0.8648395,0.97848266,-0.063509926,-0.2891144,0.496644,0.465208,0.031436
22,-0.6821841,-0.38980505,"('untrustworthy', 'trustworthy')",0.35082126,0.49455222,-0.8520774,-1.0380341,-0.3944801,-0.3110956,-0.0833845
24,0.66726065,0.839684,"('dishonest', 'honest')",0.07872594,0.05351342,0.61072016,0.5802728,0.4522356,0.4911567,-0.0389211
71,0.6518094,0.47072193,"('diffident', 'self-confident')",0.9185336,0.76199615,0.4423886,0.41894767,0.6709105,0.5505553,0.1203552
3,-0.6149826,-0.71078974,"('repellent', 'pleasant')",-0.3251366,-0.07046032,0.85364324,0.8118327,-0.0288253,0.0101942,-0.0390195
78,-0.60249174,-0.62731934,"('nonresilient', 'resilient')",0.14006317,0.1426664,0.3400579,0.42774954,-0.0407902,-0.0189678,-0.0218224
68,0.5984988,0.6915535,"('dependent', 'independent')",0.092911445,0.34258574,-0.74726695,-0.7088924,-0.0186189,0.1084156,-0.1270345
34,-0.59768486,-0.75578934,"('mean', 'honorable')",0.5395022,0.3693631,5.4260545,5.7095942,1.7892906,1.7743893,0.0149013
47,-0.59661955,-0.63597083,"('stupid', 'smart')",0.51064396,0.5249632,5.6044626,5.9889574,1.8394957,1.9593166,-0.1198209
5,-0.5934756,-0.9212389,"('distant', 'outgoing')",-1.4059678,-1.8574057,-0.57390046,-0.3291636,-0.8577813,-1.035936,0.1781547
66,0.5794214,0.40218437,"('inactive', 'active')",-0.67666996,-1.0135846,0.245944,0.42104843,0.0495651,-0.0634506,0.1130157
59,-0.5618773,-0.39557958,"('foolish', 'wise')",-0.7775672,-0.8472898,-0.07281169,0.2866861,-0.4707521,-0.3187278,-0.1520243
0,-0.55448925,-0.4822019,"('unsociable', 'sociable')",0.47169077,0.5001031,0.0074091144,-0.15945175,-0.0251298,-0.0471835,0.0220537
88,0.53926253,0.2208011,"('low', 'eminent')",-0.9819825,-1.2982903,-0.31870016,-0.45852414,-0.2538067,-0.5120044,0.2581977
85,-0.5380502,-0.97913545,"('insignificant', 'prestigious')",-1.1032512,-1.7897089,-0.9792714,-0.94611496,-0.8735243,-1.2383198,0.3647955
52,-0.5317423,-0.7005887,"('irrational', 'rational')",-1.377934,-1.7978202,-0.3202756,-0.04695455,-0.7433173,-0.8484545,0.1051372
18,0.53124416,0.34027982,"('disagreeable', 'welcoming')",-0.64861137,-0.89375085,-0.52606714,-0.6289836,-0.2144781,-0.3941515,0.1796734
2,0.52957076,0.08450878,"('unlikable', 'likable')",0.69767827,0.3367971,0.8129976,0.56848335,0.6800822,0.3299297,0.3501525
60,0.5207246,0.7942743,"('inefficient', 'efficient')",1.9957633,2.5511515,0.566875,0.42250708,1.0277876,1.2559776,-0.22819
