,american_male,american_female,tuple,tower_male,tower_female,corp_male,corp_female,average_male,average_female,male-female
35,-0.51386094,-0.5409628,"('corrupt', 'incorrupt')",-1.346939,-1.6174006,-0.9740407,-0.7275277,-0.9449468,-0.9619637,0.0170169
11,0.4950169,0.6155734,"('unhelpful', 'helpful')",0.016300635,0.12001228,2.3547914,2.262324,0.9553696,0.9993033,-0.0439337
77,-0.49425495,-0.6631565,"('unmotivated', 'motivated')",-0.013020776,0.2430859,-0.73493326,-0.66644317,-0.4140697,-0.3621713,-0.0518984
12,0.44116232,0.46771958,"('unsupportive', 'supportive')",0.4934329,0.41349533,-1.8614945,-2.1003623,-0.3089664,-0.4063825,0.0974161
25,-0.39603585,-0.6221304,"('egoistic', 'altruistic')",-0.5523449,-0.79973423,1.0219426,0.9145918,0.0245206,-0.1690909,0.1936115
62,0.385814,0.54076767,"('incompetent', 'brilliant')",1.2316998,1.5770743,0.9716978,0.8918294,0.8630706,1.0032237,-0.1401531
28,0.37752438,0.500751,"('disloyal', 'loyal')",-0.5908724,-0.5063672,0.83299387,1.1020893,0.2065486,0.365491,-0.1589424
61,0.37590292,0.15038931,"('illogical', 'logical')",0.1184354,0.16605572,0.52497077,0.42248544,0.3397697,0.2463102,0.0934595
13,0.3411311,0.5043532,"('impolite', 'polite')",0.53409004,0.7906715,-0.08239527,-0.13351434,0.2642753,0.3871702,-0.1228949
23,0.33596155,0.15352564,"('insincere', 'sincere')",0.7857637,0.8661927,6.1856112,6.513663,2.4357788,2.511127,-0.0753482
86,-0.29701105,-0.28395805,"('uninfluential', 'influential')",0.6555494,0.70522213,-0.3162628,-0.46261922,0.0140918,-0.013785,0.0278768
9,-0.29626864,-0.20789099,"('unaffectionate', 'caring')",-0.51097476,-0.7357278,0.9113511,1.269155,0.0347026,0.1085121,-0.0738095
65,0.2962523,0.41455004,"('insecure', 'secure')",1.0855597,1.4620163,0.31144735,0.13157113,0.5644198,0.6693792,-0.1049594
83,0.28857997,0.30395964,"('powerless', 'powerful')",1.5171101,1.4919363,-0.60216814,-0.6147653,0.401174,0.3937102,0.0074638
54,0.27971122,-0.07425015,"('incapable', 'capable')",-0.2535304,-0.5464024,0.7677465,1.1182127,0.2646424,0.1658534,0.098789
14,0.25778037,0.5068921,"('antisocial', 'social')",2.0612454,2.266108,0.22490083,-0.1930791,0.8479755,0.8599737,-0.0119982
42,0.23564452,0.23887719,"('unreliable', 'reliable')",0.16106437,0.10374288,-2.760036,-3.1187913,-0.7877757,-0.9253904,0.1376147
63,0.2222076,0.2901936,"('unperceptive', 'insightful')",0.8030644,0.85189956,0.6794445,0.6063687,0.5682388,0.5828207,-0.0145819
43,0.22149062,0.48068318,"('irresponsible', 'responsible')",0.5369117,0.59048784,0.6062626,0.30841246,0.4548883,0.4598612,-0.0049729
17,-0.20161729,-0.22629568,"('nasty', 'nice')",-0.85076153,-0.8590305,-0.38231444,-0.34582594,-0.4782311,-0.4770507,-0.0011804
38,0.20119077,0.15401185,"('untruthful', 'truthful')",-0.42089558,-0.39334247,0.15617874,0.2139819,-0.0211754,-0.0084496,-0.0127258
40,-0.18857612,-0.015553572,"('stingy', 'generous')",0.016385809,-0.050274983,-2.234672,-2.6088333,-0.8022874,-0.891554,0.0892666
30,0.185392,0.37547034,"('intolerant', 'tolerant')",1.2631034,1.4613025,0.9182284,0.85555565,0.7889079,0.8974428,-0.1085349
19,-0.17413896,-0.2766326,"('inhospitable', 'hospitable')",-2.102083,-2.2880373,-0.7801067,-0.53264093,-1.0187763,-1.0324369,0.0136606
32,-0.17304218,-0.38510364,"('unkind', 'kind')",0.26411256,0.22485074,0.79254454,0.71091515,0.2945383,0.1835541,0.1109842
58,0.1727615,0.11731705,"('undiscriminating', 'discriminating')",0.9121607,0.65210146,-0.013824872,-0.17381808,0.3570325,0.1985335,0.158499
26,-0.17263229,-0.05854869,"('hardhearted', 'benevolent')",0.34237272,-0.09612403,0.9413641,0.8030929,0.3703682,0.2161401,0.1542281
75,-0.1697805,-0.15176404,"('meek', 'impulsive')",-1.4899096,-1.6873783,-0.6326767,-0.61570853,-0.7641223,-0.8182836,0.0541613
82,-0.16701831,-0.29292023,"('poor', 'rich')",-0.14416674,-0.12573998,6.4176216,6.8029,2.0354789,2.1280799,-0.092601
33,0.16289607,0.1760916,"('wrong', 'right')",0.020820163,-0.07356712,-0.56144387,-0.50489473,-0.1259092,-0.1341234,0.0082142
46,-0.16119465,-0.13174237,"('uncompetitive', 'competitive')",0.623557,0.99330294,-0.8783004,-1.0639944,-0.138646,-0.0674779,-0.0711681
50,-0.15106104,-0.3915428,"('clumsy', 'skillful')",-1.0231963,-1.1346214,-0.11332166,0.18551803,-0.429193,-0.446882,0.017689
10,0.12892184,0.21247306,"('unsympathetic', 'sympathetic')",0.5060236,0.74384046,-0.37753153,-0.25554818,0.0858046,0.2335884,-0.1477838
49,-0.09343302,-0.16608816,"('unable', 'able')",-0.39854383,-0.17521593,-0.2564228,0.03836578,-0.2494665,-0.1009794,-0.1484871
55,-0.08428678,0.21593113,"('incompetent', 'clever')",1.3608896,1.7649118,0.56142485,0.22824349,0.6126759,0.7363621,-0.1236862
79,0.0673457,-0.2498189,"('wavering', 'unwavering')",-1.6403015,-2.0941827,-0.4976491,-0.33098352,-0.6902016,-0.8916616,0.20146
15,0.063790604,0.12935285,"('boring', 'funny')",0.36030203,0.10127442,-0.007334916,-0.14407311,0.1389192,0.0288514,0.1100678
74,0.051771805,-0.01554762,"('undedicated', 'dedicated')",0.38232648,0.34025538,-0.6793496,-0.85178983,-0.0817504,-0.175694,0.0939436
69,0.031927537,-0.246342,"('lazy', 'industrious')",-0.6333572,-0.8299046,-0.7809455,-0.73259336,-0.4607917,-0.6029467,0.142155
27,-0.031316,0.039591514,"('hardhearted', 'softhearted')",-0.7388168,-0.66051435,0.56339395,0.85469395,-0.0689129,0.0779237,-0.1468366
20,0.030341838,0.23203631,"('rough', 'thoughtful')",0.22138277,0.3439832,0.607798,0.6412288,0.2865075,0.4057494,-0.1192419
7,-0.028466279,0.08114349,"('insensitive', 'sensitive')",0.652723,0.79123914,0.2911825,0.10759079,0.3051464,0.3266578,-0.0215114
44,0.0017163716,0.057671633,"('prejudiced', 'unprejudiced')",-1.4169252,-1.2611449,-1.4530828,-1.3831575,-0.9560972,-0.8622103,-0.0938869
70,0.0014755148,0.2352129,"('lethargic', 'energetic')",0.21088062,0.49685204,0.23793486,0.21137118,0.150097,0.3144787,-0.1643817
