,travelers_male,travelers_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
56,2.412291,2.2481775,"('impractical', 'practical')",1.918283,1.9254297,-0.4018555,-0.37893233,1.3095729,1.2648917,0.0446812
12,2.1984804,2.1247396,"('unsupportive', 'supportive')",1.7565613,1.817591,-1.5409633,-1.5022049,0.8046927,0.8133752,-0.0086825
30,2.071147,2.0059536,"('intolerant', 'tolerant')",2.1710918,2.2665548,0.78458476,0.807003,1.675608,1.6931705,-0.0175625
71,1.8689339,1.8960322,"('diffident', 'self-confident')",-0.14003713,0.007851962,0.26044002,0.24114174,0.6631122,0.7150087,-0.0518965
7,1.8038868,1.7033796,"('insensitive', 'sensitive')",1.292969,1.4547937,0.99542296,1.0653098,1.3640928,1.4078277,-0.0437349
9,1.7803925,1.7417326,"('unaffectionate', 'caring')",-0.115275905,0.15887961,1.4652393,1.4758918,1.0434519,1.1255013,-0.0820494
60,1.749045,1.5471117,"('inefficient', 'efficient')",3.0350041,3.1160896,0.14094166,0.21570124,1.6416636,1.6263008,0.0153628
0,1.6959867,1.5110258,"('unsociable', 'sociable')",1.4165663,1.4577366,-0.4587049,-0.46516144,0.8846161,0.8345337,0.0500824
49,-1.6146837,-1.6250837,"('unable', 'able')",-0.010999892,-0.20793988,0.0012380667,-0.055884622,-0.5414819,-0.629636,0.0881541
68,-1.6052694,-1.5248317,"('dependent', 'independent')",0.06893662,-0.023189733,-0.033036314,-0.062196016,-0.5231231,-0.5367392,0.0136161
31,-1.6020666,-1.3335743,"('evil', 'good')",-1.7705854,-1.6184084,-1.0470526,-1.0843259,-1.4732348,-1.3454363,-0.1277985
43,1.5909177,1.4818135,"('irresponsible', 'responsible')",0.9511739,0.966608,0.64021903,0.5695219,1.0607702,1.0059811,0.0547891
13,1.5472201,1.4055355,"('impolite', 'polite')",1.1592993,1.2305698,0.101023346,0.21651228,0.9358476,0.9508725,-0.0150249
19,-1.4939802,-1.127229,"('inhospitable', 'hospitable')",-0.9390849,-0.7012241,-0.045512937,0.058226105,-0.8261926,-0.5900757,-0.2361169
36,-1.396002,-1.1738433,"('hostile', 'amicable')",-2.6981869,-2.268645,-0.10171038,0.04802841,-1.398633,-1.1314866,-0.2671464
52,-1.3769696,-0.99864197,"('irrational', 'rational')",-2.6146498,-2.338949,-0.6875156,-0.65878713,-1.5597116,-1.332126,-0.2275856
44,-1.3228482,-1.3159115,"('prejudiced', 'unprejudiced')",-0.5724155,-0.6798808,-1.3507757,-1.4234365,-1.0820131,-1.139743,0.0577299
14,1.2969832,1.34485,"('antisocial', 'social')",1.874421,1.9441566,-0.61703074,-0.52566606,0.8514579,0.9211136,-0.0696557
33,1.2857555,1.4933276,"('wrong', 'right')",-0.8528482,-0.5772068,-0.6085344,-0.59626937,-0.0585424,0.1066172,-0.1651596
1,1.2075466,1.3784573,"('unfriendly', 'friendly')",-0.8121947,-0.42619365,1.7555362,1.738628,0.7169627,0.8969639,-0.1800012
26,1.1970506,1.3703754,"('hardhearted', 'benevolent')",1.0095499,1.3153111,1.4511572,1.688787,1.2192526,1.4581579,-0.2389053
35,-1.1927432,-0.98924774,"('corrupt', 'incorrupt')",-2.3032491,-2.012458,-0.32495457,-0.22818911,-1.2736489,-1.0766317,-0.1970172
10,1.1279486,0.98182267,"('unsympathetic', 'sympathetic')",1.6443737,1.6651638,0.0835902,0.13385823,0.9519708,0.9269482,0.0250226
74,1.1111839,1.0314304,"('undedicated', 'dedicated')",1.4060642,1.2625227,0.4957442,0.5011558,1.0043308,0.9317029,0.0726279
23,1.0683937,0.8915708,"('insincere', 'sincere')",0.5413566,0.6026274,6.41824,6.2885823,2.6759968,2.5942602,0.0817366
75,-1.066712,-0.8959882,"('meek', 'impulsive')",-0.6697458,-0.6609378,-0.34580588,-0.35847345,-0.6940879,-0.6384665,-0.0556214
50,-1.0604732,-0.810391,"('clumsy', 'skillful')",-0.9574255,-0.71085757,0.09940745,0.29678077,-0.639497,-0.4081559,-0.2313411
73,1.0458927,1.1833707,"('helpless', 'self-reliant')",0.38756993,0.47986895,-3.4390829,-3.3558908,-0.6685401,-0.564217,-0.1043231
40,1.0273157,1.0893084,"('stingy', 'generous')",0.89516103,0.79854494,-1.0762444,-1.0760224,0.2820775,0.2706103,0.0114672
42,0.9984724,1.2021852,"('unreliable', 'reliable')",0.9351851,1.1163439,-2.8177521,-2.6199703,-0.2946982,-0.1004804,-0.1942178
72,0.997888,0.97096395,"('unambitious', 'ambitious')",-0.22637707,-0.23797026,-0.7991006,-0.8311297,-0.0091965,-0.032712,0.0235155
39,0.9776669,1.0497661,"('exploitative', 'cooperative')",0.9164022,0.9584676,0.45155773,0.48590416,0.7818756,0.8313793,-0.0495037
25,0.9553065,1.0202403,"('egoistic', 'altruistic')",0.46387458,0.42725188,1.3203508,1.3236204,0.9131773,0.9237041,-0.0105268
66,-0.92845035,-0.91974145,"('inactive', 'active')",0.0634407,0.044215344,1.2884386,1.0638229,0.141143,0.0627656,0.0783774
79,-0.8981412,-0.6633652,"('wavering', 'unwavering')",-1.6137305,-1.4951429,0.053531993,0.065973945,-0.8194466,-0.6975114,-0.1219352
48,0.8783109,0.6373704,"('unintelligent', 'intelligent')",-0.45045766,-0.48423174,0.2647208,0.32929415,0.230858,0.1608109,0.0700471
65,0.8776724,0.7630889,"('insecure', 'secure')",0.91441363,0.99159634,0.09049528,0.21774012,0.6275271,0.6574751,-0.029948
