,travelers_male,travelers_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
63,0.8714835,0.8254146,"('unperceptive', 'insightful')",1.8547153,1.8769407,1.332512,1.3726431,1.3529037,1.3583328,-0.0054291
32,0.8672322,0.7605854,"('unkind', 'kind')",0.9194256,1.0163822,1.3459421,1.3627473,1.0441999,1.0465717,-0.0023718
24,0.8415339,0.9424951,"('dishonest', 'honest')",-0.25141254,-0.005883556,1.0721834,1.2149118,0.5541016,0.7171745,-0.1630729
11,0.8399761,0.66204554,"('unhelpful', 'helpful')",1.938486,1.8964404,2.5667837,2.6576355,1.7817485,1.7387072,0.0430413
28,0.80379975,0.8741435,"('disloyal', 'loyal')",0.067535445,0.08667055,1.1013502,1.1533387,0.6575618,0.7047176,-0.0471558
21,0.75898033,0.6923216,"('immoral', 'moral')",1.6604964,1.5988449,-0.582387,-0.55452836,0.6123633,0.5788794,0.0334839
55,0.7269276,0.69189024,"('incompetent', 'clever')",1.8841522,1.7792284,0.2018746,0.21799316,0.9376514,0.8963706,0.0412808
78,0.7176805,0.48967642,"('nonresilient', 'resilient')",1.6177714,1.40313,0.2741805,0.20596878,0.8698774,0.6995918,0.1702856
80,0.70617545,0.54029924,"('dominated', 'dominating')",2.48472,2.0929422,-0.6267983,-0.7569668,0.8546991,0.6254249,0.2292742
70,0.700537,0.6655672,"('lethargic', 'energetic')",1.4984671,1.4409837,0.782395,0.73628557,0.9937997,0.9476121,0.0461876
6,-0.6919098,-0.38918707,"('distant', 'open')",-2.107577,-1.9080518,0.45926955,0.31117338,-0.7800725,-0.6620218,-0.1180507
41,0.6801497,0.8566056,"('unforgiving', 'forgiving')",-0.007887891,0.3440759,-0.0018617697,0.24484307,0.2234667,0.4818415,-0.2583748
59,-0.5859249,-0.39364025,"('foolish', 'wise')",-1.3894774,-1.144304,0.24399495,0.10749038,-0.5771358,-0.476818,-0.1003178
86,0.5743211,0.6602385,"('uninfluential', 'influential')",0.8673603,0.8543319,0.3559469,0.31557515,0.5992094,0.6100485,-0.0108391
53,-0.5690333,-0.3842843,"('uncreative', 'creative')",-0.20385991,-0.23634037,0.8387726,0.82222056,0.0219598,0.0671986,-0.0452388
67,-0.56261295,-0.44993147,"('doubtful', 'determined')",-0.5342456,-0.49718767,-0.9458975,-1.10375,-0.6809187,-0.683623,0.0027043
54,-0.53848964,-0.28873807,"('incapable', 'capable')",-1.0994508,-0.85931665,1.1327659,0.9714772,-0.1683915,-0.0588592,-0.1095323
81,0.53089654,0.3267853,"('submissive', 'aggressive')",1.8301222,1.6337671,-0.2811464,-0.3364545,0.6932907,0.541366,0.1519247
82,-0.505048,-0.44998065,"('poor', 'rich')",0.3215776,0.21297723,6.6070824,6.4075665,2.141204,2.0568544,0.0843496
77,0.49521595,0.50834537,"('unmotivated', 'motivated')",0.7512515,0.67307395,-1.2440137,-1.1743028,0.0008179,0.0023722,-0.0015543
69,-0.47882998,-0.45706856,"('lazy', 'industrious')",-0.33285806,-0.35012317,-0.8384881,-0.93762076,-0.5500587,-0.5816042,0.0315455
5,-0.434427,-0.17210114,"('distant', 'outgoing')",-1.3295232,-1.1726657,-0.22507897,-0.3796181,-0.6630097,-0.574795,-0.0882147
46,0.42304325,0.36159605,"('uncompetitive', 'competitive')",2.7636323,2.4922001,-0.32640436,-0.26520875,0.9534237,0.8628625,0.0905612
62,0.41406992,0.47165123,"('incompetent', 'brilliant')",1.7719142,1.6521896,0.023337064,-0.0023841932,0.7364404,0.7071522,0.0292882
76,0.39904082,0.3631654,"('anxious', 'daring')",1.5454397,1.4213618,0.46749422,0.345958,0.8039916,0.7101617,0.0938299
85,-0.39749983,-0.2316071,"('insignificant', 'prestigious')",-0.75104344,-0.69097674,0.22391653,0.26992697,-0.3082089,-0.2175523,-0.0906566
64,0.387467,0.5461737,"('shy', 'confident')",1.3508493,1.3694805,-6.863094,-6.6445756,-1.7082593,-1.5763071,-0.1319522
18,-0.3728404,-0.13558364,"('disagreeable', 'welcoming')",-0.4730578,-0.39970356,-0.34412223,-0.3324232,-0.3966735,-0.2892368,-0.1074367
16,-0.36511415,-0.3626133,"('unpopular', 'popular')",-1.2440461,-1.1313193,0.45164955,0.44740796,-0.3858369,-0.3488415,-0.0369954
37,-0.35459736,-0.20012866,"('fake', 'genuine')",-0.038111776,0.0047328565,0.59665656,0.55351347,0.0679825,0.1193726,-0.0513901
38,0.34880063,0.47555858,"('untruthful', 'truthful')",0.11413304,0.348999,0.25640404,0.38775006,0.2397792,0.4041025,-0.1643233
4,-0.30861628,-0.08616514,"('disliked', 'liked')",-0.13299678,-0.03605464,-6.6362696,-6.4521055,-2.3592943,-2.1914417,-0.1678526
20,-0.30677018,-0.27771136,"('rough', 'thoughtful')",-0.18949485,-0.031311758,0.73578846,0.8081588,0.0798411,0.1663786,-0.0865375
84,-0.26526302,-0.07565525,"('inferior', 'superior')",-0.9315097,-0.816962,0.47067228,0.54988545,-0.2420335,-0.1142439,-0.1277896
47,0.24347915,0.050600577,"('stupid', 'smart')",0.66857797,0.6855173,5.803238,5.5772877,2.2384316,2.1044685,0.1339631
27,0.22023505,0.24301827,"('hardhearted', 'softhearted')",0.9061925,1.2241781,1.398139,1.424897,0.8415222,0.9640311,-0.1225089
17,-0.21454641,-0.25911114,"('nasty', 'nice')",-0.6061232,-0.3630881,-0.36085278,-0.35507467,-0.3938408,-0.325758,-0.0680828
51,-0.20502023,-0.06821378,"('uneducated', 'educated')",1.0568724,0.98049045,0.5968827,0.5692502,0.4829116,0.4938423,-0.0109307
29,0.18392326,0.25538537,"('unfair', 'fair')",-1.4365845,-1.3093092,-0.33376998,-0.38964307,-0.5288104,-0.481189,-0.0476214
2,0.18111378,0.26763862,"('unlikable', 'likable')",0.61402476,0.6284363,0.41088256,0.39812207,0.402007,0.431399,-0.029392
8,0.18011211,0.27038866,"('unaffectionate', 'affectionate')",-1.0262476,-0.8221653,0.7263974,0.71538615,-0.0399127,0.0545365,-0.0944492
3,-0.15334168,-0.1903135,"('repellent', 'pleasant')",1.467174,1.3787425,0.71802056,0.6260125,0.6772843,0.6048138,0.0724705
87,0.15196998,0.059019394,"('unsuccessful', 'successful')",2.0683658,1.8474604,0.85835207,0.7784654,1.0262292,0.8949817,0.1312475
58,0.14289191,0.23985964,"('undiscriminating', 'discriminating')",0.8737302,1.012423,0.09650248,0.24236736,0.3710415,0.4982167,-0.1271752
57,-0.08134206,-0.015950555,"('unimaginative', 'imaginative')",0.24839544,0.15936999,-2.971421,-2.946521,-0.9347892,-0.9343672,-0.000422
15,-0.077062435,0.09710248,"('boring', 'funny')",-1.0490341,-0.8516281,0.25712502,0.2289508,-0.2896572,-0.1751916,-0.1144656
61,0.06807676,0.14170355,"('illogical', 'logical')",-0.3933776,-0.19215426,0.31684375,0.31990117,-0.002819,0.0898168,-0.0926358
45,-0.0547432,0.026314951,"('incompetent', 'competent')",1.3580234,1.4571036,-0.21053037,-0.0010092258,0.3642499,0.4941365,-0.1298866
88,-0.05322355,-0.051713407,"('low', 'eminent')",0.4551644,0.36694875,0.11054796,0.17108718,0.1708296,0.1621075,0.0087221
83,0.03156465,0.07106852,"('powerless', 'powerful')",-0.010192081,0.23883565,-1.0468904,-0.895064,-0.3418393,-0.1950533,-0.146786
22,0.024472598,0.12867501,"('untrustworthy', 'trustworthy')",1.1810842,1.2780741,-0.52051556,-0.41391668,0.2283471,0.3309441,-0.102597
34,-0.013828244,-0.09336421,"('mean', 'honorable')",0.8488809,0.98287886,6.3967214,6.342323,2.4105913,2.4106124,-2.11e-05
