,grainger_male,grainger_female,tuple,w_male,w_female,inc_male,inc_female,average_male,average_female,male-female
46,1.5621119,1.8879855,"('uncompetitive', 'competitive')",1.9382867,1.8805331,0.9615137,1.2825245,1.4873041,1.683681,-0.1963769
80,1.5522149,1.752955,"('dominated', 'dominating')",1.1956531,1.316522,-0.7313397,-0.5638696,0.6721761,0.8352025,-0.1630264
27,-1.5442343,-1.604542,"('hardhearted', 'softhearted')",-0.6076352,-0.5373189,1.319583,1.2929951,-0.2774288,-0.2829553,0.0055265
81,1.4569643,1.3682641,"('submissive', 'aggressive')",0.9985529,0.7046549,-0.48440114,-0.42458406,0.6570387,0.549445,0.1075937
8,-1.4234849,-1.5120357,"('unaffectionate', 'affectionate')",-1.4829861,-1.5774739,0.047175013,-0.3487006,-0.9530987,-1.14607,0.1929713
74,1.375661,1.3703676,"('undedicated', 'dedicated')",1.8321483,1.64322,0.079935916,-0.16761348,1.0959152,0.948658,0.1472572
67,1.3428133,1.4762768,"('doubtful', 'determined')",0.56494397,0.6062854,-0.13885204,-0.10620201,0.5896351,0.6587867,-0.0691516
79,-1.3420566,-1.3156561,"('wavering', 'unwavering')",-0.44282568,-0.15133034,-0.13666594,-0.16046871,-0.6405161,-0.542485,-0.0980311
13,1.2191727,1.1144123,"('impolite', 'polite')",1.0108242,0.91653407,0.94577116,1.0841602,1.0585894,1.0383689,0.0202205
18,-1.1831573,-1.3888439,"('disagreeable', 'welcoming')",-0.36402988,-0.73448396,-0.7658328,-1.1849829,-0.7710067,-1.1027702,0.3317635
21,1.1764367,1.1435254,"('immoral', 'moral')",2.8303041,2.5875454,0.4244689,0.2434472,1.4770699,1.3248394,0.1522305
35,-1.1527505,-1.3404999,"('corrupt', 'incorrupt')",-2.1620674,-2.1230803,-1.1579343,-1.3364084,-1.4909174,-1.5999962,0.1090788
71,1.0689563,1.1191813,"('diffident', 'self-confident')",-0.09333782,0.0073697567,0.027328566,-0.08540227,0.3343157,0.3470496,-0.0127339
0,1.0575775,1.0300196,"('unsociable', 'sociable')",1.3255988,1.0575075,0.3236453,0.31620193,0.9022739,0.8012431,0.1010308
39,1.0566144,0.86987984,"('exploitative', 'cooperative')",0.3174861,0.17740735,0.07501202,-0.23798776,0.4830375,0.2697665,0.213271
62,1.0358336,1.1224074,"('incompetent', 'brilliant')",1.9190699,1.7658105,1.0817064,1.0804262,1.3455367,1.3228814,0.0226553
42,1.0253391,1.0698534,"('unreliable', 'reliable')",0.72903216,0.82611847,-2.4214342,-2.4687195,-0.2223543,-0.1909159,-0.0314384
7,1.012666,1.0977857,"('insensitive', 'sensitive')",1.04683,0.8977082,1.0053285,0.9041582,1.0216082,0.9665507,0.0550575
16,-1.0042577,-1.1326433,"('unpopular', 'popular')",-0.23313838,-0.29422587,0.7636394,0.62903434,-0.1579189,-0.2659449,0.108026
53,-0.96381015,-0.98478174,"('uncreative', 'creative')",0.09987137,0.09200013,0.84525514,0.6743781,-0.0062279,-0.0728012,0.0665733
65,0.9588635,0.92147684,"('insecure', 'secure')",1.3102367,1.0464079,0.053016245,0.063212454,0.7740388,0.6770324,0.0970064
30,0.8886969,0.76458776,"('intolerant', 'tolerant')",0.47612983,0.11616261,1.4292508,1.1629031,0.9313591,0.6812178,0.2501413
2,0.87603295,0.6943018,"('unlikable', 'likable')",1.5777315,1.3743732,0.7127667,0.30171472,1.0555104,0.7901299,0.2653805
75,-0.82451147,-0.80691874,"('meek', 'impulsive')",-0.8690778,-0.5603747,-0.44101864,-0.4255093,-0.7115359,-0.5976009,-0.113935
64,0.8021663,0.81245095,"('shy', 'confident')",0.81608117,0.9665283,-5.3967395,-5.25184,-1.2594973,-1.1576203,-0.101877
10,0.7951551,1.0791706,"('unsympathetic', 'sympathetic')",1.9665136,1.8977193,1.0062323,1.2394546,1.255967,1.4054481,-0.1494811
37,0.7950719,0.9421168,"('fake', 'genuine')",1.0283012,1.0936911,0.5479322,0.47549215,0.7904351,0.8371,-0.0466649
70,0.76047903,0.8630379,"('lethargic', 'energetic')",1.4402541,1.4256779,1.4618589,1.4749361,1.220864,1.2545506,-0.0336866
54,-0.67107344,-0.7071171,"('incapable', 'capable')",-0.115639985,-0.11816479,0.9510939,0.71249354,0.0547935,-0.0375961,0.0923896
69,0.66487145,0.60438895,"('lazy', 'industrious')",-0.81297493,-0.5492932,-0.5224736,-0.7010239,-0.2235257,-0.2153094,-0.0082163
51,0.66472536,0.67733943,"('uneducated', 'educated')",2.3521965,2.2754524,0.7271341,0.76875335,1.2480186,1.240515,0.0075036
44,-0.65756714,-0.7652967,"('prejudiced', 'unprejudiced')",-1.3180318,-1.2636243,-1.6686028,-1.6250815,-1.2147339,-1.2180009,0.003267
22,0.65461534,0.5635772,"('untrustworthy', 'trustworthy')",0.78125453,0.6073185,-0.45711124,-0.69253254,0.3262529,0.1594544,0.1667985
88,-0.6365367,-0.81174487,"('low', 'eminent')",-1.647621,-1.869151,-0.13945681,-0.41017377,-0.8078715,-1.0303566,0.2224851
32,0.6000884,0.4199383,"('unkind', 'kind')",1.2484361,1.0131367,0.74301624,0.6702218,0.8638469,0.7010989,0.162748
58,0.5939933,0.8702493,"('undiscriminating', 'discriminating')",0.92919374,1.1116145,-0.0038938727,-0.050037205,0.5064311,0.6439422,-0.1375111
76,0.5856755,0.6646465,"('anxious', 'daring')",1.1329362,0.9737733,0.7420295,0.8048127,0.8202137,0.8144108,0.0058029
43,0.5667004,0.6084053,"('irresponsible', 'responsible')",0.66794443,0.6255528,1.0679706,0.92232955,0.7675385,0.7187626,0.0487759
72,-0.5657741,-0.6282221,"('unambitious', 'ambitious')",0.43147615,0.43885887,-0.93877745,-1.2053524,-0.3576918,-0.4649052,0.1072134
9,-0.5619255,-0.62375104,"('unaffectionate', 'caring')",0.10577597,0.017800674,1.3550357,1.0311021,0.2996287,0.1417172,0.1579115
17,-0.5482509,-0.4984075,"('nasty', 'nice')",-0.34551233,-0.34958026,-0.46059677,-0.56829,-0.4514533,-0.4720926,0.0206393
47,0.52400005,0.58295316,"('stupid', 'smart')",0.06952981,0.05470164,4.386666,4.406128,1.6600652,1.6812609,-0.0211957
66,-0.5151057,-0.45552075,"('inactive', 'active')",0.4553541,0.63484955,1.1845797,1.150047,0.3749427,0.4431252,-0.0681825
40,-0.5134023,-0.44509476,"('stingy', 'generous')",-0.6387553,-0.58163756,-1.4216453,-1.6030905,-0.8579343,-0.8766076,0.0186733
48,-0.4990539,-0.4297929,"('unintelligent', 'intelligent')",-0.28042492,-0.32910213,0.49129152,0.53289855,-0.0960624,-0.0753322,-0.0207302
57,-0.47950202,-0.24744102,"('unimaginative', 'imaginative')",0.6001851,0.84961706,-1.84294,-1.8151594,-0.5740856,-0.4043278,-0.1697578
19,-0.46985292,-0.38330635,"('inhospitable', 'hospitable')",0.09753679,0.21597958,-0.27383146,-0.4733473,-0.2153825,-0.213558,-0.0018245
4,-0.44873703,-0.53468245,"('disliked', 'liked')",-1.1206409,-0.9023817,-5.837546,-5.8208976,-2.4689746,-2.4193206,-0.049654
83,0.43629968,0.6599527,"('powerless', 'powerful')",-0.39870968,-0.30599672,-0.81326383,-0.6197556,-0.258558,-0.0885999,-0.1699581
12,0.3986488,0.6413669,"('unsupportive', 'supportive')",0.88210195,0.8509978,-1.4208989,-1.5604922,-0.0467161,-0.0227092,-0.0240069
63,0.39633885,0.43481398,"('unperceptive', 'insightful')",1.3476628,1.2268511,1.4281671,1.4949884,1.0573896,1.0522178,0.0051718
15,-0.38332134,-0.5488109,"('boring', 'funny')",0.039059605,-0.111435354,0.38502103,0.025668204,0.0135864,-0.211526,0.2251124
82,-0.35880083,-0.49789584,"('poor', 'rich')",0.47879472,0.1370416,5.6452084,5.4707737,1.921734,1.7033065,0.2184275
59,-0.30815184,-0.33222106,"('foolish', 'wise')",0.091211885,0.25195006,0.24031675,-0.059749708,0.0077923,-0.0466736,0.0544659
25,-0.2844467,-0.55891395,"('egoistic', 'altruistic')",-0.3065387,-0.5557599,0.70354664,0.30304435,0.0375204,-0.2705432,0.3080636
41,0.28304297,0.11462862,"('unforgiving', 'forgiving')",-0.0064192014,0.047265552,0.18678038,0.028720703,0.154468,0.0635383,0.0909297
50,0.27202466,0.1976276,"('clumsy', 'skillful')",0.99026877,0.9731346,0.7526417,0.7291107,0.671645,0.633291,0.038354
34,-0.24760324,-0.24835955,"('mean', 'honorable')",0.5215362,0.3179296,5.7466626,5.773949,2.0068652,1.9478397,0.0590255
11,-0.24604532,-0.13765782,"('unhelpful', 'helpful')",0.690384,0.5745305,2.3221493,2.2903457,0.9221626,0.9090728,0.0130898
61,0.2390449,0.1561076,"('illogical', 'logical')",1.6651496,1.5153097,0.42481932,0.3164746,0.7763379,0.6626306,0.1137073
78,0.23646767,0.39515528,"('nonresilient', 'resilient')",1.3732911,1.327066,1.5782659,1.900039,1.0626749,1.20742,-0.1447451
26,-0.23550628,-0.23951662,"('hardhearted', 'benevolent')",-0.15122344,-0.10579453,0.29368865,0.25035518,-0.0310137,-0.031652,0.0006383
68,-0.2090514,-0.1891265,"('dependent', 'independent')",0.22599536,0.3014259,-0.20012948,-0.25588,-0.0610618,-0.0478602,-0.0132016
84,0.20137633,0.37271625,"('inferior', 'superior')",-0.071991935,0.1358334,0.36085415,0.44289398,0.1634128,0.3171479,-0.1537351
77,0.19135952,0.2960562,"('unmotivated', 'motivated')",1.2397312,1.1195718,0.516805,0.6077983,0.6492986,0.6744754,-0.0251768
49,-0.19025877,-0.20568824,"('unable', 'able')",0.13959211,0.105594516,-0.006065771,0.15046531,-0.0189108,0.0167905,-0.0357013
33,-0.17249799,-0.17014033,"('wrong', 'right')",-0.3958174,-0.32630593,-0.49704447,-0.7539365,-0.3551199,-0.4167943,0.0616744
38,-0.16647822,-0.17626362,"('untruthful', 'truthful')",-0.343531,-0.26033166,0.25213063,0.17388545,-0.0859595,-0.0875699,0.0016104
29,-0.16205876,0.024705373,"('unfair', 'fair')",0.64558196,0.90328467,-0.22642124,-0.27279416,0.0857007,0.2183986,-0.1326979
28,0.13977464,0.1789704,"('disloyal', 'loyal')",-0.08670893,-0.19299477,0.8773084,0.72907925,0.3101247,0.2383516,0.0717731
86,0.13854134,0.30204758,"('uninfluential', 'influential')",1.1698548,1.01625,0.4452505,0.46341345,0.5845489,0.5939037,-0.0093548
20,0.10082868,0.26338613,"('rough', 'thoughtful')",-0.15301436,-0.07061166,0.98760635,0.8366318,0.3118069,0.3431354,-0.0313285
73,0.08181682,0.012053443,"('helpless', 'self-reliant')",-0.5351914,-0.33561108,-3.594785,-3.7315354,-1.3493865,-1.3516978,0.0023113
23,0.038561076,-0.0514438,"('insincere', 'sincere')",1.4913968,1.0733027,5.6867533,5.43568,2.4055703,2.1525129,0.2530574
3,0.031922378,-0.04174141,"('repellent', 'pleasant')",1.491394,1.3495759,0.8625812,0.9460138,0.7952992,0.7512828,0.0440164
24,-0.019783828,-0.12473871,"('dishonest', 'honest')",-0.55176306,-0.7084476,0.78505796,0.5250701,0.0711703,-0.1027054,0.1738757
