,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,male-female
10,-2.7183437,-2.626175,"('unsympathetic', 'sympathetic')",-1.7513974,-2.0328934,-1.4031843,-1.9552618,-1.4153806,-1.7040725,-0.03592266,-0.19227383,-1.4648457,-1.7021353,0.2372896
57,-2.58655,-2.2445009,"('unimaginative', 'imaginative')",-1.2147849,-1.1684397,-1.549026,-1.5926833,-0.92655796,-0.99995977,-3.616999,-3.101091,-1.9787836,-1.8213348,-0.1574488
0,-2.4104767,-2.1425722,"('unsociable', 'sociable')",-0.34928772,-0.50849724,0.21461682,-0.12034613,-0.17022768,-0.332122,0.23014966,0.28367007,-0.4970451,-0.5639735,0.0669284
45,-2.402718,-2.2146685,"('incompetent', 'competent')",-2.0342474,-2.3999212,-0.24471085,-0.6095275,-1.6764679,-1.8428465,-0.6889436,-0.57252896,-1.4094175,-1.5278985,0.118481
48,-2.3173933,-2.3681738,"('unintelligent', 'intelligent')",-1.2861778,-1.5961727,-1.3749931,-1.6605942,-1.9102119,-2.1449182,-0.25416306,-0.27284005,-1.4285879,-1.60854,0.1799521
35,2.255865,2.3865414,"('corrupt', 'incorrupt')",1.3409603,1.6257448,0.41023213,0.9953473,0.7701608,0.9614953,-0.7513516,-0.32237676,0.8051733,1.1293505,-0.3241772
60,-2.2332861,-1.953893,"('inefficient', 'efficient')",-1.3365817,-1.6355622,-0.011300437,-0.66887015,-1.4598554,-1.8306321,0.2130874,-0.09223597,-0.9655872,-1.2362387,0.2706515
86,-2.2235126,-2.1048818,"('uninfluential', 'influential')",-0.11905449,-0.2504545,-1.0407263,-1.2068437,-0.94368315,-1.0380704,-0.46514592,-0.44361612,-0.9584246,-1.0087732,0.0503486
55,-2.0708334,-2.050167,"('incompetent', 'clever')",-2.1402717,-2.4149277,-0.073582724,-0.6344025,-2.6250978,-2.962912,0.279941,-0.007018663,-1.3259689,-1.6138855,0.2879166
46,-2.0627007,-1.9884179,"('uncompetitive', 'competitive')",-1.0215322,-1.1688606,-0.8332706,-1.0050704,-1.2866467,-1.367101,-0.6680823,-0.58611834,-1.1744465,-1.2231135,0.048667
41,-2.0480015,-1.9375612,"('unforgiving', 'forgiving')",-1.5310758,-1.6033679,-0.43271816,-0.4896312,-1.387929,-1.562459,0.05123921,0.15003875,-1.0696971,-1.0885962,0.0188991
65,-2.0086749,-1.8526686,"('insecure', 'secure')",-1.9158351,-2.122718,0.07453011,-0.44878885,-1.6745661,-2.0092046,0.4109346,0.014843747,-1.0227223,-1.2837072,0.2609849
14,-1.9092789,-1.5337428,"('antisocial', 'social')",-1.1012354,-1.0860424,0.7524199,0.5107995,-0.39726675,-0.5189682,-0.057796877,-0.030791689,-0.5426316,-0.5317492,-0.0108824
69,1.8714827,1.9883585,"('lazy', 'industrious')",1.4440311,1.7179083,0.877455,1.2929949,1.6066821,1.9912267,-1.0248132,-0.6697549,0.9549676,1.2641467,-0.3091791
58,-1.8573844,-1.7491314,"('undiscriminating', 'discriminating')",0.43323487,0.3097675,-1.1794211,-1.2038664,0.10336984,0.15749858,-0.26795706,0.031790134,-0.5536315,-0.4907884,-0.0628431
53,-1.8228887,-1.4361647,"('uncreative', 'creative')",0.39723027,0.6666689,-0.140719,-0.038808662,-0.2907051,-0.2083569,0.45121372,0.7028313,-0.2811738,-0.062766,-0.2184078
1,-1.7921516,-1.7097951,"('unfriendly', 'friendly')",1.1326219,1.2408268,-0.5482405,-0.34068796,0.47726288,0.44658425,0.8346886,1.3151131,0.0208363,0.1904082,-0.1695719
73,1.7622155,1.6527027,"('helpless', 'self-reliant')",2.213359,2.1719477,0.6212081,0.7316759,1.326894,1.4124049,-3.3614595,-3.3096042,0.5124434,0.5318254,-0.019382
27,-1.7605375,-1.7531981,"('hardhearted', 'softhearted')",-0.6012671,-0.8063713,-1.3240703,-1.5727004,-0.8634597,-1.0728436,0.012070052,-0.08451636,-0.9074529,-1.057926,0.1504731
61,-1.744047,-1.6712134,"('illogical', 'logical')",0.6186435,0.58602613,0.47406444,0.16429082,0.060250085,-0.08982673,-0.24680668,-0.24258585,-0.1675791,-0.2506618,0.0830827
70,-1.7393906,-1.1292163,"('lethargic', 'energetic')",-1.3476776,-1.4346077,-0.48561382,-0.7287456,-1.6868504,-1.6514697,0.34960172,0.28541178,-0.9819861,-0.9317255,-0.0502606
43,-1.6912533,-1.6579796,"('irresponsible', 'responsible')",-0.8698463,-1.1183414,-0.64608485,-1.0387555,-1.2810822,-1.5589191,0.27170235,0.2253538,-0.8433128,-1.0297283,0.1864155
82,-1.666828,-1.1567993,"('poor', 'rich')",-1.2177653,-1.101566,0.4627042,0.6329908,-1.6448857,-1.5110877,6.2518215,6.466088,0.4370093,0.6659252,-0.2289159
7,-1.6146164,-1.3051598,"('insensitive', 'sensitive')",-0.55316645,-0.6972032,0.39306358,0.06676025,-0.8254862,-0.95761335,-0.19417964,-0.16245171,-0.558877,-0.6111336,0.0522566
78,-1.5963017,-1.7552068,"('nonresilient', 'resilient')",0.5894113,0.4672525,-0.618039,-0.8969346,0.86500156,0.65534735,0.15515256,0.11922445,-0.120955,-0.2820634,0.1611084
