,avon_male,avon_female,tuple,products_male,products_female,inc_male,inc_female,average_male,average_female,male-female
71,1.865763,2.0718107,"('diffident', 'self-confident')",0.47489142,0.5604253,0.43790495,0.4118882,0.9261864,1.014708,-0.0885216
26,1.7236542,1.506877,"('hardhearted', 'benevolent')",1.1463112,1.0649296,1.7430562,1.519174,1.5376738,1.3636602,0.1740136
56,1.6958416,1.6396976,"('impractical', 'practical')",1.539854,1.4312294,-0.22172092,-0.037032463,1.0046582,1.0112982,-0.00664
74,1.5691696,1.346667,"('undedicated', 'dedicated')",0.8677639,0.7897795,0.4336435,0.3845254,0.956859,0.8403239,0.1165351
73,1.5636202,1.9098474,"('helpless', 'self-reliant')",0.7628014,0.73178965,-2.8752294,-2.7580218,-0.1829359,-0.0387949,-0.144141
44,-1.5629783,-1.2934898,"('prejudiced', 'unprejudiced')",-0.9710641,-0.83776224,-1.5479219,-1.394155,-1.3606548,-1.1751357,-0.1855191
31,-1.377823,-1.5895896,"('evil', 'good')",-0.96677446,-0.94654906,-1.0028402,-1.2892343,-1.1158125,-1.2751242,0.1593117
77,-1.3546474,-1.429669,"('unmotivated', 'motivated')",0.14168827,0.018330164,-1.0611938,-0.97320354,-0.758051,-0.7948475,0.0367965
16,-1.3074135,-1.2759286,"('unpopular', 'popular')",-0.32790837,-0.23542601,0.26444992,0.21316081,-0.4569573,-0.4327313,-0.024226
36,-1.2769531,-1.367464,"('hostile', 'amicable')",-1.5511339,-1.534108,0.40933323,0.061601713,-0.8062512,-0.9466568,0.1404056
12,1.22413,1.2150482,"('unsupportive', 'supportive')",0.55805886,0.66988665,-1.3361408,-1.2854928,0.1486827,0.199814,-0.0511313
84,1.1925507,1.1913018,"('inferior', 'superior')",0.6727278,0.5820288,0.9841657,0.9505621,0.9498147,0.9079642,0.0418505
86,1.138101,0.9275954,"('uninfluential', 'influential')",0.034071144,-0.11621257,0.0960302,-0.06156129,0.4227341,0.2499405,0.1727936
39,1.1218073,0.9820081,"('exploitative', 'cooperative')",0.25346127,0.3103383,-0.10541701,-0.06508244,0.4232839,0.409088,0.0141959
29,-1.1173037,-1.4411484,"('unfair', 'fair')",-0.7607521,-0.9002511,-0.5041961,-0.7199778,-0.794084,-1.0204591,0.2263751
52,-1.081679,-1.3965858,"('irrational', 'rational')",-0.57544965,-0.6499693,-0.05506998,-0.29744375,-0.5707328,-0.781333,0.2106002
37,1.0550659,0.8314139,"('fake', 'genuine')",0.5413775,0.4527593,0.41985106,0.4508258,0.6720982,0.578333,0.0937652
15,1.0266523,0.92863953,"('boring', 'funny')",-0.08250554,-0.060822636,0.30936566,0.16890177,0.4178375,0.3455729,0.0722646
50,-1.003547,-1.092329,"('clumsy', 'skillful')",0.072590195,0.09469762,0.19474427,0.099520266,-0.2454042,-0.2993704,0.0539662
60,0.99972594,0.89272237,"('inefficient', 'efficient')",1.5263144,1.4228121,-0.14127207,0.12146726,0.7949227,0.812334,-0.0174113
24,0.94881946,0.7121377,"('dishonest', 'honest')",-0.87337995,-0.9228057,0.5819869,0.61767375,0.2191421,0.1356686,0.0834735
33,0.8785398,0.68546695,"('wrong', 'right')",0.20287761,0.1982789,-0.75345534,-0.7835875,0.1093207,0.0333861,0.0759346
47,0.8779913,0.8153936,"('stupid', 'smart')",0.66213965,0.71803933,4.9594774,5.1405168,2.1665362,2.2246499,-0.0581137
1,0.87672615,0.5209252,"('unfriendly', 'friendly')",-0.057087034,-0.12882094,1.6766361,1.4823476,0.8320917,0.6248173,0.2072744
9,0.86322165,0.84215057,"('unaffectionate', 'caring')",-0.26475114,-0.14742926,0.9529567,0.91493064,0.5171424,0.5365507,-0.0194083
46,0.8442222,0.76191264,"('uncompetitive', 'competitive')",1.1485164,1.0175492,-0.105802104,-0.0766349,0.6289788,0.567609,0.0613698
3,-0.79326135,-0.8381219,"('repellent', 'pleasant')",0.347258,0.13968517,0.06232585,-0.036116466,-0.1278925,-0.2448511,0.1169586
35,-0.7857801,-0.6367259,"('corrupt', 'incorrupt')",-0.95411867,-0.78831494,-0.20389214,-0.31529406,-0.6479303,-0.5801116,-0.0678187
30,0.783083,0.7811454,"('intolerant', 'tolerant')",0.74574125,0.7796186,0.7214823,0.8914574,0.7501022,0.8174071,-0.0673049
10,0.76842844,0.6428072,"('unsympathetic', 'sympathetic')",0.19689442,0.02445095,-0.19041482,-0.2047943,0.2583027,0.1541546,0.1041481
6,-0.73427224,-0.27377194,"('distant', 'open')",-1.1121933,-0.8437615,0.19612627,0.13593538,-0.5501131,-0.3271994,-0.2229137
18,-0.73176986,-0.7210188,"('disagreeable', 'welcoming')",-0.9881672,-0.87866884,-0.7557304,-0.7527225,-0.8252225,-0.7841367,-0.0410858
79,-0.72993726,-0.56491977,"('wavering', 'unwavering')",-1.140462,-1.0869452,0.24703872,0.104834095,-0.5411202,-0.515677,-0.0254432
82,-0.7098475,-0.5760334,"('poor', 'rich')",-0.05927801,0.07104421,5.5932574,5.7005033,1.608044,1.7318381,-0.1237941
75,-0.6981799,-0.5158967,"('meek', 'impulsive')",-1.4313191,-1.3121403,-0.23880386,-0.24204245,-0.7894343,-0.6900265,-0.0994078
40,-0.68805826,-1.0500869,"('stingy', 'generous')",0.015572576,-0.0820274,-1.2377617,-1.4896747,-0.6367491,-0.8739297,0.2371806
81,0.67576903,0.7237072,"('submissive', 'aggressive')",0.8473697,0.69124585,-0.50851,-0.3113592,0.3382096,0.3678646,-0.029655
69,-0.6641442,-0.47061974,"('lazy', 'industrious')",0.97793895,1.1052076,-0.31280708,-0.39000258,0.0003292,0.0815284,-0.0811992
42,-0.6351776,-0.7642416,"('unreliable', 'reliable')",-0.20017026,-0.20135243,-2.787002,-2.682443,-1.20745,-1.2160123,0.0085623
11,0.6221936,0.6658809,"('unhelpful', 'helpful')",0.5991176,0.6231354,1.97067,2.0246577,1.0639937,1.104558,-0.0405643
4,-0.6019844,-0.8264158,"('disliked', 'liked')",-0.29456857,-0.325836,-5.426643,-5.466645,-2.107732,-2.2062988,0.0985668
13,0.57341415,0.65305805,"('impolite', 'polite')",0.17138115,0.18518141,-0.5442041,-0.4427051,0.0668637,0.1318448,-0.0649811
72,0.56490153,0.6465046,"('unambitious', 'ambitious')",-1.1306391,-1.121448,-1.2895001,-1.2204388,-0.6184126,-0.5651275,-0.0532851
27,0.5646664,0.49815714,"('hardhearted', 'softhearted')",-0.031455535,0.059820496,1.5252122,1.299463,0.686141,0.6191469,0.0669941
25,-0.542984,-0.7798868,"('egoistic', 'altruistic')",0.6132281,0.62521136,1.5510699,1.4115896,0.540438,0.4189714,0.1214666
76,-0.5404494,-0.3202943,"('anxious', 'daring')",-0.00060860626,-0.052622113,0.056036964,0.27732822,-0.1616737,-0.0318627,-0.129811
51,-0.5227751,-0.6383838,"('uneducated', 'educated')",0.19475427,0.04138518,0.539686,0.5744932,0.0705551,-0.0075018,0.0780569
5,-0.5224068,-0.021577623,"('distant', 'outgoing')",-0.9991752,-0.7519494,-0.40768468,-0.3388083,-0.6430889,-0.3707784,-0.2723105
21,0.5067396,0.32496944,"('immoral', 'moral')",0.76615155,0.5210783,-0.51330906,-0.4947045,0.253194,0.1171144,0.1360796
70,0.47512478,0.428826,"('lethargic', 'energetic')",0.04788601,0.07506225,0.5293992,0.6922364,0.3508033,0.3987082,-0.0479049
67,0.46809813,0.48438993,"('doubtful', 'determined')",0.2519454,0.2894678,-0.70206726,-0.50810224,0.0059921,0.0885852,-0.0825931
41,-0.4401376,-0.98181987,"('unforgiving', 'forgiving')",-0.39671174,-0.42250562,-0.022240914,-0.16067512,-0.2863634,-0.5216669,0.2353035
61,0.43118834,0.121684484,"('illogical', 'logical')",-0.09445481,-0.22754328,0.097899616,0.00977229,0.1448777,-0.0320288,0.1769065
23,0.4140533,0.20750697,"('insincere', 'sincere')",0.47511992,0.4209483,4.9264674,4.9522514,1.9385468,1.8602355,0.0783113
66,-0.4093894,-0.10025492,"('inactive', 'active')",-0.9027616,-0.7810567,1.3259728,1.1783916,0.0046073,0.0990266,-0.0944193
53,-0.39915273,-0.5115555,"('uncreative', 'creative')",-0.8763717,-0.90753925,0.7981163,0.6177669,-0.159136,-0.2671093,0.1079733
22,0.38581383,0.024955738,"('untrustworthy', 'trustworthy')",-0.20298494,-0.30927694,-0.90538484,-0.96861935,-0.240852,-0.4176468,0.1767948
83,0.3398862,0.3493297,"('powerless', 'powerful')",-0.2789243,-0.3202945,-0.90890765,-0.9409036,-0.2826486,-0.3039561,0.0213075
57,0.33324707,0.105883695,"('unimaginative', 'imaginative')",-0.72699916,-0.8776325,-2.0883343,-2.2648044,-0.8273621,-1.0121844,0.1848223
