,kroger_male,kroger_female,tuple,company_male,company_female,average_male,average_female,male-female
10,-2.0576763,-2.2613556,"('unsympathetic', 'sympathetic')",1.0957782,0.81157035,-0.480949,-0.7248926,0.2439436
57,-1.718555,-1.9845113,"('unimaginative', 'imaginative')",-2.0151138,-2.3999429,-1.8668344,-2.1922271,0.3253927
69,1.644324,1.4946399,"('lazy', 'industrious')",-1.1622244,-1.0007025,0.2410498,0.2469687,-0.0059189
53,-1.5712501,-1.3771476,"('uncreative', 'creative')",0.02913215,0.11526026,-0.771059,-0.6309437,-0.1401153
86,-1.5279967,-1.3529254,"('uninfluential', 'influential')",0.44281793,0.43641454,-0.5425894,-0.4582554,-0.084334
1,-1.4832718,-1.0535933,"('unfriendly', 'friendly')",1.0077183,1.2706126,-0.2377768,0.1085097,-0.3462865
35,1.4627374,1.2616011,"('corrupt', 'incorrupt')",-1.5744464,-1.668648,-0.0558545,-0.2035235,0.147669
23,-1.4522057,-1.3387375,"('insincere', 'sincere')",5.757324,5.795624,2.1525593,2.2284431,-0.0758838
48,-1.4480884,-1.0882066,"('unintelligent', 'intelligent')",0.6331185,1.1233222,-0.4074849,0.0175578,-0.4250427
51,-1.3652126,-1.0916315,"('uneducated', 'educated')",0.91375464,1.2174984,-0.225729,0.0629334,-0.2886624
41,-1.3604829,-1.2157099,"('unforgiving', 'forgiving')",0.55685323,0.19653842,-0.4018148,-0.5095857,0.1077709
11,-1.3488928,-1.3027959,"('unhelpful', 'helpful')",2.511415,2.511161,0.5812611,0.6041826,-0.0229215
73,1.26368,1.3767219,"('helpless', 'self-reliant')",-3.142731,-2.849042,-0.9395255,-0.73616,-0.2033655
88,-1.2249324,-1.148432,"('low', 'eminent')",-0.115519635,0.11437506,-0.670226,-0.5170285,-0.1531975
21,-1.1811618,-0.9294942,"('immoral', 'moral')",0.26723078,0.53720444,-0.4569655,-0.1961449,-0.2608206
22,-1.1700842,-1.1301934,"('untrustworthy', 'trustworthy')",-0.42563978,-0.5883811,-0.797862,-0.8592873,0.0614253
30,-1.1286565,-0.84584934,"('intolerant', 'tolerant')",1.0054127,1.3106506,-0.0616219,0.2324006,-0.2940225
3,-1.1282575,-1.2063835,"('repellent', 'pleasant')",0.008305557,-0.18921664,-0.559976,-0.6978,0.137824
70,-1.0959686,-1.1888064,"('lethargic', 'energetic')",1.2040857,1.0961437,0.0540586,-0.0463313,0.1003899
82,-1.085997,-0.72933257,"('poor', 'rich')",5.5358386,5.8709145,2.2249207,2.570791,-0.3458703
72,-1.0746822,-0.7981647,"('unambitious', 'ambitious')",0.21647945,0.3829077,-0.4291014,-0.2076285,-0.2214729
13,-1.0306693,-0.67683995,"('impolite', 'polite')",0.6240253,0.6889187,-0.203322,0.0060394,-0.2093614
63,-1.016694,-0.9975111,"('unperceptive', 'insightful')",1.040041,1.2320639,0.0116735,0.1172764,-0.1056029
68,-1.0076832,-0.85398054,"('dependent', 'independent')",-1.2279576,-1.1074269,-1.1178204,-0.9807037,-0.1371167
43,-0.9956993,-0.9204818,"('irresponsible', 'responsible')",1.5791607,1.6597497,0.2917307,0.369634,-0.0779033
12,-0.9911664,-0.8420396,"('unsupportive', 'supportive')",-1.1289651,-0.9336395,-1.0600657,-0.8878396,-0.1722261
75,0.99082357,0.819639,"('meek', 'impulsive')",-0.92925876,-1.0883476,0.0307824,-0.1343543,0.1651367
49,-0.98794526,-0.8054624,"('unable', 'able')",-0.36767113,-0.20064948,-0.6778082,-0.5030559,-0.1747523
0,-0.97582597,-1.0438961,"('unsociable', 'sociable')",0.78058684,0.7117291,-0.0976196,-0.1660835,0.0684639
61,-0.92958546,-0.88156265,"('illogical', 'logical')",0.21472701,-0.005626671,-0.3574292,-0.4435947,0.0861655
65,-0.91623163,-1.1681691,"('insecure', 'secure')",0.5150386,0.39170107,-0.2005965,-0.388234,0.1876375
78,-0.8729271,-0.7866985,"('nonresilient', 'resilient')",0.034819562,0.06507083,-0.4190538,-0.3608139,-0.0582399
59,0.8685398,1.034546,"('foolish', 'wise')",-0.7074471,-0.56853783,0.0805463,0.2330041,-0.1524578
45,-0.86735857,-1.1495824,"('incompetent', 'competent')",0.96180093,0.6314158,0.0472212,-0.2590833,0.3063045
7,-0.8666222,-1.0505036,"('insensitive', 'sensitive')",1.0318471,0.9365267,0.0826125,-0.0569884,0.1396009
32,-0.8242012,-0.6464927,"('unkind', 'kind')",1.246406,1.4088427,0.2111024,0.381175,-0.1700726
46,-0.8230465,-1.0994267,"('uncompetitive', 'competitive')",0.79227394,0.55165786,-0.0153863,-0.2738844,0.2584981
24,-0.82280666,-0.65457046,"('dishonest', 'honest')",0.7759009,0.945432,-0.0234529,0.1454308,-0.1688837
81,-0.79869777,-0.7566662,"('submissive', 'aggressive')",0.65441906,0.8266506,-0.0721394,0.0349922,-0.1071316
38,-0.7890669,-0.51951265,"('untruthful', 'truthful')",0.20403583,0.4419634,-0.2925155,-0.0387746,-0.2537409
28,-0.7705935,-0.8378385,"('disloyal', 'loyal')",1.0585105,0.9083784,0.1439585,0.03527,0.1086885
62,-0.7509615,-0.45934993,"('incompetent', 'brilliant')",1.2824335,1.7707852,0.265736,0.6557176,-0.3899816
14,-0.7215055,-1.0917636,"('antisocial', 'social')",0.78825635,0.37939602,0.0333754,-0.3561838,0.3895592
55,-0.7161216,-0.7035472,"('incompetent', 'clever')",1.2886808,1.3414934,0.2862796,0.3189731,-0.0326935
85,0.7082188,0.7054563,"('insignificant', 'prestigious')",-1.3934308,-1.3073654,-0.342606,-0.3009546,-0.0416514
87,0.7059241,0.18574686,"('unsuccessful', 'successful')",1.2255808,1.1163888,0.9657525,0.6510679,0.3146846
60,-0.66892046,-0.27491817,"('inefficient', 'efficient')",1.2886451,1.7794858,0.3098623,0.7522838,-0.4424215
9,-0.6586009,-0.3726044,"('unaffectionate', 'caring')",1.0500054,1.1444563,0.1957023,0.3859259,-0.1902236
47,-0.6537373,-0.61055255,"('stupid', 'smart')",4.881405,4.9371357,2.1138339,2.1632915,-0.0494576
34,-0.62141263,-0.44510868,"('mean', 'honorable')",4.4736924,4.6076026,1.9261398,2.0812469,-0.1551071
67,0.58773917,0.5267426,"('doubtful', 'determined')",-0.0319281,-0.06932168,0.2779055,0.2287104,0.0491951
76,-0.581202,-0.69691586,"('anxious', 'daring')",0.28064364,0.4978364,-0.1502792,-0.0995397,-0.0507395
27,-0.5567273,-0.41888234,"('hardhearted', 'softhearted')",0.64878196,0.6987628,0.0460273,0.1399402,-0.0939129
25,0.5057753,0.8416609,"('egoistic', 'altruistic')",0.5014125,0.81627864,0.5035939,0.8289698,-0.3253759
15,0.50001264,0.51946735,"('boring', 'funny')",0.4774901,0.5814697,0.4887514,0.5504686,-0.0617172
33,0.48756948,0.65568066,"('wrong', 'right')",-0.29896677,-0.07156804,0.0943014,0.2920563,-0.1977549
20,-0.43837216,-0.63207394,"('rough', 'thoughtful')",0.470992,0.4539138,0.0163099,-0.0890801,0.10539
2,0.41689757,0.63173157,"('unlikable', 'likable')",0.14426959,0.44024295,0.2805836,0.5359873,-0.2554037
5,0.40904364,0.72281456,"('distant', 'outgoing')",-1.5427253,-1.3522413,-0.5668408,-0.3147134,-0.2521274
54,-0.38107607,-0.12327823,"('incapable', 'capable')",0.5433376,0.8555876,0.0811308,0.3661547,-0.2850239
58,-0.35958782,-0.6903192,"('undiscriminating', 'discriminating')",0.23515724,-0.091617525,-0.0622153,-0.3909684,0.3287531
18,-0.35362685,0.013498537,"('disagreeable', 'welcoming')",-1.2362968,-0.81690174,-0.7949618,-0.4017016,-0.3932602
37,-0.34122568,-0.443204,"('fake', 'genuine')",0.3493262,0.37186623,0.0040503,-0.0356689,0.0397192
84,0.33068645,0.24239275,"('inferior', 'superior')",0.5955195,0.49229237,0.463103,0.3673426,0.0957604
4,0.32591027,0.39186373,"('disliked', 'liked')",-6.587796,-6.516574,-3.1309431,-3.062355,-0.0685881
8,-0.3216824,-0.18518917,"('unaffectionate', 'affectionate')",0.45935443,0.5423575,0.068836,0.1785842,-0.1097482
19,-0.309944,-0.03419979,"('inhospitable', 'hospitable')",-0.9410453,-0.6257681,-0.6254947,-0.3299839,-0.2955108
31,0.3023918,0.45208278,"('evil', 'good')",-2.1615946,-2.117787,-0.9296014,-0.8328521,-0.0967493
74,-0.29940268,-0.3373175,"('undedicated', 'dedicated')",0.40403575,0.21262124,0.0523165,-0.0623481,0.1146646
77,-0.2840267,-0.09777989,"('unmotivated', 'motivated')",-0.7127465,-0.6086596,-0.4983866,-0.3532197,-0.1451669
44,0.26465812,-0.018612567,"('prejudiced', 'unprejudiced')",-1.4142064,-1.3968912,-0.5747741,-0.7077519,0.1329778
36,0.26347035,0.05380105,"('hostile', 'amicable')",-1.4314754,-1.7696238,-0.5840025,-0.8579113,0.2739088
64,-0.24557,-0.42025122,"('shy', 'confident')",-5.263061,-5.354388,-2.7543156,-2.8873198,0.1330042
6,0.24008906,0.5847492,"('distant', 'open')",-1.1677165,-1.0689882,-0.4638137,-0.2421195,-0.2216942
40,-0.19909713,-0.16568169,"('stingy', 'generous')",-2.061309,-1.803583,-1.1302031,-0.9846324,-0.1455707
83,-0.18152484,-0.35523584,"('powerless', 'powerful')",-0.34894133,-0.47601014,-0.2652331,-0.415623,0.1503899
26,-0.17540076,-0.44775227,"('hardhearted', 'benevolent')",1.5228004,1.4303006,0.6736999,0.4912742,0.1824257
16,0.15905121,0.27512234,"('unpopular', 'popular')",-0.19504446,-0.040389307,-0.0179966,0.1173665,-0.1353631
66,0.1282354,-0.43261692,"('inactive', 'active')",0.15111253,-0.42445946,0.139674,-0.4285382,0.5682122
39,0.109563895,0.14032051,"('exploitative', 'cooperative')",0.6073674,0.73268664,0.3584656,0.4365036,-0.078038
29,-0.08859627,-0.10162921,"('unfair', 'fair')",-1.2339796,-1.4115849,-0.6612879,-0.7566071,0.0953192
71,0.063963085,0.008437874,"('diffident', 'self-confident')",0.115879014,-0.0050698966,0.089921,0.001684,0.088237
79,0.06388449,-0.21844357,"('wavering', 'unwavering')",-0.97839874,-1.154234,-0.4572571,-0.6863388,0.2290817
50,-0.05204531,-0.05097826,"('clumsy', 'skillful')",-0.45953333,-0.21449289,-0.2557893,-0.1327356,-0.1230537
56,-0.04916507,0.14775135,"('impractical', 'practical')",1.4074298,1.4546803,0.6791323,0.8012158,-0.1220835
17,-0.028429246,-0.2763635,"('nasty', 'nice')",-0.596604,-0.727911,-0.3125166,-0.5021372,0.1896206
42,-0.021712601,-0.08138632,"('unreliable', 'reliable')",-2.6639376,-2.5254626,-1.3428251,-1.3034245,-0.0394006
80,0.0167915,-0.47637782,"('dominated', 'dominating')",0.3341397,0.044074573,0.1754656,-0.2161516,0.3916172
52,0.011084445,0.22305301,"('irrational', 'rational')",-0.8742861,-0.7138076,-0.4316008,-0.2453773,-0.1862235
