,truist_male,truist_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
64,0.9716313,1.0831095,"('shy', 'confident')",0.16972502,0.28381974,-5.578921,-5.5301676,-1.4791881,-1.3877462,-0.0914419
16,-0.9714197,-0.96948504,"('unpopular', 'popular')",-0.19274296,-0.25837526,0.3577774,0.33434638,-0.2687951,-0.297838,0.0290429
72,-0.959159,-0.7835847,"('unambitious', 'ambitious')",-0.2095372,-0.100947276,-0.71002007,-0.51015085,-0.6262387,-0.4648943,-0.1613444
79,-0.9458748,-0.7849257,"('wavering', 'unwavering')",-0.43470535,-0.38156766,-0.5500917,-0.49762958,-0.6435573,-0.5547077,-0.0888496
25,-0.8904225,-0.83891225,"('egoistic', 'altruistic')",0.312919,0.29864126,1.0652083,1.114756,0.1625683,0.191495,-0.0289267
32,-0.8833986,-0.8912252,"('unkind', 'kind')",-0.15858234,-0.012933496,0.68798095,0.82352513,-0.118,-0.0268779,-0.0911221
39,0.82094157,0.77869856,"('exploitative', 'cooperative')",1.1248058,1.0763547,0.3718002,0.33732128,0.7725159,0.7307916,0.0417243
0,-0.8177164,-0.7296472,"('unsociable', 'sociable')",-0.17768647,-0.07434641,-0.20560724,-0.19192767,-0.4003367,-0.3319738,-0.0683629
26,-0.7967924,-0.7432106,"('hardhearted', 'benevolent')",2.0668535,2.129485,1.6963234,1.7056843,0.9887948,1.0306528,-0.041858
40,-0.77959156,-0.60475385,"('stingy', 'generous')",0.972465,1.265211,-2.1372557,-1.8314728,-0.6481274,-0.3903385,-0.2577889
23,-0.7764075,-0.9028667,"('insincere', 'sincere')",0.5960303,0.540744,5.453279,5.512883,1.757634,1.7169202,0.0407138
46,-0.7559815,-0.87337226,"('uncompetitive', 'competitive')",0.10188709,0.1684874,-0.5424278,-0.5522979,-0.3988407,-0.4190609,0.0202202
54,-0.69943476,-0.8339106,"('incapable', 'capable')",1.1915398,1.0257176,0.6620444,0.66535705,0.3847165,0.2857214,0.0989951
84,0.67933685,0.71880364,"('inferior', 'superior')",0.32203454,0.410256,0.84653455,0.9102596,0.6159686,0.6797731,-0.0638045
51,-0.673454,-0.7834228,"('uneducated', 'educated')",-0.5339292,-0.4693575,0.31363294,0.22284213,-0.2979167,-0.3433127,0.045396
80,0.673435,0.54774195,"('dominated', 'dominating')",-0.4356716,-0.48300532,-0.26342914,-0.41186827,-0.0085553,-0.1157105,0.1071552
31,-0.6644401,-0.55266255,"('evil', 'good')",-0.14355451,-0.11607152,-1.2645243,-1.1257945,-0.6908396,-0.5981762,-0.0926634
5,-0.6571732,-0.32685465,"('distant', 'outgoing')",0.91163325,1.0294106,-0.7033262,-0.41885078,-0.1496221,0.0945684,-0.2441905
29,0.65367186,0.5877333,"('unfair', 'fair')",-0.25470734,-0.25967297,-0.43942216,-0.47403035,-0.0134859,-0.0486567,0.0351708
17,-0.6286447,-0.53396624,"('nasty', 'nice')",-0.4997849,-0.42454833,-0.8628424,-0.866282,-0.6637573,-0.6082655,-0.0554918
24,-0.62715405,-0.4401924,"('dishonest', 'honest')",0.21759766,0.47811294,0.4045188,0.67715365,-0.0016792,0.2383581,-0.2400373
85,-0.6241699,-0.68842906,"('insignificant', 'prestigious')",1.9390804,1.8096296,-0.11006409,-0.072658226,0.4016155,0.3495141,0.0521014
38,-0.58766216,-0.59456563,"('untruthful', 'truthful')",0.40600556,0.50718224,-0.27649957,-0.17451172,-0.1527187,-0.0872984,-0.0654203
12,-0.55302393,-0.64302605,"('unsupportive', 'supportive')",0.91005313,0.9595712,-1.8086638,-1.6701838,-0.4838782,-0.4512129,-0.0326653
45,-0.5331816,-0.46137342,"('incompetent', 'competent')",-0.7177667,-0.56250906,0.020773757,0.19769368,-0.4100582,-0.2753963,-0.1346619
14,0.5325177,0.58932555,"('antisocial', 'social')",1.2779219,1.3584719,-0.21855602,-0.26158565,0.5306278,0.5620706,-0.0314428
2,0.53054,0.43321925,"('unlikable', 'likable')",2.3926165,2.20102,0.9055687,0.85092676,1.2762418,1.161722,0.1145198
27,-0.5132578,-0.5394326,"('hardhearted', 'softhearted')",-0.19243881,-0.14688018,0.9118222,1.0032483,0.0687085,0.1056452,-0.0369367
11,-0.4653957,-0.65635663,"('unhelpful', 'helpful')",-0.16904087,-0.18386547,1.6746527,1.7905476,0.3467387,0.3167752,0.0299635
74,-0.46467742,-0.45337385,"('undedicated', 'dedicated')",0.6400021,0.7690745,-0.18735175,-0.082352415,-0.004009,0.0777827,-0.0817917
22,0.46434388,0.44328058,"('untrustworthy', 'trustworthy')",-0.26584348,-0.19922905,-0.48527038,-0.4499843,-0.09559,-0.0686443,-0.0269457
49,-0.45162255,-0.5235061,"('unable', 'able')",-1.0789363,-1.02535,-0.39961982,-0.39098036,-0.6433929,-0.6466121,0.0032192
71,-0.43070772,-0.5024135,"('diffident', 'self-confident')",1.9561975,1.9258213,0.56233054,0.5063405,0.6959401,0.6432494,0.0526907
76,0.42931813,0.34735644,"('anxious', 'daring')",-0.58417255,-0.57633543,-0.25346658,-0.20525551,-0.136107,-0.1447448,0.0086378
21,0.42843348,0.44732687,"('immoral', 'moral')",0.32110173,0.32502985,-0.5244874,-0.49378932,0.0750159,0.0928558,-0.0178399
66,-0.40232968,-0.24118334,"('inactive', 'active')",1.0628828,1.1439096,0.9492528,0.91446,0.5366019,0.6057287,-0.0691268
68,0.3934961,0.36907187,"('dependent', 'independent')",-1.8538644,-1.8199155,-1.0098445,-1.088058,-0.8234043,-0.8463006,0.0228963
50,0.3773741,0.032233823,"('clumsy', 'skillful')",0.6301657,0.47085938,0.30613953,0.2282364,0.4378931,0.2437765,0.1941166
30,0.37585598,0.6158599,"('intolerant', 'tolerant')",0.19791332,0.4349197,0.13877976,0.27991748,0.2375164,0.4435657,-0.2060493
37,0.37496778,0.2184138,"('fake', 'genuine')",-0.6578146,-0.66996324,0.10603574,0.24656072,-0.058937,-0.0683296,0.0093926
41,-0.36396182,-0.44316837,"('unforgiving', 'forgiving')",0.8265355,0.94326,-0.0553722,-0.12878254,0.1357338,0.1237697,0.0119641
60,0.34716046,0.37722003,"('inefficient', 'efficient')",-0.39720356,-0.23950854,-0.16956443,-0.044844344,-0.0732025,0.0309557,-0.1041582
81,0.34567443,0.40958354,"('submissive', 'aggressive')",-0.15400192,-0.040087305,-0.75609165,-0.7069949,-0.1881397,-0.1124996,-0.0756401
59,0.34379244,0.34139568,"('foolish', 'wise')",1.227466,1.2762527,0.07872645,0.22250743,0.5499949,0.6133853,-0.0633904
3,-0.3168745,-0.3827353,"('repellent', 'pleasant')",-0.56529295,-0.55033726,0.98885244,0.93381256,0.0355617,0.0002467,0.035315
35,0.29968685,0.28334823,"('corrupt', 'incorrupt')",-0.39274877,-0.43313378,-0.7972938,-0.77780885,-0.2967852,-0.3091981,0.0124129
58,-0.2984903,-0.35879117,"('undiscriminating', 'discriminating')",1.3608437,1.2494421,0.13406192,0.105723694,0.3988051,0.3321249,0.0666802
43,-0.28779334,-0.37564096,"('irresponsible', 'responsible')",0.664919,0.77239466,0.45598087,0.57900345,0.2777022,0.3252524,-0.0475502
77,-0.24542797,-0.3424623,"('unmotivated', 'motivated')",0.66427684,0.5748378,-1.2404865,-1.1975604,-0.2738792,-0.3217283,0.0478491
55,-0.23029132,-0.3033756,"('incompetent', 'clever')",-0.91652817,-0.84716225,0.36719,0.331526,-0.2598765,-0.2730039,0.0131274
65,0.21321252,0.2528081,"('insecure', 'secure')",-0.7446603,-0.69956505,-0.13388379,-0.05778198,-0.2217772,-0.1681797,-0.0535975
36,-0.21225032,-0.39511073,"('hostile', 'amicable')",0.50884134,0.50902385,-0.20177265,-0.30589068,0.0316061,-0.0639925,0.0955986
47,0.20861815,0.11038981,"('stupid', 'smart')",1.3174314,1.2440718,5.418554,5.330532,2.3148678,2.2283312,0.0865366
63,-0.20851699,-0.3375172,"('unperceptive', 'insightful')",0.93347293,1.03562,0.91015476,0.9809611,0.5450369,0.5596879,-0.014651
56,0.20481539,0.29277453,"('impractical', 'practical')",-0.035244003,0.08142792,-0.84863895,-0.74368715,-0.2263559,-0.1231616,-0.1031943
20,0.19145218,-0.039556526,"('rough', 'thoughtful')",0.2407411,0.21878906,0.5177922,0.5413635,0.3166618,0.2401987,0.0764631
87,0.15503286,0.23758028,"('unsuccessful', 'successful')",1.0783546,1.1057266,1.1161679,1.1569262,0.7831852,0.8334111,-0.0502259
4,-0.1504065,-0.15690558,"('disliked', 'liked')",-0.0606762,0.03716834,-6.5002737,-6.4466734,-2.2371187,-2.1888035,-0.0483152
15,0.08859902,0.24122962,"('boring', 'funny')",0.31911284,0.35833082,-0.46731016,-0.3875782,-0.0198661,0.0706608,-0.0905269
52,-0.07869022,-0.009856708,"('irrational', 'rational')",0.74100167,0.6645281,-0.078977585,0.019479616,0.1944446,0.224717,-0.0302724
7,-0.07524443,-0.15589297,"('insensitive', 'sensitive')",0.3365962,0.46702972,0.50169677,0.64249647,0.2543495,0.3178777,-0.0635282
13,-0.05513022,0.065888226,"('impolite', 'polite')",-0.13473246,-0.019522302,-0.67983824,-0.7564615,-0.2899003,-0.2366985,-0.0532018
34,0.05105947,0.09234749,"('mean', 'honorable')",0.537429,0.55155337,5.150224,5.195268,1.9129043,1.9463897,-0.0334854
70,-0.047063127,-0.14709736,"('lethargic', 'energetic')",-0.1677305,-0.03964922,0.64718854,0.6173205,0.1441316,0.1435246,0.000607
75,0.046738222,0.12581706,"('meek', 'impulsive')",-0.36664316,-0.37351304,-0.7319407,-0.710375,-0.3506152,-0.319357,-0.0312582
62,0.026032967,0.07365503,"('incompetent', 'brilliant')",0.28307018,0.35529897,0.3283592,0.46462673,0.2124874,0.2978602,-0.0853728
33,0.02237686,0.054106683,"('wrong', 'right')",1.5364444,1.544528,-0.7935164,-0.72621125,0.2551016,0.2908078,-0.0357062
61,0.015875205,0.1875727,"('illogical', 'logical')",1.3448498,1.3877765,0.6065875,0.60653514,0.6557709,0.7272948,-0.0715239
83,-0.006171033,0.15299995,"('powerless', 'powerful')",0.44021407,0.52676183,-0.9571939,-0.99123687,-0.1743836,-0.103825,-0.0705586
