,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
74,2.414756,2.4090784,"('undedicated', 'dedicated')",1.0195814,0.83794254,0.0706364,0.02416921,0.51686805,0.44291472,1.0054605,0.9285262,0.0769343
85,2.1462188,2.2433512,"('insignificant', 'prestigious')",1.9350684,2.4318693,1.3825552,1.6754913,1.3144305,1.7240235,1.6945682,2.0186839,-0.3241157
69,2.121835,2.2717202,"('lazy', 'industrious')",1.2539021,1.5137086,2.6022277,2.7149415,-0.18630657,0.012733236,1.4479146,1.6282759,-0.1803613
5,2.056977,2.1226206,"('distant', 'outgoing')",0.7865733,1.0999768,0.8541189,1.0661824,0.4074439,0.6505799,1.0262783,1.2348399,-0.2085616
12,2.0221157,1.9464802,"('unsupportive', 'supportive')",0.7199505,0.5364814,-0.6326573,-0.69586205,-1.3437493,-1.4530274,0.1914149,0.0835181,0.1078968
71,2.0141208,2.1586807,"('diffident', 'self-confident')",0.2824423,0.47542664,-0.1588032,-0.03151121,0.63914543,0.7321762,0.6942263,0.833693,-0.1394667
44,-1.9944737,-2.0714512,"('prejudiced', 'unprejudiced')",-1.7452748,-1.8838216,-1.2647861,-1.451377,-2.057549,-2.0916772,-1.7655209,-1.8745817,0.1090608
6,1.9855435,2.0594118,"('distant', 'open')",1.1412495,1.3897675,0.46479294,0.64985836,1.0510056,1.2742343,1.1606479,1.343318,-0.1826701
19,1.8562002,1.9376463,"('inhospitable', 'hospitable')",0.04175386,0.27427346,-0.094090536,0.04542793,0.45554602,0.5492519,0.5648524,0.7016499,-0.1367975
30,-1.8234296,-2.0123644,"('intolerant', 'tolerant')",-0.46650225,-0.6995132,-0.9749783,-1.2102356,0.6337549,0.3332116,-0.6577888,-0.8972254,0.2394366
9,1.793233,1.9228218,"('unaffectionate', 'caring')",0.65168893,0.8882501,0.06665349,0.29454008,2.125866,2.2538204,1.1593604,1.3398581,-0.1804977
3,-1.5952932,-1.5917931,"('repellent', 'pleasant')",-0.78443795,-0.79051924,0.45566776,0.43366536,-0.051406987,-0.13741383,-0.4938676,-0.5215152,0.0276476
79,1.5895786,1.6913096,"('wavering', 'unwavering')",1.0296972,1.192744,0.32698673,0.45695588,0.762315,1.0536429,0.9271444,1.0986631,-0.1715187
25,1.5441332,1.7448634,"('egoistic', 'altruistic')",1.2641742,1.4724561,1.5206709,1.5980426,1.76416,1.9640565,1.5232847,1.6948546,-0.1715699
47,-1.5217296,-1.6894451,"('stupid', 'smart')",-0.18347704,-0.36155626,-1.1203882,-1.17341,5.15695,5.010749,0.5828388,0.4465843,0.1362545
82,-1.5131181,-1.6975226,"('poor', 'rich')",-0.13177535,-0.45384,-0.6577969,-0.89215815,6.287779,6.0818877,0.9962721,0.7595917,0.2366804
8,1.4796176,1.5284677,"('unaffectionate', 'affectionate')",0.78974634,0.9960961,0.023413999,0.19109343,1.668355,1.8547232,0.9902832,1.1425951,-0.1523119
84,1.438131,1.2432084,"('inferior', 'superior')",0.7432165,0.73587,0.35667092,0.2583742,0.87958276,0.9234035,0.8544003,0.790214,0.0641863
65,-1.3969342,-1.625094,"('insecure', 'secure')",-0.4598195,-0.84006786,-1.6290473,-1.8494034,-1.2731688,-1.5379322,-1.1897423,-1.4631243,0.273382
81,-1.3501886,-1.3785796,"('submissive', 'aggressive')",-0.16719301,-0.41942525,-0.87282825,-0.9391065,-1.5932553,-1.7508926,-0.9958663,-1.1220009,0.1261346
35,1.2878052,1.4080561,"('corrupt', 'incorrupt')",0.43117297,0.8751862,1.0414169,1.2855752,0.39989263,0.8124984,0.7900719,1.0953289,-0.305257
33,1.2656273,1.315562,"('wrong', 'right')",0.65008324,0.85917854,0.17091945,0.21043892,-0.06301667,0.12226622,0.5059033,0.6268615,-0.1209582
66,1.213748,1.4163785,"('inactive', 'active')",1.4037331,1.4739028,1.1584642,1.181596,1.4153376,1.5427023,1.2978208,1.4036449,-0.1058241
52,1.1306442,1.0613654,"('irrational', 'rational')",0.62286836,0.84579426,-0.27558804,-0.08938841,0.6794702,0.9525151,0.5393487,0.6925716,-0.1532229
1,1.0932884,1.1516234,"('unfriendly', 'friendly')",0.5717378,0.8731302,-0.263277,-0.09626011,2.517855,2.7363796,0.979901,1.1662183,-0.1863173
86,1.0720605,1.178669,"('uninfluential', 'influential')",0.56680614,0.6609278,-0.34524027,-0.15315104,0.4970867,0.5498745,0.4476783,0.5590801,-0.1114018
57,-1.0499986,-0.85365754,"('unimaginative', 'imaginative')",-0.6512402,-0.6527337,-1.061871,-0.9971628,-2.8156528,-2.6768653,-1.3946908,-1.2951049,-0.0995859
78,1.0476748,1.1323227,"('nonresilient', 'resilient')",0.9898766,1.1509345,1.4719745,1.5916027,1.0841204,1.0952302,1.1484115,1.2425225,-0.094111
70,0.9717694,0.82469296,"('lethargic', 'energetic')",0.2947393,0.017297478,-0.83423364,-0.8916114,0.6258218,0.4012803,0.2645242,0.0879148,0.1766094
38,0.9643999,0.760741,"('untruthful', 'truthful')",-0.75746465,-0.8138179,-0.6165503,-0.65478104,0.24600224,0.13270216,-0.0409032,-0.1437889,0.1028857
39,0.9565743,1.0706774,"('exploitative', 'cooperative')",-0.78692096,-0.91649604,-0.11193245,-0.05537256,-0.1934129,-0.23036632,-0.033923,-0.0328894,-0.0010336
10,-0.95045865,-0.9472582,"('unsympathetic', 'sympathetic')",-0.45173737,-0.6158686,-1.181532,-1.2117127,-0.390563,-0.4843204,-0.7435728,-0.81479,0.0712172
28,0.9321846,0.88088006,"('disloyal', 'loyal')",-0.034050263,-0.010475501,-0.5224856,-0.49482602,1.1208249,1.1954534,0.3741184,0.392758,-0.0186396
56,0.92910486,0.605926,"('impractical', 'practical')",-0.6170099,-1.1794899,-0.77613634,-1.0583384,-0.5830952,-0.8968383,-0.2617841,-0.6321851,0.370401
23,-0.92051333,-1.1316645,"('insincere', 'sincere')",-0.6717264,-0.98662,-1.6335847,-1.778424,6.068131,5.8307886,0.7105767,0.48352,0.2270567
22,-0.9018385,-1.1657046,"('untrustworthy', 'trustworthy')",-0.75663096,-0.90150046,-1.2727075,-1.3413199,-1.38522,-1.5187434,-1.0790992,-1.2318171,0.1527179
36,0.8969501,1.2071484,"('hostile', 'amicable')",0.095884666,0.70021176,0.62825763,0.9723946,0.85737336,1.2305228,0.6196164,1.0275694,-0.407953
75,-0.88338524,-0.93028176,"('meek', 'impulsive')",-0.38244867,-0.31854776,0.4378875,0.36060536,-0.50813526,-0.44344756,-0.3340204,-0.3329179,-0.0011025
37,0.8820132,0.8518645,"('fake', 'genuine')",0.17266527,0.08896525,-0.14057322,-0.18263337,0.7651075,0.74849176,0.4198032,0.376672,0.0431312
59,0.8811116,0.82724226,"('foolish', 'wise')",1.3872404,1.4894955,-0.1842786,-0.040638,0.7341304,0.82403266,0.704551,0.7750331,-0.0704821
40,0.87304306,1.0244853,"('stingy', 'generous')",0.0794175,0.10592676,0.17610878,0.22153455,-1.3122332,-1.2741818,-0.045916,0.0194412,-0.0653572
55,-0.8623301,-0.93059415,"('incompetent', 'clever')",-0.3635202,-0.6862368,-1.3599854,-1.5141585,-0.4822053,-0.6296974,-0.7670103,-0.9401717,0.1731614
11,-0.86031634,-1.0204082,"('unhelpful', 'helpful')",-1.4146366,-1.596594,-1.228524,-1.3638592,1.7687466,1.5596511,-0.4336826,-0.6053025,0.1716199
61,0.81562775,0.76907444,"('illogical', 'logical')",0.11118835,0.0004184544,-0.55323637,-0.60881865,0.36294198,0.26842678,0.1841304,0.1072752,0.0768552
76,-0.80026305,-0.92749083,"('anxious', 'daring')",0.6611037,0.088777184,-0.19137779,-0.5067866,-0.48834664,-0.7236806,-0.2047209,-0.5172952,0.3125743
63,0.7701854,0.6757569,"('unperceptive', 'insightful')",1.1533484,0.8397783,-0.44640344,-0.6308724,1.5796632,1.2758214,0.7641984,0.540121,0.2240774
62,-0.76294976,-0.98182076,"('incompetent', 'brilliant')",-1.047502,-1.4658549,-1.2980303,-1.4902028,-0.019392956,-0.37820414,-0.7819687,-1.0790207,0.297052
87,0.74799585,0.6572758,"('unsuccessful', 'successful')",1.9335948,1.8112757,1.3732362,1.30008,1.2080742,1.2032162,1.3157252,1.2429619,0.0727633
26,0.73617667,0.984635,"('hardhearted', 'benevolent')",3.0172129,3.375732,1.6935776,1.9447267,1.7153902,1.9522164,1.7905893,2.0643275,-0.2737382
48,-0.6830339,-0.6630751,"('unintelligent', 'intelligent')",-0.64188826,-0.6645454,-2.0278277,-2.0046902,0.10398179,0.06107798,-0.812192,-0.8178082,0.0056162
