,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
72,0.67664,0.62824106,"('unambitious', 'ambitious')",-0.9005549,-1.1110464,-0.7084484,-0.90445316,-0.7270801,-0.8348619,-0.4148608,-0.5555301,0.1406693
45,-0.63478655,-0.8201378,"('incompetent', 'competent')",-0.064360976,-0.3941354,-1.3040824,-1.4769646,-0.43322423,-0.59868664,-0.6091135,-0.8224812,0.2133677
31,0.6193055,0.6994314,"('evil', 'good')",0.53540516,0.96514463,0.9423612,1.176283,-0.4947553,-0.18394206,0.4005792,0.6642292,-0.26365
50,0.6191563,0.54066926,"('clumsy', 'skillful')",1.9277494,1.8969808,0.76046747,0.8277465,0.7654726,0.9031914,1.0182115,1.042147,-0.0239355
4,0.6130035,0.64339167,"('disliked', 'liked')",0.12303311,0.2818855,-0.32014003,-0.18759014,-6.6570973,-6.602728,-1.5603002,-1.4662602,-0.09404
58,0.59031093,0.62664586,"('undiscriminating', 'discriminating')",0.39336777,0.45990354,0.91394097,0.9406328,0.43479124,0.45015877,0.5831028,0.6193352,-0.0362324
46,-0.57257116,-0.65301806,"('uncompetitive', 'competitive')",-0.23093273,-0.5085214,-0.46854284,-0.6488045,-0.7368335,-0.9959484,-0.50222,-0.7015731,0.1993531
7,0.56861264,0.52258533,"('insensitive', 'sensitive')",-0.18406364,-0.44601542,-1.0226378,-1.1061965,1.1322409,0.9839371,0.123538,-0.0114224,0.1349604
14,-0.5582828,-0.56212604,"('antisocial', 'social')",0.5384508,0.18585211,-0.328885,-0.42522117,-0.9999115,-1.2284366,-0.3371571,-0.5074829,0.1703258
88,-0.5534524,-0.517257,"('low', 'eminent')",0.16451247,0.26454982,-1.1041256,-1.1185752,0.42247957,0.4697453,-0.2676465,-0.2253843,-0.0422622
54,0.49963596,0.56088275,"('incapable', 'capable')",0.89340925,0.8343446,-0.30193406,-0.27875197,1.5005412,1.5233941,0.6479131,0.6599674,-0.0120543
60,-0.45944387,-0.6674418,"('inefficient', 'efficient')",-0.8564007,-1.3468771,-1.4381958,-1.6922646,-0.43909892,-0.9029756,-0.7982848,-1.1523898,0.354105
49,-0.44827616,-0.422532,"('unable', 'able')",-0.33483127,-0.3116233,-1.199986,-1.2363582,-0.50231373,-0.4989823,-0.6213518,-0.6173739,-0.0039779
16,-0.44384912,-0.49203533,"('unpopular', 'popular')",0.72126484,0.8381363,0.34998304,0.47526127,0.75566936,0.83950114,0.345767,0.4152158,-0.0694488
24,-0.44090486,-0.54434794,"('dishonest', 'honest')",-0.8482322,-0.9168046,-1.7514507,-1.7472968,0.66557264,0.6148127,-0.5937538,-0.6484092,0.0546554
18,0.42287987,0.39089963,"('disagreeable', 'welcoming')",0.8570219,0.77855664,-0.5658407,-0.59413695,-0.18129084,-0.21176633,0.1331925,0.0908882,0.0423043
0,0.40635914,0.37457928,"('unsociable', 'sociable')",0.08123856,-0.0817527,-0.38028237,-0.44560656,-0.6831443,-0.87516725,-0.1439572,-0.2569868,0.1130296
20,-0.39961335,-0.36704504,"('rough', 'thoughtful')",0.26343158,0.326575,-0.44280788,-0.47317392,0.5883125,0.6946977,0.0023307,0.0452634,-0.0429327
53,0.3692019,0.5914056,"('uncreative', 'creative')",0.26769322,0.34168395,-0.23738152,-0.1393552,1.3601595,1.4815406,0.4399183,0.5688187,-0.1289004
32,-0.34485912,-0.28061652,"('unkind', 'kind')",0.07753751,0.0029371232,-1.1585287,-1.123186,0.7747912,0.6936414,-0.1627648,-0.176806,0.0140412
21,-0.33774364,-0.43073273,"('immoral', 'moral')",-0.3124511,-0.5246917,-1.6189609,-1.6514769,-1.2005627,-1.3790766,-0.8674296,-0.9964944,0.1290648
73,0.31734702,0.1472853,"('helpless', 'self-reliant')",-0.15132357,-0.18097076,1.0617397,0.9923847,-3.292253,-3.2494836,-0.5161225,-0.5726961,0.0565736
83,-0.30790395,-0.3246723,"('powerless', 'powerful')",-0.048373275,-0.10773127,-0.62040615,-0.7517295,-0.9578639,-1.0434813,-0.4836368,-0.5569036,0.0732668
42,-0.28658026,-0.43994033,"('unreliable', 'reliable')",0.56134623,0.30696642,-0.3534756,-0.36992186,-3.1310434,-3.09295,-0.8024383,-0.8989615,0.0965232
17,0.285627,0.52876604,"('nasty', 'nice')",0.067309216,0.30134636,-0.09064331,0.10489993,-0.79538304,-0.6103218,-0.1332725,0.0811726,-0.2144451
29,-0.22553584,-0.5044766,"('unfair', 'fair')",-0.18454154,-0.36382458,-0.86076456,-0.85125065,-0.29988214,-0.31087473,-0.392681,-0.5076066,0.1149256
64,-0.21777007,-0.264416,"('shy', 'confident')",-0.78091085,-0.95181376,-0.40625915,-0.6598995,-7.506092,-7.742781,-2.2277579,-2.4047277,0.1769698
34,0.21161298,0.17200243,"('mean', 'honorable')",-0.05114512,-0.10820977,0.07385513,0.019501336,6.2336984,6.0357504,1.6170053,1.5297611,0.0872442
80,-0.1767306,-0.13515595,"('dominated', 'dominating')",-0.30968535,-0.36158973,-0.22090204,-0.22035885,-1.3618064,-1.3637167,-0.5172811,-0.5202053,0.0029242
2,0.129937,0.018802665,"('unlikable', 'likable')",0.6491521,0.55579674,0.50732636,0.40411964,0.3774751,0.26781592,0.4159727,0.3116337,0.104339
15,0.11868326,0.08517544,"('boring', 'funny')",0.36402184,0.4276969,-0.33635888,-0.12568378,0.5810874,0.7200012,0.1818584,0.2767974,-0.094939
43,-0.11312989,-0.3221311,"('irresponsible', 'responsible')",-0.6953685,-1.169017,-1.1204202,-1.4595867,0.5307755,0.26194847,-0.3495358,-0.6721965,0.3226607
68,0.09436994,0.21765979,"('dependent', 'independent')",-0.82816917,-0.88326955,-1.4710674,-1.6011841,-0.4289146,-0.4755163,-0.6584453,-0.6855776,0.0271323
41,-0.07846114,-0.13652493,"('unforgiving', 'forgiving')",-0.30588686,-0.32500648,-0.3251413,-0.367,-0.009338044,-0.0627213,-0.1797068,-0.2228132,0.0431064
77,-0.07073967,-0.07713222,"('unmotivated', 'motivated')",-0.58141476,-0.5865615,-0.05175693,-0.14448844,-0.97709537,-1.0854185,-0.4202517,-0.4734002,0.0531485
27,0.06143901,0.33938935,"('hardhearted', 'softhearted')",-0.5978222,-0.39909327,-0.89209014,-0.8027532,1.6124097,1.7032676,0.0459841,0.2102026,-0.1642185
67,0.051853407,-0.18421048,"('doubtful', 'determined')",0.13494128,-0.14670363,0.024847612,-0.19338815,-0.51814467,-0.7212402,-0.0766256,-0.3113856,0.23476
13,-0.012866177,-0.12451267,"('impolite', 'polite')",-0.9179764,-1.3395017,-0.71987486,-1.0792626,-0.5453432,-0.8852139,-0.5490152,-0.8571227,0.3081075
51,0.0071665347,0.009287629,"('uneducated', 'educated')",0.5018642,0.4550832,-0.606887,-0.5779945,0.86038995,0.790195,0.1906334,0.1691428,0.0214906
