,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,male-female
45,-0.4745267,-0.79223484,"('incompetent', 'competent')",-0.43181944,-0.58134884,-0.4062673,-0.4793373,-0.4375378,-0.6176403,0.1801025
14,0.46518233,0.17210497,"('antisocial', 'social')",-0.76985496,-0.69121844,-1.0042727,-0.96673423,-0.4363151,-0.4952826,0.0589675
32,0.43897134,0.34268725,"('unkind', 'kind')",0.36185738,0.2804958,0.788202,0.9234581,0.5296769,0.515547,0.0141299
87,0.43356627,0.2989203,"('unsuccessful', 'successful')",0.15698627,0.0983865,0.5458484,0.45142382,0.3788003,0.2829102,0.0958901
10,0.42723387,-0.101193585,"('unsympathetic', 'sympathetic')",-1.1022915,-1.2264966,-0.4759164,-0.45287994,-0.383658,-0.5935233,0.2098653
74,0.41659394,0.25711203,"('undedicated', 'dedicated')",-0.0324351,-0.049832057,-0.00029916503,-0.19432592,0.1279532,0.004318,0.1236352
40,-0.41473687,-0.2282705,"('stingy', 'generous')",0.58136994,0.752703,-1.631129,-1.8479743,-0.4881653,-0.4411806,-0.0469847
54,0.4147353,0.38401604,"('incapable', 'capable')",-0.25019974,-0.21930212,0.9247689,1.39624,0.3631015,0.520318,-0.1572165
52,-0.41230783,-0.22881688,"('irrational', 'rational')",-0.20475191,-0.26117158,-0.011858713,-0.10579038,-0.2096395,-0.1985929,-0.0110466
67,0.37980828,0.62874055,"('doubtful', 'determined')",-0.47878137,-0.25782284,-0.96538913,-0.5602608,-0.3547874,-0.0631144,-0.291673
79,0.35267726,0.2887013,"('wavering', 'unwavering')",-1.0105573,-0.97321415,-0.10303806,-0.007072497,-0.2536394,-0.2305285,-0.0231109
68,-0.33211583,-0.4076147,"('dependent', 'independent')",-0.79800767,-0.8896696,-0.52898026,-0.62967575,-0.5530346,-0.64232,0.0892854
70,-0.30906323,-0.5745033,"('lethargic', 'energetic')",-1.0068393,-0.99834085,0.50310147,0.6382559,-0.2709337,-0.3115294,0.0405957
41,0.2983992,0.33554345,"('unforgiving', 'forgiving')",0.48463774,0.4687347,-0.10172624,-0.07396252,0.2271036,0.2434385,-0.0163349
61,-0.2902596,-0.32592493,"('illogical', 'logical')",-0.45911458,-0.54228497,0.18483682,0.16323909,-0.1881791,-0.2349903,0.0468112
53,-0.26510194,-0.48026705,"('uncreative', 'creative')",-0.65526366,-0.71880203,0.71466565,0.65300965,-0.0685666,-0.1820198,0.1134532
13,-0.25551566,-0.55795103,"('impolite', 'polite')",-1.2305218,-1.4259833,-0.47540385,-0.50525826,-0.6538138,-0.8297309,0.1759171
46,-0.242112,-0.60809284,"('uncompetitive', 'competitive')",-0.011561699,-0.11351196,-0.5170111,-0.8150896,-0.2568949,-0.5122315,0.2553366
35,-0.22491877,0.1958623,"('corrupt', 'incorrupt')",-0.38768,-0.20805144,0.069587074,0.05612454,-0.1810039,0.0146451,-0.195649
51,0.18571009,0.07208661,"('uneducated', 'educated')",-0.023497887,-0.13976178,0.0044879615,-0.10612823,0.0555667,-0.0579345,0.1135012
20,-0.18041767,-0.37351915,"('rough', 'thoughtful')",0.24654467,0.16967063,1.212283,1.1323519,0.4261367,0.3095011,0.1166356
85,0.16805005,0.2179438,"('insignificant', 'prestigious')",0.898593,0.6956834,0.7787445,0.450876,0.6151292,0.4548344,0.1602948
83,0.15666275,-0.029425591,"('powerless', 'powerful')",0.31587303,0.27155942,-0.9634424,-0.92665905,-0.1636355,-0.2281751,0.0645396
3,0.14676495,-0.15983033,"('repellent', 'pleasant')",-1.3559558,-1.4720079,0.27030617,0.18930739,-0.3129616,-0.4808436,0.167882
50,-0.14528602,-0.26426375,"('clumsy', 'skillful')",-0.2086171,-0.30648118,0.43229482,0.4968722,0.0261306,-0.0246242,0.0507548
44,-0.13247037,-0.08184702,"('prejudiced', 'unprejudiced')",-1.2233151,-1.0461746,-1.4102396,-1.303472,-0.9220084,-0.8104979,-0.1115105
19,0.13074356,0.24506596,"('inhospitable', 'hospitable')",-0.6037005,-0.63702,0.025684329,0.062992476,-0.1490909,-0.1096539,-0.039437
34,0.13058954,0.18398382,"('mean', 'honorable')",-0.52798635,-0.52367693,6.060219,6.2170486,1.8876073,1.9591185,-0.0715112
71,0.12271476,0.1593865,"('diffident', 'self-confident')",1.3593578,1.1687119,0.6904667,0.6389091,0.7241797,0.6556692,0.0685105
66,-0.1225498,-0.052330833,"('inactive', 'active')",-1.0968344,-1.0724835,1.2359065,1.0317924,0.0055074,-0.0310073,0.0365147
59,-0.11968906,0.058309503,"('foolish', 'wise')",0.3881591,0.41997674,0.16996296,0.4693213,0.1461443,0.3158692,-0.1697249
82,0.11537518,0.14013353,"('poor', 'rich')",-0.13243414,-0.049725942,6.3570437,6.8290234,2.1133283,2.3064769,-0.1931486
26,-0.11442731,-0.18503523,"('hardhearted', 'benevolent')",1.2439678,1.0317718,1.5480878,1.1883923,0.8925428,0.6783763,0.2141665
27,-0.10546574,-0.2038749,"('hardhearted', 'softhearted')",-0.18153243,-0.22599277,1.8037409,1.5102694,0.5055809,0.3601339,0.145447
1,-0.09859262,-0.22086486,"('unfriendly', 'friendly')",0.3797444,0.17445579,1.5519488,1.4179659,0.6110335,0.4571856,0.1538479
49,0.094553545,0.15793203,"('unable', 'able')",0.28406772,0.39918327,-0.059397012,0.38035285,0.1064081,0.3124894,-0.2060813
11,-0.08718749,-0.24407718,"('unhelpful', 'helpful')",-0.15709816,-0.16892621,1.3804436,1.6045327,0.3787193,0.3971764,-0.0184571
22,0.08660573,-0.1737627,"('untrustworthy', 'trustworthy')",-0.9469873,-0.93279177,-1.005766,-0.7739017,-0.6220492,-0.6268187,0.0047695
81,-0.08120822,-0.3852177,"('submissive', 'aggressive')",0.29421347,0.34634334,-1.115287,-0.9995608,-0.3007606,-0.346145,0.0453844
77,0.07844708,-0.2680572,"('unmotivated', 'motivated')",0.5034961,0.26737505,-1.3338271,-1.310281,-0.250628,-0.4369877,0.1863597
38,0.062174417,0.21756124,"('untruthful', 'truthful')",-0.2861459,-0.2173839,-0.4419029,-0.17586178,-0.2219581,-0.0585615,-0.1633966
21,0.058150224,-0.20527914,"('immoral', 'moral')",-0.36206716,-0.4872879,-1.0242555,-1.0877125,-0.4427241,-0.5934265,0.1507024
88,-0.03978771,-0.24588218,"('low', 'eminent')",-0.31789532,-0.51175517,-0.20433995,-0.17680314,-0.187341,-0.3114802,0.1241392
7,-0.027735906,-0.5555799,"('insensitive', 'sensitive')",-1.2926421,-1.2844092,0.42231143,0.33748594,-0.2993555,-0.5008344,0.2014789
42,-0.020875335,-0.041533045,"('unreliable', 'reliable')",-0.12334119,-0.048378065,-2.7899122,-2.60124,-0.9780429,-0.8970504,-0.0809925
78,-0.018179454,-0.06706599,"('nonresilient', 'resilient')",1.9034281,1.8324134,0.83370215,0.5370061,0.9063169,0.7674512,0.1388657
37,0.00070258975,-0.15646297,"('fake', 'genuine')",-0.61393476,-0.7190343,0.37200564,0.54224145,-0.0804088,-0.1110853,0.0306765
