,texas_male,texas_female,tuple,instruments_male,instruments_female,inc_male,inc_female,average_male,average_female,male-female
40,1.5385134,1.4276547,"('stingy', 'generous')",0.69644845,0.6167063,-1.2749155,-1.5441154,0.3200155,0.1667486,0.1532669
85,1.3667909,1.2594652,"('insignificant', 'prestigious')",1.201094,1.2165929,0.29655018,0.49503586,0.9548117,0.9903646,-0.0355529
71,1.240486,1.2245998,"('diffident', 'self-confident')",0.90128076,1.0161955,0.52373755,0.5392416,0.8885015,0.926679,-0.0381775
74,1.068243,1.0193754,"('undedicated', 'dedicated')",-0.10742006,-0.11717135,-0.25855735,-0.24011499,0.2340885,0.2206964,0.0133921
25,1.0509824,0.9401132,"('egoistic', 'altruistic')",1.5599345,1.4450476,1.1568606,1.0465093,1.2559258,1.1438901,0.1120357
39,1.009873,1.2124513,"('exploitative', 'cooperative')",0.0016069422,0.19131781,-0.06446539,0.03748435,0.3156715,0.4804178,-0.1647463
2,0.97144616,1.1565222,"('unlikable', 'likable')",0.023061723,0.10234042,0.11690212,0.22728544,0.37047,0.4953827,-0.1249127
28,0.93041146,0.68840873,"('disloyal', 'loyal')",-0.589952,-0.64149505,0.70171225,0.63008344,0.3473906,0.2256657,0.1217249
47,-0.919737,-0.6673366,"('stupid', 'smart')",-0.577967,-0.4357717,5.450114,5.7053237,1.3174699,1.5340718,-0.2166019
32,0.9163122,0.71116817,"('unkind', 'kind')",-0.6363379,-0.5471186,0.62891245,0.6107483,0.3029623,0.258266,0.0446963
49,-0.88614166,-0.7756381,"('unable', 'able')",0.054078374,0.15517032,0.16560131,0.17921531,-0.222154,-0.1470842,-0.0750698
43,-0.85100657,-0.68452895,"('irresponsible', 'responsible')",-1.7639306,-1.5902461,0.048077337,0.24898432,-0.8556199,-0.6752636,-0.1803563
9,0.81309664,0.58389115,"('unaffectionate', 'caring')",0.16160536,0.15604052,0.7022614,0.8362078,0.5589878,0.5253798,0.033608
24,0.79737043,0.8115917,"('dishonest', 'honest')",-1.4226792,-1.2762867,0.5616879,0.69429344,-0.021207,0.0765328,-0.0977398
33,0.7959038,0.8863687,"('wrong', 'right')",0.84348243,0.9867384,-0.89532274,-0.6721305,0.2480211,0.4003255,-0.1523044
16,-0.7923086,-0.8982247,"('unpopular', 'popular')",0.5506146,0.50443536,0.78054833,0.5696304,0.1796181,0.0586137,0.1210044
1,0.77736175,0.49131292,"('unfriendly', 'friendly')",0.7837943,0.65437305,1.2195617,1.4310364,0.9269059,0.8589074,0.0679985
81,-0.7559216,-0.22377045,"('submissive', 'aggressive')",-1.1201727,-0.87584555,-0.29906946,-0.2918958,-0.7250546,-0.4638373,-0.2612173
84,0.72807467,0.7658716,"('inferior', 'superior')",0.99904954,1.0599315,1.0494832,1.0752953,0.9255358,0.9670328,-0.041497
10,-0.70720905,-0.6361267,"('unsympathetic', 'sympathetic')",-1.7043877,-1.6192453,-0.13101166,-0.18919359,-0.8475362,-0.8148552,-0.032681
57,-0.6457247,-0.46359208,"('unimaginative', 'imaginative')",-1.1891336,-1.0598472,-2.7922304,-2.8561337,-1.5423628,-1.4598576,-0.0825052
51,0.6435404,0.65584564,"('uneducated', 'educated')",-0.35669258,-0.35990065,1.0375309,1.0261652,0.4414596,0.4407034,0.0007562
44,-0.63874984,-0.30603412,"('prejudiced', 'unprejudiced')",-1.3016069,-1.0876888,-1.6455581,-1.3849086,-1.195305,-0.9262105,-0.2690945
42,0.63594854,0.77024174,"('unreliable', 'reliable')",-2.3568585,-2.0995238,-2.9365642,-3.0093641,-1.5524913,-1.4462153,-0.106276
78,0.6125947,0.12620519,"('nonresilient', 'resilient')",0.9493211,0.59479105,1.1585608,0.7501232,0.9068255,0.4903731,0.4164524
17,-0.6051218,-0.44801342,"('nasty', 'nice')",-0.47807458,-0.3951887,-0.064071104,-0.083818085,-0.3824225,-0.3090067,-0.0734158
11,-0.5850492,-0.46840984,"('unhelpful', 'helpful')",-0.8018136,-0.6252867,1.9734025,2.0918615,0.1955132,0.3327216,-0.1372084
3,-0.581919,-0.6198165,"('repellent', 'pleasant')",-0.42422658,-0.62097853,0.2153516,-0.018107051,-0.263598,-0.419634,0.156036
31,-0.5740805,-0.74732226,"('evil', 'good')",0.71585464,0.56669545,-1.3641493,-1.3351868,-0.4074584,-0.5052712,0.0978128
73,0.5706728,0.60181695,"('helpless', 'self-reliant')",-0.2970538,-0.20269294,-3.5225945,-3.403974,-1.0829918,-1.0016166,-0.0813752
56,-0.5437607,-0.38492784,"('impractical', 'practical')",-0.0071505457,0.010863159,-0.14119977,-0.121157736,-0.2307037,-0.1650741,-0.0656296
20,0.5238073,0.5289653,"('rough', 'thoughtful')",1.317949,1.1114148,1.4606553,1.2596713,1.1008039,0.9666839,0.13412
80,0.5050193,0.70622873,"('dominated', 'dominating')",-0.870062,-0.7265662,-0.6973063,-0.85835105,-0.3541163,-0.2928962,-0.0612201
36,-0.5025619,-0.6385121,"('hostile', 'amicable')",0.8502838,0.6636747,-0.5001761,-0.44201285,-0.0508181,-0.1389501,0.088132
50,0.48791504,0.19720025,"('clumsy', 'skillful')",-0.3628147,-0.47005886,0.42603117,0.2774514,0.1837105,0.0015309,0.1821796
69,0.48453176,0.4858523,"('lazy', 'industrious')",1.1935451,1.2468692,-0.59571606,-0.4610413,0.3607869,0.4238934,-0.0631065
35,-0.46294433,-0.36544567,"('corrupt', 'incorrupt')",1.028093,1.0925772,-0.5526383,-0.3473134,0.0041701,0.126606,-0.1224359
54,-0.43887913,-0.2685632,"('incapable', 'capable')",-0.7242083,-0.46285167,0.89400667,1.1919378,-0.0896936,0.1535076,-0.2432012
7,0.43619728,0.37205815,"('insensitive', 'sensitive')",-0.6674557,-0.6519285,0.68172807,0.62539,0.1501566,0.1151732,0.0349834
72,0.40648568,0.5727101,"('unambitious', 'ambitious')",0.254443,0.376592,-0.952919,-0.8777015,-0.0973301,0.0238669,-0.121197
70,-0.40034938,-0.30620843,"('lethargic', 'energetic')",-2.3514032,-2.2271152,0.48200732,0.4136451,-0.7565818,-0.7065595,-0.0500223
55,0.38611108,0.33718503,"('incompetent', 'clever')",-0.7415659,-0.9015021,0.30070207,-0.10846255,-0.0182509,-0.2242599,0.206009
26,0.3833299,0.40833664,"('hardhearted', 'benevolent')",1.1468799,1.1071961,0.85893667,1.0103614,0.7963821,0.8419647,-0.0455826
0,-0.37377328,-0.55889827,"('unsociable', 'sociable')",-0.67689836,-0.77969766,-0.33814508,-0.52532715,-0.4629389,-0.6213077,0.1583688
82,-0.35625258,-0.55067533,"('poor', 'rich')",0.2526844,0.0850444,6.2640324,6.1656904,2.0534881,1.9000198,0.1534683
34,-0.34843832,-0.18178359,"('mean', 'honorable')",0.350822,0.29254165,6.065146,6.1399775,2.0225099,2.0835784,-0.0610685
63,0.34328762,0.27029878,"('unperceptive', 'insightful')",-0.5305824,-0.4686431,1.3813926,1.1982648,0.3980326,0.3333068,0.0647258
53,-0.34192187,-0.39129895,"('uncreative', 'creative')",0.21520737,0.10501283,0.4174956,0.49172932,0.096927,0.0684811,0.0284459
23,-0.3389742,-0.46087205,"('insincere', 'sincere')",-0.32255557,-0.4537983,6.0750756,6.057401,1.8045152,1.7142436,0.0902716
30,-0.33141056,-0.13896272,"('intolerant', 'tolerant')",0.026060477,0.046328984,0.80800724,0.92886114,0.1675524,0.2787425,-0.1111901
48,0.32671377,0.3749825,"('unintelligent', 'intelligent')",1.0022924,0.83756864,1.0612185,0.8283663,0.7967416,0.6803058,0.1164358
66,0.32340416,0.51082945,"('inactive', 'active')",-0.31820232,-0.17058872,0.80068064,1.059668,0.2686275,0.4666362,-0.1980087
87,0.29928428,0.48362714,"('unsuccessful', 'successful')",-0.027270034,0.13223818,0.95245945,0.7723349,0.4081579,0.4627334,-0.0545755
38,-0.27770823,-0.20990178,"('untruthful', 'truthful')",-0.07942212,0.0756654,0.19544308,0.6256297,-0.0538958,0.1637978,-0.2176936
59,-0.2734946,-0.2810957,"('foolish', 'wise')",-0.49370694,-0.20208155,0.021231513,0.34225065,-0.2486567,-0.0469755,-0.2016812
5,-0.2734828,-0.21747397,"('distant', 'outgoing')",-0.6120207,-0.32245848,-0.41579455,-0.02461873,-0.433766,-0.1881837,-0.2455823
67,0.26667827,0.4859325,"('doubtful', 'determined')",-0.7991929,-0.5400002,-0.6276994,-0.38108107,-0.386738,-0.1450496,-0.2416884
86,-0.24521217,-0.21319841,"('uninfluential', 'influential')",-0.73136944,-0.64241964,-0.45337084,-0.4245855,-0.4766508,-0.4267345,-0.0499163
4,0.20772073,-0.04963936,"('disliked', 'liked')",-0.12269896,-0.066985995,-6.169742,-6.284425,-2.02824,-2.1336834,0.1054434
29,0.20625167,0.18474318,"('unfair', 'fair')",-0.09682223,-0.06113735,-0.44166562,-0.3502434,-0.1107454,-0.0755459,-0.0351995
60,0.20533022,0.32423458,"('inefficient', 'efficient')",-0.23959008,-0.27156097,0.5188084,0.5081494,0.1615162,0.186941,-0.0254248
8,-0.20498028,-0.3370748,"('unaffectionate', 'affectionate')",-0.12939382,-0.09775552,-0.16574228,0.1035717,-0.1667054,-0.1104195,-0.0562859
12,0.19717503,0.25230518,"('unsupportive', 'supportive')",-0.8184192,-0.6023571,-1.898842,-1.7986556,-0.8400288,-0.7162359,-0.1237929
62,-0.19399434,0.03457406,"('incompetent', 'brilliant')",-0.80379593,-0.58892626,0.6795686,0.62773126,-0.1060739,0.0244597,-0.1305336
46,-0.19205356,-0.20698036,"('uncompetitive', 'competitive')",-0.8121841,-0.8578027,-0.40239835,-0.72918266,-0.4688787,-0.5979886,0.1291099
77,-0.18986505,-0.45229846,"('unmotivated', 'motivated')",0.70750886,0.39532614,-0.44177884,-0.7871273,0.0252883,-0.2813665,0.3066548
22,-0.17535533,-0.15263842,"('untrustworthy', 'trustworthy')",-2.1595666,-2.0357394,-1.248532,-1.298744,-1.1944847,-1.1623739,-0.0321108
76,0.16204855,0.34941506,"('anxious', 'daring')",-0.7445941,-0.711933,0.736307,0.5928979,0.0512538,0.0767933,-0.0255395
83,0.16055228,0.44144827,"('powerless', 'powerful')",0.2938568,0.51480097,-0.6844101,-0.7424757,-0.076667,0.0712578,-0.1479248
58,0.15813273,0.423987,"('undiscriminating', 'discriminating')",0.81399435,0.76873106,-0.029216345,-0.0060646255,0.3143036,0.3955511,-0.0812475
27,-0.14377055,-0.47376642,"('hardhearted', 'softhearted')",-0.11388081,-0.19547468,1.4806098,1.4242853,0.4076528,0.2516814,0.1559714
45,-0.1400474,-0.3744176,"('incompetent', 'competent')",-1.7817557,-1.8088652,-0.19280215,-0.4247491,-0.7048684,-0.869344,0.1644756
19,0.1400067,-0.080435805,"('inhospitable', 'hospitable')",-0.80391985,-0.74458,-0.20783506,0.025220534,-0.2905827,-0.2665984,-0.0239843
61,0.13421664,0.32059827,"('illogical', 'logical')",-0.13560867,-0.05991569,0.20217972,0.19361107,0.0669292,0.1514312,-0.084502
37,-0.13377726,-0.2221462,"('fake', 'genuine')",-0.73024416,-0.69499743,0.03855411,0.14541867,-0.2751558,-0.2572416,-0.0179142
18,-0.12616172,-0.07955894,"('disagreeable', 'welcoming')",-0.5658195,-0.5066487,-0.8204983,-0.6018871,-0.5041598,-0.3960316,-0.1081282
14,-0.10863015,0.20490265,"('antisocial', 'social')",-0.8042704,-0.8310797,-0.551272,-0.7885615,-0.4880575,-0.4715796,-0.0164779
15,0.10154866,0.0672425,"('boring', 'funny')",0.0035588518,-0.0032552704,0.092177026,0.17431891,0.0657615,0.0794354,-0.0136739
21,-0.08458469,0.043272354,"('immoral', 'moral')",-1.1704137,-1.2771175,-0.76592076,-1.0100392,-0.6736398,-0.7479614,0.0743216
52,-0.06146034,-0.054202765,"('irrational', 'rational')",-0.021746904,0.050081145,-0.7143612,-0.5478736,-0.2658561,-0.1839984,-0.0818577
79,-0.051944003,-0.1709629,"('wavering', 'unwavering')",-0.4074725,-0.42741105,-0.0527809,0.1108014,-0.1707325,-0.1625242,-0.0082083
65,-0.047635496,0.029713053,"('insecure', 'secure')",-0.6738667,-0.8587663,-0.08208125,-0.28960627,-0.2678611,-0.3728865,0.1050254
6,0.03603893,-0.03794077,"('distant', 'open')",-0.1494146,0.044341996,0.047998212,0.46181214,-0.0217925,0.1560711,-0.1778636
68,-0.02985159,0.02638849,"('dependent', 'independent')",-0.4984094,-0.55390596,-0.13585126,-0.14836062,-0.2213708,-0.2252927,0.0039219
13,0.025308523,0.12805998,"('impolite', 'polite')",-0.8662287,-0.82232934,0.09543899,0.09469182,-0.2484937,-0.1998592,-0.0486345
64,-0.019504568,0.1951467,"('shy', 'confident')",-1.2885346,-1.0436487,-6.486066,-6.458727,-2.598035,-2.435743,-0.162292
41,-0.014661815,-0.027066017,"('unforgiving', 'forgiving')",-0.43451363,-0.51645535,-0.058350936,-0.054832824,-0.1691755,-0.1994514,0.0302759
88,-0.009272734,0.21592279,"('low', 'eminent')",0.09162527,0.15916097,0.02587107,0.09808655,0.0360745,0.1577234,-0.1216489
75,0.0038075224,0.12254436,"('meek', 'impulsive')",-0.2921876,-0.12436671,-0.11713394,0.043767266,-0.1351713,0.0139816,-0.1491529
