,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
11,-0.9517885,-0.8814706,"('unhelpful', 'helpful')",0.5054431,0.6389196,0.29672018,0.432823,1.9808742,2.176992,0.4578122,0.5918159,-0.1340037
67,0.9496317,0.9198319,"('doubtful', 'determined')",1.3727423,1.2591453,0.9958534,0.9140556,-0.2782269,-0.28689605,0.7600001,0.7015342,0.0584659
85,0.8979863,0.8071598,"('insignificant', 'prestigious')",-2.3716292,-2.2275155,-1.2251555,-1.2573953,0.8136441,0.8370818,-0.4712886,-0.4601673,-0.0111213
24,-0.8786973,-0.6542985,"('dishonest', 'honest')",-0.17915133,-0.0044150725,-1.4346488,-1.2327896,0.90152234,1.11306,-0.3977438,-0.1946108,-0.203133
62,-0.8577929,-0.7527791,"('incompetent', 'brilliant')",1.5338874,1.5748208,-0.58365893,-0.4163118,0.16281906,0.3947189,0.0638136,0.2001122,-0.1362986
61,-0.83978856,-0.774354,"('illogical', 'logical')",0.090033844,0.1047223,-0.09774741,-0.08012093,-0.09719156,-0.0095334165,-0.2361734,-0.1898215,-0.0463519
32,-0.8196958,-0.7280461,"('unkind', 'kind')",0.8366295,0.9334292,-0.10457234,0.17020346,0.9139505,1.1726618,0.206578,0.3870621,-0.1804841
38,-0.8172763,-0.66790634,"('untruthful', 'truthful')",-0.971091,-0.7573317,-1.1009623,-0.89279115,0.09357857,0.28546113,-0.6989377,-0.5081421,-0.1907956
7,-0.80720097,-0.6950028,"('insensitive', 'sensitive')",0.70563626,0.7783824,-0.60649693,-0.4013434,0.3115123,0.5137456,-0.0991373,0.0489455,-0.1480828
82,-0.8022692,-0.7351294,"('poor', 'rich')",0.11143029,0.14181042,0.5511354,0.81499827,6.716533,6.6160984,1.6442075,1.7094444,-0.0652369
65,-0.80213284,-0.7641704,"('insecure', 'secure')",1.60153,1.5414137,0.7152874,0.8027895,-0.61104244,-0.45699438,0.2259105,0.2807596,-0.0548491
60,-0.782514,-0.6545596,"('inefficient', 'efficient')",2.6851547,2.694202,0.21180525,0.47682458,-0.2967974,0.013635164,0.4544121,0.6325255,-0.1781134
52,0.7760255,0.71118134,"('irrational', 'rational')",-1.7442193,-1.743942,-0.8522618,-0.9586839,0.16502523,0.10310943,-0.4138576,-0.4720838,0.0582262
77,-0.76608884,-0.7701275,"('unmotivated', 'motivated')",0.9361603,0.67942476,-0.40768865,-0.25967807,-1.1359211,-1.0617379,-0.3433846,-0.3530297,0.0096451
6,0.7589558,0.7084446,"('distant', 'open')",-3.1036413,-3.0189905,-1.9903777,-1.8540113,0.52074724,0.5106171,-0.9535789,-0.9134851,-0.0400938
19,-0.743637,-0.5361333,"('inhospitable', 'hospitable')",-2.5890784,-2.3466702,-0.9660025,-0.67950535,-0.44739553,-0.3508563,-1.1865283,-0.9782913,-0.208237
72,-0.72901404,-0.77261376,"('unambitious', 'ambitious')",1.5406071,1.4241902,-0.47737795,-0.5034417,-0.37846228,-0.31949,-0.0110618,-0.0428388,0.031777
36,0.71911025,0.56388813,"('hostile', 'amicable')",-2.1296616,-2.1559474,-0.24146487,-0.31856558,0.8875565,0.5924307,-0.1911149,-0.3295486,0.1384337
20,-0.67961943,-0.7524308,"('rough', 'thoughtful')",1.9541705,1.814473,0.39561298,0.2539205,0.76461345,0.72845984,0.6086944,0.5111057,0.0975887
13,-0.6164662,-0.4732061,"('impolite', 'polite')",1.1477277,1.1401353,0.61905414,0.68427896,-0.8138933,-0.6089179,0.0841056,0.1855726,-0.101467
70,-0.6022806,-0.5510673,"('lethargic', 'energetic')",1.7534556,1.7570199,0.048879676,0.09920732,0.82722,0.8996485,0.5068187,0.5512021,-0.0443834
22,-0.59626186,-0.64377695,"('untrustworthy', 'trustworthy')",1.4605612,1.3595577,-0.49329266,-0.42910013,-1.3115456,-1.3441325,-0.2351348,-0.264363,0.0292282
66,0.5888703,0.56304413,"('inactive', 'active')",0.23543333,0.22969447,0.0643941,0.13172795,0.9586481,1.0059748,0.4618365,0.4826103,-0.0207738
2,0.5851583,0.6933625,"('unlikable', 'likable')",2.0999346,2.188428,1.40454,1.6635687,0.9445089,1.0969882,1.2585355,1.4105868,-0.1520513
5,0.58395374,0.5985822,"('distant', 'outgoing')",-2.8709502,-2.8133347,-1.9819235,-1.7837697,-0.41867548,-0.43245614,-1.1718988,-1.1077446,-0.0641542
27,-0.5348556,-0.48914817,"('hardhearted', 'softhearted')",-1.3293734,-1.2299006,-0.57614946,-0.52560025,1.2179145,1.3194122,-0.305616,-0.2313092,-0.0743068
54,-0.49818963,-0.43446863,"('incapable', 'capable')",-0.8698951,-0.8435746,-0.9141725,-0.848767,1.141581,1.0486045,-0.285169,-0.2695515,-0.0156175
58,-0.47597417,-0.64420146,"('undiscriminating', 'discriminating')",0.68905044,0.7028507,0.013481644,0.032628287,-0.27361792,-0.19381756,-0.011765,-0.025635,0.01387
71,0.44400015,0.47985637,"('diffident', 'self-confident')",-0.65687597,-0.5532478,-1.438121,-1.1598631,0.11860602,0.16862562,-0.3830977,-0.2661572,-0.1169405
14,-0.4188867,-0.44814187,"('antisocial', 'social')",2.804811,2.7638116,0.565382,0.49598345,-0.6799307,-0.7317494,0.5678439,0.5199759,0.047868
68,-0.41486034,-0.44820717,"('dependent', 'independent')",-0.20033619,-0.25085285,-1.2049671,-1.3774801,-0.90119267,-1.0469444,-0.6803391,-0.7808712,0.1005321
37,-0.40736645,-0.37155148,"('fake', 'genuine')",0.37518668,0.2727276,-0.26075193,-0.4964796,0.50796837,0.57238173,0.0537592,-0.0057304,0.0594896
87,0.40675467,0.41735253,"('unsuccessful', 'successful')",1.614629,1.5659444,1.235516,1.4149631,0.40013784,0.5738772,0.9142594,0.9930344,-0.078775
31,0.3685412,0.38556528,"('evil', 'good')",-2.448445,-2.3818302,-0.74329704,-0.5864783,-0.92062646,-0.96879035,-0.9359568,-0.8878834,-0.0480734
81,-0.3660408,-0.24973603,"('submissive', 'aggressive')",2.4261038,2.3949208,0.050933257,0.019250304,-1.0349414,-0.8555773,0.2690138,0.3272145,-0.0582007
74,-0.3543991,-0.32556865,"('undedicated', 'dedicated')",1.6103404,1.759378,0.59184265,0.6429663,0.2407949,0.54686636,0.5221447,0.6559105,-0.1337658
17,-0.3506495,-0.1928045,"('nasty', 'nice')",-1.7590383,-1.585957,-0.888699,-0.5853425,-0.75150377,-0.6254235,-0.9374726,-0.7473819,-0.1900907
80,-0.32482815,-0.3412188,"('dominated', 'dominating')",2.109925,2.0058212,0.5040028,0.48783323,-1.5551611,-1.5203552,0.1834846,0.1580201,0.0254645
25,0.32023737,0.36725622,"('egoistic', 'altruistic')",-0.34395343,-0.42386004,-0.15199335,-0.24500063,1.7206364,1.6451175,0.3862318,0.3358783,0.0503535
40,0.281024,0.15331677,"('stingy', 'generous')",0.89598846,0.791968,-0.7755463,-0.98383516,-1.441201,-1.3886229,-0.2599337,-0.3567933,0.0968596
56,-0.25473762,-0.11807471,"('impractical', 'practical')",1.91781,2.009913,0.5480498,0.7700018,-0.32513392,-0.0034370273,0.471497,0.6646008,-0.1931038
30,-0.24226947,-0.12919585,"('intolerant', 'tolerant')",0.79366463,0.85422665,0.1865876,0.39173445,0.96102524,0.99092424,0.424752,0.5269223,-0.1021703
29,-0.23302835,-0.30620238,"('unfair', 'fair')",-0.555239,-0.5667186,-1.2111449,-1.3112091,-0.9493206,-1.0214694,-0.7371832,-0.8013999,0.0642167
88,-0.2233925,-0.14180602,"('low', 'eminent')",-1.256456,-1.0663428,-1.1007457,-0.78098685,0.17966421,0.3797154,-0.6002325,-0.4023551,-0.1978774
47,0.2110191,0.28934073,"('stupid', 'smart')",0.768267,0.9061412,0.407867,0.6950594,5.7764826,5.4858828,1.7909089,1.8441061,-0.0531972
16,0.18721735,0.15290597,"('unpopular', 'popular')",-0.7038853,-0.7046263,0.095335394,0.03960894,0.9207687,0.8559888,0.124859,0.0859693,0.0388897
84,0.15534669,0.13576236,"('inferior', 'superior')",0.20209295,0.27097186,0.4760182,0.34288704,0.37797856,0.4183919,0.3028591,0.2920033,0.0108558
4,0.15449068,0.21129484,"('disliked', 'liked')",-1.2749857,-0.9519245,-0.60799444,-0.48654035,-6.9162693,-6.4661527,-2.1611896,-1.9233307,-0.2378589
64,-0.12831916,-0.02625826,"('shy', 'confident')",1.160471,1.3458184,-0.21384795,-0.052136056,-7.307165,-6.91491,-1.6222153,-1.4118714,-0.2103439
83,-0.09833631,-0.118590504,"('powerless', 'powerful')",0.8374788,0.78380394,-1.3144175,-1.372244,-0.6539563,-0.5795033,-0.3073078,-0.3216335,0.0143257
18,0.08562428,0.10929007,"('disagreeable', 'welcoming')",-1.1180462,-0.9052419,-1.7286117,-1.6983827,-0.54374653,-0.49944606,-0.826195,-0.7484452,-0.0777498
50,-0.081491455,0.021559753,"('clumsy', 'skillful')",-0.48393494,-0.30508798,0.59171176,0.6338731,0.48862562,0.5679908,0.1287277,0.2295839,-0.1008562
34,-0.06945067,-0.01480123,"('mean', 'honorable')",0.16947436,0.024650529,-0.10542213,0.10748478,6.2512994,6.106137,1.5614753,1.5558677,0.0056076
76,0.06429361,0.040015727,"('anxious', 'daring')",1.9430382,1.7713765,1.0163769,1.0273819,0.09579251,0.17851073,0.7798753,0.7543212,0.0255541
26,0.03677654,0.012266099,"('hardhearted', 'benevolent')",0.4664885,0.7844934,0.16963516,0.45992368,1.5701666,1.7544379,0.5607667,0.7527803,-0.1920136
79,0.007910348,0.038453408,"('wavering', 'unwavering')",-2.2548044,-2.1802204,-0.99878883,-0.97821504,0.21200728,0.17250773,-0.7584189,-0.7368686,-0.0215503
