,centex_male,centex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
6,-2.2798266,-2.3390837,"('distant', 'open')",-0.57827103,-0.64441067,-1.4290488,-1.4917471,0.0626983
5,-2.0367916,-2.0733347,"('distant', 'outgoing')",-0.74594146,-0.75744313,-1.3913665,-1.4153889,0.0240224
1,-1.9460441,-2.1089287,"('unfriendly', 'friendly')",1.5100166,1.2299975,-0.2180138,-0.4394656,0.2214518
86,-1.889233,-1.9673884,"('uninfluential', 'influential')",-0.48269877,-0.61349213,-1.1859659,-1.2904403,0.1044744
19,-1.7880697,-1.7333096,"('inhospitable', 'hospitable')",-0.61779,-0.5934849,-1.2029299,-1.1633973,-0.0395326
9,-1.6451075,-1.7453793,"('unaffectionate', 'caring')",0.7746148,0.7699567,-0.4352463,-0.4877113,0.052465
53,-1.4778422,-1.5920839,"('uncreative', 'creative')",0.29614133,0.094141595,-0.5908505,-0.7489712,0.1581207
39,1.4540979,1.534828,"('exploitative', 'cooperative')",0.23557879,0.32455093,0.8448383,0.9296894,-0.0848511
38,-1.3972739,-1.3104846,"('untruthful', 'truthful')",-0.2601651,-0.12752888,-0.8287195,-0.7190068,-0.1097127
8,-1.3883536,-1.4802691,"('unaffectionate', 'affectionate')",0.6173971,0.50665134,-0.3854782,-0.4868089,0.1013307
85,-1.3369915,-1.5097668,"('insignificant', 'prestigious')",0.28527912,-0.010114521,-0.5258562,-0.7599407,0.2340845
79,-1.2850839,-1.447231,"('wavering', 'unwavering')",-0.6422628,-0.67236847,-0.9636734,-1.0597998,0.0961264
54,-1.2035165,-1.1176993,"('incapable', 'capable')",0.4018073,0.53280395,-0.4008546,-0.2924477,-0.1084069
31,-1.1997731,-1.389014,"('evil', 'good')",-0.591445,-0.84943086,-0.895609,-1.1192224,0.2236134
59,-1.1494403,-1.2477914,"('foolish', 'wise')",-0.04155364,-0.103956446,-0.595497,-0.6758739,0.0803769
12,-1.1488166,-1.027982,"('unsupportive', 'supportive')",-2.3216445,-2.3184965,-1.7352306,-1.6732392,-0.0619914
57,-1.142859,-1.0862975,"('unimaginative', 'imaginative')",-3.0071576,-3.070291,-2.0750084,-2.0782943,0.0032859
52,-1.1232837,-1.367646,"('irrational', 'rational')",0.16347998,-0.086484835,-0.4799019,-0.7270654,0.2471635
76,1.1129017,1.1993368,"('anxious', 'daring')",-0.31342596,-0.23954815,0.3997379,0.4798943,-0.0801564
45,-1.0717254,-0.9521388,"('incompetent', 'competent')",-0.008261345,-0.011091707,-0.5399933,-0.4816152,-0.0583781
73,1.0492803,1.071532,"('helpless', 'self-reliant')",-3.1293554,-3.1914642,-1.0400376,-1.0599661,0.0199285
18,-1.0382686,-1.1125572,"('disagreeable', 'welcoming')",-0.511774,-0.668882,-0.7750213,-0.8907196,0.1156983
36,-1.0032586,-1.287881,"('hostile', 'amicable')",0.04284263,-0.23596695,-0.480208,-0.761924,0.281716
63,-0.9574939,-0.8996561,"('unperceptive', 'insightful')",0.46381208,0.47890034,-0.2468409,-0.2103779,-0.036463
66,-0.94380265,-0.94537723,"('inactive', 'active')",0.16565004,0.17604747,-0.3890763,-0.3846649,-0.0044114
88,-0.91404146,-0.9964575,"('low', 'eminent')",-0.49304187,-0.5303265,-0.7035416,-0.763392,0.0598504
10,-0.83564496,-0.7102682,"('unsympathetic', 'sympathetic')",-0.8301811,-0.64365864,-0.832913,-0.6769634,-0.1559496
51,-0.8297964,-0.8227563,"('uneducated', 'educated')",0.22728468,0.19550808,-0.3012559,-0.3136241,0.0123682
61,-0.7693621,-0.7821916,"('illogical', 'logical')",0.35317662,0.3092044,-0.2080927,-0.2364936,0.0284009
24,-0.7679603,-0.7028162,"('dishonest', 'honest')",0.2913087,0.35769993,-0.2383258,-0.1725581,-0.0657677
23,-0.76152253,-0.7730236,"('insincere', 'sincere')",5.407553,5.4950013,2.3230152,2.3609889,-0.0379737
41,-0.74462235,-0.7142019,"('unforgiving', 'forgiving')",-0.08986709,-0.14129426,-0.4172447,-0.4277481,0.0105034
0,-0.7306702,-0.73204213,"('unsociable', 'sociable')",-0.09659241,-0.22005916,-0.4136313,-0.4760506,0.0624193
82,-0.70589775,-0.69083065,"('poor', 'rich')",6.3247437,6.333035,2.809423,2.8211021,-0.0116791
74,-0.7024927,-0.6489279,"('undedicated', 'dedicated')",-0.22469677,-0.38042176,-0.4635947,-0.5146748,0.0510801
25,-0.6730442,-0.8917753,"('egoistic', 'altruistic')",1.3520548,1.1266145,0.3395053,0.1174196,0.2220857
32,-0.67164856,-0.68458265,"('unkind', 'kind')",0.34256688,0.28711957,-0.1645408,-0.1987315,0.0341907
43,-0.66331816,-0.54539275,"('irresponsible', 'responsible')",-0.02015267,0.08261383,-0.3417354,-0.2313895,-0.1103459
4,-0.6532754,-0.7352786,"('disliked', 'liked')",-6.319583,-6.657239,-3.4864292,-3.6962588,0.2098296
78,-0.64656377,-0.6967898,"('nonresilient', 'resilient')",0.014881063,-0.13344519,-0.3158413,-0.4151175,0.0992762
44,0.6352386,0.76368964,"('prejudiced', 'unprejudiced')",-1.3368816,-1.1908393,-0.3508215,-0.2135748,-0.1372467
16,-0.610529,-0.7243762,"('unpopular', 'popular')",0.40072966,0.21711391,-0.1048997,-0.2536311,0.1487314
68,-0.60447884,-0.558651,"('dependent', 'independent')",-0.7745305,-0.7981442,-0.6895046,-0.6783976,-0.011107
42,0.5770691,0.556998,"('unreliable', 'reliable')",-3.2450724,-3.2525296,-1.3340017,-1.3477658,0.0137641
67,0.5554403,0.657939,"('doubtful', 'determined')",-0.4969271,-0.38247904,0.0292566,0.13773,-0.1084734
72,-0.5552928,-0.47646534,"('unambitious', 'ambitious')",-0.77849764,-0.61566436,-0.6668952,-0.5460649,-0.1208303
84,0.5540697,0.5251123,"('inferior', 'superior')",0.9451954,1.0287404,0.7496325,0.7769263,-0.0272938
35,-0.5478582,-0.75731575,"('corrupt', 'incorrupt')",-0.35948923,-0.512695,-0.4536737,-0.6350054,0.1813317
47,-0.52151036,-0.39145944,"('stupid', 'smart')",5.3073077,5.4894595,2.3928986,2.549,-0.1561014
15,0.4596349,0.3843368,"('boring', 'funny')",-0.036684513,-0.112913765,0.2114752,0.1357115,0.0757637
14,0.45050237,0.57142246,"('antisocial', 'social')",0.13384667,0.088250615,0.2921745,0.3298365,-0.037662
80,0.44148594,0.56876147,"('dominated', 'dominating')",-1.2343757,-1.1152836,-0.3964449,-0.2732611,-0.1231838
17,-0.44046646,-0.40282342,"('nasty', 'nice')",-0.7756174,-0.7519908,-0.6080419,-0.5774071,-0.0306348
69,-0.4326064,-0.53212076,"('lazy', 'industrious')",-0.6045618,-0.72177494,-0.5185841,-0.6269479,0.1083638
20,0.4203442,0.4481391,"('rough', 'thoughtful')",0.7624718,0.73384064,0.591408,0.5909899,0.0004181
81,0.4170919,0.5511044,"('submissive', 'aggressive')",-0.6179627,-0.44094074,-0.1004354,0.0550818,-0.1555172
65,0.41380402,0.33422282,"('insecure', 'secure')",-0.2936286,-0.22947416,0.0600877,0.0523743,0.0077134
64,-0.4011487,-0.46565643,"('shy', 'confident')",-6.426467,-6.402819,-3.4138079,-3.4342377,0.0204298
71,-0.395238,-0.4156866,"('diffident', 'self-confident')",0.16107717,0.15006079,-0.1170804,-0.1328129,0.0157325
29,-0.3943556,-0.35626322,"('unfair', 'fair')",-0.58262306,-0.6207727,-0.4884893,-0.488518,2.87e-05
11,-0.37892428,-0.2887094,"('unhelpful', 'helpful')",1.3055785,1.5336418,0.4633271,0.6224662,-0.1591391
28,-0.37883618,-0.5400153,"('disloyal', 'loyal')",1.1161895,0.9487951,0.3686767,0.2043899,0.1642868
33,-0.34214306,-0.4071453,"('wrong', 'right')",-0.8240942,-0.8232334,-0.5831186,-0.6151894,0.0320708
83,0.30880317,0.35716668,"('powerless', 'powerful')",-1.0692368,-1.0021943,-0.3802168,-0.3225138,-0.057703
77,-0.30459476,-0.29998055,"('unmotivated', 'motivated')",-1.1837339,-1.0463257,-0.7441643,-0.6731531,-0.0710112
13,-0.2870165,-0.19944,"('impolite', 'polite')",-1.0059572,-0.9127475,-0.6464869,-0.5560938,-0.0903931
21,0.2857349,0.30824727,"('immoral', 'moral')",-0.4888243,-0.49664396,-0.1015447,-0.0941983,-0.0073464
30,0.28556952,0.40209383,"('intolerant', 'tolerant')",0.80333364,0.8721301,0.5444516,0.637112,-0.0926604
87,-0.26367903,-0.14807692,"('unsuccessful', 'successful')",0.6842514,0.73568314,0.2102862,0.2938031,-0.0835169
22,-0.257056,-0.16604027,"('untrustworthy', 'trustworthy')",-0.99261916,-0.97255015,-0.6248376,-0.5692952,-0.0555424
37,0.25704554,0.2720232,"('fake', 'genuine')",0.009111876,0.064754695,0.1330787,0.1683889,-0.0353102
26,-0.24746585,-0.37900037,"('hardhearted', 'benevolent')",1.8056291,1.548988,0.7790816,0.5849938,0.1940878
60,0.22188923,0.43135467,"('inefficient', 'efficient')",-0.2018402,0.07967842,0.0100245,0.2555166,-0.2454921
58,-0.216337,-0.13639095,"('undiscriminating', 'discriminating')",0.35667333,0.22626916,0.0701682,0.0449391,0.0252291
48,0.21036631,0.24826097,"('unintelligent', 'intelligent')",0.609523,0.6550984,0.4099447,0.4516797,-0.041735
34,-0.17419855,-0.15968138,"('mean', 'honorable')",5.592822,5.710192,2.7093117,2.7752554,-0.0659437
55,0.15148973,0.29985735,"('incompetent', 'clever')",0.19731379,0.18183269,0.1744018,0.240845,-0.0664432
75,0.15125625,0.23591149,"('meek', 'impulsive')",-0.66642565,-0.56641096,-0.2575847,-0.1652497,-0.092335
40,-0.11820371,-0.24524763,"('stingy', 'generous')",-1.6697364,-2.0964124,-0.8939701,-1.17083,0.2768599
56,-0.10390851,0.020258594,"('impractical', 'practical')",-0.54391325,-0.4322708,-0.3239109,-0.2060061,-0.1179048
7,-0.09138936,-0.10919924,"('insensitive', 'sensitive')",0.1132489,0.05970172,0.0109298,-0.0247488,0.0356786
2,-0.08481614,-0.028207365,"('unlikable', 'likable')",0.6124701,0.6077672,0.263827,0.2897799,-0.0259529
49,-0.07447835,0.10895333,"('unable', 'able')",-0.61674577,-0.4926508,-0.345612,-0.1918487,-0.1537633
62,0.04961341,0.26806378,"('incompetent', 'brilliant')",0.18643932,0.42391273,0.1180264,0.3459883,-0.2279619
50,-0.047909107,-0.14413175,"('clumsy', 'skillful')",-0.0936946,-0.16395745,-0.0708019,-0.1540446,0.0832427
3,-0.03803936,-0.06631897,"('repellent', 'pleasant')",0.6550601,0.67366534,0.3085104,0.3036732,0.0048372
70,-0.028785076,-0.017376188,"('lethargic', 'energetic')",0.13422374,0.20748085,0.0527193,0.0950523,-0.042333
27,0.022059869,0.005485137,"('hardhearted', 'softhearted')",0.8490702,0.8113459,0.435565,0.4084155,0.0271495
46,0.0040555224,0.1226145,"('uncompetitive', 'competitive')",-0.8959403,-0.87028795,-0.4459424,-0.3738367,-0.0721057
