,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,male-female
62,0.89377606,0.96180725,"('incompetent', 'brilliant')",0.46666434,0.44291645,0.7445686,0.66878206,0.7016697,0.6911685,0.0105012
76,0.8932701,1.0113723,"('anxious', 'daring')",0.5803514,0.41637024,0.4199391,0.5309354,0.6311869,0.6528927,-0.0217058
81,0.8697987,0.6131964,"('submissive', 'aggressive')",0.424617,0.48062646,-0.15310207,-0.024479419,0.3804379,0.3564478,0.0239901
3,0.85871816,0.7490266,"('repellent', 'pleasant')",0.5631827,0.39265347,1.5052283,1.3780315,0.9757098,0.8399038,0.135806
22,0.8504472,0.9684965,"('untrustworthy', 'trustworthy')",0.818604,0.8897198,-0.37769574,-0.6267692,0.4304518,0.4104824,0.0199694
45,0.8216767,0.77819955,"('incompetent', 'competent')",0.6364065,0.60165346,0.3742729,0.1488727,0.6107854,0.5095752,0.1012102
58,0.80994225,1.1202774,"('undiscriminating', 'discriminating')",0.36492196,0.49154532,0.0039492343,-0.029968789,0.3929378,0.5272847,-0.1343469
52,-0.78290373,-0.65092933,"('irrational', 'rational')",-0.34856057,-0.45587534,-0.65635246,-0.6540024,-0.5959389,-0.5869357,-0.0090032
60,0.7616357,0.4640513,"('inefficient', 'efficient')",0.28282782,0.2578053,0.3943147,0.4845327,0.4795927,0.4021298,0.0774629
63,0.7201068,0.76035845,"('unperceptive', 'insightful')",0.6393457,0.73740876,0.47110388,0.23774037,0.6101855,0.5785025,0.031683
54,-0.69130623,-0.5291429,"('incapable', 'capable')",-0.19849627,-0.25648156,0.5349222,0.535973,-0.1182934,-0.0832172,-0.0350762
78,-0.68191916,-0.8536717,"('nonresilient', 'resilient')",0.8781662,0.7105387,0.07511866,-0.2289899,0.0904552,-0.124041,0.2144962
74,0.68165135,0.5382218,"('undedicated', 'dedicated')",0.21878618,0.27462298,-0.27055624,-0.2985199,0.2099604,0.1714416,0.0385188
43,0.6774581,0.4984738,"('irresponsible', 'responsible')",0.7068149,0.7830194,0.69442064,0.6508608,0.6928979,0.644118,0.0487799
53,-0.6758451,-0.6469798,"('uncreative', 'creative')",-0.9249526,-0.8967776,0.070476025,-0.021658622,-0.5101072,-0.5218054,0.0116982
39,0.66018814,0.57292193,"('exploitative', 'cooperative')",1.0530007,0.9658038,0.3173473,0.20822892,0.6768454,0.5823182,0.0945272
18,0.653912,0.825462,"('disagreeable', 'welcoming')",-0.65834904,-0.62187153,-0.83660567,-0.8227458,-0.2803476,-0.2063851,-0.0739625
24,0.6527385,0.5273201,"('dishonest', 'honest')",0.2779292,0.2272723,0.5000243,0.66491026,0.4768973,0.4731676,0.0037297
32,0.6443189,0.3716658,"('unkind', 'kind')",0.92822635,0.8673626,0.79046035,0.8116,0.7876685,0.6835428,0.1041257
71,0.6293543,0.54965353,"('diffident', 'self-confident')",0.6532069,0.64554757,0.034239866,-0.0170207,0.4389337,0.3927268,0.0462069
87,-0.6198338,-0.61191076,"('unsuccessful', 'successful')",0.3779455,0.25045037,0.77239597,0.39709306,0.1768359,0.0118776,0.1649583
28,0.59557587,0.33304682,"('disloyal', 'loyal')",0.19423927,0.03461992,1.3183299,1.2298548,0.702715,0.5325072,0.1702078
37,0.54669434,0.5006909,"('fake', 'genuine')",0.04181306,0.1191922,0.1216081,0.21515295,0.2367052,0.2783453,-0.0416401
21,0.54105914,0.3772713,"('immoral', 'moral')",0.48719567,0.25928614,0.16485605,0.071575195,0.3977036,0.2360442,0.1616594
1,-0.5152745,-0.7090516,"('unfriendly', 'friendly')",0.06440474,0.113437295,0.540646,0.45687315,0.0299254,-0.0462471,0.0761725
34,-0.50576055,-0.47109082,"('mean', 'honorable')",0.38374105,0.21072485,5.262104,4.9825916,1.7133616,1.5740752,0.1392864
88,-0.49467096,-0.4810536,"('low', 'eminent')",-1.0640794,-1.0424451,-0.3095875,-0.24441455,-0.6227793,-0.5893044,-0.0334749
42,0.48860693,0.4334182,"('unreliable', 'reliable')",0.71913254,0.69280005,-2.4788744,-2.542352,-0.4237117,-0.4720445,0.0483328
33,0.46539527,0.52085525,"('wrong', 'right')",0.49089906,0.542653,-0.9003067,-0.840293,0.0186625,0.0744051,-0.0557426
17,-0.3926583,-0.24403365,"('nasty', 'nice')",0.6030824,0.46504167,-0.5394096,-0.5369132,-0.1096618,-0.1053017,-0.0043601
57,0.38395888,0.62519306,"('unimaginative', 'imaginative')",0.778715,0.9882432,-2.504796,-2.4504848,-0.447374,-0.2790162,-0.1683578
20,-0.35154992,-0.40396035,"('rough', 'thoughtful')",0.3156313,0.2097952,0.5137621,0.43145382,0.1592812,0.0790962,0.080185
64,-0.3152306,-0.48532736,"('shy', 'confident')",0.46320736,0.44714606,-6.3012424,-6.183308,-2.0510885,-2.0738298,0.0227413
75,-0.30594012,-0.14059877,"('meek', 'impulsive')",-0.16921785,0.02466795,-1.0807922,-1.0136836,-0.5186501,-0.3765381,-0.142112
11,0.30169982,0.2093478,"('unhelpful', 'helpful')",0.6782686,0.65870655,1.8829811,1.7558974,0.9543165,0.8746506,0.0796659
13,-0.2995617,-0.40681943,"('impolite', 'polite')",0.100360855,-0.1498807,-0.2117894,-0.27517834,-0.1369967,-0.2772928,0.1402961
61,-0.29365283,-0.16176677,"('illogical', 'logical')",0.476135,0.3092519,0.6538786,0.49456128,0.2787869,0.2140155,0.0647714
23,0.28061706,0.09694621,"('insincere', 'sincere')",1.6400139,1.4661027,6.496346,6.429961,2.805659,2.6643367,0.1413223
82,0.25314716,0.22691505,"('poor', 'rich')",-0.175659,-0.37630928,6.741744,6.4853272,2.2730773,2.1119777,0.1610996
79,-0.23346755,0.0043509444,"('wavering', 'unwavering')",0.24183972,0.07908812,-0.69390976,-0.7836311,-0.2285125,-0.2333973,0.0048848
59,-0.21827537,-0.16983746,"('foolish', 'wise')",0.26529813,0.24757788,-0.6456843,-0.73863155,-0.1995538,-0.220297,0.0207432
8,-0.21476668,-0.28003034,"('unaffectionate', 'affectionate')",-0.132431,-0.13494623,0.229884,0.3455109,-0.0391046,-0.0231552,-0.0159494
83,0.21304813,0.1939477,"('powerless', 'powerful')",0.60745716,0.53839195,-0.7691078,-0.7126985,0.0171325,0.006547,0.0105855
2,0.20263433,0.22767225,"('unlikable', 'likable')",1.6676112,1.52509,0.18491808,0.07673666,0.6850545,0.609833,0.0752215
73,-0.19665286,-0.07020742,"('helpless', 'self-reliant')",0.3135658,0.30539423,-3.4808846,-3.3659742,-1.1213239,-1.0435958,-0.0777281
86,0.17195398,0.0110147,"('uninfluential', 'influential')",-0.38525364,-0.2992015,0.3025414,0.27260575,0.0297472,-0.0051937,0.0349409
30,0.16136852,0.2867148,"('intolerant', 'tolerant')",1.0017256,1.0765622,0.56639457,0.6603921,0.5764962,0.6745563,-0.0980601
47,-0.11906042,-0.13387595,"('stupid', 'smart')",-0.2010012,-0.25825295,5.0592155,4.9000144,1.579718,1.5026285,0.0770895
25,0.10821454,0.04191173,"('egoistic', 'altruistic')",0.03679733,0.06241806,0.97181845,0.80515754,0.3722768,0.3031624,0.0691144
48,0.10819957,0.019358015,"('unintelligent', 'intelligent')",-0.29527593,-0.3616856,0.39997044,0.2512288,0.0709647,-0.0303663,0.101331
41,-0.10539441,0.012550138,"('unforgiving', 'forgiving')",1.0198843,1.138499,-0.34665442,-0.32033995,0.1892785,0.2769031,-0.0876246
38,-0.10353927,0.030247197,"('untruthful', 'truthful')",0.4292239,0.53784066,-0.84123886,-0.9039291,-0.1718514,-0.1119471,-0.0599043
68,0.09308003,0.19541167,"('dependent', 'independent')",-2.0126595,-2.0575695,-1.1431168,-1.3832089,-1.0208988,-1.0817889,0.0608901
27,-0.091015086,0.109350935,"('hardhearted', 'softhearted')",0.58207166,0.74204564,0.9831854,1.1126897,0.491414,0.6546954,-0.1632814
9,0.09095627,-0.002445938,"('unaffectionate', 'caring')",0.5829369,0.6211383,0.8682428,0.90318966,0.5140453,0.507294,0.0067513
51,-0.08984015,-0.3565141,"('uneducated', 'educated')",-0.63751036,-0.7164531,0.37732348,0.24341065,-0.1166757,-0.2765188,0.1598431
15,0.088027425,0.20326637,"('boring', 'funny')",0.36456198,0.36092153,-0.22590663,-0.20741832,0.0755609,0.1189232,-0.0433623
44,0.049539827,0.30648485,"('prejudiced', 'unprejudiced')",-0.1416004,-0.008617338,-1.2897152,-1.1105578,-0.4605919,-0.2708968,-0.1896951
67,0.038758017,-0.12710041,"('doubtful', 'determined')",0.051581886,0.039831806,-0.7649861,-0.59288627,-0.2248821,-0.2267183,0.0018362
29,-0.027095113,-0.10660661,"('unfair', 'fair')",-0.21254522,-0.23708236,-0.43164846,-0.49308157,-0.2237629,-0.2789235,0.0551606
84,0.019100286,0.048912838,"('inferior', 'superior')",-0.03515301,-0.27477595,0.33973235,0.25294822,0.1078932,0.0090284,0.0988648
66,-0.018250898,0.231263,"('inactive', 'active')",-0.38085416,-0.27503625,0.2605541,0.12759113,-0.0461837,0.0279393,-0.074123
0,-0.009019992,-0.06931551,"('unsociable', 'sociable')",-0.23641099,-0.2119047,0.3409767,0.27949205,0.0318486,-0.000576,0.0324246
