,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.4503477,-2.2272413,"('unfriendly', 'friendly')",-0.6464775,-0.27504423,-0.9257606,-0.8752706,1.3155272,1.4273019,-0.6767647,-0.4875636,-0.1892011
31,-2.0622103,-1.636571,"('evil', 'good')",-1.8941973,-1.6157056,-2.0979023,-1.7983476,-1.8369511,-1.5630513,-1.9728153,-1.6534189,-0.3193964
6,-2.0370212,-2.0626318,"('distant', 'open')",-2.235276,-1.9893638,-2.357559,-2.1972501,-0.0941713,-0.027255274,-1.6810069,-1.5691252,-0.1118817
9,-1.792433,-1.6186763,"('unaffectionate', 'caring')",-1.068904,-0.8305497,-0.48798203,-0.42019862,0.89433324,0.88035125,-0.6137465,-0.4972683,-0.1164782
53,-1.7519456,-1.6833098,"('uncreative', 'creative')",-1.4386591,-1.3240026,-0.29735753,-0.22061683,1.1324865,1.0853229,-0.588869,-0.5356516,-0.0532174
86,-1.7383358,-1.6399807,"('uninfluential', 'influential')",-0.71053165,-0.5567845,0.024403442,-0.11886996,-0.44816568,-0.39617127,-0.7181575,-0.6779516,-0.0402059
36,-1.6674899,-1.3987843,"('hostile', 'amicable')",-2.026747,-1.7037628,-2.0507815,-1.736123,-0.30409625,-0.13541207,-1.5122786,-1.2435206,-0.268758
5,-1.6079388,-1.5142264,"('distant', 'outgoing')",-1.8958269,-1.6058992,-1.8705169,-1.6503727,-0.5225399,-0.3632744,-1.4742056,-1.2834432,-0.1907624
8,-1.5405529,-1.4281442,"('unaffectionate', 'affectionate')",-1.6342553,-1.3260425,-0.79327977,-0.676795,0.053660884,0.17003867,-0.9786067,-0.8152357,-0.163371
19,-1.4868267,-1.2090087,"('inhospitable', 'hospitable')",-2.0377305,-1.7755525,-2.2337573,-1.9308622,-0.38091218,-0.2654854,-1.5348066,-1.2952272,-0.2395794
57,-1.4802374,-1.3272997,"('unimaginative', 'imaginative')",-1.3788793,-1.2703354,-0.49811694,-0.6426204,-2.6485603,-2.504569,-1.5014484,-1.4362061,-0.0652423
85,-1.4780746,-1.2785197,"('insignificant', 'prestigious')",-3.0232413,-2.4427073,-1.7284374,-1.2671227,-0.29242495,0.24385712,-1.6305447,-1.1861233,-0.4444214
67,1.3484356,1.42687,"('doubtful', 'determined')",0.8512888,0.89444923,0.8730822,0.88618565,-0.24927588,-0.20694536,0.7058827,0.7501398,-0.0442571
27,-1.1696103,-1.1834201,"('hardhearted', 'softhearted')",-1.2891998,-1.1086787,-0.20755959,-0.2248333,1.2475812,1.2482563,-0.3546971,-0.3171689,-0.0375282
52,-1.13914,-0.862656,"('irrational', 'rational')",-1.5749644,-1.2646782,-1.767628,-1.5347619,-0.5354665,-0.32059622,-1.2542998,-0.9956731,-0.2586267
79,-1.0862237,-1.0153055,"('wavering', 'unwavering')",-2.5587819,-2.4375248,-3.0478065,-2.7929666,-0.27479148,-0.2800452,-1.7419009,-1.6314605,-0.1104404
88,-1.0488005,-0.9345574,"('low', 'eminent')",-1.3100964,-1.1552784,-1.0772529,-0.9204807,0.120299235,0.16290988,-0.8289626,-0.7118517,-0.1171109
10,-1.0413592,-0.8258673,"('unsympathetic', 'sympathetic')",0.09576365,0.15750164,0.17391439,-0.050354704,0.17997438,0.0032816706,-0.1479267,-0.1788597,0.030933
72,-1.0347573,-0.94361424,"('unambitious', 'ambitious')",0.55962265,0.48398545,0.22132143,0.04256078,-0.94503313,-1.1641464,-0.2997116,-0.3953036,0.095592
28,-1.0267398,-0.9154093,"('disloyal', 'loyal')",-0.61966443,-0.5816699,0.3320095,0.10077338,1.1424096,0.7803554,-0.0429963,-0.1539876,0.1109913
61,-1.0028477,-0.7991081,"('illogical', 'logical')",-0.19111249,-0.090857826,-0.46084404,-0.36913836,0.11911516,0.17767295,-0.3839223,-0.2703578,-0.1135645
54,-0.99738014,-0.8935164,"('incapable', 'capable')",0.2802999,0.38338158,-0.51887673,-0.3981894,0.8120765,0.8771294,-0.1059701,-0.0077987,-0.0981714
38,-0.98867476,-0.8930925,"('untruthful', 'truthful')",-1.0704048,-1.1218591,-1.4299785,-1.3177017,0.2707984,0.17813805,-0.8045649,-0.7886289,-0.015936
80,0.982281,0.8921882,"('dominated', 'dominating')",1.2103838,0.91310817,1.227064,0.96366376,-1.0514662,-1.11649,0.5920656,0.4131176,0.178948
39,0.9556551,1.3663112,"('exploitative', 'cooperative')",2.4014044,2.4869187,1.4114611,1.4537034,-0.10808559,-0.07814655,1.1651087,1.3071967,-0.142088
78,-0.9304456,-1.0208433,"('nonresilient', 'resilient')",-0.39604217,-0.39747718,1.213612,1.0759782,0.84982705,0.86180323,0.1842378,0.1298652,0.0543726
26,-0.9286868,-0.8362042,"('hardhearted', 'benevolent')",1.1968212,1.5067745,0.442604,0.67086893,0.8904301,1.2633733,0.4002921,0.6512032,-0.2509111
66,-0.8935105,-0.6593165,"('inactive', 'active')",-1.1720797,-0.9183934,0.14203733,0.34873658,0.70043933,0.9548091,-0.3057784,-0.0685411,-0.2372373
77,-0.8825304,-0.67711157,"('unmotivated', 'motivated')",-0.11692681,-0.031366028,0.90980965,0.7557163,-0.72404426,-0.7096844,-0.2034229,-0.1656114,-0.0378115
74,-0.8688595,-0.76004344,"('undedicated', 'dedicated')",0.21102092,0.3065423,0.75425863,0.87286407,-0.15654199,-0.070733584,-0.0150305,0.0871573,-0.1021878
44,0.85129,0.6886081,"('prejudiced', 'unprejudiced')",-0.044190157,-0.12182245,0.029801128,0.036717795,-1.626685,-1.4276379,-0.197446,-0.2060336,0.0085876
25,-0.8473588,-0.74768287,"('egoistic', 'altruistic')",-1.5016652,-1.3309306,-0.56904536,-0.5046081,0.96997565,1.1575823,-0.4870234,-0.3564098,-0.1306136
7,-0.8463907,-0.7164767,"('insensitive', 'sensitive')",0.6286483,0.5756604,0.24822158,0.117921256,0.9228476,0.7691045,0.2383317,0.1865524,0.0517793
4,-0.81274,-0.519194,"('disliked', 'liked')",-1.7342027,-1.4562981,-0.43840227,-0.34312606,-6.582851,-6.175656,-2.3920488,-2.1235685,-0.2684803
24,-0.8033183,-0.6463742,"('dishonest', 'honest')",-0.102406874,0.055057988,-0.17121033,-0.19265017,0.7412686,0.5058764,-0.0839167,-0.0695225,-0.0143942
23,-0.794568,-0.83335406,"('insincere', 'sincere')",0.11044742,-0.055710677,0.33042836,0.24371007,6.2160096,5.5443573,1.4655794,1.2247506,0.2408288
16,-0.7679207,-0.6218324,"('unpopular', 'popular')",-1.3053114,-1.0606155,-0.349226,-0.08972868,0.50562525,0.6329491,-0.4792082,-0.2848069,-0.1944013
84,0.7628444,0.7618433,"('inferior', 'superior')",0.79773617,0.8857765,0.42987666,0.4977826,1.024586,1.1499063,0.7537608,0.8238271,-0.0700663
41,-0.7264846,-0.4871445,"('unforgiving', 'forgiving')",0.2146609,0.47662073,0.64456254,0.6830032,0.08465569,0.13725154,0.0543486,0.2024327,-0.1480841
3,-0.7261686,-0.53645533,"('repellent', 'pleasant')",-0.8189748,-0.66677326,0.7529482,0.7633376,0.067564294,0.09770945,-0.1811577,-0.0855454,-0.0956123
55,0.7190228,0.61973155,"('incompetent', 'clever')",1.6269672,1.4126261,1.5861617,1.3175423,0.22406468,0.14285202,1.0390542,0.873188,0.1658662
30,0.70509756,1.0114319,"('intolerant', 'tolerant')",1.2853504,1.3175424,0.9733368,1.0169168,1.4141601,1.4515369,1.0944862,1.199357,-0.1048708
59,0.69485235,0.584489,"('foolish', 'wise')",-0.030270454,0.09304704,-1.8593097,-1.5728467,0.09394093,0.23447303,-0.2751967,-0.1652094,-0.1099873
12,-0.65351534,-0.3917563,"('unsupportive', 'supportive')",0.06276825,0.3883919,0.4741063,0.5429973,-1.6990291,-1.4547621,-0.4539175,-0.2287823,-0.2251352
58,-0.6491242,-0.6537763,"('undiscriminating', 'discriminating')",0.24519572,0.2717523,0.8296976,0.78513515,0.19127539,0.07990931,0.1542611,0.1207551,0.033506
32,-0.6284368,-0.6187376,"('unkind', 'kind')",0.34702328,0.4268419,1.1135393,1.061513,1.0663089,1.0104557,0.4746087,0.4700183,0.0045904
45,-0.61393607,-0.52979743,"('incompetent', 'competent')",0.47590232,0.36920583,0.46501026,0.19863014,-0.27711183,-0.39000654,0.0124662,-0.087992,0.1004582
34,-0.6048028,-0.3515051,"('mean', 'honorable')",-0.9399698,-0.86860496,0.07368706,0.22460008,6.497489,6.2555113,1.2566009,1.3150003,-0.0583994
65,0.6031048,0.55922055,"('insecure', 'secure')",1.8993535,1.6184522,0.9919558,0.72879016,0.107136495,-0.2830128,0.9003876,0.6558626,0.244525
14,0.59815264,0.6448163,"('antisocial', 'social')",2.6512053,2.558007,2.301476,2.0145917,-0.40254104,-0.48627883,1.2870731,1.182784,0.1042891
17,-0.5850879,-0.4435752,"('nasty', 'nice')",-0.7449283,-0.6614991,-0.77115124,-0.6055762,-0.8116904,-0.67716414,-0.7282144,-0.5969536,-0.1312608
73,0.5562271,0.9345012,"('helpless', 'self-reliant')",0.6011251,0.82216084,-0.40200707,-0.11271572,-3.7191906,-3.4020963,-0.7409614,-0.4395375,-0.3014239
76,0.53752637,0.25767243,"('anxious', 'daring')",0.328434,0.14351167,1.1655582,1.1004426,0.7147852,0.6492657,0.6865759,0.5377231,0.1488528
51,-0.4837387,-0.44060072,"('uneducated', 'educated')",0.129046,-0.03580112,0.6963595,0.6498736,0.72943157,0.623778,0.2677746,0.1993124,0.0684622
81,0.4539114,0.5706148,"('submissive', 'aggressive')",0.787608,0.5336318,2.114355,1.7268726,-0.13385591,-0.28013405,0.8055047,0.6377463,0.1677584
82,-0.4509117,-0.65092033,"('poor', 'rich')",-0.2368921,-0.40470868,0.42326847,0.38462976,6.4628925,5.9840817,1.5495893,1.3282707,0.2213186
18,-0.42752185,-0.22892112,"('disagreeable', 'welcoming')",-0.9271686,-0.75759953,-1.0028052,-0.6323967,-0.6692024,-0.5003452,-0.7566745,-0.5298156,-0.2268589
