,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
5,1.3839598,1.2351016,"('distant', 'outgoing')",0.75630295,0.7159198,-0.73480165,-0.88427836,0.468487,0.355581,0.112906
9,1.3650695,1.1990442,"('unaffectionate', 'caring')",0.5640413,0.19367443,0.9118869,0.7160112,0.9469992,0.7029099,0.2440893
62,-1.3134567,-0.9784874,"('incompetent', 'brilliant')",-1.488623,-1.4495759,-0.28562748,-0.069582365,-1.0292357,-0.8325486,-0.1966871
51,-1.3105372,-1.2943647,"('uneducated', 'educated')",-0.97884846,-1.0814677,0.7334064,0.6185514,-0.5186598,-0.5857604,0.0671006
22,-1.3029937,-1.2032061,"('untrustworthy', 'trustworthy')",-1.4864228,-1.3983678,-0.48649704,-0.37644434,-1.0919711,-0.9926728,-0.0992983
60,-1.2610147,-0.8251471,"('inefficient', 'efficient')",-2.5827918,-2.5219786,-0.12900192,0.10758243,-1.3242695,-1.0798478,-0.2444217
63,-1.2358387,-1.0708269,"('unperceptive', 'insightful')",-1.3820049,-1.3905528,-0.1992196,-0.0310466,-0.9390211,-0.8308087,-0.1082124
30,-1.204645,-0.9260258,"('intolerant', 'tolerant')",-1.0498167,-1.0082701,0.3324918,0.45956475,-0.6406567,-0.4915771,-0.1490796
15,1.1479795,1.1158901,"('boring', 'funny')",1.6987598,1.583622,0.5459129,0.57867855,1.1308841,1.0927302,0.0381539
52,1.1378052,0.91967106,"('irrational', 'rational')",1.1922038,1.0605816,0.024673166,-0.2577765,0.7848941,0.5741587,0.2107354
56,-1.1072066,-0.9165139,"('impractical', 'practical')",-1.3101647,-1.3211362,-0.5456704,-0.4330163,-0.9876806,-0.8902222,-0.0974584
31,1.1028103,0.87861234,"('evil', 'good')",1.3304523,1.3646164,-1.0173573,-1.1582385,0.4719684,0.3616634,0.110305
3,-1.0429265,-0.95278746,"('repellent', 'pleasant')",-1.4509288,-1.4379495,0.47682872,0.5047258,-0.6723422,-0.6286704,-0.0436718
80,-0.9993903,-0.9275334,"('dominated', 'dominating')",-1.4556156,-1.4580445,-0.5918237,-0.42581108,-1.0156099,-0.9371297,-0.0784802
0,-0.9704716,-0.74268943,"('unsociable', 'sociable')",-1.6580849,-1.6433785,-0.09623105,-0.04273835,-0.9082625,-0.8096021,-0.0986604
84,0.96894133,0.8755283,"('inferior', 'superior')",0.8402966,0.7635999,0.74618846,0.5525281,0.8518088,0.7305521,0.1212567
35,0.96008986,0.5831763,"('corrupt', 'incorrupt')",2.0108323,1.9062718,-0.56086844,-0.7307073,0.8033512,0.5862469,0.2171043
2,0.94247484,0.9706306,"('unlikable', 'likable')",0.66623694,0.6593103,0.96643645,1.0743177,0.8583827,0.9014195,-0.0430368
54,0.9374666,0.6969704,"('incapable', 'capable')",1.0881784,0.8652232,0.7812681,0.6678274,0.9356377,0.7433403,0.1922974
18,0.93320024,0.8861049,"('disagreeable', 'welcoming')",0.7358952,0.66585124,-0.53797764,-0.6695662,0.3770393,0.29413,0.0829093
8,0.9213582,0.6657506,"('unaffectionate', 'affectionate')",0.595676,0.26659507,0.35478127,0.2166741,0.6239385,0.3830066,0.2409319
64,-0.9195417,-0.7248979,"('shy', 'confident')",-1.8873097,-1.6675872,-6.124043,-5.936019,-2.976965,-2.7761682,-0.2007968
42,-0.8964535,-0.6745949,"('unreliable', 'reliable')",-0.87982875,-0.6949262,-3.2958212,-3.163811,-1.6907012,-1.5111106,-0.1795906
72,0.8424888,0.9233036,"('unambitious', 'ambitious')",-0.53721464,-0.52224076,-0.26901215,-0.140519,0.0120873,0.086848,-0.0747607
68,-0.8043809,-0.7870241,"('dependent', 'independent')",-0.6503743,-0.7020884,-1.3586037,-1.4138933,-0.9377863,-0.9676686,0.0298823
14,-0.76504886,-0.5245222,"('antisocial', 'social')",-1.3474827,-1.2037144,0.021690909,0.13700314,-0.6969469,-0.5304111,-0.1665358
37,-0.7291913,-0.73649263,"('fake', 'genuine')",-1.8595192,-2.036822,-0.050526023,-0.20549014,-0.8797455,-0.9929349,0.1131894
17,-0.6552414,-0.71472734,"('nasty', 'nice')",-0.18249734,-0.12044172,-0.5372282,-0.5352588,-0.4583223,-0.4568093,-0.001513
88,0.6435056,0.5805088,"('low', 'eminent')",0.5482467,0.29094532,-0.064192995,-0.19201228,0.3758531,0.2264806,0.1493725
66,0.62939304,0.46723425,"('inactive', 'active')",0.25794613,0.2435489,0.38877422,0.25105286,0.4253711,0.320612,0.1047591
58,0.61675864,0.5566312,"('undiscriminating', 'discriminating')",0.6209118,0.5256688,0.17712796,0.20600905,0.4715995,0.4294363,0.0421632
57,-0.572787,-0.54168177,"('unimaginative', 'imaginative')",-1.0429319,-1.0874797,-3.1238666,-3.016019,-1.5798618,-1.5483936,-0.0314682
16,0.5215808,0.43510985,"('unpopular', 'popular')",1.0463148,1.0727764,0.18511023,0.10679019,0.5843353,0.5382255,0.0461098
12,0.50449497,0.6127959,"('unsupportive', 'supportive')",-0.37926447,-0.41502905,-1.9328758,-1.8979268,-0.6025484,-0.56672,-0.0358284
38,-0.48760068,-0.45431495,"('untruthful', 'truthful')",-0.18767735,-0.32296178,-0.17380504,-0.20955242,-0.2830277,-0.3289431,0.0459154
7,-0.48739028,-0.3873939,"('insensitive', 'sensitive')",-1.0626123,-1.1310782,0.08459134,0.09541563,-0.4884704,-0.4743522,-0.0141182
19,-0.4714551,-0.6159709,"('inhospitable', 'hospitable')",-0.15806794,-0.24591726,-0.6759482,-0.7326587,-0.4351571,-0.5315156,0.0963585
4,0.42562756,0.33031148,"('disliked', 'liked')",0.53951764,0.6794401,-7.2385225,-7.1193466,-2.0911258,-2.0365318,-0.054594
29,-0.41926435,-0.57347995,"('unfair', 'fair')",-0.062600605,-0.1639907,-0.81674767,-1.0567763,-0.4328709,-0.5980823,0.1652114
73,0.4104543,0.4010033,"('helpless', 'self-reliant')",0.3920164,0.50984776,-3.7944753,-3.705301,-0.9973349,-0.9314833,-0.0658516
34,-0.40665728,-0.43155697,"('mean', 'honorable')",-0.21988125,-0.21861823,5.219606,5.1471486,1.5310224,1.4989912,0.0320312
77,-0.3953012,-0.32617074,"('unmotivated', 'motivated')",-1.0009136,-0.98389137,-1.1265264,-1.0688472,-0.8409138,-0.7929698,-0.047944
32,-0.39197198,-0.37310085,"('unkind', 'kind')",-1.0199444,-1.0701282,0.9556277,0.9130229,-0.1520962,-0.1767354,0.0246392
61,0.372546,0.38679457,"('illogical', 'logical')",-0.29034933,-0.34742224,0.070168145,-0.007725753,0.0507883,0.0105489,0.0402394
25,0.37072363,0.22443677,"('egoistic', 'altruistic')",0.90033233,0.77073514,0.93652916,0.82341635,0.7358617,0.6061961,0.1296656
50,0.34778643,0.24938872,"('clumsy', 'skillful')",0.6539299,0.6235719,-0.35838756,-0.48492873,0.2144429,0.1293439,0.085099
86,0.34675047,0.32157427,"('uninfluential', 'influential')",-0.9453267,-1.2060008,-0.4998381,-0.6027666,-0.3661381,-0.495731,0.1295929
24,-0.28388315,-0.24548,"('dishonest', 'honest')",-1.3614666,-1.5388461,0.68063354,0.5296741,-0.3215721,-0.4182173,0.0966452
20,0.2557655,0.19422191,"('rough', 'thoughtful')",-0.24274717,-0.42081803,0.77042997,0.6428023,0.2611494,0.1387354,0.122414
28,-0.24385765,-0.2985497,"('disloyal', 'loyal')",-0.8545785,-1.084693,1.1089568,0.98586905,0.0035069,-0.1324579,0.1359648
87,0.2272391,0.20760825,"('unsuccessful', 'successful')",0.33270395,0.31517223,0.5911961,0.6312794,0.3837131,0.3846866,-0.0009735
67,0.20382649,0.29364675,"('doubtful', 'determined')",0.7512813,0.82960963,-0.3290909,-0.30626726,0.2086723,0.2723297,-0.0636574
27,-0.18678413,-0.2946274,"('hardhearted', 'softhearted')",-0.9598537,-1.1922654,0.5783329,0.2781988,-0.189435,-0.402898,0.213463
78,-0.185547,-0.25503442,"('nonresilient', 'resilient')",-0.36083654,-0.5185129,0.03756845,0.04723706,-0.169605,-0.2421034,0.0724984
75,-0.16519248,-0.31537324,"('meek', 'impulsive')",1.0214152,1.0688574,-0.3956902,-0.34334645,0.1535108,0.1367126,0.0167982
79,-0.13951503,-0.313859,"('wavering', 'unwavering')",0.89585006,0.84172416,-0.83288765,-0.9029249,-0.0255175,-0.1250199,0.0995024
41,-0.13591014,-0.16987774,"('unforgiving', 'forgiving')",-0.42783287,-0.5357723,0.6877658,0.630259,0.0413409,-0.0251304,0.0664713
83,0.13396493,0.20283933,"('powerless', 'powerful')",-0.011079588,0.0038910154,-1.4073129,-1.3060207,-0.4281425,-0.3664301,-0.0617124
48,-0.078660056,0.018633079,"('unintelligent', 'intelligent')",-0.8935909,-1.1369363,-0.06671129,-0.079854235,-0.3463207,-0.3993858,0.0530651
47,-0.065245956,-0.03866286,"('stupid', 'smart')",0.5355091,0.593802,5.430325,5.4593253,1.9668627,2.0048215,-0.0379588
23,-0.05439523,-0.013947364,"('insincere', 'sincere')",-1.0515825,-1.2945879,6.020885,5.866831,1.6383025,1.5194319,0.1188706
49,-0.053853333,-0.08047921,"('unable', 'able')",-0.30552176,-0.37238148,-0.55115145,-0.51465833,-0.3035088,-0.3225063,0.0189975
