,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,male-female
0,-0.45558822,0.38689256,"('unsociable', 'sociable')",0.54001296,0.93186164,0.08815016,0.14011905,0.05511099,0.018946778,0.0569215,0.369455,-0.3125335
11,0.42220148,0.971807,"('unhelpful', 'helpful')",0.994481,1.2848591,-0.18449247,-0.21836735,1.944854,2.1371918,0.794261,1.0438726,-0.2496116
34,-0.41574445,-0.477197,"('mean', 'honorable')",0.4500296,0.23859122,-0.26252472,-0.3215844,4.408048,4.7269053,1.0449522,1.0416788,0.0032734
57,0.41539147,0.9130104,"('unimaginative', 'imaginative')",1.6373351,1.6922102,0.388145,0.4642482,-2.1865711,-2.5926833,0.0635751,0.1191964,-0.0556213
28,-0.40084252,-0.20655641,"('disloyal', 'loyal')",-0.0031167837,-0.07275523,-0.11196966,-0.060764898,1.0271609,1.1211702,0.127808,0.1952734,-0.0674654
4,-0.38844877,-1.4806926,"('disliked', 'liked')",-0.21196824,-0.6703726,0.7734207,0.6685127,-5.0875154,-5.525542,-1.2286279,-1.7520236,0.5233957
49,-0.36748263,-0.27144775,"('unable', 'able')",-0.28908965,-0.5021932,-0.45797062,-0.5876494,-0.52556664,-0.68678147,-0.4100274,-0.512018,0.1019906
71,0.36184502,-0.16371176,"('diffident', 'self-confident')",0.8259396,0.44782478,-0.20931007,-0.19830453,0.42969438,0.4525538,0.3520423,0.1345906,0.2174517
81,0.3585005,1.7332321,"('submissive', 'aggressive')",0.44472823,1.1708477,0.5170513,0.93253803,-0.4723412,-0.38099176,0.2119847,0.8639066,-0.6519219
27,-0.34503952,-0.5301929,"('hardhearted', 'softhearted')",0.020112552,-0.24571021,-0.6527479,-0.5028156,0.26402694,0.27643627,-0.178412,-0.2505706,0.0721586
18,-0.32864127,-0.48815662,"('disagreeable', 'welcoming')",-0.6710563,-0.68224293,0.29600304,0.24093533,-1.2089165,-1.2026432,-0.4781528,-0.5330268,0.054874
54,-0.31189835,-0.6075524,"('incapable', 'capable')",-0.028824138,-0.15036313,-0.05793674,-0.24193515,0.24532989,0.28994814,-0.0383323,-0.1774756,0.1391433
17,-0.30970645,-0.63471806,"('nasty', 'nice')",-0.54250365,-0.58632976,-0.67981786,-0.9137765,-0.18173862,-0.32208502,-0.4284416,-0.6142273,0.1857857
7,0.2859831,0.90625066,"('insensitive', 'sensitive')",-0.09919858,0.0921225,-0.24407262,-0.3743561,-0.13442238,-0.18425249,-0.0479276,0.1099411,-0.1578687
19,-0.26397356,-1.0346324,"('inhospitable', 'hospitable')",-0.60881466,-1.0345244,-1.2605337,-1.592694,-0.39168063,-0.5979649,-0.6312506,-1.0649539,0.4337033
33,0.24513052,-0.03463042,"('wrong', 'right')",0.7632404,0.69825226,0.48569918,0.66115355,-0.8105115,-0.6419966,0.1708896,0.1706947,0.0001949
66,-0.23985447,-0.5316138,"('inactive', 'active')",-1.0884012,-1.1939337,0.596575,0.6084373,1.2545528,1.1258849,0.1307181,0.0021937,0.1285244
79,0.22392651,-0.79416007,"('wavering', 'unwavering')",-0.5225569,-1.1855786,-0.73973894,-1.3946767,-0.18854024,-0.49005917,-0.3067274,-0.9661186,0.6593912
47,-0.21647626,0.055605628,"('stupid', 'smart')",0.89453244,0.96871716,1.3526007,1.3515122,4.9229894,5.3431706,1.7384115,1.9297514,-0.1913399
84,0.21291122,0.47513366,"('inferior', 'superior')",-0.29890856,-0.33784142,0.3679384,0.34250855,0.16091016,0.42687687,0.1107128,0.2266694,-0.1159566
10,-0.20285565,1.0520844,"('unsympathetic', 'sympathetic')",0.041921295,0.46327412,-0.65812355,-0.5759609,-0.18251193,-0.36612257,-0.2503925,0.1433188,-0.3937113
8,0.19421041,-0.3209573,"('unaffectionate', 'affectionate')",-0.09377208,-0.47186464,0.40015116,0.3512033,0.7059909,0.6064011,0.3016451,0.0411956,0.2604495
9,0.1941442,0.012980983,"('unaffectionate', 'caring')",0.9129445,0.61090934,0.53122884,0.5112233,0.85617536,0.9241006,0.6236233,0.5148036,0.1088197
14,0.19260138,0.9360849,"('antisocial', 'social')",0.40442857,1.1754775,2.1632774,2.4591258,-0.043714233,0.12615423,0.6791483,1.1742107,-0.4950624
40,-0.19144869,-0.19302534,"('stingy', 'generous')",-0.0895766,-0.23927125,0.07532138,-0.010087287,-2.2449331,-2.4838834,-0.6126593,-0.7315668,0.1189075
87,-0.16581342,0.26258743,"('unsuccessful', 'successful')",0.38377953,0.6796286,0.6611283,0.94364065,0.7618573,0.8700225,0.4102379,0.6889698,-0.2787319
1,-0.16321398,-0.68299484,"('unfriendly', 'friendly')",0.7583678,0.35251558,0.27918884,0.14291587,1.313261,1.1198728,0.5469009,0.2330773,0.3138236
44,0.14438953,-0.36185965,"('prejudiced', 'unprejudiced')",-0.83206445,-0.8837943,0.1251833,0.09791274,-0.9080466,-0.9952683,-0.3676346,-0.5357524,0.1681178
55,0.13536316,1.4812226,"('incompetent', 'clever')",0.60670435,1.2698026,0.3119155,0.59618026,0.19495822,0.23844579,0.3122353,0.8964128,-0.5841775
65,0.11721392,0.9694728,"('insecure', 'secure')",0.34541622,0.7587931,0.843759,0.9558528,0.5029943,0.38677394,0.4523458,0.7677232,-0.3153774
82,0.09970087,0.13841042,"('poor', 'rich')",0.2767089,0.19944893,1.1894171,0.90990263,5.873884,5.76072,1.8599278,1.7521205,0.1078073
36,-0.09409715,-1.5395052,"('hostile', 'amicable')",-0.47231555,-1.3579115,-0.6868643,-1.2935479,0.039810777,-0.3536539,-0.3033666,-1.1361547,0.8327881
86,-0.0880449,0.8481137,"('uninfluential', 'influential')",0.603448,0.92625684,-0.49740815,-0.09975628,-0.6081387,-0.3764149,-0.1475359,0.3245499,-0.4720858
75,-0.08515431,-1.0733815,"('meek', 'impulsive')",0.39320797,0.0787344,-0.30572748,-0.4278009,-0.28518665,-0.2727968,-0.0707151,-0.4238112,0.3530961
83,0.07210618,0.39510012,"('powerless', 'powerful')",0.20834398,0.42802787,0.22402012,0.36390746,-1.0065309,-0.90365,-0.1255151,0.0708464,-0.1963615
51,-0.066317596,0.5239756,"('uneducated', 'educated')",-0.5312443,-0.08431763,0.1550157,0.29999197,-0.008863319,0.208593,-0.1128524,0.2370607,-0.3499131
41,0.06285371,0.0547955,"('unforgiving', 'forgiving')",0.4654751,0.45347455,0.92214084,0.91173667,0.5759512,0.676017,0.5066053,0.5240059,-0.0174006
6,-0.052959487,-1.2061759,"('distant', 'open')",-0.2750431,-0.9373671,-0.6494499,-0.8697077,-0.43020764,-0.5672874,-0.351915,-0.8951346,0.5432196
38,-0.04864924,-0.32849064,"('untruthful', 'truthful')",0.43721843,0.31701672,-0.6340696,-0.60360813,-0.15970558,-0.1764932,-0.1013015,-0.1978938,0.0965923
58,0.04389862,0.24764898,"('undiscriminating', 'discriminating')",0.606368,0.7404132,0.5228389,0.7003505,0.21040586,0.22023292,0.3458778,0.4771614,-0.1312836
5,0.032771494,-1.0940654,"('distant', 'outgoing')",-0.028162993,-0.5908625,-0.8628475,-0.9740076,-0.63560593,-0.74435663,-0.3734612,-0.850823,0.4773618
63,-0.027126811,0.51391554,"('unperceptive', 'insightful')",0.5233443,0.8705075,0.37697297,0.63414395,0.33414096,0.4154164,0.3018329,0.6084959,-0.306663
12,-0.019901931,0.30671296,"('unsupportive', 'supportive')",0.6453152,0.73157686,0.073857516,0.043769553,-1.8119711,-1.9703283,-0.2781751,-0.2220672,-0.0561079
80,-0.011418991,1.251727,"('dominated', 'dominating')",-0.24669695,0.477022,0.61974686,1.1046168,-0.58849543,-0.21898347,-0.0567161,0.6535956,-0.7103117
37,-0.0069943294,0.2547529,"('fake', 'genuine')",-0.06602215,0.0076140985,-0.8318201,-0.9960101,-0.24793063,-0.19680691,-0.2881918,-0.2326125,-0.0555793
