,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
16,0.90947133,0.8288758,"('unpopular', 'popular')",1.3547052,1.4273494,0.22281092,0.21842223,0.8289959,0.8248824,0.0041135
50,0.8954014,0.54636186,"('clumsy', 'skillful')",-0.07677781,-0.16738024,-0.24516988,-0.10953626,0.1911512,0.0898151,0.1013361
21,-0.8862751,-0.5422171,"('immoral', 'moral')",-0.9227239,-0.8227429,-0.8684379,-0.7700787,-0.8924789,-0.7116795,-0.1807994
72,0.8850349,1.0002929,"('unambitious', 'ambitious')",1.0164347,1.0574163,-0.8735546,-0.8845765,0.3426383,0.3910442,-0.0484059
2,-0.8445297,-0.6443156,"('unlikable', 'likable')",-0.69638747,-0.5257882,0.5089612,0.73820937,-0.3439853,-0.1439648,-0.2000205
70,-0.8228129,-0.5499261,"('lethargic', 'energetic')",-1.8164005,-1.6674582,0.33248222,0.37854707,-0.7689104,-0.6129458,-0.1559646
56,0.8155095,1.0614445,"('impractical', 'practical')",0.2876231,0.44914445,-0.3284908,-0.1632794,0.2582139,0.4491032,-0.1908893
26,0.7539472,0.80792576,"('hardhearted', 'benevolent')",1.9356655,1.8623971,0.9828246,1.0796835,1.2241457,1.2500021,-0.0258564
12,0.7230583,0.92289484,"('unsupportive', 'supportive')",1.0700694,1.0633215,-2.0662622,-2.0766363,-0.0910448,-0.03014,-0.0609048
68,-0.7198977,-0.97498715,"('dependent', 'independent')",-1.0222147,-1.2812855,-1.3713235,-1.6471784,-1.0378119,-1.3011504,0.2633385
11,0.7177328,0.7497031,"('unhelpful', 'helpful')",-0.010578357,0.035733394,2.1108582,2.148909,0.9393376,0.9781152,-0.0387776
61,0.6948181,0.52163494,"('illogical', 'logical')",0.76345134,0.60337526,-0.056465857,-0.2629147,0.4672678,0.2873652,0.1799026
31,-0.68405807,-0.77493083,"('evil', 'good')",0.046514556,-0.051540032,-1.0209943,-1.0974281,-0.552846,-0.6412996,0.0884536
44,-0.663398,-0.8747365,"('prejudiced', 'unprejudiced')",-1.5708035,-1.5784532,-1.0155399,-1.0218855,-1.0832471,-1.1583584,0.0751113
10,-0.6543454,-0.44312015,"('unsympathetic', 'sympathetic')",-1.1655636,-1.2215425,-0.41359368,-0.4290118,-0.7445009,-0.6978915,-0.0466094
4,-0.6200419,-0.431443,"('disliked', 'liked')",0.024423175,0.09663971,-7.512572,-7.33356,-2.7027302,-2.556121,-0.1466092
49,0.55598533,0.4644934,"('unable', 'able')",0.31049165,0.25330335,-0.7335841,-0.67851734,0.0442976,0.0130931,0.0312045
87,0.51402307,0.4122157,"('unsuccessful', 'successful')",0.56093496,0.71293247,0.40522653,0.3592012,0.4933949,0.4947831,-0.0013882
66,-0.50227934,-0.6354895,"('inactive', 'active')",-0.0042191446,-0.20105493,0.41897076,0.21514894,-0.0291759,-0.2071318,0.1779559
48,0.49486142,0.6550414,"('unintelligent', 'intelligent')",0.1017755,0.15417233,-0.16562189,-0.244944,0.1436717,0.1880899,-0.0444182
40,-0.47820914,-0.33454832,"('stingy', 'generous')",-0.50622666,-0.47338837,-2.3183625,-2.3591821,-1.1009328,-1.0557063,-0.0452265
69,-0.4718758,-0.8072225,"('lazy', 'industrious')",0.18737467,-0.041562635,-1.1594183,-1.1230309,-0.4813065,-0.657272,0.1759655
54,0.44833177,0.21391073,"('incapable', 'capable')",0.7293462,0.60894406,0.7494233,0.69104594,0.6423671,0.5046336,0.1377335
34,-0.40914294,-0.48124287,"('mean', 'honorable')",0.16050515,0.06291679,5.453333,5.3766365,1.7348984,1.6527702,0.0821282
52,-0.39420235,-0.5441183,"('irrational', 'rational')",0.6850157,0.7161723,-0.27982914,-0.38578454,0.0036614,-0.0712435,0.0749049
24,-0.39156878,-0.22798377,"('dishonest', 'honest')",-0.79103816,-0.7652758,0.5046014,0.43214914,-0.2260018,-0.1870368,-0.038965
33,0.37939012,0.2828156,"('wrong', 'right')",0.89355713,0.70310557,-0.8507181,-0.97054195,0.1407431,0.0051264,0.1356167
82,0.36243284,0.37361267,"('poor', 'rich')",0.102360375,0.24986605,6.175069,6.2846527,2.2132874,2.3027105,-0.0894231
74,0.35428116,0.41308329,"('undedicated', 'dedicated')",0.2458849,0.18058425,0.019907402,0.025555976,0.2066912,0.2064078,0.0002834
86,-0.3449096,-0.2568713,"('uninfluential', 'influential')",-0.22174302,-0.3299504,-0.6024554,-0.72608423,-0.3897027,-0.4376353,0.0479326
79,-0.34408185,-0.51840913,"('wavering', 'unwavering')",-0.052028604,-0.14740981,-0.8830065,-0.83778507,-0.4263723,-0.5012013,0.074829
57,-0.34164387,-0.1892312,"('unimaginative', 'imaginative')",-0.74389523,-0.76868904,-3.412222,-3.3718293,-1.4992536,-1.4432499,-0.0560037
6,0.3179475,0.11246348,"('distant', 'open')",1.1284612,0.8840832,-0.34885645,-0.37993467,0.3658508,0.2055373,0.1603135
58,-0.30036414,-0.37286654,"('undiscriminating', 'discriminating')",-0.27557975,-0.42382333,0.003900662,-0.11359117,-0.1906811,-0.303427,0.1127459
67,-0.28598034,-0.11218575,"('doubtful', 'determined')",-0.42915654,-0.2828717,-0.38350427,-0.35539806,-0.3662137,-0.2501518,-0.1160619
42,0.2841069,0.34085602,"('unreliable', 'reliable')",-0.15944675,-0.14238812,-2.9680953,-2.7525384,-0.9478117,-0.8513568,-0.0964549
39,0.27699083,0.18021606,"('exploitative', 'cooperative')",0.30468708,0.2775592,0.5582952,0.545288,0.3799911,0.3343544,0.0456367
43,0.26830468,0.31680128,"('irresponsible', 'responsible')",-0.64824235,-0.78015834,0.51092136,0.4757134,0.0436612,0.0041188,0.0395424
25,0.26698917,0.061125994,"('egoistic', 'altruistic')",0.3396706,0.21144558,1.2725493,1.2609757,0.626403,0.5111824,0.1152206
27,0.2503658,0.18703201,"('hardhearted', 'softhearted')",0.10028644,-0.21929191,0.84824115,0.6352755,0.3996311,0.2010052,0.1986259
36,-0.23497605,-0.6205786,"('hostile', 'amicable')",0.67405397,0.31366536,-0.37079227,-0.4517532,0.0227619,-0.2528888,0.2756507
78,0.2343688,0.032795206,"('nonresilient', 'resilient')",-0.02897947,-0.25925627,0.053165797,-0.024026375,0.086185,-0.0834958,0.1696808
29,0.2317644,0.28394428,"('unfair', 'fair')",-0.6165335,-0.54939127,-0.7110913,-0.80989665,-0.3652868,-0.3584479,-0.0068389
63,0.22785558,0.4599231,"('unperceptive', 'insightful')",0.21497183,0.24425747,0.5954714,0.60001165,0.3460996,0.4347307,-0.0886311
7,0.20734602,0.31141934,"('insensitive', 'sensitive')",-0.3225241,-0.29009047,0.2242369,0.13795191,0.0363529,0.0530936,-0.0167407
20,-0.20316012,-0.31505942,"('rough', 'thoughtful')",-0.3427412,-0.48903644,0.44079137,0.5322926,-0.0350366,-0.0906011,0.0555645
83,-0.18240297,-0.07955006,"('powerless', 'powerful')",0.049465124,0.05636469,-1.203431,-1.2041771,-0.4454563,-0.4091208,-0.0363355
51,-0.176718,-0.14570904,"('uneducated', 'educated')",0.05642633,0.10078122,0.52998924,0.52345204,0.1365659,0.1595081,-0.0229422
19,-0.16604963,-0.28920653,"('inhospitable', 'hospitable')",0.24761224,0.012562487,-0.3828472,-0.34366503,-0.1004282,-0.2067697,0.1063415
28,0.16080913,0.09545863,"('disloyal', 'loyal')",-0.29126328,-0.31378117,0.8847679,0.724055,0.2514379,0.1685775,0.0828604
17,0.1475659,0.11496329,"('nasty', 'nice')",0.18183456,0.116244614,-0.5691284,-0.5381778,-0.0799093,-0.1023233,0.022414
30,-0.13046551,0.11184749,"('intolerant', 'tolerant')",-0.8116337,-0.6487941,0.1677722,0.31749153,-0.258109,-0.0731517,-0.1849573
0,-0.12508218,-0.16404769,"('unsociable', 'sociable')",-0.13801557,-0.25193977,-0.0793165,-0.28748745,-0.1141381,-0.2344916,0.1203535
73,-0.12063031,0.010184993,"('helpless', 'self-reliant')",-0.17137,-0.084309496,-3.7374372,-3.542172,-1.3431458,-1.2054322,-0.1377136
62,0.1179534,0.52534974,"('incompetent', 'brilliant')",-0.66344565,-0.30341265,-0.09116977,0.085137255,-0.2122207,0.1023581,-0.3145788
35,-0.07389058,-0.3689812,"('corrupt', 'incorrupt')",0.126098,-0.07204807,-0.85911316,-0.812733,-0.2689686,-0.4179207,0.1489521
76,-0.057389706,0.15346104,"('anxious', 'daring')",-1.183649,-1.0522553,0.1324732,0.2565886,-0.3695218,-0.2140685,-0.1554533
47,-0.035403904,0.016461633,"('stupid', 'smart')",0.5487361,0.5013971,4.918716,4.935513,1.8106828,1.8177905,-0.0071077
55,0.020229705,0.22699991,"('incompetent', 'clever')",-0.46740544,-0.43876725,0.2551521,0.19712591,-0.0640079,-0.0048805,-0.0591274
65,0.012202196,0.051918034,"('insecure', 'secure')",-0.33073607,-0.12543476,0.08437978,0.13447532,-0.0780514,0.0203195,-0.0983709
60,0.0108712595,0.14191012,"('inefficient', 'efficient')",-0.7699991,-0.72689205,0.19897184,0.1590035,-0.1867187,-0.1419928,-0.0447259
38,0.0077198576,0.09956998,"('untruthful', 'truthful')",-0.30643368,-0.2574523,-0.21921316,-0.26642004,-0.1726423,-0.1414341,-0.0312082
18,0.00023069978,-0.09401663,"('disagreeable', 'welcoming')",0.79401594,0.59775317,-0.88781035,-0.9641982,-0.0311879,-0.1534872,0.1222993
