,pinnacle_male,pinnacle_female,tuple,west_male,west_female,capital_male,capital_female,corp_male,corp_female,average_male,average_female,male-female
35,-4.8016067,-4.318291,"('corrupt', 'incorrupt')",-1.6817865,-1.5827038,-0.26038492,-0.22470114,-0.76626617,-0.58346564,-1.8775111,-1.6772904,-0.2002207
36,-4.5667562,-4.032194,"('hostile', 'amicable')",-1.8085816,-1.6497465,0.5817778,0.6300756,0.07754597,0.33788744,-1.4290035,-1.1784945,-0.250509
60,4.5492206,4.11808,"('inefficient', 'efficient')",1.5687904,1.4620992,-0.3895136,-0.38661635,-0.0749236,-0.35301945,1.4133935,1.2101359,0.2032576
31,-4.5407343,-4.3326955,"('evil', 'good')",-1.9995795,-1.955706,0.008265749,0.0020216312,-1.008956,-0.8445101,-1.8852509,-1.7827225,-0.1025284
46,4.368638,4.0685897,"('uncompetitive', 'competitive')",1.3853555,1.4401182,-0.20684864,-0.20255071,-0.9338705,-1.1763092,1.1533186,1.032462,0.1208566
85,-4.301303,-3.9248824,"('insignificant', 'prestigious')",-0.99111974,-1.0116752,2.2875407,2.281427,-0.29927546,0.10216941,-0.8260394,-0.6382403,-0.1877991
55,4.2726026,3.795496,"('incompetent', 'clever')",1.0229851,0.9667517,-0.90270674,-0.87991667,0.18782908,-0.06730227,1.1451775,0.9537572,0.1914203
62,4.1578326,3.6514986,"('incompetent', 'brilliant')",0.8388995,0.8137506,-0.11818508,-0.09341158,-0.09468225,-0.28881717,1.1959662,1.0207551,0.1752111
10,4.12506,3.7340887,"('unsympathetic', 'sympathetic')",0.89980465,0.7400026,-0.8767959,-0.93755263,0.13100362,-0.14515492,1.0697682,0.8478459,0.2219223
69,-4.0996275,-3.801176,"('lazy', 'industrious')",-0.6455728,-0.59045255,2.090746,2.0926712,-1.0141563,-0.82887566,-0.9171526,-0.7819583,-0.1351943
6,-3.982528,-3.7938204,"('distant', 'open')",-1.7722933,-1.7650541,0.75660765,0.82029057,-0.21837555,0.020555194,-1.3041474,-1.1795073,-0.1246401
80,3.8733425,3.3373394,"('dominated', 'dominating')",0.52649,0.4109901,-0.64954305,-0.6929675,-0.53907675,-0.7938006,0.8028032,0.5653903,0.2374129
7,3.6156394,3.1660643,"('insensitive', 'sensitive')",1.5474874,1.4819994,0.36364278,0.29978493,0.8944883,0.79762214,1.6053145,1.4363678,0.1689467
81,3.5278916,2.9962234,"('submissive', 'aggressive')",0.30846637,0.23451012,0.14890504,0.17022291,-1.0389422,-1.2406689,0.7365803,0.540072,0.1965083
56,3.5200896,3.351687,"('impractical', 'practical')",1.1207976,1.1342757,0.104827575,0.04303497,-0.9710249,-1.1733009,0.9436724,0.8389243,0.1047481
76,3.4935002,3.1022243,"('anxious', 'daring')",1.3230163,1.1781425,0.3705522,0.31741834,-0.065623194,-0.28691304,1.2803613,1.077718,0.2026433
