,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,male-female
59,0.66393864,0.7107694,"('foolish', 'wise')",0.5698832,0.52816933,-0.0817067,-0.16504332,0.3840384,0.3579652,0.0260732
80,0.65581113,0.40422693,"('dominated', 'dominating')",0.59480476,0.3528821,-0.12267188,-0.07049952,0.3759813,0.2288698,0.1471115
66,-0.65060055,-0.8979318,"('inactive', 'active')",-0.040568136,-0.26248217,0.42127994,0.36978126,-0.0899629,-0.2635442,0.1735813
38,-0.64689296,-0.610782,"('untruthful', 'truthful')",-0.58688366,-0.5816575,-0.12626106,-0.13769075,-0.4533459,-0.4433768,-0.0099691
16,-0.6409251,-0.5388877,"('unpopular', 'popular')",-0.6179627,-0.57309437,0.12868983,0.10853159,-0.3767327,-0.3344835,-0.0422492
78,-0.62851375,-0.67063093,"('nonresilient', 'resilient')",-0.041560687,-0.12044683,1.1363091,1.0884268,0.1554116,0.0991164,0.0562952
40,-0.6192515,-0.8254778,"('stingy', 'generous')",-0.17973976,-0.3459606,-2.590164,-2.8708663,-1.1297184,-1.3474348,0.2177164
26,-0.5978599,-0.7079041,"('hardhearted', 'benevolent')",-0.58921254,-0.7040662,0.30332133,0.265712,-0.2945837,-0.3820861,0.0875024
58,-0.5873632,-0.739615,"('undiscriminating', 'discriminating')",-0.9382605,-1.1151775,-0.34282845,-0.4394613,-0.6228174,-0.7647513,0.1419339
36,-0.58688873,-0.58758426,"('hostile', 'amicable')",-0.2102152,-0.22641991,-0.94942343,-1.1044829,-0.5821758,-0.6394957,0.0573199
2,-0.5812916,-0.5490263,"('unlikable', 'likable')",-0.752815,-0.8233556,0.11443164,0.050257057,-0.4065584,-0.4407083,0.0341499
19,-0.5737616,-0.35849118,"('inhospitable', 'hospitable')",-0.6400491,-0.4865217,-0.33240387,-0.24022049,-0.5154049,-0.3617445,-0.1536604
75,0.5672091,0.5737069,"('meek', 'impulsive')",0.6167391,0.6436867,-0.88827544,-1.0006485,0.0985576,0.0722484,0.0263092
30,-0.5585792,-0.3876247,"('intolerant', 'tolerant')",-0.9899988,-0.9225159,0.42582625,0.45831317,-0.3742506,-0.2839425,-0.0903081
14,-0.5532416,-0.5811411,"('antisocial', 'social')",-0.7119175,-0.7664068,-0.26077163,-0.26196614,-0.5086436,-0.5365047,0.0278611
70,-0.53840834,-0.55366755,"('lethargic', 'energetic')",-1.0489819,-1.0373962,0.9612524,1.0906528,-0.2087126,-0.1668036,-0.041909
42,0.51136607,0.65373456,"('unreliable', 'reliable')",0.1636762,0.22206075,-2.9735625,-2.802479,-0.7661734,-0.6422279,-0.1239455
60,-0.5113633,-0.34613746,"('inefficient', 'efficient')",-0.85299164,-0.7407684,0.51492214,0.6378591,-0.2831443,-0.1496822,-0.1334621
6,-0.4638016,-0.37825367,"('distant', 'open')",-0.3938106,-0.37960488,-0.678125,-0.8121495,-0.5119124,-0.523336,0.0114236
76,-0.44979197,-0.4276086,"('anxious', 'daring')",-0.6220953,-0.5769607,0.58044654,0.72587496,-0.1638136,-0.0928981,-0.0709155
15,0.44733214,0.4149822,"('boring', 'funny')",0.4494612,0.4061195,-0.11398809,-0.2207636,0.2609351,0.2001127,0.0608224
50,-0.43907255,-0.3669344,"('clumsy', 'skillful')",-0.11326633,-0.13977714,0.40577263,0.4476286,-0.0488554,-0.0196943,-0.0291611
69,0.4146468,0.36593378,"('lazy', 'industrious')",1.7288573,1.7071466,-1.4733235,-1.5248897,0.2233936,0.1827303,0.0406633
84,0.33311152,0.26238173,"('inferior', 'superior')",0.48498744,0.43397224,0.81142837,0.7935782,0.5431758,0.4966441,0.0465317
27,-0.30109578,-0.29237884,"('hardhearted', 'softhearted')",-0.62672806,-0.6475312,0.98572946,0.7930738,0.0193019,-0.0489454,0.0682473
56,0.29124963,0.35914886,"('impractical', 'practical')",0.17860605,0.2321526,0.22663082,0.26835862,0.2321622,0.2865533,-0.0543911
39,0.28076634,0.3654946,"('exploitative', 'cooperative')",0.3469117,0.4518097,-0.114207536,-0.11138177,0.1711568,0.2353075,-0.0641507
68,-0.27618918,-0.1636711,"('dependent', 'independent')",-0.33394304,-0.24909508,-0.2631445,-0.25468722,-0.2910922,-0.2224845,-0.0686077
55,-0.25968942,-0.32693243,"('incompetent', 'clever')",-1.034184,-1.1451958,0.5997164,0.66647685,-0.2313857,-0.2685505,0.0371648
85,0.23997171,0.26733685,"('insignificant', 'prestigious')",-0.27526197,-0.2942945,-1.353199,-1.4537548,-0.4628297,-0.4935708,0.0307411
13,-0.23759615,-0.27891317,"('impolite', 'polite')",-0.20320076,-0.16829816,0.02882867,0.08090659,-0.1373227,-0.1221016,-0.0152211
37,-0.21896243,-0.2594318,"('fake', 'genuine')",-0.17522393,-0.21884102,0.36888635,0.23966043,-0.0084333,-0.0795375,0.0711042
47,-0.2013637,-0.24777344,"('stupid', 'smart')",-0.39592913,-0.47080922,6.3610954,6.3801622,1.9212675,1.8871932,0.0340743
31,-0.18952066,-0.17110646,"('evil', 'good')",0.09937461,0.083913386,-1.8202134,-1.988421,-0.6367865,-0.6918713,0.0550848
5,-0.17713547,-0.053613603,"('distant', 'outgoing')",-0.10752014,-0.0452597,-0.6215922,-0.77831113,-0.3020826,-0.2923948,-0.0096878
20,0.1493583,0.027728615,"('rough', 'thoughtful')",-0.27143648,-0.39165667,0.88575226,0.7609168,0.254558,0.1323296,0.1222284
71,-0.122447446,-0.10508827,"('diffident', 'self-confident')",0.64367294,0.6730721,0.5993122,0.5720493,0.3735126,0.380011,-0.0064984
64,-0.120824486,-0.16203886,"('shy', 'confident')",0.15598023,0.08330862,-6.6008434,-6.5874405,-2.1885626,-2.2220569,0.0334943
51,-0.11128199,-0.009059042,"('uneducated', 'educated')",-1.10028,-1.0791252,0.7058338,0.7172309,-0.1685761,-0.1236511,-0.044925
25,-0.10678473,-0.07714418,"('egoistic', 'altruistic')",0.4475814,0.42950112,0.5390704,0.56329226,0.293289,0.3052164,-0.0119274
87,0.08094424,-0.060065545,"('unsuccessful', 'successful')",0.191468,0.04661397,1.3132858,1.2829243,0.528566,0.4231576,0.1054084
29,-0.07437612,-0.09202013,"('unfair', 'fair')",0.2381743,0.24652678,-0.5693202,-0.66128904,-0.135174,-0.1689275,0.0337535
4,-0.06981756,-0.07538452,"('disliked', 'liked')",0.68982583,0.6262325,-8.025869,-8.171411,-2.4686203,-2.5401875,0.0715672
44,0.06521368,0.1322401,"('prejudiced', 'unprejudiced')",0.41722074,0.51852256,-1.637049,-1.5080538,-0.3848715,-0.2857637,-0.0991078
83,0.029435925,0.014712564,"('powerless', 'powerful')",-0.27857143,-0.4113925,-0.81246597,-0.80573314,-0.3538671,-0.4008044,0.0469373
52,0.023986623,0.01877241,"('irrational', 'rational')",-0.33142367,-0.3727252,-0.41875616,-0.58165616,-0.2420644,-0.3118696,0.0698052
74,0.020023767,-0.014377994,"('undedicated', 'dedicated')",-0.17246309,-0.1583422,-0.44235903,-0.46973193,-0.1982661,-0.2141507,0.0158846
