,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.463059,-2.5164616,"('unsympathetic', 'sympathetic')",-2.6984859,-2.7791166,0.484985,0.60707206,-1.5588533,-1.5628354,0.0039821
1,-2.1601944,-2.184996,"('unfriendly', 'friendly')",-2.1440673,-2.1855874,0.8180346,0.58417314,-1.1620757,-1.2621368,0.1000611
3,-1.7842104,-1.8123047,"('repellent', 'pleasant')",-1.293228,-1.2366325,0.79283684,0.76514167,-0.7615338,-0.7612652,-0.0002686
86,-1.7774925,-1.7756722,"('uninfluential', 'influential')",-1.9995525,-2.0779703,-0.25063568,-0.2760628,-1.3425603,-1.3765685,0.0340082
23,-1.6586887,-1.6863858,"('insincere', 'sincere')",-1.6554221,-1.6237143,6.8462453,6.7649755,1.1773782,1.1516252,0.025753
46,-1.5912703,-1.6216165,"('uncompetitive', 'competitive')",-1.5662266,-1.5427773,-0.3674658,-0.26140606,-1.1749876,-1.1419333,-0.0330543
57,-1.5465317,-1.7015514,"('unimaginative', 'imaginative')",-1.6164315,-1.7585673,-3.4200366,-3.4958787,-2.1943332,-2.3186658,0.1243326
73,1.5083482,1.561943,"('helpless', 'self-reliant')",1.2356745,1.3055595,-3.8077004,-3.8033044,-0.3545592,-0.3119339,-0.0426253
28,-1.4940634,-1.7350203,"('disloyal', 'loyal')",-1.1360222,-1.3470794,1.1206242,1.0764257,-0.5031538,-0.668558,0.1654042
32,-1.4743295,-1.332912,"('unkind', 'kind')",-1.8331283,-1.6875091,0.84055716,0.83217645,-0.8223003,-0.7294149,-0.0928854
41,-1.4012526,-1.3633705,"('unforgiving', 'forgiving')",-1.1848217,-1.2523341,-0.6336358,-0.80876946,-1.0732367,-1.1414913,0.0682546
88,-1.3336056,-1.2310776,"('low', 'eminent')",-1.9587811,-1.909567,-0.5173383,-0.49418956,-1.2699083,-1.2116114,-0.0582969
11,-1.2999387,-1.304346,"('unhelpful', 'helpful')",-1.6433039,-1.5907518,2.3830853,2.4181101,-0.1867191,-0.1589959,-0.0277232
63,-1.288626,-1.3236625,"('unperceptive', 'insightful')",-1.1905252,-1.2337445,1.2336023,1.1298884,-0.415183,-0.4758395,0.0606565
0,-1.2756779,-1.5390325,"('unsociable', 'sociable')",-1.2834625,-1.5080731,0.27145293,0.2362306,-0.7625625,-0.9369583,0.1743958
72,-1.2528738,-1.1557444,"('unambitious', 'ambitious')",-1.2940567,-1.3000124,-0.13837793,-0.277829,-0.8951027,-0.9111952,0.0160925
35,1.2399948,1.2338417,"('corrupt', 'incorrupt')",1.4236796,1.4758265,-1.020275,-1.1063659,0.5477998,0.5344341,0.0133657
34,-1.2310612,-1.0265383,"('mean', 'honorable')",-1.0958772,-0.9421492,6.389414,6.4060555,1.3541584,1.4791226,-0.1249642
53,-1.2208568,-1.2409102,"('uncreative', 'creative')",-1.485201,-1.4276161,0.4947829,0.4041144,-0.7370916,-0.7548039,0.0177123
48,-1.2188703,-1.28752,"('unintelligent', 'intelligent')",-1.4410073,-1.5131308,0.935407,0.9703717,-0.5748235,-0.610093,0.0352695
17,-1.1910801,-1.1320857,"('nasty', 'nice')",-0.44562173,-0.40023574,-0.71182597,-0.7236998,-0.7828426,-0.7520071,-0.0308355
65,-1.1744326,-1.1867791,"('insecure', 'secure')",-1.2352301,-1.2394811,0.41516507,0.553144,-0.6648326,-0.6243721,-0.0404605
43,-1.1265312,-1.1248828,"('irresponsible', 'responsible')",-1.6854224,-1.6532878,0.8890504,0.8988126,-0.6409677,-0.6264527,-0.014515
12,-1.1083941,-1.049751,"('unsupportive', 'supportive')",-0.91362625,-0.9144097,-2.016914,-2.10156,-1.3463114,-1.3552402,0.0089288
8,-1.0740547,-1.2214756,"('unaffectionate', 'affectionate')",-1.0214536,-1.2163712,0.28531355,0.11623257,-0.6033982,-0.7738713,0.1704731
45,-1.0724595,-1.2301517,"('incompetent', 'competent')",-0.7095907,-0.8570348,0.23667525,0.23567806,-0.515125,-0.6171694,0.1020444
49,-1.0674253,-0.94536185,"('unable', 'able')",-0.6010076,-0.55025595,0.38877997,0.42148486,-0.4265509,-0.3580443,-0.0685066
54,-1.0534067,-0.99573886,"('incapable', 'capable')",-1.1081214,-1.0388231,0.9261353,0.93751585,-0.4117976,-0.3656821,-0.0461155
9,-0.99278164,-1.138034,"('unaffectionate', 'caring')",-1.3039385,-1.4659767,1.1537842,1.0219969,-0.3809786,-0.5273379,0.1463593
18,-0.97538567,-0.8714643,"('disagreeable', 'welcoming')",-1.2234038,-1.168803,-1.0438545,-1.0979675,-1.0808814,-1.0460782,-0.0348032
82,-0.9310142,-0.6899174,"('poor', 'rich')",-1.4341544,-1.2490149,7.3486547,7.531105,1.6611621,1.8640575,-0.2028954
24,-0.9131503,-0.9291104,"('dishonest', 'honest')",-1.0113125,-1.0095026,0.95617276,0.857862,-0.3227633,-0.3602504,0.0374871
21,-0.8681757,-0.72684884,"('immoral', 'moral')",-1.1076177,-1.0151597,0.1546903,0.3282586,-0.6070344,-0.47125,-0.1357844
33,0.862106,0.8382478,"('wrong', 'right')",1.0484605,1.0368252,-1.1124581,-1.1707802,0.2660362,0.2347643,0.0312719
77,-0.85141206,-0.68766797,"('unmotivated', 'motivated')",-0.97553843,-0.88593704,-0.6291045,-0.55731714,-0.8186851,-0.7103074,-0.1083777
81,-0.84171194,-0.89653504,"('submissive', 'aggressive')",-1.2243541,-1.2934428,-0.082892045,0.0598907,-0.7163193,-0.710029,-0.0062903
67,0.8338221,0.9412951,"('doubtful', 'determined')",1.1214312,1.1835133,-0.41066307,-0.40332684,0.5148634,0.5738271,-0.0589637
79,-0.82394224,-0.79374003,"('wavering', 'unwavering')",-0.30948573,-0.26327288,-0.2602091,-0.21463512,-0.4645457,-0.4238827,-0.040663
22,-0.81040996,-0.8557162,"('untrustworthy', 'trustworthy')",-1.0050378,-1.0010602,-0.5074581,-0.53751206,-0.774302,-0.7980962,0.0237942
7,-0.70979744,-0.6892524,"('insensitive', 'sensitive')",-0.831008,-0.7963415,0.80186164,0.7489941,-0.2463146,-0.2455332,-0.0007814
61,-0.6973391,-0.74865115,"('illogical', 'logical')",-0.9326998,-0.98417294,0.5959248,0.5820827,-0.3447047,-0.3835804,0.0388757
62,-0.67359793,-0.6810606,"('incompetent', 'brilliant')",-0.9409721,-0.96664906,0.97576547,0.9425902,-0.2129349,-0.2350398,0.0221049
