,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
55,-1.9746305,-1.9147849,"('incompetent', 'clever')",-0.597859,-0.81930506,-0.5497081,-0.70908207,-1.0407325,-1.147724,0.1069915
52,1.9430398,1.671753,"('irrational', 'rational')",-0.30582064,-0.21254912,0.499979,0.43580553,0.7123994,0.6316698,0.0807296
9,1.9308783,1.6822435,"('unaffectionate', 'caring')",0.24342673,0.18412414,1.565054,1.3124483,1.246453,1.0596053,0.1868477
77,-1.9296093,-1.8616368,"('unmotivated', 'motivated')",-0.3908643,-0.5806927,-1.3153718,-1.2403275,-1.2119485,-1.2275523,0.0156038
10,-1.8749119,-1.7369846,"('unsympathetic', 'sympathetic')",-0.8345916,-1.1784842,-0.57189566,-0.825609,-1.0937998,-1.2470259,0.1532261
33,1.8747696,1.6443146,"('wrong', 'right')",0.8916223,1.0447305,0.09766407,0.16669536,0.9546853,0.9519135,0.0027718
70,-1.7998848,-1.7504015,"('lethargic', 'energetic')",-0.22053093,-0.50402766,0.2461353,0.11697293,-0.5914268,-0.7124854,0.1210586
69,1.777372,1.6898236,"('lazy', 'industrious')",1.7124928,1.9587187,-0.18467642,0.2309786,1.1017295,1.2931736,-0.1914441
3,-1.6874222,-1.6287191,"('repellent', 'pleasant')",0.060451765,-0.21594256,0.1108021,0.065104395,-0.5053895,-0.5931858,0.0877963
8,1.6397597,1.1932542,"('unaffectionate', 'affectionate')",-0.5301232,-0.5378239,1.1328061,0.8384445,0.7474809,0.4979583,0.2495226
53,1.6352019,1.4617951,"('uncreative', 'creative')",0.30903637,0.36051247,1.2388697,1.2128406,1.061036,1.011716,0.04932
75,-1.6213657,-1.6275493,"('meek', 'impulsive')",-0.68175006,-0.58857083,-0.82162035,-0.745425,-1.0415788,-0.9871817,-0.0543971
51,-1.6119432,-1.420937,"('uneducated', 'educated')",1.0211505,0.73634565,0.3673356,0.3709198,-0.0744857,-0.1045572,0.0300715
38,-1.5912796,-1.6834487,"('untruthful', 'truthful')",-0.971949,-0.95030594,-0.35921252,-0.38946933,-0.974147,-1.0077414,0.0335944
22,-1.5291451,-1.4981521,"('untrustworthy', 'trustworthy')",-0.11390713,-0.300037,-0.9849311,-0.9740317,-0.8759944,-0.9240736,0.0480792
35,1.3899624,1.2430167,"('corrupt', 'incorrupt')",0.020733204,0.4199562,0.42292053,0.6445848,0.6112054,0.7691859,-0.1579805
57,-1.3353848,-1.6043086,"('unimaginative', 'imaginative')",-0.14123547,-0.4800846,-2.6434252,-2.6915526,-1.3733486,-1.5919819,0.2186333
54,1.320411,1.3466524,"('incapable', 'capable')",0.4434835,0.2884587,1.4874974,1.4727296,1.0837973,1.0359468,0.0478505
84,1.2949396,1.2619429,"('inferior', 'superior')",0.74210036,0.8115677,1.1452266,1.1937522,1.0607556,1.0890876,-0.028332
76,-1.2290787,-0.95650065,"('anxious', 'daring')",0.71607983,0.55969214,-0.38905618,-0.39297312,-0.300685,-0.2632605,-0.0374245
24,-1.2256608,-1.2258471,"('dishonest', 'honest')",-0.7011881,-0.70253277,0.5306921,0.31750488,-0.4653856,-0.5369583,0.0715727
25,1.220366,0.9573169,"('egoistic', 'altruistic')",0.5505956,0.57310534,1.8799708,1.7550519,1.2169774,1.095158,0.1218194
23,-1.1772279,-0.96690744,"('insincere', 'sincere')",-0.62150824,-0.7380847,5.3761387,4.985461,1.1924675,1.0934897,0.0989778
63,-1.1621302,-1.159257,"('unperceptive', 'insightful')",0.71669614,0.4857758,0.7114303,0.7360135,0.0886654,0.0208441,0.0678213
13,-1.113702,-0.7968731,"('impolite', 'polite')",0.4995593,0.41375938,-0.6931044,-0.60304487,-0.4357491,-0.3287195,-0.1070296
19,1.1041062,1.0323288,"('inhospitable', 'hospitable')",-0.6789567,-0.606254,0.40082425,0.45939004,0.2753246,0.295155,-0.0198304
56,-1.0784473,-0.81826544,"('impractical', 'practical')",0.40481222,0.09645621,-0.99590015,-1.0714455,-0.5565118,-0.5977515,0.0412397
31,1.0414945,0.88861966,"('evil', 'good')",-0.69524765,-0.32439613,-0.50515383,-0.3287788,-0.052969,0.0784816,-0.1314506
2,1.0102575,0.9172232,"('unlikable', 'likable')",1.603293,1.5566168,0.68079853,0.6573625,1.0981163,1.0437342,0.0543821
40,1.0029473,0.707402,"('stingy', 'generous')",0.46638042,0.41111305,-1.087605,-1.0662069,0.1272409,0.017436,0.1098049
27,0.99780786,0.72726583,"('hardhearted', 'softhearted')",-0.07827038,-0.31193835,1.5027493,1.2752957,0.8074289,0.5635411,0.2438878
28,-0.8852372,-0.9759205,"('disloyal', 'loyal')",-0.48890287,-0.3358947,1.0651023,0.79569227,-0.1030126,-0.172041,0.0690284
16,0.8729691,1.0486997,"('unpopular', 'popular')",1.015974,1.3342284,1.136493,1.3645511,1.0084787,1.2491597,-0.240681
66,0.8712276,0.7443781,"('inactive', 'active')",1.7641954,1.6737665,1.5513599,1.4544127,1.3955943,1.2908525,0.1047418
12,0.812729,0.80844545,"('unsupportive', 'supportive')",0.6395611,0.5922305,-1.4739379,-1.4131969,-0.0072159,-0.0041736,-0.0030423
58,0.79302824,0.7083071,"('undiscriminating', 'discriminating')",0.6451751,0.5117712,0.12514892,-0.04325237,0.5211174,0.3922753,0.1288421
37,-0.79298466,-1.0213169,"('fake', 'genuine')",-0.49676293,-0.85793823,0.47275177,0.28339547,-0.272332,-0.5319532,0.2596212
39,0.7860248,1.0237615,"('exploitative', 'cooperative')",0.793692,1.106157,0.28335458,0.36562046,0.6210238,0.8318463,-0.2108225
14,-0.7812973,-0.64866203,"('antisocial', 'social')",1.3339546,1.1435454,-0.81032556,-0.7940748,-0.0858894,-0.0997305,0.0138411
82,-0.7557516,-0.54597706,"('poor', 'rich')",-1.0265731,-0.9929229,5.8081717,5.6284623,1.341949,1.3631875,-0.0212385
48,-0.72961366,-0.6370256,"('unintelligent', 'intelligent')",-0.170566,-0.37460855,-0.22307837,-0.19404969,-0.3744193,-0.4018946,0.0274753
65,-0.70881456,-0.46424973,"('insecure', 'secure')",0.48471734,0.38136664,-0.6787308,-0.67779624,-0.3009427,-0.2535598,-0.0473829
49,-0.65522224,-0.3858379,"('unable', 'able')",-0.5670369,-0.38853943,-0.584793,-0.42812034,-0.6023507,-0.4008326,-0.2015181
73,0.6429525,0.4656744,"('helpless', 'self-reliant')",-0.12661283,-0.08839659,-3.332659,-3.1973598,-0.9387732,-0.9400273,0.0012541
61,0.6280617,0.68089265,"('illogical', 'logical')",0.10498374,0.025326887,0.35867813,0.3587825,0.3639079,0.3550007,0.0089072
87,-0.5319482,-0.03768495,"('unsuccessful', 'successful')",1.9810244,1.9919466,0.99606806,1.3070359,0.8150481,1.0870992,-0.2720511
79,0.5078882,0.3174978,"('wavering', 'unwavering')",-0.4012682,-0.39432904,0.21363968,0.19736825,0.1067532,0.040179,0.0665742
42,-0.404429,-0.44266456,"('unreliable', 'reliable')",0.54089254,0.57761633,-3.0467505,-2.9176702,-0.9700956,-0.9275728,-0.0425228
7,-0.33906862,-0.002984682,"('insensitive', 'sensitive')",-0.06095033,-0.09493223,0.8277159,0.77430075,0.1425656,0.2254613,-0.0828957
17,0.33158848,0.5274477,"('nasty', 'nice')",-1.3218814,-0.9988661,-0.81486833,-0.67094177,-0.6017204,-0.3807867,-0.2209337
86,-0.3254441,-0.55725634,"('uninfluential', 'influential')",-0.06755613,-0.51900935,-0.41271633,-0.6982253,-0.2685722,-0.591497,0.3229248
41,0.3183431,0.21828713,"('unforgiving', 'forgiving')",0.18502745,0.2839436,0.15751845,0.23823929,0.2202963,0.2468233,-0.026527
72,0.29693368,0.26331654,"('unambitious', 'ambitious')",-0.56541824,-0.63087773,-1.3098327,-1.4432088,-0.5261058,-0.60359,0.0774842
67,-0.2433119,-0.19485956,"('doubtful', 'determined')",-0.18324454,-0.24644,-0.9132723,-0.8396963,-0.4466096,-0.4269986,-0.019611
50,0.22901306,0.1671671,"('clumsy', 'skillful')",0.42867848,0.48629782,0.18116765,0.22477835,0.2796197,0.2927478,-0.0131281
15,0.22560959,0.2059366,"('boring', 'funny')",-0.38393214,-0.21937084,0.47757852,0.4547565,0.1064186,0.1471074,-0.0406888
47,0.21750969,0.35581383,"('stupid', 'smart')",-0.3363423,-0.38108087,4.909086,4.8115478,1.5967512,1.5954269,0.0013243
88,-0.14469035,0.17716692,"('low', 'eminent')",-0.5317656,-0.1791203,-0.1841694,-0.035121895,-0.2868751,-0.0123584,-0.2745167
78,0.14412227,0.08137646,"('nonresilient', 'resilient')",1.5636237,1.22935,0.8372296,0.91752034,0.8483252,0.7427489,0.1055763
68,-0.14269477,-0.104899175,"('dependent', 'independent')",0.17085913,-0.033302784,-0.52595276,-0.3995882,-0.1659295,-0.1792634,0.0133339
30,0.13481683,0.39734554,"('intolerant', 'tolerant')",-0.56366926,-0.38846567,0.2556459,0.39328325,-0.0577355,0.1340544,-0.1917899
74,0.12960933,0.105750114,"('undedicated', 'dedicated')",0.45545503,0.27284425,-0.019839527,-0.13361424,0.1884083,0.08166,0.1067483
20,0.115147024,0.17828378,"('rough', 'thoughtful')",0.830461,0.85857123,1.1146599,1.3778356,0.686756,0.8048968,-0.1181408
43,0.10210848,0.15181275,"('irresponsible', 'responsible')",0.19822471,-0.047028117,0.4452526,0.27673966,0.2485286,0.1271748,0.1213538
34,0.09992732,0.17512271,"('mean', 'honorable')",0.12587517,-0.103413396,5.9642878,5.8109336,2.0633634,1.9608809,0.1024825
83,-0.08868564,-0.12977378,"('powerless', 'powerful')",-0.31444836,-0.2966233,-0.9789276,-1.0468695,-0.4606872,-0.4910889,0.0304017
29,0.06726718,0.054754287,"('unfair', 'fair')",-0.063765705,-0.13942015,-0.155454,-0.2515421,-0.0506508,-0.1120693,0.0614185
4,0.06332435,0.03071893,"('disliked', 'liked')",-0.2541068,0.00088952295,-6.3562226,-5.878552,-2.1823351,-1.9489811,-0.233354
32,-0.06229283,0.017146906,"('unkind', 'kind')",-0.41290173,-0.35423493,0.7756885,0.78173095,0.1001647,0.1482143,-0.0480496
0,0.0088211745,-0.07976918,"('unsociable', 'sociable')",0.53152764,0.1582224,-0.6170774,-0.64299804,-0.0255762,-0.1881816,0.1626054
