,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
81,-3.670507,-3.3204513,"('submissive', 'aggressive')",-0.12753385,-0.3687092,-1.7200369,-1.7428713,-1.8393593,-1.8106772,-0.0286821
26,3.2782657,3.0696497,"('hardhearted', 'benevolent')",1.4618746,1.5150552,1.7960757,1.8233063,2.1787388,2.1360038,0.042735
85,3.1750705,2.936933,"('insignificant', 'prestigious')",-0.015690506,0.53943545,1.2276165,1.464262,1.4623321,1.6468768,-0.1845447
1,3.0852003,2.8347144,"('unfriendly', 'friendly')",0.55421025,0.6666832,2.4333434,2.3337972,2.0242513,1.9450649,0.0791864
80,-2.8190277,-2.6001363,"('dominated', 'dominating')",0.23098066,-0.071678,-1.6575259,-1.7775677,-1.415191,-1.4831273,0.0679363
71,2.611943,2.8079774,"('diffident', 'self-confident')",0.92218626,1.1532779,0.8654695,0.943033,1.4665329,1.6347628,-0.1682299
62,-2.5724206,-2.158381,"('incompetent', 'brilliant')",-0.10396922,-0.26634926,-0.7904695,-0.80329907,-1.1556198,-1.0760098,-0.07961
36,2.52809,2.385637,"('hostile', 'amicable')",1.19031,1.4720105,1.2158438,1.4145085,1.6447479,1.7573853,-0.1126374
44,-2.5212796,-2.5666022,"('prejudiced', 'unprejudiced')",0.20895158,0.24326202,-1.4681188,-1.3172914,-1.260149,-1.2135439,-0.0466051
45,-2.4887598,-2.2285862,"('incompetent', 'competent')",-0.4496696,-0.62362605,-1.0072628,-1.0623758,-1.3152307,-1.3048627,-0.010368
6,2.3693538,2.0857966,"('distant', 'open')",-0.10107319,0.017813958,1.098509,1.0959668,1.1222631,1.0665258,0.0557373
60,-2.351843,-2.0943482,"('inefficient', 'efficient')",0.26086038,-0.14036144,-0.9378502,-0.8997291,-1.009611,-1.0448129,0.0352019
46,-2.2570553,-2.1759222,"('uncompetitive', 'competitive')",0.48078048,0.18865038,-0.7325042,-0.69718844,-0.8362597,-0.8948201,0.0585604
11,-2.2349603,-2.1069503,"('unhelpful', 'helpful')",-0.20176879,-0.5209135,1.2649457,1.0104297,-0.3905945,-0.5391447,0.1485502
21,-2.2324755,-2.1551356,"('immoral', 'moral')",0.27586067,0.03448183,-1.2069275,-1.2238832,-1.0545141,-1.1148457,0.0603316
64,-2.147006,-2.0892513,"('shy', 'confident')",0.2150895,0.06588279,-6.562508,-6.2014484,-2.8314749,-2.7416058,-0.0898691
18,2.120954,1.9328125,"('disagreeable', 'welcoming')",1.6572237,1.7887859,0.3423508,0.4206822,1.3735096,1.3807602,-0.0072506
5,2.0448253,1.9109341,"('distant', 'outgoing')",-0.147644,-0.047622785,0.20675077,0.35416335,0.7013107,0.7391582,-0.0378475
59,2.0016837,1.802849,"('foolish', 'wise')",0.31831682,0.6358699,0.8519285,1.0310256,1.0573097,1.1565816,-0.0992719
