,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
51,-1.8078654,-1.7242515,"('uneducated', 'educated')",-0.858383,-0.7848023,-0.8564291,-0.746654,-0.4100012,-0.26721495,0.38106072,0.51961124,-0.7103236,-0.6006623,-0.1096613
81,-1.7790768,-1.7570204,"('submissive', 'aggressive')",-0.9546125,-1.1118481,-0.635038,-0.75424016,-0.42289442,-0.55805886,-1.3948476,-1.2757927,-1.0372938,-1.0913919,0.0540981
85,1.7075334,2.0431457,"('insignificant', 'prestigious')",-0.350003,0.061562978,1.1822919,1.44701,-0.42909122,-0.15267646,1.183509,1.1488657,0.658848,0.9095816,-0.2507336
86,-1.6847699,-1.7725625,"('uninfluential', 'influential')",-1.175626,-1.1739151,-0.063471615,0.015298255,-0.932035,-0.79984665,-0.42693153,-0.12466015,-0.8565668,-0.7711372,-0.0854296
10,-1.6698959,-1.5713834,"('unsympathetic', 'sympathetic')",-1.2670693,-1.2305641,-0.5288346,-0.4434075,-1.1129255,-1.1098495,-0.64694244,-0.42938763,-1.0451336,-0.9569184,-0.0882152
65,-1.6414095,-1.698207,"('insecure', 'secure')",-1.7764145,-1.8173729,0.14712442,0.018885165,0.3460447,0.20283097,-0.6355369,-0.618569,-0.7120383,-0.7824865,0.0704482
70,-1.5734813,-1.7081527,"('lethargic', 'energetic')",-0.34745014,-0.4098989,-0.082533896,-0.07579291,-0.58351624,-0.50376,0.3621062,0.5433737,-0.4449751,-0.4308461,-0.014129
46,-1.5368809,-1.7105045,"('uncompetitive', 'competitive')",0.317305,0.14828438,0.15406205,0.15560901,-0.24554916,-0.23035578,-1.0312855,-0.81907254,-0.4684697,-0.4912079,0.0227382
5,1.5054255,1.5097619,"('distant', 'outgoing')",0.31632522,0.34986144,0.14842871,0.17014846,-0.23648566,-0.11218023,0.22594795,0.1585704,0.3919283,0.4152324,-0.0233041
34,-1.495968,-1.5294979,"('mean', 'honorable')",-0.68410355,-0.7652175,0.17917714,0.21232621,0.13325046,0.11876162,6.7118063,6.7249036,0.9688324,0.9522552,0.0165772
55,-1.4657186,-1.55273,"('incompetent', 'clever')",-1.2199107,-1.2788507,-0.9506372,-0.91557646,-0.33134606,-0.22805806,-0.6244572,-0.4641732,-0.918414,-0.8878777,-0.0305363
0,-1.4598775,-1.6445402,"('unsociable', 'sociable')",-1.1037455,-1.3343831,0.32285407,0.13953452,0.006518012,-0.12563746,-0.62648153,-0.6231466,-0.5721465,-0.7176346,0.1454881
43,-1.3402443,-1.373573,"('irresponsible', 'responsible')",-0.11460382,-0.29389945,1.1610419,1.2251981,0.16797745,0.1918239,0.671131,0.75692475,0.1090605,0.1012949,0.0077656
33,1.3366228,1.3536831,"('wrong', 'right')",0.1680763,0.2861632,1.2674208,1.3334751,0.35934412,0.50781363,-0.18477227,-0.09252931,0.5893384,0.6777212,-0.0883828
35,1.2849257,1.3943434,"('corrupt', 'incorrupt')",0.30397847,0.49729592,-0.9328175,-0.86243767,-0.3523334,-0.34030217,0.40415692,0.29691976,0.141582,0.1971638,-0.0555818
73,1.2710497,1.3974254,"('helpless', 'self-reliant')",1.0902975,1.2151228,0.1450518,0.25956076,0.6166124,0.7236551,-3.5854099,-3.5432305,-0.0924797,0.0105067,-0.1029864
