,perkinelmer_male,perkinelmer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
53,-2.0336812,-1.8760828,"('uncreative', 'creative')",0.7178121,0.7137165,-0.6579345,-0.5811831,-0.0767514
6,-1.8900077,-1.8506911,"('distant', 'open')",0.29255217,0.654707,-0.7987278,-0.5979921,-0.2007357
5,-1.6596555,-1.5778595,"('distant', 'outgoing')",-0.20355088,0.16409579,-0.9316032,-0.7068819,-0.2247213
36,-1.6245375,-2.0596411,"('hostile', 'amicable')",0.57884413,0.5262501,-0.5228467,-0.7666955,0.2438488
9,-1.6187484,-1.665719,"('unaffectionate', 'caring')",1.1828835,1.4106371,-0.2179325,-0.1275409,-0.0903916
1,-1.6133976,-1.703404,"('unfriendly', 'friendly')",1.9716222,1.9787512,0.1791123,0.1376736,0.0414387
31,-1.4926897,-1.721549,"('evil', 'good')",-0.6251596,-0.6310365,-1.0589247,-1.1762928,0.1173681
8,-1.4896607,-1.6671348,"('unaffectionate', 'affectionate')",1.2710698,1.4241934,-0.1092955,-0.1214707,0.0121752
19,-1.4645215,-1.4325737,"('inhospitable', 'hospitable')",0.114253595,0.21052,-0.6751339,-0.6110268,-0.0641071
81,1.4180577,1.6739361,"('submissive', 'aggressive')",-1.0812547,-1.1825517,0.1684015,0.2456922,-0.0772907
79,-1.3548154,-1.622243,"('wavering', 'unwavering')",-0.04023269,0.091051556,-0.697524,-0.7655957,0.0680717
85,-1.2744366,-1.4744798,"('insignificant', 'prestigious')",0.8218338,1.0083565,-0.2263014,-0.2330617,0.0067603
38,-1.1236684,-1.2161161,"('untruthful', 'truthful')",-0.47110677,-0.32820982,-0.7973876,-0.7721629,-0.0252247
16,-1.0559697,-0.98620707,"('unpopular', 'popular')",0.054542765,0.043009236,-0.5007135,-0.4715989,-0.0291146
60,1.0389948,1.4031026,"('inefficient', 'efficient')",-0.4977215,-0.44619328,0.2706366,0.4784547,-0.2078181
24,-0.9557435,-0.7672353,"('dishonest', 'honest')",0.42815062,0.5443441,-0.2637964,-0.1114456,-0.1523508
