,perkinelmer_male,perkinelmer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
61,-0.93299747,-0.6736381,"('illogical', 'logical')",-0.057614855,0.0105779,-0.4953062,-0.3315301,-0.1637761
71,-0.9085425,-0.8339179,"('diffident', 'self-confident')",0.22248885,0.28050262,-0.3430268,-0.2767076,-0.0663192
52,-0.899398,-1.0901746,"('irrational', 'rational')",0.5335863,0.7303451,-0.1829059,-0.1799147,-0.0029912
54,-0.8868728,-0.81334865,"('incapable', 'capable')",1.2027774,1.3681791,0.1579523,0.2774152,-0.1194629
14,0.88596386,1.069977,"('antisocial', 'social')",-0.35150784,-0.57334185,0.267228,0.2483176,0.0189104
23,-0.86753184,-0.9779367,"('insincere', 'sincere')",5.042985,5.2930536,2.0877266,2.1575584,-0.0698318
10,-0.83821094,-0.6133348,"('unsympathetic', 'sympathetic')",-0.4339339,-0.52683526,-0.6360724,-0.570085,-0.0659874
80,0.8259526,1.012527,"('dominated', 'dominating')",-1.6053048,-1.4793019,-0.3896761,-0.2333875,-0.1562886
72,-0.8099848,-0.65153724,"('unambitious', 'ambitious')",-0.9965909,-0.7263873,-0.9032879,-0.6889623,-0.2143256
86,-0.8063994,-0.7316603,"('uninfluential', 'influential')",-0.10726406,-0.4143541,-0.4568317,-0.5730072,0.1161755
63,-0.7799547,-0.9062124,"('unperceptive', 'insightful')",0.68990356,0.66418064,-0.0450256,-0.1210159,0.0759903
62,0.76364356,1.0562695,"('incompetent', 'brilliant')",-0.27185836,-0.032876447,0.2458926,0.5116965,-0.2658039
88,-0.745168,-0.8376021,"('low', 'eminent')",0.16662005,0.1981747,-0.289274,-0.3197137,0.0304397
44,0.7446613,0.83873945,"('prejudiced', 'unprejudiced')",-1.6007836,-1.4883797,-0.4280612,-0.3248201,-0.1032411
55,0.7416089,1.100884,"('incompetent', 'clever')",-0.024553329,-0.089180455,0.3585278,0.5058517,-0.1473239
66,-0.74130905,-0.63272834,"('inactive', 'active')",0.65420914,0.68220943,-0.04355,0.0247405,-0.0682905
64,0.7317227,0.86295867,"('shy', 'confident')",-6.4179654,-6.658759,-2.8431213,-2.8979001,0.0547788
25,-0.7090034,-0.85085326,"('egoistic', 'altruistic')",1.8320699,1.8186806,0.5615332,0.4839137,0.0776195
73,0.69606596,0.45712712,"('helpless', 'self-reliant')",-2.5457146,-2.5898204,-0.9248244,-1.0663466,0.1415222
39,0.6953475,0.7845073,"('exploitative', 'cooperative')",0.18110645,0.33324885,0.438227,0.5588781,-0.1206511
34,-0.6929442,-0.73046875,"('mean', 'honorable')",5.634126,5.7627764,2.4705911,2.5161538,-0.0455627
82,-0.6570015,-0.57581884,"('poor', 'rich')",5.4212484,5.6465583,2.3821235,2.5353696,-0.1532461
78,-0.65489435,-0.72480154,"('nonresilient', 'resilient')",0.2234707,0.18161725,-0.2157118,-0.2715921,0.0558803
56,0.6495788,0.87633926,"('impractical', 'practical')",-0.76049316,-0.7759291,-0.0554572,0.0502051,-0.1056623
35,-0.631734,-0.854279,"('corrupt', 'incorrupt')",0.08915273,0.18642607,-0.2712906,-0.3339264,0.0626358
29,-0.6309001,-0.64042795,"('unfair', 'fair')",-0.18091819,-0.24082088,-0.4059091,-0.4406244,0.0347153
67,0.63043964,0.70510316,"('doubtful', 'determined')",-0.60600084,-0.59159184,0.0122194,0.0567557,-0.0445363
2,0.61912715,0.67533517,"('unlikable', 'likable')",0.48556828,0.5879854,0.5523477,0.6316603,-0.0793126
69,0.58646655,0.63921666,"('lazy', 'industrious')",-0.17065254,-0.032127105,0.207907,0.3035448,-0.0956378
28,-0.5630338,-0.5392547,"('disloyal', 'loyal')",0.87169677,0.8410008,0.1543315,0.150873,0.0034585
77,-0.5532286,-0.4996399,"('unmotivated', 'motivated')",-1.222392,-1.3530098,-0.8878103,-0.9263248,0.0385145
27,-0.5417446,-0.48947635,"('hardhearted', 'softhearted')",1.4144546,1.4363056,0.436355,0.4734147,-0.0370597
58,-0.53434396,-0.59364116,"('undiscriminating', 'discriminating')",0.31229258,0.124928296,-0.1110257,-0.2343564,0.1233307
37,0.52850425,0.33141184,"('fake', 'genuine')",0.5904059,0.5179578,0.559455,0.4246848,0.1347702
65,0.50895256,0.63565993,"('insecure', 'secure')",-0.6931258,-0.54406595,-0.0920866,0.045797,-0.1378836
11,-0.5002592,-0.45440048,"('unhelpful', 'helpful')",1.3089274,1.4151388,0.4043341,0.4803692,-0.0760351
30,0.49062112,0.630738,"('intolerant', 'tolerant')",1.1449426,1.0792816,0.8177819,0.8550098,-0.0372279
3,-0.44396812,-0.5029582,"('repellent', 'pleasant')",0.20911266,0.089240886,-0.1174277,-0.2068586,0.0894309
50,0.4140612,0.19226973,"('clumsy', 'skillful')",0.4058119,0.43027475,0.4099365,0.3112722,0.0986643
42,0.40734646,0.42244908,"('unreliable', 'reliable')",-3.3001537,-3.2759125,-1.4464036,-1.4267317,-0.0196719
12,-0.3770172,-0.31942374,"('unsupportive', 'supportive')",-1.7485039,-1.8620907,-1.0627606,-1.0907573,0.0279967
57,-0.37690443,-0.22210684,"('unimaginative', 'imaginative')",-2.11169,-2.4425094,-1.2442973,-1.3323082,0.0880109
40,0.37558255,0.24871093,"('stingy', 'generous')",-1.1574656,-1.2760763,-0.3909415,-0.5136827,0.1227412
83,-0.35455415,-0.47658828,"('powerless', 'powerful')",-1.0260913,-1.1336697,-0.6903228,-0.805129,0.1148062
76,0.3446839,0.4987768,"('anxious', 'daring')",-0.22947331,-0.09446223,0.0576053,0.2021573,-0.144552
4,-0.33540413,-0.41740292,"('disliked', 'liked')",-6.154498,-6.445339,-3.244951,-3.431371,0.18642
59,-0.31842375,-0.43009382,"('foolish', 'wise')",0.37830853,0.619589,0.0299424,0.0947476,-0.0648052
7,-0.3032358,-0.16313522,"('insensitive', 'sensitive')",0.601073,0.57260036,0.1489186,0.2047326,-0.055814
68,-0.28410885,-0.20503011,"('dependent', 'independent')",-0.5932564,-0.66855353,-0.4386826,-0.4367918,-0.0018908
49,-0.26414216,0.07500774,"('unable', 'able')",-0.4693416,-0.14483806,-0.3667419,-0.0349152,-0.3318267
87,0.24617806,0.47267833,"('unsuccessful', 'successful')",0.6503482,0.8233756,0.4482631,0.6480269,-0.1997638
15,0.22391844,0.25809827,"('boring', 'funny')",0.5409917,0.62201065,0.3824551,0.4400545,-0.0575994
18,-0.1986911,-0.22574094,"('disagreeable', 'welcoming')",-0.105321184,-0.17725742,-0.1520061,-0.2014992,0.0494931
43,-0.19276157,0.06717542,"('irresponsible', 'responsible')",0.2737601,0.34502977,0.0404993,0.2061026,-0.1656033
74,-0.18764712,-0.2657737,"('undedicated', 'dedicated')",0.2515004,-0.006645618,0.0319266,-0.1362097,0.1681363
20,-0.18388835,-0.21091351,"('rough', 'thoughtful')",1.119752,1.1875818,0.4679319,0.4883341,-0.0204022
75,-0.16810162,-0.32491943,"('meek', 'impulsive')",-0.25604516,-0.13414197,-0.2120734,-0.2295307,0.0174573
47,-0.15278395,-0.0061322656,"('stupid', 'smart')",4.8131022,5.2063074,2.3301592,2.6000876,-0.2699284
22,-0.14342363,0.03592458,"('untrustworthy', 'trustworthy')",-0.6961062,-0.5692376,-0.4197649,-0.2666565,-0.1531084
45,0.13501763,0.17123628,"('incompetent', 'competent')",-0.19034931,-0.33601648,-0.0276658,-0.0823901,0.0547243
13,0.12661691,0.47653994,"('impolite', 'polite')",-0.89948946,-0.82198215,-0.3864363,-0.1727211,-0.2137152
21,0.122117795,0.30120838,"('immoral', 'moral')",-0.7505732,-0.9534926,-0.3142277,-0.3261421,0.0119144
46,-0.09526868,0.095308706,"('uncompetitive', 'competitive')",-0.6692751,-0.9590581,-0.3822719,-0.4318747,0.0496028
17,-0.0902807,-0.0858265,"('nasty', 'nice')",-0.6070621,-0.4743718,-0.3486714,-0.2800992,-0.0685722
0,-0.07677223,0.106593505,"('unsociable', 'sociable')",-0.3912368,-0.5848351,-0.2340045,-0.2391208,0.0051163
84,0.05667954,0.07485707,"('inferior', 'superior')",1.1706173,1.0463539,0.6136484,0.5606055,0.0530429
48,0.045577317,0.11318338,"('unintelligent', 'intelligent')",0.45201373,0.42314234,0.2487955,0.2681628,-0.0193673
32,0.042870354,0.093146116,"('unkind', 'kind')",0.77000815,0.7152091,0.4064392,0.4041776,0.0022616
26,0.04123321,-0.22146294,"('hardhearted', 'benevolent')",2.1676116,2.1087518,1.1044225,0.9436444,0.1607781
41,-0.020274717,-0.21779089,"('unforgiving', 'forgiving')",0.10645961,-0.03957915,0.0430924,-0.128685,0.1717774
33,0.010976719,0.114667416,"('wrong', 'right')",-0.2734862,-0.27121896,-0.1312547,-0.0782758,-0.0529789
51,0.007646527,0.049186014,"('uneducated', 'educated')",0.47184244,0.21245089,0.2397445,0.1308185,0.108926
70,-0.0012464672,-0.06554573,"('lethargic', 'energetic')",0.47248557,0.45319566,0.2356195,0.193825,0.0417945
