,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,male-female
18,-1.365039,-1.5848213,"('disagreeable', 'welcoming')",0.22904518,-0.030644272,-0.5679969,-0.8077328,0.2397359
2,1.3213768,1.3966709,"('unlikable', 'likable')",1.192412,1.569563,1.2568944,1.483117,-0.2262226
38,-1.3132213,-1.0174817,"('untruthful', 'truthful')",-1.0079076,-0.6323918,-1.1605644,-0.8249367,-0.3356277
81,-1.3097323,-0.7870682,"('submissive', 'aggressive')",-0.5054273,0.0038183145,-0.9075798,-0.3916249,-0.5159549
39,1.2467302,1.2365326,"('exploitative', 'cooperative')",-0.51201034,-0.19174251,0.3673599,0.522395,-0.1550351
68,-1.2173264,-1.3476584,"('dependent', 'independent')",-1.0167993,-0.89507025,-1.1170628,-1.1213644,0.0043016
85,1.194985,0.8661407,"('insignificant', 'prestigious')",1.1636554,1.2052746,1.1793202,1.0357077,0.1436125
62,1.1831803,1.8279178,"('incompetent', 'brilliant')",-1.3268448,-0.77443814,-0.0718322,0.5267398,-0.598572
35,-1.1540209,-1.5580639,"('corrupt', 'incorrupt')",0.5680826,0.6144024,-0.2929692,-0.4718307,0.1788615
15,1.1253145,1.1444627,"('boring', 'funny')",1.3498181,1.0990019,1.2375662,1.1217322,0.115834
56,1.1252358,1.8717206,"('impractical', 'practical')",-0.9674151,-0.55579716,0.0789104,0.6579617,-0.5790513
29,1.1215625,0.783068,"('unfair', 'fair')",0.008615006,-0.054901414,0.5650887,0.3640833,0.2010054
60,1.1012771,1.5654213,"('inefficient', 'efficient')",-1.1970444,-1.0335552,-0.0478836,0.2659331,-0.3138167
77,1.0081266,1.4032693,"('unmotivated', 'motivated')",-0.5226281,-0.49577165,0.2427492,0.4537488,-0.2109996
73,1.0071143,0.84259725,"('helpless', 'self-reliant')",0.8500911,1.0060734,0.9286027,0.9243353,0.0042674
76,0.9981201,1.3235735,"('anxious', 'daring')",0.47829798,0.93670815,0.7382091,1.1301408,-0.3919317
47,-0.9724535,-0.47435072,"('stupid', 'smart')",-0.84795505,-0.6386674,-0.9102043,-0.5565091,-0.3536952
17,-0.9710043,-0.76369613,"('nasty', 'nice')",-0.525482,-0.7650759,-0.7482432,-0.7643861,0.0161429
28,-0.96737325,-0.8091439,"('disloyal', 'loyal')",-1.2986422,-1.6097808,-1.1330078,-1.2094624,0.0764546
10,-0.93643594,-0.69771665,"('unsympathetic', 'sympathetic')",-1.747371,-1.9182242,-1.3419034,-1.3079704,-0.033933
40,-0.9175461,-1.4671464,"('stingy', 'generous')",-0.96612453,-1.6209253,-0.9418353,-1.5440359,0.6022006
72,0.89312094,0.7826375,"('unambitious', 'ambitious')",-0.98228705,-0.82056785,-0.0445831,-0.0189652,-0.0256179
82,-0.88295376,-0.20839468,"('poor', 'rich')",-0.58000606,0.19014877,-0.7314799,-0.009123,-0.7223569
33,0.8807821,0.55162907,"('wrong', 'right')",0.756888,0.40095344,0.818835,0.4762912,0.3425438
42,0.87943804,1.0196587,"('unreliable', 'reliable')",1.2486115,1.4228264,1.0640247,1.2212425,-0.1572178
9,0.86194575,0.083146974,"('unaffectionate', 'caring')",-0.47727394,-1.0835167,0.1923359,-0.5001849,0.6925208
86,-0.85309637,-1.0595435,"('uninfluential', 'influential')",-1.836884,-2.5031767,-1.3449903,-1.7813601,0.4363698
70,-0.8298931,-0.4449091,"('lethargic', 'energetic')",-0.75272137,-0.3152546,-0.7913072,-0.3800818,-0.4112254
69,0.8280485,0.5775439,"('lazy', 'industrious')",1.3017789,1.2138999,1.0649137,0.8957219,0.1691918
49,-0.7762188,-0.4072318,"('unable', 'able')",-1.0894064,-0.6385191,-0.9328126,-0.5228754,-0.4099372
53,0.7675861,0.79869163,"('uncreative', 'creative')",-0.65398395,-0.6328265,0.0568011,0.0829326,-0.0261315
34,-0.7538156,-0.1937652,"('mean', 'honorable')",-0.6577806,-0.580772,-0.7057981,-0.3872686,-0.3185295
61,0.7286716,0.7977033,"('illogical', 'logical')",-0.36507723,-0.06274448,0.1817972,0.3674794,-0.1856822
46,-0.7126024,-0.2916306,"('uncompetitive', 'competitive')",-1.1803576,-0.8116267,-0.94648,-0.5516286,-0.3948514
84,0.685771,0.8104935,"('inferior', 'superior')",-0.19633725,0.109621994,0.2447169,0.4600578,-0.2153409
21,0.6494137,1.2387098,"('immoral', 'moral')",-0.24946414,0.03193501,0.1999748,0.6353224,-0.4353476
41,-0.64905983,-0.63493174,"('unforgiving', 'forgiving')",-1.1905053,-1.4567554,-0.9197825,-1.0458436,0.1260611
57,-0.60594803,-0.2791673,"('unimaginative', 'imaginative')",-1.2729039,-1.3697199,-0.9394259,-0.8244436,-0.1149823
88,-0.55828434,-0.3725217,"('low', 'eminent')",0.072176516,0.72528267,-0.2430539,0.1763805,-0.4194344
83,0.55346143,0.6690133,"('powerless', 'powerful')",-0.63095963,-0.61353296,-0.0387491,0.0277402,-0.0664893
87,0.5526383,0.7715053,"('unsuccessful', 'successful')",0.7981894,1.1509728,0.6754138,0.9612391,-0.2858253
31,-0.546211,-1.189941,"('evil', 'good')",0.77153474,0.20747933,0.1126619,-0.4912308,0.6038927
3,-0.5435779,-0.27630043,"('repellent', 'pleasant')",-1.4119737,-1.4299946,-0.9777758,-0.8531475,-0.1246283
0,-0.5393539,-0.13745904,"('unsociable', 'sociable')",-1.7808163,-1.6656226,-1.1600851,-0.9015408,-0.2585443
26,0.5392646,0.030810222,"('hardhearted', 'benevolent')",1.1520387,0.598778,0.8456516,0.3147941,0.5308575
12,0.5301979,0.4149373,"('unsupportive', 'supportive')",-0.65384567,-0.73032475,-0.0618239,-0.1576937,0.0958698
13,-0.5265206,-0.12126468,"('impolite', 'polite')",-1.5820268,-1.4336963,-1.0542737,-0.7774805,-0.2767932
32,0.5039312,0.40252623,"('unkind', 'kind')",-0.2801016,-0.09358285,0.1119148,0.1544717,-0.0425569
80,0.48417544,0.60223836,"('dominated', 'dominating')",-0.7112085,-0.6650986,-0.1135165,-0.0314301,-0.0820864
59,0.46631548,0.12659739,"('foolish', 'wise')",1.0267156,0.870817,0.7465156,0.4987072,0.2478084
78,-0.4525873,-0.38044545,"('nonresilient', 'resilient')",-1.052979,-1.002879,-0.7527832,-0.6916623,-0.0611209
51,-0.44441524,-0.6372106,"('uneducated', 'educated')",-0.29254067,-0.48615897,-0.3684779,-0.5616848,0.1932069
55,0.44388717,0.59852165,"('incompetent', 'clever')",-1.364976,-1.674617,-0.4605444,-0.5380477,0.0775033
67,-0.42447734,-0.20435911,"('doubtful', 'determined')",-0.25864038,0.097576946,-0.3415589,-0.0533911,-0.2881678
64,-0.42049944,-0.48771197,"('shy', 'confident')",-0.214093,-0.15146601,-0.3172962,-0.319589,0.0022928
36,-0.41725218,-0.63585347,"('hostile', 'amicable')",-0.31611708,-0.48566645,-0.3666846,-0.56076,0.1940754
14,0.40423605,0.714095,"('antisocial', 'social')",-0.8568591,-0.58692354,-0.2263115,0.0635857,-0.2898972
71,0.36590287,0.17234233,"('diffident', 'self-confident')",-0.5505447,-0.6345581,-0.0923209,-0.2311079,0.138787
52,0.36360815,-0.23951086,"('irrational', 'rational')",0.73528504,0.7087936,0.5494466,0.2346414,0.3148052
30,0.35110033,0.6366529,"('intolerant', 'tolerant')",-0.8558392,-0.70512325,-0.2523694,-0.0342352,-0.2181342
27,0.33984217,-0.07145642,"('hardhearted', 'softhearted')",-1.4335574,-2.158347,-0.5468576,-1.1149017,0.5680441
75,-0.30492285,-0.025658041,"('meek', 'impulsive')",0.1372532,0.67514795,-0.0838348,0.3247449,-0.4085797
45,0.26968306,0.68781257,"('incompetent', 'competent')",-1.7779127,-1.8266038,-0.7541149,-0.5693956,-0.1847193
44,0.25653797,0.63425034,"('prejudiced', 'unprejudiced')",0.15927313,0.8555115,0.2079056,0.7448809,-0.5369753
54,0.25070563,0.37325153,"('incapable', 'capable')",-0.07481091,0.44583368,0.0879474,0.4095426,-0.3215952
11,-0.24957874,0.24810728,"('unhelpful', 'helpful')",-1.4570692,-1.154475,-0.8533239,-0.4531838,-0.4001401
48,0.24954261,0.20351775,"('unintelligent', 'intelligent')",-1.2127601,-1.908971,-0.4816087,-0.8527266,0.3711179
20,-0.22928204,-0.10295272,"('rough', 'thoughtful')",-0.44087762,-0.43820792,-0.3350798,-0.2705803,-0.0644995
23,-0.21978042,0.27701062,"('insincere', 'sincere')",-1.8336214,-1.7909982,-1.0267009,-0.7569938,-0.2697071
65,-0.21575351,0.36461103,"('insecure', 'secure')",-0.9822982,-1.1269069,-0.5990258,-0.3811479,-0.2178779
6,0.21439207,-0.1999441,"('distant', 'open')",1.0145708,0.95837766,0.6144814,0.3792168,0.2352646
63,-0.21394335,-0.10346764,"('unperceptive', 'insightful')",-0.07478868,-0.017644608,-0.144366,-0.0605561,-0.0838099
5,-0.17465004,-0.3024399,"('distant', 'outgoing')",0.5013381,0.68993217,0.163344,0.1937461,-0.0304021
