,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,male-female
25,0.17243645,-0.071222164,"('egoistic', 'altruistic')",0.16432078,0.09151694,0.1683786,0.0101474,0.1582312
22,-0.168518,0.13556203,"('untrustworthy', 'trustworthy')",-0.4802379,-0.28166667,-0.324378,-0.0730523,-0.2513257
66,-0.15859897,-0.35951543,"('inactive', 'active')",0.78869075,0.7913419,0.3150459,0.2159132,0.0991327
43,0.15247661,0.5354572,"('irresponsible', 'responsible')",-1.6146815,-1.1262397,-0.7311025,-0.2953912,-0.4357113
1,-0.124737814,-0.41274902,"('unfriendly', 'friendly')",-0.6922346,-1.0493358,-0.4084862,-0.7310424,0.3225562
8,-0.11512935,-0.9842704,"('unaffectionate', 'affectionate')",-0.1634329,-0.62665373,-0.1392811,-0.8054621,0.666181
16,-0.10321887,0.013025872,"('unpopular', 'popular')",0.026459154,0.17832844,-0.0383799,0.0956772,-0.1340571
19,0.099952355,-0.04226505,"('inhospitable', 'hospitable')",0.09699184,0.10728879,0.0984721,0.0325119,0.0659602
79,-0.09787913,-0.09373595,"('wavering', 'unwavering')",0.39091703,0.7145995,0.1465189,0.3104318,-0.1639129
58,0.09613903,-0.06744023,"('undiscriminating', 'discriminating')",0.0754529,-0.1060247,0.085796,-0.0867325,0.1725285
37,0.08862452,-0.12409854,"('fake', 'genuine')",-0.2880194,-0.5979132,-0.0996974,-0.3610059,0.2613085
24,0.05002046,-0.42402235,"('dishonest', 'honest')",-0.9341269,-1.0603379,-0.4420532,-0.7421801,0.3001269
50,0.02961231,0.18992226,"('clumsy', 'skillful')",1.0571754,1.0586442,0.5433939,0.6242832,-0.0808893
4,-0.02365475,0.07685119,"('disliked', 'liked')",0.21579188,0.31516132,0.0960686,0.1960063,-0.0999377
74,-0.021042049,-0.09250061,"('undedicated', 'dedicated')",-0.34857237,-0.03207042,-0.1848072,-0.0622855,-0.1225217
7,-0.012205422,-0.1484016,"('insensitive', 'sensitive')",-1.01107,-1.329318,-0.5116377,-0.7388598,0.2272221
