,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
6,-3.1573105,-3.3440714,"('distant', 'open')",-1.9303553,-2.0214062,-0.16674756,0.05629696,-1.751471,-1.7697269,0.0182559
31,-2.4394002,-2.4135077,"('evil', 'good')",-2.2884614,-2.2904053,-2.1470454,-1.7797028,-2.2916355,-2.1612051,-0.1304304
5,-2.3424869,-2.4680126,"('distant', 'outgoing')",-1.5268663,-1.610752,-0.77442825,-0.5614229,-1.5479272,-1.5467291,-0.0011981
60,2.1205056,2.2520354,"('inefficient', 'efficient')",1.7924949,1.8258599,0.61715543,0.35402125,1.510052,1.4773054,0.0327466
8,-2.1079178,-2.3021905,"('unaffectionate', 'affectionate')",-1.7870946,-1.8315597,-0.80098337,-0.18724793,-1.5653319,-1.4403326,-0.1249993
1,-2.099139,-2.071377,"('unfriendly', 'friendly')",-0.6008753,-0.72943085,0.44910884,0.8899943,-0.7503018,-0.6369379,-0.1133639
19,-1.9644256,-2.1274319,"('inhospitable', 'hospitable')",-1.4648829,-1.5047202,-0.46533293,-0.23805647,-1.2982138,-1.2900695,-0.0081443
52,-1.9643232,-2.0420103,"('irrational', 'rational')",-1.9001043,-2.0255997,-0.8342029,-0.7425606,-1.5662101,-1.6033901,0.03718
36,-1.929092,-1.9641609,"('hostile', 'amicable')",-1.9517424,-1.8602686,-0.30578893,-0.12966026,-1.3955412,-1.31803,-0.0775112
76,1.9086872,1.9875419,"('anxious', 'daring')",1.6249304,1.6742603,0.9676453,0.8671731,1.5004209,1.5096585,-0.0092376
80,1.7425232,1.8042542,"('dominated', 'dominating')",1.7441871,1.7826098,-0.4047209,-0.7706428,1.0273298,0.9387404,0.0885894
56,1.67913,1.8585712,"('impractical', 'practical')",0.7160499,0.69561815,0.08741835,0.023090035,0.8275327,0.8590931,-0.0315604
30,1.6516496,1.7105767,"('intolerant', 'tolerant')",1.6065227,1.567251,0.9359735,0.87497145,1.3980486,1.3842664,0.0137822
65,1.5609711,1.6988584,"('insecure', 'secure')",1.2434046,1.3857762,0.4657535,0.44220296,1.0900431,1.1756125,-0.0855694
85,-1.5100728,-1.6958921,"('insignificant', 'prestigious')",-0.5974285,-0.7726545,-0.65241295,-0.3895554,-0.9199714,-0.9527007,0.0327293
46,1.5093628,1.723577,"('uncompetitive', 'competitive')",2.9297984,3.0351448,1.1420478,0.9371547,1.8604031,1.8986255,-0.0382224
38,-1.4677281,-1.5511708,"('untruthful', 'truthful')",-1.2166878,-1.1801786,-0.5337549,-0.4110771,-1.0727235,-1.0474755,-0.025248
79,-1.3085786,-1.3326696,"('wavering', 'unwavering')",-2.1051295,-2.0515287,-0.2626199,-0.15076803,-1.2254427,-1.1783221,-0.0471206
41,-1.2991364,-1.2691364,"('unforgiving', 'forgiving')",-0.27830347,-0.27566132,0.14475854,0.25576282,-0.4775604,-0.4296783,-0.0478821
9,-1.2892573,-1.4488077,"('unaffectionate', 'caring')",-0.5552674,-0.64014775,0.35140535,0.6992395,-0.4977064,-0.4632386,-0.0344678
7,1.2356255,1.2261242,"('insensitive', 'sensitive')",1.0946953,1.2098111,0.6572688,0.8276215,0.9958632,1.0878522,-0.091989
4,-1.1590285,-1.1416985,"('disliked', 'liked')",-0.16457623,-0.16215952,-5.7932467,-6.0093513,-2.3722839,-2.4377365,0.0654526
28,-1.1566691,-1.1558936,"('disloyal', 'loyal')",-0.3981407,-0.2509718,0.81791615,1.0181352,-0.2456312,-0.1295767,-0.1160545
39,1.0537,0.9597631,"('exploitative', 'cooperative')",-0.4132931,-0.43783665,-0.49745026,-0.3456133,0.0476522,0.0587711,-0.0111189
26,-1.0214807,-0.97260153,"('hardhearted', 'benevolent')",0.77227336,0.7204586,0.83268327,1.1047484,0.194492,0.2842018,-0.0897098
81,1.0071158,1.1849709,"('submissive', 'aggressive')",1.6095731,1.4805181,0.051713094,-0.2386992,0.8894673,0.8089299,0.0805374
42,0.9838971,0.92570406,"('unreliable', 'reliable')",1.7975621,1.801317,-1.9969853,-2.058594,0.2614913,0.222809,0.0386823
16,-0.90690374,-1.0075879,"('unpopular', 'popular')",-0.8060337,-0.8942102,0.30329907,0.27565005,-0.4698794,-0.5420494,0.07217
17,-0.9020584,-0.8936483,"('nasty', 'nice')",-1.4127359,-1.2645347,-0.5916994,-0.528356,-0.9688312,-0.8955131,-0.0733181
88,-0.89146775,-0.8961942,"('low', 'eminent')",-0.12214961,-0.19175854,-0.07488829,-0.10807877,-0.3628352,-0.3986772,0.035842
35,-0.88969815,-1.1473969,"('corrupt', 'incorrupt')",-2.2135146,-2.0948956,-0.89650524,-0.70926666,-1.3332394,-1.3171864,-0.016053
18,-0.88848704,-0.94297737,"('disagreeable', 'welcoming')",-0.5668496,-0.578439,-0.70233905,-0.48748952,-0.7192252,-0.6696353,-0.0495899
2,-0.87153304,-0.9193912,"('unlikable', 'likable')",1.2302693,1.240803,0.6652322,0.7126306,0.3413228,0.3446808,-0.003358
50,0.84698725,0.74522614,"('clumsy', 'skillful')",0.2553146,0.24760415,0.24425228,0.31450897,0.4488514,0.4357797,0.0130717
25,-0.8356607,-0.840939,"('egoistic', 'altruistic')",0.22719866,0.18938497,1.0750227,1.1388376,0.1555202,0.1624279,-0.0069077
21,0.83139807,0.94319534,"('immoral', 'moral')",1.0088542,1.015653,-0.2075017,-0.22498837,0.5442502,0.5779533,-0.0337031
0,-0.8093953,-0.5413828,"('unsociable', 'sociable')",0.6418001,0.6355817,0.01709288,-0.020560034,-0.0501674,0.0245463,-0.0747137
37,0.7917583,0.57343584,"('fake', 'genuine')",0.36857256,0.43925926,0.3953817,0.6158519,0.5185709,0.542849,-0.0242781
54,-0.77299666,-1.0242919,"('incapable', 'capable')",-0.42722556,-0.5894708,0.5557739,0.5895454,-0.2148161,-0.3414057,0.1265896
47,0.7680844,0.7636637,"('stupid', 'smart')",0.71301687,0.46809623,5.3085084,5.3821383,2.2632033,2.2046328,0.0585705
