,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
70,0.73260427,0.64448154,"('lethargic', 'energetic')",1.6210729,1.56681,1.5090749,1.3624138,1.2875841,1.1912351,0.096349
23,0.7101759,0.7180796,"('insincere', 'sincere')",-0.13947904,-0.19528961,5.076426,5.3871193,1.8823743,1.9699697,-0.0875954
87,0.688334,0.67699724,"('unsuccessful', 'successful')",1.118675,1.0017219,1.1752225,0.9846426,0.9940772,0.8877872,0.10629
24,-0.6772479,-0.75693476,"('dishonest', 'honest')",-1.5376291,-1.5496873,-0.10529498,0.2227666,-0.7733907,-0.6946185,-0.0787722
71,0.6760043,0.63560504,"('diffident', 'self-confident')",0.8084829,0.7350607,0.44923657,0.5235722,0.6445746,0.6314127,0.0131619
84,0.6455304,0.6141187,"('inferior', 'superior')",0.49134073,0.37331396,0.9411998,0.93096703,0.6926903,0.6394666,0.0532237
59,-0.62282896,-0.8173397,"('foolish', 'wise')",-0.96321416,-1.099274,-0.4716529,-0.26081547,-0.6858987,-0.7258097,0.039911
61,0.6176978,0.7111713,"('illogical', 'logical')",0.4943973,0.6404142,0.3613786,0.47393635,0.4911579,0.6085073,-0.1173494
55,0.6022712,0.7835029,"('incompetent', 'clever')",0.99085355,1.0467867,0.3863279,0.3782715,0.6598175,0.7361871,-0.0763696
67,0.57640225,0.56103843,"('doubtful', 'determined')",0.66239357,0.6232346,-0.52734697,-0.5983328,0.2371496,0.1953134,0.0418362
68,0.5601454,0.5689377,"('dependent', 'independent')",0.38718325,0.5709551,-0.032674156,-0.013645154,0.3048848,0.3754159,-0.0705311
44,-0.5496272,-0.71175575,"('prejudiced', 'unprejudiced')",-0.9331226,-0.930963,-1.4902931,-1.565443,-0.9910143,-1.0693873,0.078373
51,-0.5229476,-0.48248363,"('uneducated', 'educated')",1.1388408,1.0050328,0.6216244,0.47540653,0.4125059,0.3326519,0.079854
66,-0.5189009,-0.6406832,"('inactive', 'active')",1.1006866,0.93905336,1.3772862,1.3437012,0.653024,0.5473572,0.1056668
72,-0.5124425,-0.5288561,"('unambitious', 'ambitious')",-0.30940884,-0.28500983,-1.568408,-1.4578254,-0.7967531,-0.7572304,-0.0395227
77,0.48873958,0.7053787,"('unmotivated', 'motivated')",1.7016883,1.7524116,-0.3644991,-0.5473494,0.6086429,0.6368136,-0.0281707
32,-0.47704864,-0.42397317,"('unkind', 'kind')",0.40768367,0.39343953,0.6696684,0.86919224,0.2001011,0.2795529,-0.0794518
73,0.4765846,0.34199628,"('helpless', 'self-reliant')",-0.30581993,-0.44898278,-3.375581,-3.498236,-1.0682721,-1.2017408,0.1334687
63,0.47242874,0.52802926,"('unperceptive', 'insightful')",2.4449995,2.355626,1.8262142,1.7185972,1.5812141,1.5340842,0.0471299
75,-0.45247704,-0.47430727,"('meek', 'impulsive')",-0.5804056,-0.524533,-0.347638,-0.4081221,-0.4601736,-0.4689874,0.0088138
33,0.4370751,0.22814874,"('wrong', 'right')",0.0695402,0.019224316,-1.0184009,-1.0289096,-0.1705952,-0.2605122,0.089917
64,0.42421335,0.6975913,"('shy', 'confident')",1.5019344,1.6688874,-5.3106303,-5.5367503,-1.1281609,-1.0567572,-0.0714037
14,0.41389132,0.69129366,"('antisocial', 'social')",2.3341477,2.5146892,-0.4538426,-0.34864092,0.7647321,0.9524473,-0.1877152
57,0.34235504,0.61565506,"('unimaginative', 'imaginative')",0.4737384,0.62167305,-1.8569475,-1.9667081,-0.3469514,-0.2431267,-0.1038247
74,0.3346065,0.28898862,"('undedicated', 'dedicated')",0.20430845,0.12108163,0.3911422,0.38299897,0.310019,0.2643564,0.0456626
34,0.3301176,0.28300023,"('mean', 'honorable')",0.25462693,0.19826683,6.114342,6.185611,2.2330289,2.2222926,0.0107363
62,0.3300103,0.36747235,"('incompetent', 'brilliant')",0.929667,0.9284001,0.087814875,0.01978123,0.4491641,0.4385512,0.0106129
11,0.3293111,0.2835959,"('unhelpful', 'helpful')",-0.45493373,-0.47196645,1.9518504,2.0107648,0.6087426,0.6074648,0.0012778
3,0.31426898,0.5284535,"('repellent', 'pleasant')",1.2983468,1.473537,0.8110147,0.78386986,0.8078768,0.9286202,-0.1207434
49,0.30317974,0.38768366,"('unable', 'able')",-0.34768915,-0.19859761,-0.046256363,0.005374359,-0.0302553,0.0648201,-0.0950754
83,0.24994113,0.30649945,"('powerless', 'powerful')",0.97403216,0.91913164,-0.52933824,-0.74165195,0.231545,0.1613264,0.0702186
43,-0.2158885,-0.04790613,"('irresponsible', 'responsible')",-0.16955416,-0.19684705,0.46826622,0.6201849,0.0276078,0.1251439,-0.0975361
53,-0.21212299,-0.056524225,"('uncreative', 'creative')",0.70998657,0.63982135,1.0453204,1.2482252,0.5143947,0.6105074,-0.0961127
10,0.21140392,0.42012805,"('unsympathetic', 'sympathetic')",0.43517295,0.5599834,0.4478349,0.5109094,0.3648039,0.4970069,-0.132203
27,-0.18410021,-0.23529372,"('hardhearted', 'softhearted')",0.22292277,0.2961613,1.132107,1.4283587,0.3903099,0.4964087,-0.1060988
40,0.17844771,0.22425707,"('stingy', 'generous')",0.60440063,0.52468497,-1.3144395,-1.2342299,-0.1771971,-0.1617626,-0.0154345
13,0.17634127,0.33525836,"('impolite', 'polite')",0.38960087,0.46212107,0.39021742,0.287296,0.3187199,0.3615585,-0.0428386
58,0.169141,0.11905443,"('undiscriminating', 'discriminating')",1.1683413,1.1549985,0.23116636,0.18350665,0.5228829,0.4858532,0.0370297
82,-0.1668539,-0.14629763,"('poor', 'rich')",0.8784851,0.77349,5.984014,6.2010508,2.2318818,2.2760811,-0.0441993
20,0.1524595,0.091231644,"('rough', 'thoughtful')",0.9026532,0.85367346,0.91247374,1.0260485,0.6558622,0.6569846,-0.0011224
78,0.14616589,0.27682924,"('nonresilient', 'resilient')",1.5958327,1.6499376,1.1134639,1.023097,0.9518209,0.983288,-0.0314671
69,-0.12520519,-0.3098749,"('lazy', 'industrious')",0.29957995,0.21589462,-0.5904879,-0.6137707,-0.1387044,-0.235917,0.0972126
86,-0.12220962,0.069227904,"('uninfluential', 'influential')",0.6667994,0.65823543,0.38110664,0.31072095,0.3085655,0.3460614,-0.0374959
22,-0.06607408,-0.09443393,"('untrustworthy', 'trustworthy')",0.51599246,0.58385485,-0.7943426,-0.7443305,-0.1148081,-0.0849699,-0.0298382
29,-0.061532285,-0.12927562,"('unfair', 'fair')",-0.33513272,-0.33856967,-0.7085279,-0.5860146,-0.3683976,-0.3512866,-0.017111
45,-0.046287607,0.12096099,"('incompetent', 'competent')",0.55204046,0.67935795,0.016287256,0.062753364,0.1740134,0.2876908,-0.1136774
12,-0.025128871,-0.0019772574,"('unsupportive', 'supportive')",0.5467835,0.3794852,-1.4985806,-1.472868,-0.325642,-0.36512,0.039478
48,0.02469703,0.04591483,"('unintelligent', 'intelligent')",0.08431998,-0.046602048,0.38723424,0.42233345,0.1654171,0.1405487,0.0248684
15,0.016435966,0.012735188,"('boring', 'funny')",-1.7377878,-1.8339348,0.13273446,0.21274364,-0.5295391,-0.536152,0.0066129
