,range_male,range_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,male-female
56,2.6543088,2.510811,"('impractical', 'practical')",1.4776332,1.7303354,-0.35020396,0.06318341,1.2605793,1.4347766,-0.1741973
60,2.4386737,2.0952065,"('inefficient', 'efficient')",1.9719623,2.0541582,0.29251233,0.7750655,1.5677161,1.6414766,-0.0737605
21,2.2538493,1.7908912,"('immoral', 'moral')",1.8047454,1.5710506,0.18688741,0.039709542,1.4151607,1.1338838,0.2812769
36,-2.2269154,-2.2412605,"('hostile', 'amicable')",-2.8936124,-2.9739692,-0.34313747,-0.9802461,-1.8212217,-2.0651587,0.243937
31,-2.1997867,-1.8601849,"('evil', 'good')",-1.8835764,-1.7804582,-1.3099074,-1.5199506,-1.7977568,-1.720198,-0.0775588
5,-2.153496,-2.041759,"('distant', 'outgoing')",-0.81683105,-0.6292093,-1.1623831,-1.1732605,-1.3775702,-1.2814096,-0.0961606
6,-2.123326,-1.9490991,"('distant', 'open')",-1.4774684,-1.2563334,-0.8741746,-0.9968715,-1.4916563,-1.400768,-0.0908883
23,2.0618975,1.717268,"('insincere', 'sincere')",1.379754,1.386424,6.6175385,6.7986765,3.3530633,3.3007895,0.0522738
39,1.7629942,1.4491472,"('exploitative', 'cooperative')",0.022748625,-0.06238699,0.10475893,0.26689845,0.6301672,0.5512195,0.0789477
13,1.7298362,1.5037208,"('impolite', 'polite')",0.63477623,0.79267937,-0.5826327,-0.33939216,0.5939933,0.652336,-0.0583427
71,1.6846075,1.4584751,"('diffident', 'self-confident')",1.0645876,1.0595237,0.08261923,0.26169154,0.9439381,0.9265634,0.0173747
30,1.6418091,1.4008207,"('intolerant', 'tolerant')",1.4009119,1.3552893,0.8181629,0.788377,1.2869613,1.1814957,0.1054656
55,1.6321007,1.5183568,"('incompetent', 'clever')",0.72900045,0.7096705,0.8100755,0.90553576,1.0570589,1.044521,0.0125379
7,1.6309733,1.4461967,"('insensitive', 'sensitive')",1.2372705,1.153993,0.654822,0.88262266,1.1743552,1.1609375,0.0134177
43,1.5498496,1.3628335,"('irresponsible', 'responsible')",0.5248518,0.7271102,0.38538653,0.6383795,0.8200293,0.9094411,-0.0894118
65,1.4593313,1.02252,"('insecure', 'secure')",0.45415708,0.29464746,0.1350761,0.59907377,0.6828548,0.6387471,0.0441077
35,-1.4104924,-1.3241682,"('corrupt', 'incorrupt')",-1.927656,-1.808158,-0.9883347,-1.2246594,-1.4421611,-1.4523285,0.0101674
75,-1.405671,-1.0552523,"('meek', 'impulsive')",-0.5355144,-0.48015073,-0.84482694,-0.70685023,-0.9286708,-0.7474178,-0.181253
62,1.3836142,1.515882,"('incompetent', 'brilliant')",0.8575906,1.1138759,0.08267337,0.73833585,0.774626,1.1226979,-0.3480719
44,-1.3413094,-1.3153456,"('prejudiced', 'unprejudiced')",-0.6448055,-0.58922774,-1.2367707,-1.1296831,-1.0742952,-1.0114188,-0.0628764
74,1.2544307,1.1094465,"('undedicated', 'dedicated')",0.59184045,0.52664995,-0.44466212,-0.46058834,0.467203,0.391836,0.075367
81,1.2454367,1.0076563,"('submissive', 'aggressive')",1.7602533,1.5123001,0.06986031,0.23722526,1.0251834,0.9190606,0.1061228
4,-1.2254333,-0.88038474,"('disliked', 'liked')",-0.6386793,-0.5392782,-7.575176,-7.691554,-3.1464294,-3.0370725,-0.1093569
14,1.2080059,1.1728784,"('antisocial', 'social')",1.1064389,1.077914,-0.10177636,0.18074448,0.7375561,0.8105123,-0.0729562
46,1.1969037,1.0404605,"('uncompetitive', 'competitive')",1.7872003,1.5576426,-0.5615293,-0.4263226,0.807525,0.7239268,0.0835982
77,1.1752702,0.8031584,"('unmotivated', 'motivated')",1.5135213,1.239833,-0.9592886,-1.0613054,0.576501,0.3272287,0.2492723
52,-1.1726878,-1.2000912,"('irrational', 'rational')",-0.7258044,-0.81495,-0.12290694,-0.59234065,-0.6737997,-0.8691274,0.1953277
28,1.1667675,1.1922568,"('disloyal', 'loyal')",0.26918268,0.25025082,0.9474771,1.0604417,0.7944757,0.8343164,-0.0398407
10,1.1633755,0.9070032,"('unsympathetic', 'sympathetic')",0.25475413,0.11961018,0.018197248,0.3486779,0.4787757,0.4584304,0.0203453
48,1.139536,1.1489545,"('unintelligent', 'intelligent')",1.0667449,1.2016505,0.75029963,0.9140393,0.9855269,1.0882148,-0.1026879
85,-1.0970658,-1.0792642,"('insignificant', 'prestigious')",-0.31482154,-0.55807364,-0.41494662,-0.9180727,-0.6089447,-0.8518035,0.2428588
12,1.0611902,0.92727035,"('unsupportive', 'supportive')",1.1739866,1.1686128,-2.182456,-1.9255137,0.0175736,0.0567898,-0.0392162
45,1.0497049,1.3562502,"('incompetent', 'competent')",0.5365605,0.8334384,-0.122256346,0.26159003,0.488003,0.8170929,-0.3290899
