,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
39,1.0967771,1.3919458,"('exploitative', 'cooperative')",0.35577384,0.5817014,0.4571228,0.45359546,0.6365579,0.8090809,-0.172523
66,-1.0728457,-1.0037651,"('inactive', 'active')",-0.29647675,-0.6062132,1.3824158,1.3701904,0.0043645,-0.0799293,0.0842938
52,-1.01776,-0.8259877,"('irrational', 'rational')",-0.3888706,-0.39680874,0.12893614,0.026221372,-0.4258982,-0.3988583,-0.0270399
14,1.0103753,1.0702897,"('antisocial', 'social')",0.9853304,1.1100672,0.38926736,0.44541854,0.794991,0.8752585,-0.0802675
36,-0.9512283,-1.2579294,"('hostile', 'amicable')",-0.5028215,-0.79702,1.9520369,1.6310251,0.1659957,-0.1413081,0.3073038
23,-0.94784635,-1.0673884,"('insincere', 'sincere')",-0.68780684,-0.5917067,1.8606769,2.1654978,0.0750079,0.1688009,-0.093793
82,-0.9103006,-1.1502727,"('poor', 'rich')",-0.14702299,-0.06878863,2.8382616,3.209943,0.593646,0.6636272,-0.0699812
28,-0.89986515,-0.84313947,"('disloyal', 'loyal')",-0.15917225,0.013924755,0.67468,0.7707341,-0.1281192,-0.0194935,-0.1086257
56,0.8702236,0.93232745,"('impractical', 'practical')",0.17381708,0.36657065,0.23293537,0.34678358,0.4256587,0.5485605,-0.1229018
88,-0.81708723,-0.9006604,"('low', 'eminent')",0.29842937,0.39373806,-0.08535349,-0.10782785,-0.2013371,-0.2049167,0.0035796
59,-0.81114686,-0.6205205,"('foolish', 'wise')",0.3021226,0.30531642,0.17190012,0.23002595,-0.1123747,-0.0283927,-0.083982
80,0.8067071,0.79238075,"('dominated', 'dominating')",0.2686968,0.24444667,0.5866839,0.4266301,0.5540293,0.4878192,0.0662101
18,-0.7967194,-0.8181491,"('disagreeable', 'welcoming')",-0.10317096,-0.02167426,-1.0435035,-1.0176437,-0.6477979,-0.6191557,-0.0286422
68,-0.7850933,-0.76279706,"('dependent', 'independent')",-0.49968207,-0.6615161,-1.3764725,-1.3408492,-0.8870826,-0.9217207,0.0346381
10,-0.7633501,-0.52415407,"('unsympathetic', 'sympathetic')",-1.3451612,-0.952797,-1.4330875,-1.0013357,-1.1805329,-0.8260956,-0.3544373
24,-0.7455339,-0.55356705,"('dishonest', 'honest')",-1.7901651,-1.359613,0.08592565,0.23543073,-0.8165911,-0.5592498,-0.2573413
57,-0.7360108,-0.6693864,"('unimaginative', 'imaginative')",0.56278545,0.59490055,0.21121253,-0.031479243,0.0126624,-0.0353217,0.0479841
4,-0.7275825,-0.64905554,"('disliked', 'liked')",-0.32171962,-0.3752496,-1.7161916,-2.1522384,-0.9218313,-1.0588478,0.1370165
51,-0.7267567,-0.699086,"('uneducated', 'educated')",-0.510947,-0.43518126,-0.70870775,-0.6107079,-0.6488038,-0.5816584,-0.0671454
40,-0.72589505,-0.69507855,"('stingy', 'generous')",-0.099674635,0.040221736,-0.89876896,-0.9821426,-0.5747796,-0.5456665,-0.0291131
44,0.7137857,0.6199347,"('prejudiced', 'unprejudiced')",-0.014026787,-0.20966215,-1.0890195,-1.1968173,-0.1297535,-0.2621816,0.1324281
16,-0.7098778,-0.93513423,"('unpopular', 'popular')",-0.04187537,-0.33149004,0.24274525,0.084634386,-0.1696693,-0.3939966,0.2243273
55,0.6829038,0.71546406,"('incompetent', 'clever')",0.21495402,0.4344215,-0.58824944,-0.46841553,0.1032028,0.2271567,-0.1239539
35,-0.653629,-0.6600156,"('corrupt', 'incorrupt')",-0.23853694,-0.37749875,0.5390754,0.48164448,-0.1176969,-0.1852899,0.067593
3,-0.5999325,-0.6386946,"('repellent', 'pleasant')",-0.28067806,-0.17595856,-1.0409818,-0.8283907,-0.6405308,-0.5476813,-0.0928495
84,0.5954145,0.62614655,"('inferior', 'superior')",0.31224602,0.2592066,0.42541987,0.5357454,0.4443601,0.4736995,-0.0293394
62,0.59463155,0.7071947,"('incompetent', 'brilliant')",0.73206425,0.99175197,-0.17887942,-0.060917914,0.3826055,0.5460096,-0.1634041
75,-0.5774533,-0.6503573,"('meek', 'impulsive')",0.35749945,0.12426019,-0.39716697,-0.4308845,-0.205707,-0.3189939,0.1132869
67,0.55885714,0.5936119,"('doubtful', 'determined')",0.42244127,0.29001874,-0.8871603,-0.92481685,0.0313794,-0.0137287,0.0451081
12,-0.5398199,-0.42857742,"('unsupportive', 'supportive')",0.79353666,0.81131154,-0.666128,-0.7241063,-0.1374704,-0.1137907,-0.0236797
26,-0.5316933,-0.39581954,"('hardhearted', 'benevolent')",0.5673547,0.66488314,3.2023728,3.168457,1.0793447,1.1458402,-0.0664955
15,0.5186255,0.44550315,"('boring', 'funny')",0.074313715,-0.044614453,0.27209428,0.11938085,0.2883445,0.1734232,0.1149213
74,-0.48642966,-0.46744782,"('undedicated', 'dedicated')",0.2542366,0.41235802,1.1773039,1.1758378,0.315037,0.3735826,-0.0585456
11,-0.4819876,-0.35154578,"('unhelpful', 'helpful')",0.75430226,0.8142528,0.025599077,0.35203856,0.0993046,0.2715818,-0.1722772
37,0.4756258,0.44724432,"('fake', 'genuine')",-0.48682976,-0.39318472,0.16710044,0.22114886,0.0519655,0.0917362,-0.0397707
41,-0.45922282,-0.4632642,"('unforgiving', 'forgiving')",-0.99774003,-0.87938356,0.42495155,0.45914054,-0.3440038,-0.2945024,-0.0495014
30,0.4582723,0.63737553,"('intolerant', 'tolerant')",1.1896505,1.5342964,-0.20480359,-0.0019946834,0.4810398,0.7232258,-0.242186
63,-0.45598358,-0.35401085,"('unperceptive', 'insightful')",0.12144658,0.22582042,0.43876666,0.61978304,0.0347432,0.1638642,-0.129121
13,0.44473642,0.6005239,"('impolite', 'polite')",-0.26735002,-0.10175671,-1.0259194,-0.9045359,-0.2828443,-0.1352562,-0.1475881
45,-0.43813512,-0.38804927,"('incompetent', 'competent')",-0.64542913,-0.43993384,0.8947892,1.0085968,-0.062925,0.0602045,-0.1231295
32,-0.43729466,-0.41328573,"('unkind', 'kind')",-0.30595487,-0.13041961,-0.003315555,0.18617614,-0.248855,-0.1191764,-0.1296786
64,0.43560216,0.52097315,"('shy', 'confident')",-0.026413552,0.0306983,-3.2033772,-3.4179358,-0.9313962,-0.9554214,0.0240252
21,0.43453786,0.54889125,"('immoral', 'moral')",-0.07306485,0.11487167,-2.003082,-1.7684592,-0.547203,-0.3682321,-0.1789709
7,0.43227696,0.41813618,"('insensitive', 'sensitive')",0.39285767,0.40568495,-0.19263358,0.056007665,0.2108337,0.2932763,-0.0824426
58,-0.38502458,-0.3890595,"('undiscriminating', 'discriminating')",-0.019819852,-0.102596685,0.9456419,0.9766657,0.1802658,0.1616698,0.018596
78,-0.37422174,-0.6784822,"('nonresilient', 'resilient')",0.8253621,0.55769056,0.6033072,0.6196954,0.3514825,0.1663013,0.1851812
46,0.37407362,0.286615,"('uncompetitive', 'competitive')",0.22027463,0.4331655,-0.84684414,-0.78912866,-0.0841653,-0.0231161,-0.0610492
2,0.36583036,0.43345675,"('unlikable', 'likable')",0.15243928,0.19603737,0.33637816,0.38480917,0.2848826,0.3381011,-0.0532185
20,0.32541248,0.13743909,"('rough', 'thoughtful')",0.5484346,0.36898562,0.90805626,0.8933637,0.5939678,0.4665961,0.1273717
61,-0.3180562,-0.19145502,"('illogical', 'logical')",0.5924064,0.6485208,0.76686054,0.77090085,0.3470703,0.4093222,-0.0622519
43,-0.31659964,-0.2068601,"('irresponsible', 'responsible')",-0.524455,-0.2479701,0.33528975,0.5731606,-0.1685883,0.0394435,-0.2080318
72,-0.31640238,-0.3888508,"('unambitious', 'ambitious')",-0.31043124,-0.39879227,0.9915563,0.9183172,0.1215742,0.043558,0.0780162
71,-0.3149694,-0.20870562,"('diffident', 'self-confident')",1.0509216,0.96001065,0.5949646,0.5084715,0.4436389,0.4199255,0.0237134
33,-0.2997218,-0.039187893,"('wrong', 'right')",0.30517346,0.36064216,0.4004038,0.22030506,0.1352851,0.1805865,-0.0453014
42,0.2929312,0.4232455,"('unreliable', 'reliable')",-1.2188029,-0.9897762,-1.2985433,-1.3695905,-0.7414717,-0.6453737,-0.096098
34,-0.28379086,-0.23486808,"('mean', 'honorable')",-0.20840013,-0.35248598,2.3178058,2.7003405,0.6085383,0.7043289,-0.0957906
81,0.2772317,0.57140785,"('submissive', 'aggressive')",0.5595137,0.79114354,-1.6371261,-1.2720995,-0.2667936,0.0301507,-0.2969443
83,-0.21380058,-0.16465974,"('powerless', 'powerful')",-0.058004312,-0.066677734,-0.929443,-0.9202817,-0.400416,-0.3838731,-0.0165429
73,0.21246119,0.43097082,"('helpless', 'self-reliant')",0.7645133,0.86297184,-1.0760429,-1.3270441,-0.0330228,-0.0110338,-0.021989
70,-0.2041847,-0.19082084,"('lethargic', 'energetic')",-0.41622102,-0.16793193,-0.4186343,-0.17379227,-0.3463467,-0.177515,-0.1688317
22,0.19868805,0.32149148,"('untrustworthy', 'trustworthy')",-0.7912704,-0.64007056,-0.43558368,-0.34097087,-0.342722,-0.21985,-0.122872
17,-0.18175827,-0.18399441,"('nasty', 'nice')",-0.8450861,-0.82786876,-1.0218954,-1.1241046,-0.6829133,-0.7119892,0.0290759
77,-0.1566561,-0.31894404,"('unmotivated', 'motivated')",0.74890965,0.5834238,-1.3111837,-1.336738,-0.2396434,-0.3574194,0.117776
0,-0.14181341,-0.26449034,"('unsociable', 'sociable')",-0.6472218,-0.6751137,-0.69522315,-0.7474187,-0.4947528,-0.5623409,0.0675881
48,0.11560373,-0.14696635,"('unintelligent', 'intelligent')",0.8868776,0.6928176,-0.59310347,-0.70215094,0.1364593,-0.0520999,0.1885592
69,-0.10690284,-0.035481285,"('lazy', 'industrious')",1.1264645,0.92544425,0.9333498,0.8838151,0.6509705,0.5912594,0.0597111
49,-0.07535007,0.045411527,"('unable', 'able')",0.5760761,0.5715792,-0.5629749,-0.47707376,-0.0207496,0.046639,-0.0673886
47,-0.06515956,0.13151886,"('stupid', 'smart')",0.5669357,0.745808,3.1418881,3.5386841,1.2145548,1.4720036,-0.2574488
50,-0.06062704,-0.2305218,"('clumsy', 'skillful')",0.14603159,0.05699632,-0.22749627,-0.16839792,-0.0473639,-0.1139745,0.0666106
87,0.028815188,-0.04086016,"('unsuccessful', 'successful')",0.92377734,0.7394635,1.8250949,1.6431537,0.9258958,0.7805857,0.1453101
29,-0.021978,-0.021044135,"('unfair', 'fair')",-0.69701314,-0.82617146,-0.38562393,-0.47710103,-0.368205,-0.4414389,0.0732339
