,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
6,-2.1021025,-1.959799,"('distant', 'open')",-1.0438652,-0.87102914,0.9079036,0.8778567,-0.7460214,-0.6509905,-0.0950309
1,-2.0938082,-2.023164,"('unfriendly', 'friendly')",-0.21284145,-0.19148034,2.018129,2.069398,-0.0961735,-0.0484155,-0.047758
5,-1.8464146,-1.6836054,"('distant', 'outgoing')",-0.4305514,-0.42271203,0.9328354,0.94635427,-0.4480436,-0.3866544,-0.0613892
9,-1.8290695,-1.7187632,"('unaffectionate', 'caring')",-0.11119202,-0.017186783,1.0078725,1.0856367,-0.3107963,-0.2167711,-0.0940252
53,-1.6957389,-1.63782,"('uncreative', 'creative')",0.294515,0.26882723,1.3920548,1.4916797,-0.0030564,0.0408956,-0.043952
19,-1.6595933,-1.5726485,"('inhospitable', 'hospitable')",-1.2038451,-1.1762837,-0.34611893,-0.35859853,-1.0698525,-1.0358436,-0.0340089
86,-1.5686052,-1.3761715,"('uninfluential', 'influential')",-0.5473607,-0.35553613,0.02296769,0.1436693,-0.6976661,-0.5293461,-0.16832
31,-1.5052243,-1.4421784,"('evil', 'good')",-0.067552626,-0.15795371,0.76789874,0.5295688,-0.2682928,-0.3568544,0.0885616
60,1.4115113,1.3812915,"('inefficient', 'efficient')",0.6002078,0.78991157,-0.8709488,-0.6619477,0.3802568,0.5030851,-0.1228283
54,-1.3893827,-1.2384083,"('incapable', 'capable')",-0.029718904,-0.06942832,0.2347917,0.33401024,-0.39477,-0.3246088,-0.0701612
8,-1.3286763,-1.3687139,"('unaffectionate', 'affectionate')",-0.09605847,-0.05758801,0.96845603,0.9025308,-0.1520929,-0.1745903,0.0224974
65,1.3061777,1.2574897,"('insecure', 'secure')",-0.28929454,-0.25565043,-0.20133954,-0.20214038,0.2718479,0.2665663,0.0052816
85,-1.2747153,-1.2827817,"('insignificant', 'prestigious')",0.3223266,0.23844725,0.9071422,0.7043211,-0.0150822,-0.1133378,0.0982556
25,-1.2152331,-1.2451106,"('egoistic', 'altruistic')",0.3304283,0.31618458,1.4470954,1.2419319,0.1874302,0.1043353,0.0830949
79,-1.1568943,-1.2288516,"('wavering', 'unwavering')",-1.1480483,-1.2459551,0.18117796,0.08282771,-0.7079216,-0.7973263,0.0894047
27,-1.1163379,-1.0435078,"('hardhearted', 'softhearted')",-0.09894566,-0.07617675,-0.014481976,0.09081826,-0.4099218,-0.3429554,-0.0669664
38,-1.1145163,-1.0538839,"('untruthful', 'truthful')",-0.81930935,-0.741543,0.13238965,0.25200593,-0.6004786,-0.5144736,-0.086005
76,1.1145078,1.0737046,"('anxious', 'daring')",-0.2630025,-0.059648905,-0.96516,-0.82853925,-0.0378849,0.0618388,-0.0997237
