,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.7689167,-1.5393002,"('uninfluential', 'influential')",-0.20908734,-0.24219334,-0.059729002,-0.14605361,-0.6792444,-0.6425157,-0.0367287
73,1.5632118,1.5726094,"('helpless', 'self-reliant')",1.364698,1.1422879,-2.6196756,-2.7290204,0.1027447,-0.0047077,0.1074524
57,-1.4810168,-1.1137207,"('unimaginative', 'imaginative')",-0.5787816,-0.48310858,-2.252003,-2.1807733,-1.437267,-1.2592008,-0.1780662
66,-1.4304073,-1.3455609,"('inactive', 'active')",-0.6375744,-0.6725513,0.8175427,0.7033765,-0.416813,-0.4382452,0.0214322
8,-1.4255321,-0.97919166,"('unaffectionate', 'affectionate')",-0.6924318,-0.38054043,0.45251906,0.5212711,-0.5551482,-0.279487,-0.2756612
10,-1.420547,-1.3108118,"('unsympathetic', 'sympathetic')",-0.07890765,0.049973197,-0.5201604,-0.408219,-0.673205,-0.5563525,-0.1168525
40,-1.3844261,-1.2779557,"('stingy', 'generous')",-0.912174,-0.8628658,-1.7302022,-1.6106434,-1.3422674,-1.2504883,-0.0917791
9,-1.3138268,-1.1427865,"('unaffectionate', 'caring')",0.053728893,0.2746305,0.80827266,0.8396485,-0.1506084,-0.0095025,-0.1411059
53,-1.2601441,-0.7854885,"('uncreative', 'creative')",0.665768,0.7981657,0.7450584,0.8141999,0.0502274,0.2756257,-0.2253983
1,-1.0474023,-0.63668466,"('unfriendly', 'friendly')",0.19533165,0.35953674,1.544371,1.5514358,0.2307668,0.4247626,-0.1939958
50,1.0371823,1.0337747,"('clumsy', 'skillful')",0.115626946,0.13719143,0.200726,0.26178697,0.4511784,0.4775844,-0.026406
31,-1.0158205,-0.58355844,"('evil', 'good')",-1.9810352,-1.6504209,-1.1877719,-0.96049273,-1.3948758,-1.0648239,-0.3300519
26,-0.98710775,-0.67907816,"('hardhearted', 'benevolent')",0.48550966,0.6679877,1.5258077,1.7543056,0.3414032,0.5810717,-0.2396685
42,0.9644413,0.9294072,"('unreliable', 'reliable')",0.7220274,0.8661051,-2.4809766,-2.5680523,-0.264836,-0.2575134,-0.0073226
3,-0.96338797,-1.2410221,"('repellent', 'pleasant')",-0.37601346,-0.5815919,-0.10965273,-0.15321502,-0.4830181,-0.6586097,0.1755916
6,-0.9531368,-0.59413135,"('distant', 'open')",-0.7893332,-0.47611558,0.2758119,0.3040045,-0.488886,-0.2554141,-0.2334719
48,-0.9464854,-1.0299104,"('unintelligent', 'intelligent')",-0.9383079,-0.9993565,0.25067964,0.1998685,-0.5447046,-0.6097995,0.0650949
88,-0.9403071,-0.7888002,"('low', 'eminent')",0.29157317,0.30528226,0.12172536,0.14439255,-0.1756695,-0.1130418,-0.0626277
82,-0.8748186,-0.6564557,"('poor', 'rich')",0.41240007,0.5372815,5.690456,5.8723598,1.7426791,1.9177286,-0.1750495
46,-0.8612035,-0.7936213,"('uncompetitive', 'competitive')",1.509223,1.4661674,-0.2446354,-0.17413798,0.1344614,0.1661361,-0.0316747
56,0.8523045,0.9291688,"('impractical', 'practical')",1.7445216,1.9139252,0.098659955,0.20683567,0.8984954,1.0166432,-0.1181478
72,-0.8469496,-0.8498362,"('unambitious', 'ambitious')",-0.8726251,-0.9067955,-1.1843506,-1.0725152,-0.9679751,-0.943049,-0.0249261
59,0.819896,0.9555595,"('foolish', 'wise')",-0.3505243,0.027606547,0.10025814,0.2228679,0.1898766,0.4020113,-0.2121347
0,-0.808195,-0.97406214,"('unsociable', 'sociable')",0.9489041,0.9032694,-0.2615593,-0.22273825,-0.0402834,-0.0978437,0.0575603
33,0.7730372,0.7617809,"('wrong', 'right')",0.2696609,0.41448092,-0.5461932,-0.5416026,0.1655017,0.2115531,-0.0460514
36,-0.7466442,-0.289983,"('hostile', 'amicable')",-1.8045717,-1.565367,-0.11747869,-0.0005883239,-0.8895648,-0.6186461,-0.2709187
67,0.74060047,0.45758703,"('doubtful', 'determined')",0.19793826,0.12940478,-0.3519864,-0.2704202,0.1955174,0.1055239,0.0899935
34,-0.7400206,-0.75088906,"('mean', 'honorable')",-0.076431274,-0.20326534,5.8264046,6.0288177,1.6699842,1.6915544,-0.0215702
78,-0.7104019,-0.6256104,"('nonresilient', 'resilient')",0.7951932,0.7672901,0.49472934,0.50240487,0.1931735,0.2146949,-0.0215214
11,-0.7006876,-0.6767439,"('unhelpful', 'helpful')",0.34874856,0.47833493,1.7591177,2.0004659,0.4690595,0.6006856,-0.1316261
28,-0.697764,-0.4951315,"('disloyal', 'loyal')",-0.33173093,-0.17788279,0.8959821,0.97671497,-0.0445043,0.1012336,-0.1457379
39,0.6964732,0.8841067,"('exploitative', 'cooperative')",1.3680246,1.3956575,0.23601714,0.3479544,0.7668383,0.8759061,-0.1090678
14,-0.6613304,-0.87668705,"('antisocial', 'social')",0.7731515,0.7051873,-0.8053358,-0.60440904,-0.2311716,-0.2586363,0.0274647
81,-0.65168315,-0.8960308,"('submissive', 'aggressive')",0.09145812,-0.05594123,-0.73302054,-0.6376356,-0.4310819,-0.5298692,0.0987873
45,-0.6501388,-0.47993758,"('incompetent', 'competent')",0.18135834,0.42003158,-0.30757552,-0.1846733,-0.2587853,-0.0815264,-0.1772589
44,0.63768876,0.36507282,"('prejudiced', 'unprejudiced')",0.46257567,0.32415515,-0.91909915,-1.0135669,0.0603884,-0.108113,0.1685014
25,-0.6034443,-0.5726835,"('egoistic', 'altruistic')",-0.6862277,-0.55341345,1.1602597,1.2380812,-0.0431374,0.0373281,-0.0804655
58,-0.58931595,-0.36481178,"('undiscriminating', 'discriminating')",0.35584474,0.24012357,0.12740114,0.026448548,-0.0353567,-0.0327466,-0.0026101
15,0.5871564,0.81961095,"('boring', 'funny')",0.13780539,0.42791745,0.38772625,0.39452806,0.370896,0.5473522,-0.1764562
69,0.56990474,0.5576048,"('lazy', 'industrious')",0.19642745,0.38060984,-0.515882,-0.3865723,0.0834834,0.1838808,-0.1003974
12,-0.5576243,-0.44321617,"('unsupportive', 'supportive')",0.5504611,0.7338955,-1.4953811,-1.4623702,-0.5008481,-0.3905636,-0.1102845
19,-0.5385209,0.06656672,"('inhospitable', 'hospitable')",-0.59011626,-0.35503277,-0.21290347,0.028580135,-0.4471802,-0.0866286,-0.3605516
