,ch_male,ch_female,tuple,robinson_male,robinson_female,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,male-female
60,5.306149,6.052687,"('inefficient', 'efficient')",1.8936868,2.9306884,1.3413304,1.680774,0.08059785,0.4558119,2.155441,2.7799902,-0.6245492
55,4.565079,5.143043,"('incompetent', 'clever')",0.06457156,0.7263566,-0.1820519,0.027454278,-0.25963712,-0.14144383,1.0469904,1.4388525,-0.3918621
35,-4.410307,-4.701449,"('corrupt', 'incorrupt')",-0.1306421,-0.86950946,-0.51476735,-0.7611109,-0.11028666,-0.36646903,-1.2915007,-1.6746345,0.3831338
46,4.1129713,4.337303,"('uncompetitive', 'competitive')",1.3099355,1.8900917,0.91033375,0.99975157,-0.2833084,-0.42143142,1.512483,1.7014288,-0.1889458
6,-3.9910202,-4.3198547,"('distant', 'open')",-1.148633,-1.6677,-0.67635834,-0.8339648,0.62329346,0.57337713,-1.2981795,-1.5620356,0.2638561
31,-3.9097393,-4.649689,"('evil', 'good')",-1.2300912,-1.8966331,-0.422696,-0.8348407,-0.76628804,-1.0582709,-1.5822036,-2.1098585,0.5276549
10,3.8374789,4.0749626,"('unsympathetic', 'sympathetic')",0.7677711,1.2157149,-0.4955614,-0.4374264,-0.29288197,-0.20382978,0.9542016,1.1623553,-0.2081537
36,-3.6685574,-4.6015496,"('hostile', 'amicable')",0.08734979,-0.7392698,-0.43567246,-0.7941651,0.27599812,0.106417894,-0.9352205,-1.5071416,0.5719211
70,3.6045945,3.997202,"('lethargic', 'energetic')",1.3612179,1.8811902,0.34849644,0.67878187,0.94680923,1.0816677,1.5652795,1.9097104,-0.3444309
85,-3.500738,-4.5563555,"('insignificant', 'prestigious')",-0.21293299,-1.1054599,-0.7031052,-1.1289935,0.8226337,0.42191046,-0.8985356,-1.5922247,0.6936891
65,3.4807937,3.614584,"('insecure', 'secure')",1.0634145,1.555381,1.0957888,1.3607485,-0.28811872,-0.04651313,1.3379695,1.62105,-0.2830805
21,3.4330945,3.7213976,"('immoral', 'moral')",0.91753554,1.6644708,0.56091774,0.80616075,-0.83453554,-0.7011395,1.019253,1.3727225,-0.3534695
62,3.4183753,3.8537297,"('incompetent', 'brilliant')",-0.42932677,0.29008287,1.2626122,1.583975,0.25332174,0.5057002,1.1262456,1.5583719,-0.4321263
79,-3.326403,-3.645832,"('wavering', 'unwavering')",-0.2200115,-0.8632889,-0.3447985,-0.30230772,0.32072854,0.23751007,-0.8926211,-1.1434796,0.2508585
14,3.3068852,3.436226,"('antisocial', 'social')",0.8273565,1.5236806,1.4064999,1.6724595,-0.78886384,-0.44848576,1.1879694,1.5459701,-0.3580007
0,3.218159,3.3390183,"('unsociable', 'sociable')",0.8815657,1.3485874,0.39716765,0.43144977,-0.65304935,-0.48334265,0.9609607,1.1589283,-0.1979676
52,-3.147704,-3.7434065,"('irrational', 'rational')",-0.95929223,-1.5980619,-0.44624668,-0.74861556,0.27439237,-0.029657535,-1.0697126,-1.5299354,0.4602228
81,3.130047,4.003047,"('submissive', 'aggressive')",-0.9279912,-0.021930017,-0.15223569,0.2669593,-1.1305691,-0.9331127,0.2298128,0.828741,-0.5989282
5,-3.1193678,-3.0651264,"('distant', 'outgoing')",-0.6280302,-1.1292964,0.1764251,0.04316838,0.20387387,0.2155303,-0.8417748,-0.9839309,0.1421561
43,3.006226,3.4598942,"('irresponsible', 'responsible')",2.012998,2.2756474,1.3502961,1.5249066,0.75865436,1.0707171,1.7820437,2.0827913,-0.3007476
4,-2.9458025,-3.0572195,"('disliked', 'liked')",-1.091111,-1.442991,-0.33141184,-0.46191683,-6.2152643,-6.6516075,-2.6458974,-2.9034338,0.2575364
69,-2.8480294,-3.3838172,"('lazy', 'industrious')",0.30926317,-0.39929813,0.9120641,0.70944893,-0.11479741,-0.35619208,-0.4353749,-0.8574647,0.4220898
