,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,male-female
17,-0.85497254,-0.9404443,"('nasty', 'nice')",0.77482045,1.0146834,-0.40784186,-0.43108198,-0.1626647,-0.1189476,-0.0437171
50,-0.8470571,-0.78464705,"('clumsy', 'skillful')",-0.6398916,-0.4037732,0.48844653,0.29732585,-0.3328341,-0.2970315,-0.0358026
18,-0.83094585,-0.64971817,"('disagreeable', 'welcoming')",-1.2750902,-1.2511133,-0.8999954,-0.85965586,-1.0020105,-0.9201624,-0.0818481
75,-0.8104807,-1.1266788,"('meek', 'impulsive')",-0.5071728,-0.686322,-0.23777843,-0.34730703,-0.5184773,-0.7201026,0.2016253
85,0.7962836,0.40246552,"('insignificant', 'prestigious')",0.3061592,-0.14434513,0.03400044,-0.018516496,0.3788144,0.079868,0.2989464
27,-0.7889714,-0.5581371,"('hardhearted', 'softhearted')",-0.8231853,-0.71173507,1.0401158,0.8099402,-0.1906803,-0.1533107,-0.0373696
35,0.78128564,0.3729514,"('corrupt', 'incorrupt')",0.28512433,-0.065501764,-0.45067737,-0.5799823,0.2052442,-0.0908442,0.2960884
72,-0.7613466,-0.58176845,"('unambitious', 'ambitious')",-0.08595148,-0.12800153,-1.2638512,-1.1577137,-0.7037164,-0.6224945,-0.0812219
60,-0.7578376,-0.28993142,"('inefficient', 'efficient')",0.8901157,1.4208148,0.43428457,0.5853714,0.1888542,0.5720849,-0.3832307
39,0.7450078,0.60251486,"('exploitative', 'cooperative')",1.5091169,1.5096023,0.016016714,-0.06748223,0.7567138,0.681545,0.0751688
14,-0.7175788,-0.71659505,"('antisocial', 'social')",0.59446734,0.72235227,-1.246881,-1.2771506,-0.4566642,-0.4237978,-0.0328664
5,0.71006423,0.22476232,"('distant', 'outgoing')",0.60023814,0.008162469,-0.24185425,-0.4448638,0.3561494,-0.0706463,0.4267957
53,0.70833117,0.6050076,"('uncreative', 'creative')",-0.08237479,-0.295124,0.7466076,0.58550435,0.4575213,0.2984626,0.1590587
84,0.6945743,0.5518989,"('inferior', 'superior')",0.6701028,0.49293482,1.1445743,1.1143069,0.8364171,0.7197135,0.1167036
29,0.68961513,0.40033665,"('unfair', 'fair')",0.5125812,0.17910464,-0.63757724,-0.5689215,0.1882064,0.0035066,0.1846998
46,-0.68295693,-0.48332834,"('uncompetitive', 'competitive')",0.5001242,0.85902876,0.21060361,0.18137756,0.009257,0.1856927,-0.1764357
64,-0.6675957,-0.98382413,"('shy', 'confident')",-0.42017847,-0.37114972,-6.3544555,-5.913381,-2.4807432,-2.422785,-0.0579582
36,0.6582376,0.488135,"('hostile', 'amicable')",0.2600121,-0.03214261,-0.28364646,-0.34083253,0.2115344,0.0383866,0.1731478
61,0.65348023,0.38978994,"('illogical', 'logical')",1.0880003,0.8539454,0.12892911,-0.06324648,0.6234699,0.3934963,0.2299736
28,-0.64299273,-0.6105987,"('disloyal', 'loyal')",-0.11807668,-0.026955193,0.69070846,0.472742,-0.0234537,-0.0549373,0.0314836
43,-0.58224416,-0.43454596,"('irresponsible', 'responsible')",-0.078606755,-0.006695211,0.4032874,0.353841,-0.0858545,-0.0291334,-0.0567211
13,-0.5726807,-0.39767006,"('impolite', 'polite')",-0.08066739,0.1911987,0.023428224,-0.10800128,-0.2099733,-0.1048242,-0.1051491
68,-0.54428416,-0.5453426,"('dependent', 'independent')",-0.64933074,-0.49098688,-0.31226814,-0.25036165,-0.501961,-0.4288971,-0.0730639
0,-0.5371081,-0.44476417,"('unsociable', 'sociable')",0.45120758,0.66781706,-0.5747618,-0.5310475,-0.2202208,-0.1026649,-0.1175559
7,-0.49736398,-0.3394969,"('insensitive', 'sensitive')",-0.25233084,-0.08803497,0.50090635,0.27816924,-0.0829295,-0.0497876,-0.0331419
54,0.47479475,0.33724865,"('incapable', 'capable')",1.190011,0.8594682,1.2507163,1.14861,0.9718407,0.7817756,0.1900651
31,0.45968628,0.23510258,"('evil', 'good')",0.054450244,-0.19972934,-1.547095,-1.435007,-0.3443195,-0.4665446,0.1222251
22,-0.43588525,-0.5828665,"('untrustworthy', 'trustworthy')",0.45455992,0.3775553,-0.8990662,-1.1320636,-0.2934638,-0.4457916,0.1523278
12,0.42977622,0.41015813,"('unsupportive', 'supportive')",0.8274848,0.77130455,-1.8253775,-1.8555671,-0.1893721,-0.2247015,0.0353294
11,-0.42793536,-0.45379114,"('unhelpful', 'helpful')",0.26768848,0.32068795,2.3060057,2.1177409,0.715253,0.6615459,0.0537071
76,-0.4268459,-0.2300874,"('anxious', 'daring')",0.6226009,0.7249465,0.70580715,0.70176905,0.3005207,0.398876,-0.0983553
83,0.41458803,0.23026264,"('powerless', 'powerful')",0.48709664,0.60468817,-0.60201645,-0.69892746,0.0998894,0.0453411,0.0545483
4,-0.41309994,-0.856139,"('disliked', 'liked')",0.50104177,0.24256691,-6.535245,-6.5425277,-2.1491011,-2.3853666,0.2362655
23,-0.3987894,-0.14481536,"('insincere', 'sincere')",0.12634893,0.1988788,5.8209186,5.5049095,1.8494927,1.8529909,-0.0034982
73,0.3960549,-0.042722188,"('helpless', 'self-reliant')",-0.3378964,-0.66271496,-3.2634666,-3.3646617,-1.0684361,-1.3566996,0.2882635
44,-0.36963558,-0.35672757,"('prejudiced', 'unprejudiced')",-0.17677507,-0.19167615,-1.4047426,-1.192789,-0.6503844,-0.5803976,-0.0699868
2,0.35175037,0.16118273,"('unlikable', 'likable')",0.8651679,0.8345086,0.30671227,0.36706978,0.5078768,0.4542537,0.0536231
24,0.33373713,0.3619014,"('dishonest', 'honest')",0.13096432,0.06275508,0.5520598,0.4553236,0.3389204,0.2933267,0.0455937
41,-0.3296206,-0.43674907,"('unforgiving', 'forgiving')",1.0503322,1.0799952,-0.41236463,-0.5530225,0.1027823,0.0300745,0.0727078
8,0.32663643,0.36663508,"('unaffectionate', 'affectionate')",0.15048759,-0.094936416,-0.05219806,-0.20561364,0.141642,0.0220283,0.1196137
74,0.31135625,0.46918076,"('undedicated', 'dedicated')",1.1780727,1.352303,0.04218971,0.21822909,0.5105396,0.6799043,-0.1693647
32,-0.29876488,-0.13099858,"('unkind', 'kind')",0.14618194,0.37452105,0.69900066,0.7462765,0.1821392,0.329933,-0.1477938
48,-0.29417086,-0.09221057,"('unintelligent', 'intelligent')",0.14023039,0.4226153,0.43745404,0.60209066,0.0945045,0.3108318,-0.2163273
15,0.2914406,0.12930998,"('boring', 'funny')",-0.3795238,-0.53472376,0.03839965,-0.06277931,-0.0165612,-0.1560644,0.1395032
67,0.27951705,0.34938887,"('doubtful', 'determined')",0.29499176,0.42912447,-0.6871069,-0.53974426,-0.0375327,0.0795897,-0.1171224
78,0.27581283,0.5715529,"('nonresilient', 'resilient')",0.8121022,0.8747747,1.2251396,1.0749891,0.7710182,0.8404388,-0.0694206
56,0.2752602,0.3452764,"('impractical', 'practical')",1.3441565,1.3822604,0.039367612,-0.016544918,0.5529281,0.5703306,-0.0174025
37,-0.27247983,-0.18624154,"('fake', 'genuine')",-0.1518991,-0.037907023,0.22921975,0.09833326,-0.0650531,-0.0419384,-0.0231147
52,0.27131408,-0.5437327,"('irrational', 'rational')",-0.80116385,-1.3473334,-0.52434933,-0.91707,-0.3513997,-0.9360453,0.5846456
38,-0.2554816,-0.44720292,"('untruthful', 'truthful')",0.22763215,0.0128691085,-0.007067917,-0.14441432,-0.0116391,-0.192916,0.1812769
62,-0.24561702,-0.3403235,"('incompetent', 'brilliant')",0.44834495,0.32220817,0.5961548,0.28130123,0.2662942,0.0877286,0.1785656
20,0.18598936,0.2865118,"('rough', 'thoughtful')",0.9609936,1.0249528,1.3216577,1.3248098,0.8228802,0.8787581,-0.0558779
63,0.17692797,0.04069215,"('unperceptive', 'insightful')",1.0913125,0.9719957,1.4480295,1.1516652,0.9054233,0.721451,0.1839723
40,-0.1749916,-0.27201435,"('stingy', 'generous')",-0.5681708,-0.5607013,-1.6313815,-1.949444,-0.7915146,-0.9273866,0.135872
19,0.14788294,-0.0047243834,"('inhospitable', 'hospitable')",-0.2560968,-0.5067675,-0.07157278,-0.20330003,-0.0599289,-0.238264,0.1783351
86,-0.13682711,-0.087456055,"('uninfluential', 'influential')",0.5093948,0.5908112,-0.21026477,-0.30642492,0.054101,0.0656434,-0.0115424
80,0.11136931,-0.061523438,"('dominated', 'dominating')",0.45783722,0.49939227,-0.74958515,-0.91141343,-0.0601262,-0.1578482,0.097722
88,0.10410559,0.24977931,"('low', 'eminent')",-0.17783827,0.15201458,-0.11967671,0.13100758,-0.0644698,0.1776005,-0.2420703
34,-0.09902486,0.013872899,"('mean', 'honorable')",0.14542328,0.13841659,6.2700973,6.046049,2.1054986,2.0661128,0.0393858
6,0.09444943,-0.39715582,"('distant', 'open')",0.20676795,-0.54482716,0.26588383,-0.02109168,0.1890337,-0.3210249,0.5100586
79,-0.071066156,-0.1946231,"('wavering', 'unwavering')",0.1688977,-0.18264191,0.08877301,-0.07577247,0.0622015,-0.1510125,0.213214
47,0.054107506,-0.083382435,"('stupid', 'smart')",0.20842892,0.2051245,5.5589314,5.169251,1.9404893,1.7636644,0.1768249
49,-0.040195927,-0.438137,"('unable', 'able')",0.38079658,0.26962188,-0.05181563,-0.40317434,0.0962617,-0.1905632,0.2868249
59,-0.032364987,-0.36406577,"('foolish', 'wise')",-0.18772912,-0.31326693,0.15622324,-0.08988264,-0.0212903,-0.2557385,0.2344482
66,0.009616405,-0.17882869,"('inactive', 'active')",0.09896426,-0.028938644,0.84405524,0.7618268,0.3175453,0.1846865,0.1328588
