,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,male-female
28,-0.74912935,-0.8215988,"('disloyal', 'loyal')",-0.66571593,-0.7927704,0.66247696,0.5617104,-0.2507894,-0.3508863,0.1000969
54,0.74395233,0.8911875,"('incapable', 'capable')",0.93123996,1.0349855,1.1573904,1.1656128,0.9441942,1.0305953,-0.0864011
33,0.7173101,0.9730755,"('wrong', 'right')",0.014714032,0.14825483,-0.878409,-0.93120897,-0.048795,0.0633738,-0.1121688
87,-0.67961127,-0.5463555,"('unsuccessful', 'successful')",0.22322622,0.055632345,0.3494007,0.22178566,-0.0356614,-0.0896458,0.0539844
61,0.6613482,0.7955199,"('illogical', 'logical')",1.4091356,1.577149,0.08926951,0.004991431,0.7199177,0.7925535,-0.0726358
43,-0.63559663,-0.7955825,"('irresponsible', 'responsible')",0.20043047,-0.13771938,0.46613955,0.477058,0.0103245,-0.1520813,0.1624058
62,-0.6165281,-0.40101,"('incompetent', 'brilliant')",0.21823096,0.14147659,0.50515443,0.68332607,0.0356191,0.1412642,-0.1056451
0,-0.5661112,-0.96404165,"('unsociable', 'sociable')",0.74151564,0.21105658,-0.37575516,-0.48503092,-0.0667836,-0.412672,0.3458884
84,0.56430614,0.53649783,"('inferior', 'superior')",0.25555667,0.45067137,0.7103683,0.7177454,0.510077,0.5683049,-0.0582279
7,-0.5276327,-0.4732991,"('insensitive', 'sensitive')",-0.14424762,-0.115126014,0.28037757,0.46299437,-0.1305009,-0.0418102,-0.0886907
3,-0.5123986,-0.7466036,"('repellent', 'pleasant')",0.16159205,0.002800366,0.15121344,-0.059939776,-0.066531,-0.2679144,0.2013834
79,0.48241147,0.7917146,"('wavering', 'unwavering')",-0.39206663,-0.22001103,-0.27769512,-0.26449525,-0.0624501,0.1024028,-0.1648529
17,-0.4814598,-0.21729732,"('nasty', 'nice')",0.37699014,0.42400786,-0.6876718,-0.67706794,-0.2640471,-0.1567858,-0.1072613
83,0.47810936,0.36037314,"('powerless', 'powerful')",0.19985378,0.1056686,-0.5715774,-0.7108737,0.0354619,-0.0816107,0.1170726
42,-0.45697212,-0.2585528,"('unreliable', 'reliable')",-0.45874044,-0.32168692,-3.0710888,-2.656469,-1.3289338,-1.078903,-0.2500308
12,0.45456213,0.5963327,"('unsupportive', 'supportive')",0.41806656,0.33166614,-1.8166554,-1.7657683,-0.3146756,-0.2792565,-0.0354191
18,0.41074264,0.07799308,"('disagreeable', 'welcoming')",-1.0512061,-1.3039229,-0.44849703,-0.4059046,-0.3629868,-0.5439448,0.180958
2,0.38356698,0.16618516,"('unlikable', 'likable')",0.89694697,0.60600334,0.7760664,0.5844768,0.6855268,0.4522218,0.233305
48,-0.35100663,-0.15192422,"('unintelligent', 'intelligent')",0.47835064,0.4617052,0.98740906,1.0430336,0.3715843,0.4509382,-0.0793539
16,0.32116625,0.3319636,"('unpopular', 'popular')",0.26195198,0.3932324,0.5960672,0.52775085,0.3930618,0.417649,-0.0245872
60,0.31051013,0.2913768,"('inefficient', 'efficient')",2.1093326,1.7131819,0.78985107,0.956079,1.069898,0.9868792,0.0830188
77,-0.28848115,-0.3682058,"('unmotivated', 'motivated')",0.6573376,0.34007198,-0.7651032,-0.75816476,-0.1320823,-0.2620995,0.1300172
47,-0.28075343,-0.20528972,"('stupid', 'smart')",1.1660836,0.8928393,5.2771792,5.207493,2.0541698,1.9650141,0.0891557
38,0.24709342,0.5080428,"('untruthful', 'truthful')",0.48569375,0.47933963,0.1545054,0.21903002,0.2957642,0.4021375,-0.1063733
63,0.24496159,0.65105414,"('unperceptive', 'insightful')",0.43301606,0.626067,1.0044383,1.3778937,0.5608053,0.8850049,-0.3241996
15,-0.2429974,-0.14446655,"('boring', 'funny')",0.6982639,0.69268477,0.08977041,0.17381881,0.181679,0.240679,-0.059
30,0.22311664,0.017698273,"('intolerant', 'tolerant')",1.5841035,1.3412746,1.1244469,1.0430452,0.9772223,0.8006727,0.1765496
31,0.20068288,0.32603857,"('evil', 'good')",-0.04583507,0.38033074,-1.4144065,-1.4896374,-0.4198529,-0.2610894,-0.1587635
34,0.18815869,0.35345095,"('mean', 'honorable')",0.6549622,0.59748673,5.9615235,5.987906,2.2682149,2.3129479,-0.044733
4,0.1857345,0.09395525,"('disliked', 'liked')",-1.2114544,-1.1920532,-6.613074,-6.457699,-2.5462646,-2.5185989,-0.0276657
49,0.16380882,0.24638714,"('unable', 'able')",-0.26813212,-0.2261216,-0.13086882,0.04674744,-0.0783974,0.0223377,-0.1007351
67,0.11419523,0.27101552,"('doubtful', 'determined')",0.25028604,0.21045522,-0.5763782,-0.6553349,-0.0706323,-0.0579547,-0.0126776
56,0.09896313,0.0011695959,"('impractical', 'practical')",1.1078522,0.7932633,-0.16632271,-0.0902664,0.3468309,0.2347222,0.1121087
52,0.09880109,0.0806742,"('irrational', 'rational')",0.0889669,0.14877748,-0.3801287,-0.668759,-0.0641202,-0.1464358,0.0823156
88,-0.087993324,-0.058225106,"('low', 'eminent')",-0.474764,-0.6171002,0.42352924,0.35587704,-0.0464094,-0.1064827,0.0600733
19,0.07816587,0.34389183,"('inhospitable', 'hospitable')",-0.030445017,0.22515234,-0.3651014,-0.22198042,-0.1057935,0.1156879,-0.2214814
75,-0.06661801,-0.21974228,"('meek', 'impulsive')",-0.11375839,0.0048559606,-0.005251471,-0.08685361,-0.061876,-0.10058,0.038704
86,0.04312046,0.21498217,"('uninfluential', 'influential')",-0.23051538,-0.43121308,-0.3861276,-0.20719051,-0.1911742,-0.1411405,-0.0500337
20,-0.040473804,-0.008963894,"('rough', 'thoughtful')",0.02277693,0.025424002,1.2175608,1.0871791,0.3999546,0.3678797,0.0320749
72,0.037348516,0.16926698,"('unambitious', 'ambitious')",-1.1684167,-1.1235956,-0.78070545,-0.79531264,-0.6372579,-0.5832137,-0.0540442
41,-0.033249304,-0.55843943,"('unforgiving', 'forgiving')",0.31150305,-0.028902858,-0.31303105,-0.45963004,-0.0115924,-0.3489908,0.3373984
27,-0.029055495,0.33599725,"('hardhearted', 'softhearted')",-0.92737377,-0.49498126,0.67194974,0.9785272,-0.0948265,0.2731811,-0.3680076
23,0.02196437,-0.035835147,"('insincere', 'sincere')",0.6840691,0.37920552,5.9103136,5.8159513,2.2054491,2.0531073,0.1523418
29,-0.016852573,-0.13181339,"('unfair', 'fair')",-0.10250878,0.17742822,-0.6884965,-0.6185243,-0.2692859,-0.1909698,-0.0783161
