,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
36,-1.6036736,-1.7348187,"('hostile', 'amicable')",-0.637179,-0.7408969,-1.20607,-1.0788243,-1.1489742,-1.1848466,0.0358724
12,1.5639461,1.6231953,"('unsupportive', 'supportive')",0.7420834,0.88528997,-1.9207823,-1.9124106,0.1284157,0.1986916,-0.0702759
16,-1.5336193,-1.6121618,"('unpopular', 'popular')",-0.36573607,-0.41563597,-0.3803362,-0.26873243,-0.7598972,-0.7655101,0.0056129
31,-1.4657749,-1.4241391,"('evil', 'good')",0.2945225,0.34935242,-1.5459553,-1.4209787,-0.9057359,-0.8319217,-0.0738142
40,1.2611239,1.1360089,"('stingy', 'generous')",0.53774947,0.6414828,-2.094391,-2.0762289,-0.0985059,-0.0995791,0.0010732
50,-1.2587366,-1.1760525,"('clumsy', 'skillful')",-0.7612062,-0.7247622,-0.24537328,-0.18504183,-0.7551053,-0.6952855,-0.0598198
78,-1.1475195,-1.1279882,"('nonresilient', 'resilient')",-0.63516206,-0.5715546,0.46625632,0.4815273,-0.4388084,-0.4060051,-0.0328033
82,-1.1292424,-1.0464683,"('poor', 'rich')",-1.4297578,-1.243226,6.566883,6.506476,1.335961,1.4055939,-0.0696329
6,-1.0998696,-1.1343639,"('distant', 'open')",-0.23116812,-0.21071309,-0.97986627,-0.8547725,-0.7703013,-0.7332832,-0.0370181
44,-1.0946931,-1.2639118,"('prejudiced', 'unprejudiced')",0.14818472,-0.02133514,-1.3872926,-1.495097,-0.7779337,-0.9267813,0.1488476
33,1.0299278,0.95154834,"('wrong', 'right')",1.4209722,1.324788,-0.81679535,-0.7314639,0.5447016,0.5149574,0.0297442
54,-0.9773627,-0.788971,"('incapable', 'capable')",-0.05086797,-0.04394535,0.7113787,0.7355816,-0.1056173,-0.0324449,-0.0731724
35,-0.96665156,-1.0605729,"('corrupt', 'incorrupt')",-0.43095475,-0.57742757,-1.2717634,-1.1794828,-0.8897899,-0.9391611,0.0493712
77,-0.922865,-0.63508147,"('unmotivated', 'motivated')",-0.61763155,-0.68948525,-0.8674244,-0.897552,-0.8026404,-0.7407063,-0.0619341
62,0.9219322,1.0852802,"('incompetent', 'brilliant')",0.013573235,0.16786933,0.8827651,0.80425864,0.6060902,0.6858027,-0.0797125
49,-0.870886,-0.91700745,"('unable', 'able')",-1.6657029,-1.6403366,-0.40479,-0.4320975,-0.9804596,-0.9964805,0.0160209
5,-0.81568694,-0.8409972,"('distant', 'outgoing')",0.083173595,0.06816463,-1.2689214,-1.1272392,-0.6671449,-0.6333573,-0.0337876
