,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
4,-0.78526545,-0.7619985,"('disliked', 'liked')",-0.1059472,-0.082773186,-8.209942,-8.083574,-3.0337181,-2.9761152,-0.0576029
56,0.76769227,0.66839194,"('impractical', 'practical')",0.11439386,0.2136519,-0.267347,-0.3900661,0.2049131,0.1639926,0.0409205
74,0.75951886,1.1502414,"('undedicated', 'dedicated')",0.5464004,0.8378215,-0.17650613,-0.13077383,0.376471,0.6190964,-0.2426254
72,0.7320297,0.6791317,"('unambitious', 'ambitious')",-0.5187281,-0.54187465,0.07251704,0.040588856,0.0952729,0.059282,0.0359909
39,0.7020506,0.81755227,"('exploitative', 'cooperative')",1.1602243,1.1526455,0.13794194,0.2047219,0.6667389,0.7249732,-0.0582343
45,-0.6850525,-0.44684416,"('incompetent', 'competent')",-0.6798152,-0.38634124,0.16046543,0.11003834,-0.4014674,-0.241049,-0.1604184
48,0.67987967,0.70933604,"('unintelligent', 'intelligent')",-0.12920924,-0.083024845,0.65395737,0.664779,0.4015426,0.4303634,-0.0288208
70,0.67330384,0.84575236,"('lethargic', 'energetic')",-0.18826313,0.06788683,1.0182935,0.90618485,0.5011114,0.606608,-0.1054966
46,0.6516744,0.72653097,"('uncompetitive', 'competitive')",-0.00066569075,0.010739803,-0.43458465,-0.5460885,0.0721414,0.0637274,0.008414
22,-0.6503078,-0.4012338,"('untrustworthy', 'trustworthy')",-0.01151037,0.18700404,-0.7034395,-0.769004,-0.4550859,-0.3277446,-0.1273413
1,-0.646928,-0.5587103,"('unfriendly', 'friendly')",-0.0011902899,0.18430835,0.53308666,0.7737338,-0.0383439,0.1331106,-0.1714545
80,0.64529335,0.5744654,"('dominated', 'dominating')",0.028153174,0.04957197,0.2927456,0.2158291,0.322064,0.2799555,0.0421085
60,0.64228225,0.7264188,"('inefficient', 'efficient')",-0.18334958,-0.090887845,0.48983663,0.42792898,0.3162564,0.3544866,-0.0382302
29,-0.6414491,-0.7061187,"('unfair', 'fair')",-0.120573804,-0.096778885,-0.22952434,-0.30132318,-0.3305157,-0.3680736,0.0375579
9,0.63998735,0.5183253,"('unaffectionate', 'caring')",-0.23989773,-0.14061713,0.9065549,1.0599997,0.4355481,0.479236,-0.0436879
15,-0.61861235,-0.88371986,"('boring', 'funny')",0.037680212,0.0050456543,0.07046856,0.10104966,-0.1701545,-0.2592082,0.0890537
51,-0.61389095,-0.62282443,"('uneducated', 'educated')",0.02765479,0.05972733,0.69729066,0.6856027,0.0370182,0.0408352,-0.003817
43,0.6028237,0.7078255,"('irresponsible', 'responsible')",-0.53596926,-0.4143679,0.58428776,0.5104174,0.2170474,0.2679583,-0.0509109
17,0.6023532,0.24407601,"('nasty', 'nice')",-0.0869598,-0.24994303,-0.7372724,-0.6717274,-0.0739596,-0.2258648,0.1519052
79,-0.56619835,-0.3202081,"('wavering', 'unwavering')",0.045590766,0.0038434882,-0.75875646,-0.6761733,-0.4264547,-0.330846,-0.0956087
52,0.5648586,0.43551585,"('irrational', 'rational')",-0.34784234,-0.39127567,-0.48591322,-0.41825563,-0.0896323,-0.1246718,0.0350395
21,-0.49855542,-0.45951584,"('immoral', 'moral')",0.1743894,0.20901701,-0.062797196,-0.12434577,-0.1289877,-0.1249482,-0.0040395
42,-0.4835266,-0.5537503,"('unreliable', 'reliable')",-0.5320036,-0.46105233,-2.9034984,-2.9583855,-1.3063428,-1.324396,0.0180532
55,0.4781564,0.58603054,"('incompetent', 'clever')",-1.0821698,-0.9291778,0.9412318,0.8563018,0.1124061,0.1710515,-0.0586454
47,-0.46049032,-0.33644837,"('stupid', 'smart')",-0.37937737,-0.29085395,5.1363435,5.162498,1.4321586,1.5117319,-0.0795733
25,0.43636823,0.49099952,"('egoistic', 'altruistic')",0.050461147,0.17185411,1.0500015,1.1929058,0.512277,0.6185865,-0.1063095
34,-0.42714626,-0.4705092,"('mean', 'honorable')",-0.26188725,-0.19707507,5.356831,5.3859673,1.5559325,1.5727943,-0.0168618
87,-0.41735005,-0.38113713,"('unsuccessful', 'successful')",1.0421579,0.9213427,0.9886771,1.0815966,0.5378283,0.5406007,-0.0027724
19,-0.4108529,-0.46844214,"('inhospitable', 'hospitable')",-0.2877373,-0.35944733,-0.9615643,-0.95113856,-0.5533849,-0.5930093,0.0396244
28,-0.3866173,-0.06059569,"('disloyal', 'loyal')",0.12842926,0.25048172,1.2560577,1.3280505,0.3326232,0.5059788,-0.1733556
73,0.37887332,0.6160166,"('helpless', 'self-reliant')",0.4558023,0.5517271,-3.8120587,-3.6764073,-0.992461,-0.8362212,-0.1562398
67,0.35724434,0.37253457,"('doubtful', 'determined')",0.5651007,0.36036307,-0.6874995,-0.81412625,0.0782818,-0.0270762,0.105358
10,0.35518995,0.5806013,"('unsympathetic', 'sympathetic')",-1.0142046,-0.81638783,0.50055754,0.49047667,-0.0528191,0.0848967,-0.1377158
76,0.35005185,0.4206886,"('anxious', 'daring')",-0.44412377,-0.3611844,0.38038498,0.26377618,0.0954377,0.1077601,-0.0123224
11,0.34563702,0.51274914,"('unhelpful', 'helpful')",0.12112758,0.29437312,1.8483495,1.8152319,0.7717047,0.874118,-0.1024133
53,-0.3416173,-0.31224734,"('uncreative', 'creative')",-1.1645501,-1.026497,0.16304778,0.23759325,-0.4477065,-0.3670504,-0.0806561
20,-0.33295834,-0.26282036,"('rough', 'thoughtful')",0.026934646,0.1578392,0.57054865,0.6665647,0.088175,0.1871945,-0.0990195
68,-0.33075333,-0.3230807,"('dependent', 'independent')",-0.95624405,-1.0030663,-1.1492875,-1.1423732,-0.8120949,-0.8228401,0.0107452
23,0.31447524,0.64892364,"('insincere', 'sincere')",-0.116525576,0.11224395,6.4164796,6.3890676,2.2048098,2.3834117,-0.1786019
84,0.31074905,0.39863676,"('inferior', 'superior')",0.36491042,0.40381494,0.23283589,0.25765374,0.3028318,0.3533685,-0.0505367
3,0.30057034,0.42663696,"('repellent', 'pleasant')",-0.2402401,-0.07225269,1.2097311,1.1183783,0.4233538,0.4909209,-0.0675671
18,-0.28798553,-0.30705142,"('disagreeable', 'welcoming')",0.7179756,0.71076185,-0.9756864,-0.92328215,-0.1818988,-0.1731906,-0.0087082
61,-0.26750246,-0.21393777,"('illogical', 'logical')",-0.1509324,-0.058969535,0.72877073,0.75499976,0.1034453,0.1606975,-0.0572522
58,0.25290632,0.3443046,"('undiscriminating', 'discriminating')",-0.04679525,0.11333603,0.10989162,0.24240509,0.1053342,0.2333486,-0.1280144
66,-0.2504292,-0.5139788,"('inactive', 'active')",0.24233645,-0.055070538,0.37486097,0.29497725,0.1222561,-0.0913574,0.2136135
32,-0.24695338,-0.21517703,"('unkind', 'kind')",0.20055653,0.29411423,0.63816816,0.7050943,0.1972571,0.2613438,-0.0640867
26,0.24096237,0.31175488,"('hardhearted', 'benevolent')",1.871566,2.0373108,1.0214628,1.2494097,1.0446637,1.1994918,-0.1548281
41,-0.23908287,-0.2416278,"('unforgiving', 'forgiving')",0.30761117,0.46084803,-0.1504771,-0.17481275,-0.0273163,0.0148025,-0.0421188
30,0.22018147,0.2486234,"('intolerant', 'tolerant')",-0.35009244,-0.22966123,0.39388537,0.40437257,0.0879915,0.1411116,-0.0531201
83,0.22014135,0.06675268,"('powerless', 'powerful')",0.23319393,0.07879114,-0.7926264,-0.84382975,-0.113097,-0.232762,0.119665
59,-0.21967046,-0.123851,"('foolish', 'wise')",0.14658523,0.1284551,-0.9319916,-0.8371565,-0.3350256,-0.2775175,-0.0575081
63,0.21526389,0.3121264,"('unperceptive', 'insightful')",-0.023367643,0.06855312,0.5659206,0.56202805,0.2526056,0.3142358,-0.0616302
2,-0.20820121,-0.077604435,"('unlikable', 'likable')",0.3838637,0.38528362,0.2551595,0.3151342,0.1436073,0.2076044,-0.0639971
69,-0.17543873,-0.28692535,"('lazy', 'industrious')",1.0166358,0.82818085,-1.6407,-1.5420258,-0.266501,-0.3335901,0.0670891
65,0.17071578,0.18676728,"('insecure', 'secure')",-0.013297617,0.0118625015,0.47689652,0.39191023,0.2114382,0.1968467,0.0145915
38,0.14878581,0.2944375,"('untruthful', 'truthful')",0.36804006,0.42653432,-0.67173177,-0.61176884,-0.0516353,0.036401,-0.0880363
0,0.14350536,0.30556935,"('unsociable', 'sociable')",-0.049760215,0.012115911,0.20330384,0.24710491,0.0990163,0.1882634,-0.0892471
86,0.1373103,0.26692075,"('uninfluential', 'influential')",-0.16332588,0.037503395,0.21054524,0.25868818,0.0615099,0.1877041,-0.1261942
75,-0.12747747,-0.005360782,"('meek', 'impulsive')",-0.5421608,-0.5469324,-1.1114373,-1.1141351,-0.5936919,-0.5554761,-0.0382158
7,0.11613193,0.25087398,"('insensitive', 'sensitive')",-0.5083396,-0.297784,1.0731608,1.1074172,0.2269844,0.3535024,-0.126518
37,0.10668506,0.057267506,"('fake', 'genuine')",0.009576753,0.026990287,0.13662699,0.14419189,0.0842963,0.0761499,0.0081464
85,0.10054656,0.19006452,"('insignificant', 'prestigious')",-0.3022198,-0.40326673,-1.8467526,-1.641226,-0.6828086,-0.6181428,-0.0646658
88,-0.089817,0.0452006,"('low', 'eminent')",0.09242632,0.084704,-0.4678867,-0.39781561,-0.1550925,-0.0893037,-0.0657888
13,0.080589786,0.027949877,"('impolite', 'polite')",0.028012075,0.004173057,-0.41097218,-0.3906797,-0.1007901,-0.1195189,0.0187288
57,0.07542232,0.17127003,"('unimaginative', 'imaginative')",-0.86749375,-0.6985085,-2.6397188,-2.6267965,-1.1439301,-1.051345,-0.0925851
24,-0.055386662,0.31378037,"('dishonest', 'honest')",-0.06570573,0.16068493,0.37937984,0.43162504,0.0860958,0.3020301,-0.2159343
8,-0.036505107,-0.118581526,"('unaffectionate', 'affectionate')",-0.5102752,-0.4212012,0.2691555,0.4444384,-0.0925416,-0.0317814,-0.0607602
81,0.035974383,0.07577853,"('submissive', 'aggressive')",0.52679384,0.5274261,-0.06875965,-0.19688483,0.1646695,0.13544,0.0292295
27,-0.028705776,-0.29999712,"('hardhearted', 'softhearted')",-0.9797156,-0.9646228,1.3143624,1.3590746,0.1019803,0.0314849,0.0704954
71,0.027601968,-0.31953925,"('diffident', 'self-confident')",1.6159697,1.4437879,0.033325505,0.03507153,0.5589657,0.3864401,0.1725256
14,0.0058320537,-0.033986013,"('antisocial', 'social')",1.1131805,1.1446133,0.3916285,0.3356432,0.503547,0.4820902,0.0214568
64,0.0015156269,-0.18384224,"('shy', 'confident')",-0.2634408,-0.36131498,-6.45617,-6.6073246,-2.2393651,-2.3841607,0.1447956
