,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
81,3.392564,3.5278301,"('submissive', 'aggressive')",1.9749724,2.4267895,0.6889833,0.5448364,-0.046368435,-0.18827254,1.5025378,1.5777959,-0.0752581
60,3.3601732,3.3903635,"('inefficient', 'efficient')",2.954613,3.3247802,1.3689728,1.1228142,0.9335047,0.64151746,2.1543159,2.1198688,0.0344471
55,3.2243104,3.4049969,"('incompetent', 'clever')",2.8163435,3.2596633,-0.42453828,-0.5501343,0.19515932,0.037024498,1.4528189,1.5378877,-0.0850688
21,3.2146935,3.4178646,"('immoral', 'moral')",1.0383618,1.1983517,0.4816901,0.2696554,-0.29931396,-0.38655746,1.1088579,1.1248285,-0.0159706
62,2.7940404,2.7262824,"('incompetent', 'brilliant')",2.0754592,2.340778,0.4001458,0.27528924,0.36162832,0.17183864,1.4078186,1.3785471,0.0292715
14,2.70099,2.7671099,"('antisocial', 'social')",0.8006757,0.98758805,0.88558424,0.71298665,-0.040798075,-0.1473856,1.0866129,1.0800747,0.0065382
36,-2.6931589,-2.8299286,"('hostile', 'amicable')",-3.4449263,-3.6076508,0.2518919,0.38098085,-0.18373343,-0.06887026,-1.5174817,-1.5313671,0.0138854
31,-2.649274,-2.5807211,"('evil', 'good')",-2.8471677,-2.89095,-0.73704135,-0.5425725,-1.6654341,-1.3786366,-1.9747293,-1.8482201,-0.1265092
80,2.5598433,2.5888288,"('dominated', 'dominating')",1.7682085,2.1745582,-0.08797966,-0.09180175,-1.0112578,-0.964653,0.8072035,0.926733,-0.1195295
13,2.5359287,2.604099,"('impolite', 'polite')",2.0451267,2.2648447,1.3232689,1.1965699,0.38258314,0.3477297,1.5717269,1.6033108,-0.0315839
85,-2.3219697,-2.3924086,"('insignificant', 'prestigious')",-4.1601467,-4.545067,-0.547361,-0.34492293,0.13018677,0.25004348,-1.7248228,-1.7580887,0.0332659
6,-2.2315085,-2.0066836,"('distant', 'open')",-2.721649,-2.6814775,-0.9984063,-0.6515622,-0.49979573,-0.2621627,-1.6128399,-1.4004714,-0.2123685
46,2.185173,2.3081203,"('uncompetitive', 'competitive')",1.542666,1.7123364,0.26556706,0.071756095,0.35316664,0.21364579,1.0866432,1.0764647,0.0101785
5,-2.1567016,-2.0484467,"('distant', 'outgoing')",-3.281312,-3.0680037,-0.9108678,-0.6296057,-0.8253481,-0.6868057,-1.7935573,-1.6082155,-0.1853418
35,-2.1084893,-2.2114632,"('corrupt', 'incorrupt')",-2.4834414,-2.6302755,-0.7204726,-0.6175485,-0.8677281,-0.7827668,-1.5450327,-1.5605135,0.0154808
56,2.0945807,2.077712,"('impractical', 'practical')",3.645374,3.6986048,1.2275422,1.0813228,0.21710303,0.09058154,1.79615,1.7370552,0.0590948
70,2.0620484,2.263822,"('lethargic', 'energetic')",1.6030701,1.7697155,0.4474127,0.48477843,1.0004853,0.95440596,1.2782542,1.3681805,-0.0899263
65,2.0375934,2.0828044,"('insecure', 'secure')",2.5370264,2.5996253,0.5606521,0.504361,0.19894671,0.08646589,1.3335547,1.3183142,0.0152405
76,1.9410732,2.0041087,"('anxious', 'daring')",1.6496859,1.9584057,1.1473614,1.0556371,0.8214828,0.64853084,1.3899008,1.4166706,-0.0267698
24,1.8712578,2.2005742,"('dishonest', 'honest')",1.2184532,1.2951899,0.032585166,0.16022472,0.5299915,0.43842167,0.9130719,1.0236026,-0.1105307
69,-1.843383,-1.888072,"('lazy', 'industrious')",-3.3641403,-3.0697777,1.3175143,1.4524584,-0.73751074,-0.46322697,-1.1568799,-0.9921545,-0.1647254
1,-1.8403904,-1.7895838,"('unfriendly', 'friendly')",-1.4215914,-1.4868854,0.117444456,0.27093536,1.3478404,1.4021319,-0.4491743,-0.4008505,-0.0483238
79,-1.8247834,-1.7839539,"('wavering', 'unwavering')",-1.9419453,-1.7684451,-1.0868835,-0.98283446,-0.4540936,-0.37580857,-1.3269265,-1.2277606,-0.0991659
26,-1.7914704,-1.8373823,"('hardhearted', 'benevolent')",-0.30481622,-0.46268165,1.8408048,1.9119594,1.6694974,1.7495255,0.3535039,0.3403552,0.0131487
10,1.7624527,2.1259487,"('unsympathetic', 'sympathetic')",2.105933,2.594242,-0.9371922,-0.953332,0.19305728,0.20336029,0.7810627,0.9925548,-0.2114921
61,1.6801394,1.8713411,"('illogical', 'logical')",-0.27364165,-0.060030356,-0.684683,-0.6202639,0.12069805,0.21809544,0.2106282,0.3522856,-0.1416574
43,1.6614902,1.7957145,"('irresponsible', 'responsible')",2.5560267,2.6233113,0.15434667,0.13707559,0.8453337,0.7410446,1.3042992,1.3242865,-0.0199873
45,1.5861834,1.5552324,"('incompetent', 'competent')",1.088187,1.4176433,-0.27793476,-0.33458704,-0.32320258,-0.4169218,0.5183082,0.5553417,-0.0370335
4,-1.4970402,-1.6841832,"('disliked', 'liked')",-2.5717494,-2.5779855,-0.3585195,-0.40516979,-5.7642446,-5.6727047,-2.5478883,-2.585011,0.0371227
23,1.4765514,1.4006697,"('insincere', 'sincere')",2.7178245,2.433177,0.26502663,0.077143,5.4719887,5.1344523,2.4828477,2.2613604,0.2214873
39,1.452919,1.3851038,"('exploitative', 'cooperative')",2.3440557,2.192433,1.347222,1.3425496,0.5237588,0.39145714,1.4169888,1.327886,0.0891028
27,-1.4514301,-1.2307199,"('hardhearted', 'softhearted')",-0.41269025,-0.37513915,-0.9950812,-0.84831697,0.48501068,0.7323956,-0.5935477,-0.4304451,-0.1631026
37,1.4180104,1.6396537,"('fake', 'genuine')",0.37302455,0.6439916,-0.5255932,-0.41468045,0.211624,0.19071805,0.3692664,0.5149207,-0.1456543
2,1.3433229,1.2212287,"('unlikable', 'likable')",0.42273563,0.37561983,0.92650217,0.85892165,0.6985477,0.5359106,0.8477771,0.7479202,0.0998569
75,-1.3335612,-1.4900334,"('meek', 'impulsive')",-1.571669,-1.7852591,-0.25400925,-0.24275127,-0.5646164,-0.58231884,-0.9309639,-1.0250907,0.0941268
52,-1.3244534,-1.5339366,"('irrational', 'rational')",-2.7481053,-2.6312528,-1.282384,-1.1050096,-0.4219978,-0.24155232,-1.4442351,-1.3779378,-0.0662973
86,1.3008502,1.6927187,"('uninfluential', 'influential')",-0.0047670156,0.35428184,-0.3561585,-0.31734177,-0.2844525,-0.21273798,0.163868,0.3792302,-0.2153622
51,1.2850964,1.5253989,"('uneducated', 'educated')",0.53891695,0.8118983,-0.024568485,-0.19073002,0.5968559,0.46773458,0.5990752,0.6535754,-0.0545002
0,1.2776585,1.4716942,"('unsociable', 'sociable')",1.6677266,1.8622034,0.37258694,0.24952999,-0.079291895,-0.13448763,0.80967,0.862235,-0.052565
64,1.2553113,1.5553454,"('shy', 'confident')",-0.95035183,-0.40380993,-0.073302776,-0.01531592,-5.240615,-5.24151,-1.2522396,-1.0263226,-0.225917
67,1.2520285,1.2054896,"('doubtful', 'determined')",0.38373148,0.48302346,0.6564059,0.5182041,-0.40681067,-0.47554114,0.4713388,0.432794,0.0385448
30,1.2308327,1.2805213,"('intolerant', 'tolerant')",2.6842072,2.4694946,0.8704655,0.7344246,1.4973359,1.3301181,1.5707103,1.4536396,0.1170707
50,-1.2133119,-1.3313586,"('clumsy', 'skillful')",-2.822384,-2.8064575,-0.569573,-0.6872834,0.18674749,0.022104025,-1.1046304,-1.2007489,0.0961185
7,1.1377248,1.4405484,"('insensitive', 'sensitive')",1.0111561,1.3829848,-0.111198634,-0.103210114,0.829943,0.95252496,0.7169063,0.9182119,-0.2013056
17,-1.1337899,-1.1640722,"('nasty', 'nice')",0.2528183,0.0664116,-1.322593,-1.4390461,-0.7972126,-0.8128549,-0.7501943,-0.8373904,0.0871961
63,1.1129478,1.1649607,"('unperceptive', 'insightful')",-0.58321303,-0.50445867,0.46475303,0.3941506,1.3238373,1.3048785,0.5795813,0.5898828,-0.0103015
22,1.0973959,1.2251524,"('untrustworthy', 'trustworthy')",1.5007639,1.6237055,0.45396242,0.34767914,-0.4798807,-0.67228866,0.6430603,0.6310621,0.0119982
8,-1.0852246,-1.1549524,"('unaffectionate', 'affectionate')",-1.4547691,-1.4680601,-0.78826714,-0.722963,-0.11301412,-0.1486078,-0.8603188,-0.8736458,0.013327
16,-1.0787284,-1.2258803,"('unpopular', 'popular')",-2.1139905,-2.507009,-0.09256823,-0.20797032,0.3200482,0.30104876,-0.7413098,-0.9099527,0.1686429
19,-1.0724056,-0.93608975,"('inhospitable', 'hospitable')",-0.5008319,-0.64694136,-1.4824127,-1.356318,-0.72223794,-0.66280484,-0.9444721,-0.9005385,-0.0439336
66,-1.0433639,-0.76694393,"('inactive', 'active')",-1.1392367,-0.8149191,0.37979433,0.6760694,0.63756925,0.9924058,-0.2913092,0.021653,-0.3129622
54,-1.0196638,-0.8701263,"('incapable', 'capable')",-0.33095434,-0.17668998,-0.308374,-0.21512027,0.73005533,0.6282433,-0.2322342,-0.1584233,-0.0738109
48,1.0073336,1.2022542,"('unintelligent', 'intelligent')",0.42433083,0.6134084,0.045838807,0.030820496,0.38313702,0.4069165,0.4651601,0.5633499,-0.0981898
59,-0.9287494,-1.002984,"('foolish', 'wise')",-2.7391205,-2.8105783,-0.00021708664,0.13485672,0.11286512,0.1913932,-0.8888054,-0.8718281,-0.0169773
42,0.8975495,1.1506801,"('unreliable', 'reliable')",0.018788103,0.15311293,-0.27752072,-0.18927722,-2.81563,-2.7236364,-0.5442033,-0.4022802,-0.1419231
11,0.88558626,0.69118446,"('unhelpful', 'helpful')",0.35288027,0.32407707,-0.13793862,-0.37706178,2.366699,1.9668641,0.8668067,0.651266,0.2155407
78,-0.8853175,-0.7434127,"('nonresilient', 'resilient')",-1.1828585,-0.8779267,-0.064263865,-0.07891309,0.6459273,0.7597082,-0.3716281,-0.235136,-0.1364921
87,0.8463243,0.73412806,"('unsuccessful', 'successful')",-0.9337751,-0.65578485,1.3666614,1.3165125,1.0857278,1.2024472,0.5912346,0.6493257,-0.0580911
74,0.8188455,0.81119704,"('undedicated', 'dedicated')",0.2978415,0.17203358,0.22613001,0.16498789,0.36346793,0.28984421,0.4265712,0.3595157,0.0670555
49,-0.8117695,-0.9319189,"('unable', 'able')",-0.14869057,-0.21332724,-0.32184014,-0.37555403,-0.41917765,-0.45559028,-0.4253695,-0.4940976,0.0687281
28,0.81163275,0.82604843,"('disloyal', 'loyal')",0.2629906,0.42038822,-0.10896736,-0.25312763,0.9330923,0.663741,0.4746871,0.4142625,0.0604246
32,0.80115926,0.97784024,"('unkind', 'kind')",0.9435139,0.59747237,-0.16013233,-0.29089323,1.2182959,1.0265762,0.7007092,0.5777489,0.1229603
83,0.7982373,0.8333263,"('powerless', 'powerful')",-0.644415,-0.5265381,-0.13140175,-0.13182604,-0.5642976,-0.61515665,-0.1354693,-0.1100486,-0.0254207
47,0.78788596,0.8873048,"('stupid', 'smart')",0.4835657,0.42779633,0.037803035,0.045429595,4.5736446,4.5404944,1.4707248,1.4752563,-0.0045315
12,0.7820221,0.9387376,"('unsupportive', 'supportive')",-0.16514309,-0.11672118,-0.53301775,-0.41298157,-1.4383153,-1.3011876,-0.3386135,-0.2230382,-0.1155753
77,0.7478057,0.8523848,"('unmotivated', 'motivated')",0.07484536,0.3529185,-0.11996991,-0.26065826,-0.6817483,-0.70773745,0.0052332,0.0592269,-0.0539937
18,-0.7333935,-0.7000274,"('disagreeable', 'welcoming')",-0.65955085,-0.795616,0.7776718,0.7453114,-0.50529677,-0.5678056,-0.2801423,-0.3295344,0.0493921
29,-0.6660788,-0.39431828,"('unfair', 'fair')",-0.26815006,-0.05488692,-1.0134398,-0.8905986,-0.6576213,-0.61553365,-0.6513225,-0.4888344,-0.1624881
