,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
57,0.6632869,0.920002,"('unimaginative', 'imaginative')",0.73601884,1.0089388,-0.64757925,-0.62572813,-1.8608962,-1.7419065,-0.2772924,-0.1096735,-0.1676189
25,-0.65247875,-0.61451644,"('egoistic', 'altruistic')",-0.65896845,-0.81829745,0.09671256,0.20105113,1.0296199,1.1249707,-0.0462787,-0.026698,-0.0195807
9,-0.5861787,-0.51840794,"('unaffectionate', 'caring')",-0.24762186,-0.42948836,-0.3560688,-0.31082055,0.6902494,0.65484035,-0.124905,-0.1509691,0.0260641
58,0.42335403,0.65619004,"('undiscriminating', 'discriminating')",0.23448586,0.26406607,-0.19585854,0.0063453466,0.19509995,0.24418277,0.1642703,0.2926961,-0.1284258
20,0.41798294,0.5279948,"('rough', 'thoughtful')",0.8883745,0.9112721,0.25947517,0.22825375,1.4185804,1.3758076,0.7461033,0.7608321,-0.0147288
3,0.3949566,0.3845761,"('repellent', 'pleasant')",1.0443556,0.968471,-0.30521348,-0.49605626,0.45760807,0.32458818,0.3979267,0.2953948,0.1025319
44,-0.37596548,-0.5671203,"('prejudiced', 'unprejudiced')",-1.1174743,-1.1326705,0.1302826,0.13262978,-1.3162421,-1.3892603,-0.6698498,-0.7391053,0.0692555
53,-0.35063848,-0.060059994,"('uncreative', 'creative')",-1.2320154,-0.9208048,-0.6670757,-0.7010575,1.0163447,0.98868406,-0.3083462,-0.1733095,-0.1350367
84,0.2982882,0.35009181,"('inferior', 'superior')",0.24353789,0.45219362,0.7006091,0.781731,1.0357391,1.1258811,0.5695436,0.6774744,-0.1079308
88,-0.2883662,-0.21813025,"('low', 'eminent')",-1.4880267,-1.3899583,0.31802598,0.32070914,0.3889582,0.30225417,-0.2673522,-0.2462813,-0.0210709
40,0.28313032,0.49421954,"('stingy', 'generous')",-0.0288627,0.0913766,-0.17072509,-0.04494424,-1.3886501,-1.2079164,-0.3262769,-0.1668161,-0.1594608
38,0.25693002,0.1353568,"('untruthful', 'truthful')",0.52232766,0.36698017,-0.8526991,-0.87722623,0.021547144,-0.121812835,-0.0129736,-0.1241755,0.1112019
72,0.25089332,0.3758994,"('unambitious', 'ambitious')",0.546169,0.603418,-0.6342449,-0.6164593,-0.9834672,-1.0937955,-0.2051625,-0.1827344,-0.0224281
68,0.20258981,0.5616285,"('dependent', 'independent')",0.3127489,0.50606865,-0.41854936,-0.30981544,-0.9078471,-0.8137064,-0.2027644,-0.0139562,-0.1888082
41,0.17378193,0.13797484,"('unforgiving', 'forgiving')",0.6301137,0.47008604,0.010312272,-0.08293487,0.12601823,0.16510224,0.2350565,0.1725571,0.0624994
34,-0.12480466,-0.05912488,"('mean', 'honorable')",-0.39304468,-0.35320753,0.39364368,0.3955332,5.783263,5.6305513,1.4147644,1.4034381,0.0113263
71,0.12433975,0.20424314,"('diffident', 'self-confident')",-0.90084785,-0.89315253,0.46036643,0.5962026,0.15817381,0.31171936,-0.039492,0.0547531,-0.0942451
15,0.11397363,0.029314466,"('boring', 'funny')",0.26742208,0.21542084,0.24753046,0.32939094,0.048309978,0.19556151,0.169309,0.1924219,-0.0231129
33,-0.10724405,-0.09791582,"('wrong', 'right')",-0.8029678,-0.65361464,0.49055177,0.6801574,-0.9405852,-0.75747293,-0.3400613,-0.2072115,-0.1328498
73,0.047423474,-0.075891316,"('helpless', 'self-reliant')",0.883499,0.6739979,0.43833083,0.3726105,-2.9459395,-2.939814,-0.3941715,-0.4922743,0.0981028
82,-0.0025855321,0.10195397,"('poor', 'rich')",-0.23069827,-0.29042658,-0.61550844,-0.7871217,5.380556,5.0028596,1.132941,1.0068163,0.1261247
