,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
57,-0.56604135,-0.54500943,"('unimaginative', 'imaginative')",0.7529089,0.8201783,-2.0888684,-2.2007904,-0.6340003,-0.6418738,0.0078735
21,0.5426794,0.7302073,"('immoral', 'moral')",0.36550003,0.8723173,-0.7821024,-0.50158834,0.0420257,0.3669788,-0.3249531
16,-0.5122363,-0.30628538,"('unpopular', 'popular')",-0.3361851,-0.34795812,0.48399627,0.72652394,-0.121475,0.0240935,-0.1455685
7,0.5019739,0.65302634,"('insensitive', 'sensitive')",0.6424239,0.9139231,0.66046053,0.53721285,0.6016195,0.7013874,-0.0997679
82,-0.491055,0.041705318,"('poor', 'rich')",0.4358492,1.0412061,5.883827,6.2260933,1.9428738,2.4363349,-0.4934611
86,-0.47677657,-0.513404,"('uninfluential', 'influential')",-0.19001997,0.015389971,-0.11966179,-0.11205315,-0.2621528,-0.2033557,-0.0587971
24,-0.45462883,-0.37858322,"('dishonest', 'honest')",-1.836834,-1.517843,0.33894295,0.5237462,-0.65084,-0.45756,-0.19328
34,-0.4405772,-0.1846496,"('mean', 'honorable')",0.14475864,0.44400167,6.128087,6.3052316,1.9440896,2.1881946,-0.244105
84,0.43803966,0.15758592,"('inferior', 'superior')",0.46314442,0.19287969,0.8091109,0.66026884,0.5700983,0.3369115,0.2331868
52,-0.4159396,-0.6212229,"('irrational', 'rational')",-0.29678178,-0.69312954,0.33427083,0.03485565,-0.1261502,-0.426499,0.3003488
12,0.40668583,0.19548315,"('unsupportive', 'supportive')",0.25762787,0.17736636,-1.4668688,-1.9467547,-0.2675184,-0.5246351,0.2571167
65,0.40034446,0.33059645,"('insecure', 'secure')",-0.1672335,-0.2093381,-0.3641578,-0.48966601,-0.0436823,-0.1228026,0.0791203
76,0.3966829,0.59265846,"('anxious', 'daring')",0.3115077,0.5765628,-0.012541465,0.2477512,0.231883,0.4723242,-0.2404412
27,-0.3399607,-0.4747251,"('hardhearted', 'softhearted')",0.39735925,0.38214082,1.0872277,0.6773323,0.3815421,0.194916,0.1866261
17,-0.3318238,0.058171086,"('nasty', 'nice')",-1.0809778,-0.6694515,-0.6599089,-0.17666976,-0.6909035,-0.2626501,-0.4282534
51,0.31902894,0.10871804,"('uneducated', 'educated')",-0.18928002,-0.1089357,0.56081706,0.51207566,0.2301887,0.1706193,0.0595694
46,0.31056628,0.2836951,"('uncompetitive', 'competitive')",0.32931235,0.5838537,-0.55624926,-0.29268312,0.0278765,0.1916219,-0.1637454
22,0.29845276,0.035429433,"('untrustworthy', 'trustworthy')",-0.3423871,-0.22948954,-0.8787301,-1.0027225,-0.3075548,-0.3989275,0.0913727
18,-0.28401697,0.18102798,"('disagreeable', 'welcoming')",0.10746358,0.46437317,-0.38444847,-0.086753026,-0.1870006,0.186216,-0.3732166
3,0.27769732,0.5246745,"('repellent', 'pleasant')",0.16429307,0.45238304,0.06300456,0.31890923,0.1683316,0.4319889,-0.2636573
10,-0.27060285,0.029857457,"('unsympathetic', 'sympathetic')",-0.9214731,-0.4017791,-0.66033584,-0.41449785,-0.6174706,-0.2621398,-0.3553308
68,0.23257142,0.22544152,"('dependent', 'independent')",-0.1841537,-0.2149875,-0.5245363,-0.6515904,-0.1587062,-0.2137121,0.0550059
29,0.23181185,-0.13322498,"('unfair', 'fair')",-1.0639023,-1.401038,-0.64532876,-0.96496564,-0.492473,-0.8330762,0.3406032
43,0.23104477,0.02378907,"('irresponsible', 'responsible')",-0.535958,-0.6518847,0.26592064,0.15818457,-0.0129975,-0.156637,0.1436395
72,0.22641924,0.21532288,"('unambitious', 'ambitious')",-0.9686267,-1.0269758,-1.3654077,-1.5831976,-0.7025383,-0.7982835,0.0957452
20,0.2203944,0.38080817,"('rough', 'thoughtful')",0.87678075,0.98665494,0.7858094,0.75337327,0.6276615,0.7069454,-0.0792839
47,-0.2152981,-0.19976196,"('stupid', 'smart')",0.7384418,1.0515813,5.232762,5.1525254,1.9186352,2.0014483,-0.0828131
11,0.20097537,0.32885,"('unhelpful', 'helpful')",0.71456236,0.92025566,1.8532059,2.1133964,0.9229145,1.120834,-0.1979195
33,0.20077962,-0.10025366,"('wrong', 'right')",-0.059468128,-0.15139395,-0.5880582,-0.8930848,-0.1489156,-0.3815775,0.2326619
59,0.19402385,0.025791265,"('foolish', 'wise')",0.0111241955,-0.40521067,0.25565407,-0.11100476,0.1536007,-0.1634747,0.3170754
2,0.18889602,0.6250758,"('unlikable', 'likable')",0.017091542,0.3290633,0.73908615,0.9879959,0.3150246,0.6473784,-0.3323538
23,-0.18558815,-0.049407266,"('insincere', 'sincere')",-0.29601958,-0.06327337,5.179664,5.298157,1.5660187,1.7284923,-0.1624736
61,0.15371066,0.10770511,"('illogical', 'logical')",0.1754885,0.3994817,0.07997043,0.14550841,0.1363899,0.2175651,-0.0811752
45,0.14811829,0.09633366,"('incompetent', 'competent')",-0.65071124,-0.3440959,-0.49959227,-0.5456109,-0.3340617,-0.2644577,-0.069604
75,-0.1413256,-0.13006106,"('meek', 'impulsive')",0.06870054,0.02848886,-0.2713654,-0.3624069,-0.1146635,-0.1546597,0.0399962
87,0.13932377,0.0895913,"('unsuccessful', 'successful')",0.32279316,0.3666011,0.5385195,0.55161124,0.3335455,0.3359346,-0.0023891
74,0.13218795,0.113858685,"('undedicated', 'dedicated')",0.14743297,0.18265535,0.2260358,-0.017120957,0.1685522,0.093131,0.0754212
69,0.12111986,0.11933332,"('lazy', 'industrious')",0.702711,0.4766792,-0.29046658,-0.5819972,0.1777881,0.0046718,0.1731163
50,0.1206256,0.38692072,"('clumsy', 'skillful')",0.23472391,0.21074799,0.13963795,-0.051916756,0.1649958,0.1819173,-0.0169215
13,-0.106614724,-0.2346318,"('impolite', 'polite')",-0.3456803,-0.20702642,-0.3556333,-0.2304957,-0.2693094,-0.2240513,-0.0452581
15,0.10608207,0.362977,"('boring', 'funny')",0.057658188,0.27001464,0.54902595,0.7233742,0.2375887,0.452122,-0.2145333
40,-0.10509486,-0.52271175,"('stingy', 'generous')",0.17641214,-0.15700342,-1.2357602,-1.8324589,-0.3881476,-0.8373914,0.4492438
77,0.081246704,-0.21850039,"('unmotivated', 'motivated')",0.7945537,0.80528563,-1.0076904,-1.0915058,-0.0439634,-0.1682402,0.1242768
32,-0.07657006,0.19024138,"('unkind', 'kind')",-0.19328734,0.15939744,0.7629511,0.84270144,0.1643646,0.3974468,-0.2330822
83,-0.06924783,-0.23231126,"('powerless', 'powerful')",-0.24587664,-0.2877582,-1.0921112,-1.0208118,-0.4690785,-0.5136271,0.0445486
49,0.06366898,0.2222305,"('unable', 'able')",0.6022408,0.73801094,0.27920103,0.37270895,0.3150369,0.4443168,-0.1292799
58,-0.062002286,-0.49086118,"('undiscriminating', 'discriminating')",0.2901799,0.13401257,-0.06851048,-0.18906839,0.0532224,-0.1819723,0.2351947
48,-0.052065644,0.02035213,"('unintelligent', 'intelligent')",1.0842166,1.1922858,0.87878907,0.75476426,0.63698,0.6558007,-0.0188207
37,0.015426207,-0.17369482,"('fake', 'genuine')",-0.16534227,-0.40705472,0.14285946,-0.18724157,-0.0023522,-0.255997,0.2536448
41,0.015181298,0.12830046,"('unforgiving', 'forgiving')",-0.6481381,-0.5146243,0.4715919,0.7230038,-0.0537883,0.1122267,-0.166015
44,-0.010294478,0.019404475,"('prejudiced', 'unprejudiced')",-0.2664431,-0.40011162,-1.1623201,-1.1375306,-0.4796859,-0.5060792,0.0263933
