,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,male-female
73,1.5732261,1.4356841,"('helpless', 'self-reliant')",0.80396354,0.77185154,1.1863302,1.1241636,1.18784,1.1105665,0.0772735
23,-1.4388683,-1.3546419,"('insincere', 'sincere')",-2.4807253,-2.5978365,-0.903184,-1.1256756,-1.6075926,-1.692718,0.0851254
28,-1.3948764,-1.5140436,"('disloyal', 'loyal')",-1.2735798,-1.4539379,-1.5127228,-1.7884916,-1.3937263,-1.585491,0.1917647
1,-1.2967274,-1.2048655,"('unfriendly', 'friendly')",-0.5551851,-0.5739617,-1.0049614,-1.0047182,-0.9522913,-0.9278485,-0.0244428
57,-1.2500833,-1.4742444,"('unimaginative', 'imaginative')",-1.8471371,-2.0773435,-1.828341,-2.2247186,-1.6418538,-1.9254354,0.2835816
64,1.212116,1.082622,"('shy', 'confident')",-0.3345903,-0.29465863,0.36796245,0.22567737,0.4151627,0.3378803,0.0772824
10,-1.1806695,-1.2211759,"('unsympathetic', 'sympathetic')",-2.4275901,-2.6369677,-1.2151374,-1.5544964,-1.6077991,-1.8042134,0.1964143
2,1.1783488,1.4418226,"('unlikable', 'likable')",1.1180388,1.2166343,1.3340024,1.3944856,1.2101301,1.3509808,-0.1408507
6,1.0648239,1.2018514,"('distant', 'open')",1.4576647,1.6149005,0.4275162,0.66615146,0.9833349,1.1609678,-0.1776329
0,-1.0643758,-1.0652379,"('unsociable', 'sociable')",-2.928796,-3.0596194,-0.33027607,-0.5532529,-1.4411492,-1.55937,0.1182208
86,-1.0586044,-0.9994709,"('uninfluential', 'influential')",-1.9416763,-2.0002491,-1.3212814,-1.5193702,-1.4405206,-1.5063634,0.0658428
42,0.98777765,0.9692357,"('unreliable', 'reliable')",1.1039821,1.0248283,0.7870957,0.5274496,0.9596185,0.8405046,0.1191139
85,0.9691694,1.186195,"('insignificant', 'prestigious')",3.0017116,3.231807,1.5276701,1.9292346,1.8328505,2.1157455,-0.282895
