,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
69,1.2311693,0.89869416,"('lazy', 'industrious')",-1.6314285,-1.6329856,-0.2001296,-0.3671457,0.1670161
84,1.1535077,1.2371047,"('inferior', 'superior')",0.9891137,1.0010087,1.0713108,1.1190567,-0.0477459
86,-1.1360826,-1.3945354,"('uninfluential', 'influential')",0.14765061,-0.12182264,-0.494216,-0.758179,0.263963
2,1.135878,1.464523,"('unlikable', 'likable')",0.5653536,0.62374425,0.8506157,1.0441337,-0.193518
42,1.1328442,1.514498,"('unreliable', 'reliable')",-2.4423945,-2.2751062,-0.6547751,-0.3803041,-0.274471
57,-0.9660502,-1.0064043,"('unimaginative', 'imaginative')",-2.8791058,-2.88533,-1.922578,-1.9458671,0.0232891
10,-0.95201343,-1.0571207,"('unsympathetic', 'sympathetic')",0.9032013,0.821685,-0.0244061,-0.1177178,0.0933117
53,-0.9368898,-0.9512543,"('uncreative', 'creative')",0.57166076,0.36823428,-0.1826145,-0.29151,0.1088955
51,-0.9366436,-0.62942183,"('uneducated', 'educated')",0.67563343,0.87078094,-0.1305051,0.1206796,-0.2511847
1,-0.90363896,-1.3730568,"('unfriendly', 'friendly')",0.70398295,0.5057928,-0.099828,-0.433632,0.333804
19,-0.8651874,-0.71567905,"('inhospitable', 'hospitable')",-0.6938975,-0.74495465,-0.7795424,-0.7303169,-0.0492255
13,-0.85345286,-0.84460175,"('impolite', 'polite')",-0.32145983,-0.2023517,-0.5874563,-0.5234767,-0.0639796
73,0.8525492,0.8985148,"('helpless', 'self-reliant')",-3.7163475,-3.8466873,-1.4318991,-1.4740863,0.0421872
0,-0.818263,-0.60497916,"('unsociable', 'sociable')",-0.08994601,0.08338769,-0.4541045,-0.2607957,-0.1933088
7,-0.7891481,-0.75777125,"('insensitive', 'sensitive')",0.70425755,0.56201357,-0.0424453,-0.0978788,0.0554335
31,-0.7324136,-0.9905457,"('evil', 'good')",-1.8932571,-1.9479947,-1.3128353,-1.4692702,0.1564349
59,0.72975063,0.79103327,"('foolish', 'wise')",-0.48472378,-0.42250177,0.1225134,0.1842657,-0.0617523
75,0.6866482,0.6585083,"('meek', 'impulsive')",-1.0015931,-1.0209377,-0.1574725,-0.1812147,0.0237422
61,-0.67796606,-0.7303434,"('illogical', 'logical')",0.5081588,0.19106579,-0.0849036,-0.2696388,0.1847352
62,0.6614341,0.88322085,"('incompetent', 'brilliant')",1.2109575,1.0705351,0.9361959,0.9768779,-0.040682
36,-0.6610855,-0.6075557,"('hostile', 'amicable')",-1.2103012,-1.1450447,-0.9356933,-0.8763002,-0.0593931
79,-0.6442065,-0.7523539,"('wavering', 'unwavering')",-0.69041854,-0.7438734,-0.6673125,-0.7481136,0.0808011
83,0.62206775,0.7985315,"('powerless', 'powerful')",-0.47972235,-0.4131701,0.0711727,0.1926807,-0.121508
45,-0.6048749,-0.4067614,"('incompetent', 'competent')",0.40339637,0.33170092,-0.1007393,-0.0375302,-0.0632091
37,0.6009776,0.25629196,"('fake', 'genuine')",0.647812,0.41143322,0.6243948,0.3338626,0.2905322
67,0.59342384,1.0644541,"('doubtful', 'determined')",-0.45407528,-0.034170948,0.0696743,0.5151415,-0.4454672
85,0.5896135,0.4768186,"('insignificant', 'prestigious')",-1.5973871,-1.386721,-0.5038868,-0.4549512,-0.0489356
26,0.5709372,0.3467566,"('hardhearted', 'benevolent')",0.9107494,0.9647719,0.7408433,0.6557643,0.085079
8,-0.5693215,-1.01159,"('unaffectionate', 'affectionate')",-0.13324353,-0.3137696,-0.3512825,-0.6626798,0.3113973
3,-0.559154,-0.34256828,"('repellent', 'pleasant')",1.0480844,1.1060275,0.2444652,0.3817296,-0.1372644
34,0.5495884,0.6685551,"('mean', 'honorable')",5.875137,5.876616,3.2123625,3.2725856,-0.0602231
76,0.4619415,0.89650244,"('anxious', 'daring')",0.87661123,0.7630684,0.6692764,0.8297854,-0.160509
23,-0.45749873,-0.19790363,"('insincere', 'sincere')",6.4972954,6.3310604,3.0198984,3.0665784,-0.04668
11,-0.44659564,0.14576244,"('unhelpful', 'helpful')",2.6174257,2.6360106,1.085415,1.3908865,-0.3054715
33,0.44003853,0.061897118,"('wrong', 'right')",-1.3278978,-1.5517164,-0.4439296,-0.7449096,0.30098
68,-0.41484812,-0.19275002,"('dependent', 'independent')",-0.4500498,-0.59462327,-0.432449,-0.3936867,-0.0387623
6,-0.39817783,-0.912191,"('distant', 'open')",-1.1923327,-1.3686409,-0.7952553,-1.1404159,0.3451606
30,0.3881969,1.0344037,"('intolerant', 'tolerant')",0.757911,1.2537131,0.573054,1.1440585,-0.5710045
74,0.38007727,0.444596,"('undedicated', 'dedicated')",-0.06809303,-0.11535303,0.1559921,0.1646215,-0.0086294
38,-0.37957698,-0.34006387,"('untruthful', 'truthful')",-0.12282804,-0.0976055,-0.2512025,-0.2188347,-0.0323678
25,0.3774895,-0.036125727,"('egoistic', 'altruistic')",0.42882314,0.31003153,0.4031563,0.1369529,0.2662034
54,-0.37601933,-0.37159696,"('incapable', 'capable')",0.8884716,0.83508885,0.2562261,0.2317459,0.0244802
58,0.3733783,0.44003278,"('undiscriminating', 'discriminating')",0.34116766,0.28551388,0.357273,0.3627733,-0.0055003
40,0.35866624,-0.20376366,"('stingy', 'generous')",-2.2622907,-2.6628993,-0.9518123,-1.4333315,0.4815192
77,-0.35605347,-0.4371471,"('unmotivated', 'motivated')",-0.54924226,-0.6623392,-0.4526479,-0.5497432,0.0970953
39,0.3312412,0.5629594,"('exploitative', 'cooperative')",0.10868505,0.06306459,0.2199631,0.313012,-0.0930489
78,-0.32719782,-0.81459826,"('nonresilient', 'resilient')",0.5236696,0.1635324,0.0982359,-0.3255329,0.4237688
44,0.3265457,0.59854573,"('prejudiced', 'unprejudiced')",-1.2394263,-1.1506554,-0.4564403,-0.2760548,-0.1803855
5,-0.3263563,-0.6052507,"('distant', 'outgoing')",-1.2709364,-1.3154895,-0.7986463,-0.9603701,0.1617238
9,-0.3174452,-0.84799165,"('unaffectionate', 'caring')",0.9419715,0.5557055,0.3122631,-0.1461431,0.4584062
