,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
81,-0.31013626,-0.0165716,"('submissive', 'aggressive')",0.20155424,0.40527508,-0.054291,0.1943517,-0.2486427
28,-0.3089686,-0.37825912,"('disloyal', 'loyal')",1.3597004,1.2348559,0.5253659,0.4282984,0.0970675
15,0.30767006,0.6492388,"('boring', 'funny')",-0.034122095,0.10781433,0.136774,0.3785266,-0.2417526
63,-0.30082697,-0.36142698,"('unperceptive', 'insightful')",0.9422358,0.7322535,0.3207044,0.1854133,0.1352911
50,0.28929967,0.5157358,"('clumsy', 'skillful')",0.30326745,0.29099798,0.2962835,0.4033669,-0.1070834
71,0.2830711,0.19149503,"('diffident', 'self-confident')",0.009196669,-0.052895196,0.1461339,0.0692999,0.076834
41,-0.2707517,0.2580511,"('unforgiving', 'forgiving')",-0.421149,-0.10129979,-0.3459504,0.0783757,-0.4243261
55,-0.254821,-0.07058505,"('incompetent', 'clever')",1.2142849,0.97060496,0.4797319,0.4500099,0.029722
60,0.2510273,0.46979514,"('inefficient', 'efficient')",0.9999184,1.071025,0.6254728,0.7704101,-0.1449373
65,-0.2253513,0.08300591,"('insecure', 'secure')",0.59154934,0.72988033,0.183099,0.4064431,-0.2233441
18,-0.22461545,0.18325421,"('disagreeable', 'welcoming')",-0.97248584,-0.7799905,-0.5985507,-0.2983682,-0.3001825
35,-0.20858577,-0.34276652,"('corrupt', 'incorrupt')",-1.2340972,-1.3536996,-0.7213415,-0.848233,0.1268915
88,-0.20388891,0.37474242,"('low', 'eminent')",-0.11364109,0.1017036,-0.158765,0.238223,-0.396988
32,0.19632874,0.21149229,"('unkind', 'kind')",1.1665341,1.2231182,0.6814314,0.7173052,-0.0358738
48,-0.19587938,-0.21444364,"('unintelligent', 'intelligent')",1.331708,1.2293539,0.5679143,0.5074551,0.0604592
66,0.19423465,-0.2533771,"('inactive', 'active')",0.2390823,-0.09857109,0.2166585,-0.1759741,0.3926326
87,0.16834325,0.2447674,"('unsuccessful', 'successful')",0.9781128,0.5145624,0.573228,0.3796649,0.1935631
21,-0.16765091,0.24543737,"('immoral', 'moral')",0.38431123,0.46882236,0.1083302,0.3571299,-0.2487997
16,-0.16087101,0.2812218,"('unpopular', 'popular')",-0.101807304,0.053111833,-0.1313392,0.1671668,-0.298506
64,-0.16026399,-0.07083362,"('shy', 'confident')",-6.320745,-6.0341315,-3.2405045,-3.0524826,-0.1880219
17,-0.1512388,0.18826571,"('nasty', 'nice')",-0.8425942,-0.63859385,-0.4969165,-0.2251641,-0.2717524
56,0.13769057,0.4691556,"('impractical', 'practical')",0.17610177,0.31256682,0.1568962,0.3908612,-0.233965
72,-0.13626137,-0.23828322,"('unambitious', 'ambitious')",-0.11220054,-0.3256967,-0.124231,-0.28199,0.157759
4,-0.13010228,0.15274416,"('disliked', 'liked')",-7.6333404,-7.3825974,-3.8817213,-3.6149266,-0.2667947
20,0.121266,0.33608812,"('rough', 'thoughtful')",0.7864315,0.6280358,0.4538487,0.482062,-0.0282133
29,-0.09663657,0.14694533,"('unfair', 'fair')",-0.41666543,-0.46201813,-0.256651,-0.1575364,-0.0991146
70,0.08352031,0.01059993,"('lethargic', 'energetic')",1.217894,1.0657896,0.6507071,0.5381948,0.1125123
47,0.081256226,0.299444,"('stupid', 'smart')",5.680911,5.595474,2.8810837,2.947459,-0.0663753
22,0.07604725,0.09599915,"('untrustworthy', 'trustworthy')",-0.7141497,-0.8495994,-0.3190512,-0.3768001,0.0577489
43,-0.075338125,-0.05667526,"('irresponsible', 'responsible')",1.0141902,0.92121434,0.469426,0.4322695,0.0371565
46,-0.059394877,-0.27974278,"('uncompetitive', 'competitive')",0.18880379,0.0064243563,0.0647045,-0.1366592,0.2013637
80,-0.05851786,-0.09294218,"('dominated', 'dominating')",-0.03399242,-0.30385605,-0.0462551,-0.1983991,0.152144
52,0.057277277,0.06193392,"('irrational', 'rational')",-0.9403615,-0.9514277,-0.4415421,-0.4447469,0.0032048
27,0.05686905,-0.55501115,"('hardhearted', 'softhearted')",1.0218655,0.6967814,0.5393673,0.0708851,0.4684822
49,0.052879825,0.53149575,"('unable', 'able')",0.12990433,0.05902142,0.0913921,0.2952586,-0.2038665
82,-0.049611494,0.21936452,"('poor', 'rich')",7.377295,7.1402116,3.6638417,3.6797881,-0.0159464
12,0.04725237,-0.20257416,"('unsupportive', 'supportive')",-2.009748,-2.0431335,-0.9812478,-1.1228539,0.1416061
24,-0.037674427,-0.22653656,"('dishonest', 'honest')",1.2724262,0.9212644,0.6173759,0.3473639,0.270012
14,0.008815393,0.6831755,"('antisocial', 'social')",-0.013019062,0.32935032,-0.0021018,0.5062629,-0.5083647
