,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
39,1.7503555,1.6529669,"('exploitative', 'cooperative')",0.114259385,0.07454434,0.23595276,0.31686354,0.7001892,0.6814582,0.018731
60,1.4736879,1.4118853,"('inefficient', 'efficient')",1.3445216,1.4822563,-0.19888163,0.18120134,0.8731093,1.0251144,-0.1520051
64,1.2319897,1.006223,"('shy', 'confident')",0.7033047,0.5706202,-6.486743,-6.6030703,-1.5171496,-1.675409,0.1582594
81,1.2110083,1.2616981,"('submissive', 'aggressive')",1.0729266,1.1103138,-0.8126894,-0.5993253,0.4904152,0.5908955,-0.1004803
73,1.2040892,1.32162,"('helpless', 'self-reliant')",0.6233972,0.6165903,-2.7765408,-2.711584,-0.3163515,-0.2577913,-0.0585602
56,1.1658521,1.4059409,"('impractical', 'practical')",0.9309362,1.255963,-0.63612276,-0.4034235,0.4868886,0.7528268,-0.2659382
59,1.1384495,1.241851,"('foolish', 'wise')",0.9167588,0.86461914,0.485724,0.46538287,0.8469774,0.8572843,-0.0103069
19,-1.0795094,-0.7627656,"('inhospitable', 'hospitable')",-1.3477769,-1.3633035,0.053094257,0.11627352,-0.7913973,-0.6699319,-0.1214654
31,-1.0195018,-1.0667082,"('evil', 'good')",-0.7895343,-1.0560706,-0.46641704,-0.72685313,-0.7584844,-0.9498773,0.1913929
78,-0.9959133,-1.0399846,"('nonresilient', 'resilient')",0.50844586,0.65293694,0.25229624,0.13799961,-0.0783904,-0.083016,0.0046256
18,-0.9299527,-1.1087222,"('disagreeable', 'welcoming')",-0.6572936,-0.8616539,-0.18069184,-0.3440949,-0.5893127,-0.7714903,0.1821776
53,-0.9115463,-0.8839694,"('uncreative', 'creative')",0.44488972,0.377932,0.9450483,0.9471543,0.1594639,0.147039,0.0124249
0,-0.8992055,-1.2219881,"('unsociable', 'sociable')",0.13997957,-0.015994594,-0.64659375,-0.6790249,-0.4686066,-0.6390025,0.1703959
82,-0.8687924,-0.27501747,"('poor', 'rich')",-0.30662626,-0.101473875,5.977934,6.331979,1.6008383,1.9851624,-0.3843241
86,-0.8626009,-1.1445134,"('uninfluential', 'influential')",-0.2867668,-0.44628707,-0.051846758,-0.17921123,-0.4004048,-0.5900039,0.1895991
8,-0.82284087,-0.95670676,"('unaffectionate', 'affectionate')",-0.5175181,-0.61502916,1.172796,1.1333587,-0.0558543,-0.1461257,0.0902714
1,-0.8163567,-1.0725207,"('unfriendly', 'friendly')",0.570094,0.44175625,2.0684047,1.9093765,0.6073806,0.426204,0.1811766
10,-0.7793265,-0.95843154,"('unsympathetic', 'sympathetic')",-0.23583299,-0.37030077,-0.3496544,-0.29209542,-0.454938,-0.5402759,0.0853379
67,0.77373457,0.8207753,"('doubtful', 'determined')",0.38952476,0.55042005,-1.0170718,-0.76665115,0.0487291,0.2015147,-0.1527856
6,-0.7429658,-0.7574583,"('distant', 'open')",-1.1724714,-1.2500072,0.37024766,0.3690689,-0.5150632,-0.5461322,0.031069
7,0.7428769,0.61829567,"('insensitive', 'sensitive')",1.0205789,1.0147718,1.1507748,1.171132,0.9714102,0.9347332,0.036677
12,0.6962556,0.45389766,"('unsupportive', 'supportive')",1.0468475,1.0693533,-1.4860677,-1.4997056,0.0856785,0.0078485,0.07783
54,-0.68953514,-0.6417503,"('incapable', 'capable')",-0.4338374,-0.4134988,1.0942837,1.2576232,-0.0096963,0.067458,-0.0771543
66,-0.68477166,-0.8380271,"('inactive', 'active')",-0.9749432,-1.0672232,1.0064248,0.77961767,-0.2177634,-0.3752109,0.1574475
9,-0.66259027,-0.8934529,"('unaffectionate', 'caring')",0.62412447,0.5766611,1.4047526,1.4636499,0.4554289,0.382286,0.0731429
41,-0.6466849,-0.9070838,"('unforgiving', 'forgiving')",0.3015601,0.20936584,0.39896038,0.14428817,0.0179452,-0.1844766,0.2024218
38,-0.63946223,-0.6719067,"('untruthful', 'truthful')",0.23261315,0.3918417,-0.18732525,-0.04484744,-0.1980581,-0.1083041,-0.089754
51,-0.63817024,-0.47380573,"('uneducated', 'educated')",-0.33233428,-0.4393682,0.38849962,0.3964078,-0.1940016,-0.1722554,-0.0217462
26,-0.6236448,-0.8939421,"('hardhearted', 'benevolent')",0.8114135,0.65797335,1.6421975,1.4367288,0.6099887,0.4002534,0.2097353
5,-0.59522134,-0.5032827,"('distant', 'outgoing')",-0.5814466,-0.54730296,-0.17148492,-0.017477363,-0.4493843,-0.356021,-0.0933633
36,-0.59283566,-0.79395497,"('hostile', 'amicable')",-1.989333,-2.3041005,0.55715054,0.19643153,-0.675006,-0.9672079,0.2922019
65,0.58934176,0.54437226,"('insecure', 'secure')",0.15267414,0.13768888,-0.4599208,-0.29221764,0.0940317,0.1299478,-0.0359161
14,0.5799598,0.39950356,"('antisocial', 'social')",0.82673615,0.65394413,-0.686975,-0.6870526,0.239907,0.1221317,0.1177753
24,0.5741879,0.47650266,"('dishonest', 'honest')",0.08295545,0.037975334,0.7165958,0.8070134,0.4579131,0.4404971,0.017416
62,0.56641144,0.6217566,"('incompetent', 'brilliant')",0.58548385,0.7887007,-0.079356976,0.2765523,0.3575128,0.5623366,-0.2048238
33,0.55278176,0.32432702,"('wrong', 'right')",0.9185394,0.82642496,-0.20143329,-0.41575688,0.4232959,0.2449984,0.1782975
84,0.54369146,0.50605947,"('inferior', 'superior')",1.0580335,1.0946971,0.90417224,0.7348745,0.835299,0.7785437,0.0567553
50,0.51455736,0.5978602,"('clumsy', 'skillful')",0.43481633,0.38939762,0.4491789,0.4405942,0.4661842,0.4759507,-0.0097665
27,-0.50677717,-0.67294365,"('hardhearted', 'softhearted')",-0.08731281,-0.12129254,1.7755265,1.6866378,0.3938122,0.2974672,0.096345
30,0.497722,0.59099776,"('intolerant', 'tolerant')",1.3534377,1.2968456,0.92203486,0.9771585,0.9243982,0.9550006,-0.0306024
57,-0.47993308,-0.5500416,"('unimaginative', 'imaginative')",0.15132096,0.0670982,-2.3197417,-2.4413579,-0.8827846,-0.974767,0.0919824
22,0.47499338,0.49599648,"('untrustworthy', 'trustworthy')",-0.0010191705,-0.101378955,-0.697719,-0.6929995,-0.0745816,-0.0994607,0.0248791
17,-0.46262673,-0.4532367,"('nasty', 'nice')",-0.4533648,-0.45685732,-0.60055625,-0.5977078,-0.5055159,-0.5026006,-0.0029153
87,0.46017402,0.45151335,"('unsuccessful', 'successful')",0.8207609,0.81388736,0.83775556,0.8216696,0.7062302,0.6956901,0.0105401
63,0.45277268,0.5293136,"('unperceptive', 'insightful')",1.42302,1.5971744,1.1062244,1.230631,0.9940057,1.1190397,-0.125034
28,-0.45033905,-0.5975833,"('disloyal', 'loyal')",-0.024823822,-0.061978564,0.83587974,0.79584986,0.120239,0.0454293,0.0748097
35,-0.43758518,-0.38628957,"('corrupt', 'incorrupt')",-1.171033,-1.2281667,-0.03461297,-0.2805106,-0.5477438,-0.6316556,0.0839118
68,-0.43281588,-0.28734434,"('dependent', 'independent')",-0.9323148,-0.91529506,-0.54456085,-0.57082844,-0.6365639,-0.5911559,-0.045408
47,0.3965345,0.4018088,"('stupid', 'smart')",0.3267921,0.3410688,5.3157043,5.498675,2.0130103,2.0805175,-0.0675072
69,0.39562806,0.22819464,"('lazy', 'industrious')",0.6793994,0.6512283,-0.33370596,-0.56779605,0.2471072,0.1038756,0.1432316
72,0.38685572,0.38164666,"('unambitious', 'ambitious')",0.37251467,0.57939965,-0.832948,-0.5513438,-0.0245259,0.1365675,-0.1610934
20,-0.36919382,-0.47343665,"('rough', 'thoughtful')",0.18565273,0.13009281,1.006729,0.84057343,0.274396,0.1657432,0.1086528
16,-0.36479896,-0.30898774,"('unpopular', 'popular')",-0.2863873,-0.2645085,0.3337477,0.1582161,-0.1058128,-0.1384267,0.0326139
71,0.36109117,0.29084238,"('diffident', 'self-confident')",1.4567759,1.4850188,0.5618938,0.6002703,0.7932536,0.7920438,0.0012098
42,0.35448748,0.4930938,"('unreliable', 'reliable')",0.3855774,0.5454794,-2.8901877,-2.6770818,-0.7167076,-0.5461695,-0.1705381
58,-0.34287685,-0.52246106,"('undiscriminating', 'discriminating')",0.8044057,0.6535499,0.27412045,0.13917598,0.2452164,0.0900883,0.1551281
75,0.33333862,0.5671121,"('meek', 'impulsive')",-0.567737,-0.47107023,-0.31944716,-0.2624564,-0.1846152,-0.0554715,-0.1291437
34,0.31964386,0.33566558,"('mean', 'honorable')",0.24653235,0.3607612,5.998723,6.1632466,2.1882998,2.2865578,-0.098258
77,0.31957352,0.20238876,"('unmotivated', 'motivated')",0.8434965,0.7672519,-1.1912668,-1.1912092,-0.0093989,-0.0738562,0.0644573
61,0.3097833,-0.034148738,"('illogical', 'logical')",0.5615742,0.42293447,0.16456565,0.12282173,0.3453077,0.1705358,0.1747719
21,0.29803267,0.22001874,"('immoral', 'moral')",1.0498296,0.99161327,-0.5766342,-0.50338227,0.257076,0.2360832,0.0209928
3,-0.2945014,-0.36215252,"('repellent', 'pleasant')",0.9223842,0.7734355,0.19472371,0.24773283,0.2742022,0.2196719,0.0545303
43,0.28893486,0.18183438,"('irresponsible', 'responsible')",0.043031946,0.20041728,0.26722383,0.464405,0.1997302,0.2822189,-0.0824887
13,-0.24421409,-0.1464258,"('impolite', 'polite')",-0.19331378,-0.06393776,-0.40733403,-0.22041473,-0.2816206,-0.1435928,-0.1380278
80,0.24035153,0.20548,"('dominated', 'dominating')",0.50928664,0.60822505,-1.1823894,-1.1083719,-0.1442504,-0.0982223,-0.0460281
29,0.23258,0.15860827,"('unfair', 'fair')",0.2828074,0.27159572,-0.27562535,-0.29206446,0.0799207,0.0460465,0.0338742
44,0.22761317,0.21163814,"('prejudiced', 'unprejudiced')",-0.9591356,-0.8690043,-1.425776,-1.3570007,-0.7190995,-0.6714556,-0.0476439
76,-0.20463021,-0.0624383,"('anxious', 'daring')",0.2516097,0.3918057,-0.056070305,0.19136113,-0.0030303,0.1735762,-0.1766065
2,0.19888331,0.07633206,"('unlikable', 'likable')",0.69136727,0.5707789,0.5363948,0.52435267,0.4755484,0.3904879,0.0850605
45,-0.1882893,-0.17637447,"('incompetent', 'competent')",0.23260549,0.31430823,-0.120566085,-0.12172218,-0.0254166,0.0054039,-0.0308205
25,-0.18436915,-0.510984,"('egoistic', 'altruistic')",0.80095357,0.6928559,1.89526,1.6711199,0.8372815,0.6176639,0.2196176
11,0.1789952,0.030409936,"('unhelpful', 'helpful')",0.77838254,0.8706343,1.5766636,1.8226342,0.8446805,0.9078929,-0.0632124
52,-0.1614226,-0.46707022,"('irrational', 'rational')",-0.124259144,-0.2699849,0.3656447,0.17132106,0.0266543,-0.188578,0.2152323
46,-0.15201662,-0.13709073,"('uncompetitive', 'competitive')",0.5230278,0.47991315,-0.7262478,-0.8075147,-0.1184122,-0.1548974,0.0364852
70,0.1514113,0.16391668,"('lethargic', 'energetic')",0.41318843,0.44362193,0.53073263,0.7731061,0.3651108,0.4602149,-0.0951041
23,-0.13490085,-0.16413948,"('insincere', 'sincere')",1.0826831,1.2503,5.685493,6.0770626,2.2110917,2.3877411,-0.1766494
55,0.10576021,0.0010328367,"('incompetent', 'clever')",0.010748584,-0.12758484,0.025794663,-0.034769252,0.0474345,-0.0537738,0.1012083
79,-0.0973835,0.0033358037,"('wavering', 'unwavering')",-1.0753226,-0.975681,0.17858224,0.16391951,-0.3313746,-0.2694752,-0.0618994
4,-0.08291126,-0.005978523,"('disliked', 'liked')",-0.48137376,-0.47642422,-6.36821,-6.66979,-2.3108317,-2.3840642,0.0732325
88,-0.07940137,-0.2649439,"('low', 'eminent')",0.016023835,-0.15275538,0.16213937,0.14603534,0.0329206,-0.0905546,0.1234752
83,-0.0634585,-0.274426,"('powerless', 'powerful')",0.20148477,0.06412548,-1.0715978,-1.102967,-0.3111905,-0.4377559,0.1265654
85,0.057765912,-0.22200426,"('insignificant', 'prestigious')",0.39435518,0.19434816,1.0639254,0.6937058,0.5053488,0.2220166,0.2833322
32,-0.050842345,-0.07557163,"('unkind', 'kind')",0.32582977,0.38984406,0.9514982,1.0489857,0.4088285,0.4544194,-0.0455909
74,-0.04660188,-0.06873908,"('undedicated', 'dedicated')",0.82286066,0.82422745,0.16096406,-0.037426364,0.3124076,0.239354,0.0730536
15,0.03148684,0.12477875,"('boring', 'funny')",-0.72770023,-0.654113,0.45376983,0.5183112,-0.0808145,-0.0036743,-0.0771402
49,-0.031457886,0.09509899,"('unable', 'able')",-0.4666511,-0.379525,-0.2361672,0.010598201,-0.2447587,-0.0912759,-0.1534828
40,-0.02247349,-0.2602823,"('stingy', 'generous')",0.16073124,0.03662211,-1.0163363,-1.4021134,-0.2926929,-0.5419246,0.2492317
37,0.021945883,0.13257699,"('fake', 'genuine')",0.33146042,0.3098197,0.6818421,0.8709433,0.3450828,0.43778,-0.0926972
