,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,male-female
35,-0.86049974,-1.358081,"('corrupt', 'incorrupt')",-0.721017,-0.6172001,-0.7907584,-0.9876405,0.1968821
83,-0.84190416,-0.81338036,"('powerless', 'powerful')",-1.1093261,-1.1604767,-0.9756151,-0.9869285,0.0113134
22,0.81638366,1.2338835,"('untrustworthy', 'trustworthy')",-0.8961964,-0.94499433,-0.0399064,0.1444446,-0.184351
29,-0.7899985,-0.8417715,"('unfair', 'fair')",-0.5022137,-0.42021286,-0.6461061,-0.6309922,-0.0151139
7,0.78966665,1.1045393,"('insensitive', 'sensitive')",0.6141502,0.61430883,0.7019085,0.8594241,-0.1575156
18,-0.7501935,-0.48200366,"('disagreeable', 'welcoming')",-0.55250233,-0.47431138,-0.6513479,-0.4781575,-0.1731904
63,0.7456608,1.2306832,"('unperceptive', 'insightful')",0.95876044,0.79890966,0.8522106,1.0147965,-0.1625859
74,0.72027546,1.1407647,"('undedicated', 'dedicated')",-0.308346,-0.27964798,0.2059647,0.4305584,-0.2245937
39,0.71712875,0.7028752,"('exploitative', 'cooperative')",-0.22150499,-0.060409244,0.2478119,0.321233,-0.0734211
50,-0.69812167,-0.824415,"('clumsy', 'skillful')",0.15288855,0.24076554,-0.2726166,-0.2918248,0.0192082
9,0.6947235,0.8837218,"('unaffectionate', 'caring')",1.1535982,1.4888289,0.9241608,1.1862754,-0.2621146
0,0.68175805,1.296486,"('unsociable', 'sociable')",-0.13475437,-0.1124271,0.2735018,0.5920295,-0.3185277
86,0.6633904,1.3597182,"('uninfluential', 'influential')",-0.36703584,-0.35203782,0.1481773,0.5038402,-0.3556629
32,0.6606823,1.2161151,"('unkind', 'kind')",0.3844673,0.6534745,0.5225748,0.9347948,-0.41222
43,0.6406116,1.4836597,"('irresponsible', 'responsible')",0.3883656,0.6294975,0.5144886,1.0565786,-0.54209
67,0.60257095,0.6405168,"('doubtful', 'determined')",-0.66584855,-0.49975678,-0.0316388,0.07038,-0.1020188
77,0.5957427,0.7463383,"('unmotivated', 'motivated')",-0.5772904,-0.8665764,0.0092261,-0.060119,0.0693451
80,0.5917102,0.66645986,"('dominated', 'dominating')",-0.62921524,-0.9372511,-0.0187525,-0.1353956,0.1166431
1,-0.5830964,-0.3950201,"('unfriendly', 'friendly')",1.0936872,1.3058293,0.2552954,0.4554046,-0.2001092
25,-0.5621882,-0.85274655,"('egoistic', 'altruistic')",0.8351115,0.80787385,0.1364616,-0.0224364,0.158898
13,0.5396555,0.9531721,"('impolite', 'polite')",-0.9600905,-1.001673,-0.2102175,-0.0242504,-0.1859671
73,-0.5236875,-0.80080086,"('helpless', 'self-reliant')",-3.066442,-3.2987845,-1.7950647,-2.0497928,0.2547281
15,-0.51217943,-0.6401862,"('boring', 'funny')",-0.38366324,-0.3375755,-0.4479213,-0.4888808,0.0409595
45,-0.49995124,-0.14319159,"('incompetent', 'competent')",0.06289004,-0.24010888,-0.2185306,-0.1916502,-0.0268804
72,0.48145935,1.0958171,"('unambitious', 'ambitious')",-0.4629191,-0.3199458,0.0092701,0.3879356,-0.3786655
41,-0.47620758,0.37999892,"('unforgiving', 'forgiving')",-0.47371072,-0.37455213,-0.4749591,0.0027234,-0.4776825
64,-0.46757615,-0.302555,"('shy', 'confident')",-6.3903103,-6.776328,-3.4289432,-3.5394416,0.1104984
71,0.4033857,0.17792456,"('diffident', 'self-confident')",0.4880691,0.48766106,0.4457274,0.3327928,0.1129346
40,-0.393468,-0.18588378,"('stingy', 'generous')",-1.9202322,-2.2042294,-1.1568501,-1.1950566,0.0382065
8,-0.3904307,-0.31995785,"('unaffectionate', 'affectionate')",0.20331919,0.6244134,-0.0935557,0.1522278,-0.2457835
51,0.38941923,0.6374498,"('uneducated', 'educated')",0.31682903,0.26170105,0.3531241,0.4495754,-0.0964513
87,0.33087325,-0.012447879,"('unsuccessful', 'successful')",1.3059404,0.92634046,0.8184068,0.4569463,0.3614605
49,0.330758,0.50967884,"('unable', 'able')",-0.023709636,-0.048214212,0.1535242,0.2307323,-0.0772081
54,-0.3303466,-0.24854034,"('incapable', 'capable')",0.94580674,1.1706586,0.3077301,0.4610591,-0.153329
2,0.29672205,0.47363296,"('unlikable', 'likable')",0.28372398,0.30295888,0.290223,0.3882959,-0.0980729
53,0.25087148,0.4244243,"('uncreative', 'creative')",0.28062052,0.39460945,0.265746,0.4095169,-0.1437709
58,-0.20412567,-0.16371283,"('undiscriminating', 'discriminating')",0.4935361,0.4208037,0.1447052,0.1285454,0.0161598
88,0.19190037,0.27912766,"('low', 'eminent')",-0.25260335,-0.27317676,-0.0303515,0.0029754,-0.0333269
20,0.1491627,0.4878602,"('rough', 'thoughtful')",0.5643048,0.55941683,0.3567338,0.5236385,-0.1669047
68,0.14877927,0.19268772,"('dependent', 'independent')",-0.27541608,-0.5144208,-0.0633184,-0.1608665,0.0975481
37,0.115626335,0.472461,"('fake', 'genuine')",0.0772488,0.32135367,0.0964376,0.3969073,-0.3004697
34,0.102079086,0.24308586,"('mean', 'honorable')",5.547632,5.6037893,2.8248556,2.9234376,-0.098582
47,0.07815388,0.44231817,"('stupid', 'smart')",4.99387,5.3420935,2.5360119,2.8922057,-0.3561938
38,-0.07550589,0.11890152,"('untruthful', 'truthful')",0.30203357,0.27765307,0.1132638,0.1982773,-0.0850135
26,-0.06803128,-0.019227544,"('hardhearted', 'benevolent')",1.1370702,1.3937771,0.5345194,0.6872748,-0.1527554
27,0.049735688,0.33996886,"('hardhearted', 'softhearted')",0.5734657,0.7869189,0.3116007,0.5634439,-0.2518432
