,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
51,-1.0567448,-1.281174,"('uneducated', 'educated')",-0.9105159,-0.9441487,0.11356143,-0.034742534,-0.6178998,-0.7533551,0.1354553
13,-1.0094392,-1.1454774,"('impolite', 'polite')",-0.910988,-0.88628024,-0.24650294,-0.38948417,-0.7223101,-0.8070806,0.0847705
70,-0.9764873,-1.0053208,"('lethargic', 'energetic')",-0.75775635,-0.7983651,0.5547545,0.57662034,-0.393163,-0.4090219,0.0158589
21,-0.9440942,-1.2835234,"('immoral', 'moral')",-0.80488527,-0.9672978,-0.6225655,-0.8967573,-0.7905149,-1.0491928,0.2586779
39,0.9088698,0.72712225,"('exploitative', 'cooperative')",-0.31234846,-0.26042414,0.713867,0.7209246,0.4367961,0.3958743,0.0409218
78,-0.9008498,-1.1092196,"('nonresilient', 'resilient')",0.034708757,-0.34996113,-0.1900101,-0.15324648,-0.3520504,-0.5374757,0.1854253
24,-0.89906496,-0.634379,"('dishonest', 'honest')",-1.0833824,-0.7591535,0.6633066,0.75258267,-0.4397136,-0.2136499,-0.2260637
62,-0.8955742,-0.69709975,"('incompetent', 'brilliant')",-0.6510518,-0.5613144,-0.063215554,0.123740405,-0.5366139,-0.3782246,-0.1583893
80,0.89181703,0.5928837,"('dominated', 'dominating')",0.13412671,-0.0965565,-0.71397185,-0.8775816,0.1039906,-0.1270848,0.2310754
56,-0.8905859,-0.9197309,"('impractical', 'practical')",-0.62821317,-0.5929937,-0.5239386,-0.4071789,-0.6809126,-0.6399678,-0.0409448
72,-0.88469636,-0.825701,"('unambitious', 'ambitious')",-1.1935961,-1.0969143,-0.44825026,-0.31388113,-0.8421809,-0.7454988,-0.0966821
77,-0.86912185,-1.206123,"('unmotivated', 'motivated')",-1.490567,-1.6241454,-1.2257538,-1.2426187,-1.1951475,-1.357629,0.1624815
58,-0.8474567,-1.0302994,"('undiscriminating', 'discriminating')",-0.9014249,-1.1226072,0.32193455,0.31345743,-0.475649,-0.6131497,0.1375007
73,0.84410006,0.9315278,"('helpless', 'self-reliant')",0.5478646,0.70676976,-3.3652823,-3.1554344,-0.6577725,-0.5057123,-0.1520602
54,-0.82939196,-0.7472502,"('incapable', 'capable')",0.9429672,0.86715394,0.41995418,0.4253993,0.1778431,0.1817677,-0.0039246
75,0.81093264,1.0369648,"('meek', 'impulsive')",0.78735894,1.0464412,-0.6697954,-0.5989592,0.3094987,0.4948156,-0.1853169
81,-0.78388304,-0.84313816,"('submissive', 'aggressive')",-1.007664,-1.015054,-0.6564291,-0.78590816,-0.815992,-0.8813668,0.0653748
30,-0.76694125,-0.79182243,"('intolerant', 'tolerant')",-0.6727593,-0.5368661,0.70706904,0.7538319,-0.2442105,-0.1916189,-0.0525916
3,-0.75695974,-0.8732744,"('repellent', 'pleasant')",-1.3888584,-1.5813973,0.63841087,0.5334135,-0.5024691,-0.6404194,0.1379503
27,-0.7549035,-0.82161593,"('hardhearted', 'softhearted')",-0.35180765,-0.29561475,0.8767079,0.9018552,-0.0766677,-0.0717918,-0.0048759
60,-0.74253565,-1.0498873,"('inefficient', 'efficient')",-1.0265409,-1.0553341,0.30157438,0.3168168,-0.4891674,-0.5961348,0.1069674
59,0.74105406,0.72940016,"('foolish', 'wise')",0.7680017,0.8452903,-0.100656524,-0.11853971,0.4694664,0.4853836,-0.0159172
82,-0.7397229,-0.66071516,"('poor', 'rich')",-0.4862059,-0.38954815,5.9058504,5.9673142,1.5599739,1.6390169,-0.079043
42,0.72007966,0.4256863,"('unreliable', 'reliable')",0.6359643,0.51476175,-2.991071,-2.9334738,-0.545009,-0.6643419,0.1193329
7,-0.7187625,-0.8860105,"('insensitive', 'sensitive')",-0.7746489,-0.87331533,0.19983399,0.2616982,-0.4311925,-0.4992092,0.0680167
87,0.6935569,0.48931056,"('unsuccessful', 'successful')",0.7217048,0.5649274,0.469549,0.27104527,0.6282702,0.4417611,0.1865091
65,-0.62775755,-0.9242376,"('insecure', 'secure')",-1.3234062,-1.4218514,0.38857666,0.27660504,-0.5208624,-0.6898279,0.1689655
74,-0.6273466,-0.5605739,"('undedicated', 'dedicated')",-0.30972454,-0.27359056,0.16703126,0.3511063,-0.2566799,-0.1610194,-0.0956605
37,0.6199764,0.37776503,"('fake', 'genuine')",0.33104712,0.45292318,0.059532534,0.12540385,0.336852,0.3186974,0.0181546
47,-0.6011842,-0.59425104,"('stupid', 'smart')",0.18689866,0.08213544,5.562384,5.4964285,1.7160328,1.6614377,0.0545951
84,0.59033465,0.6360533,"('inferior', 'superior')",0.7681108,0.87366277,0.3483301,0.38805282,0.5689252,0.6325896,-0.0636644
88,-0.58933234,-0.5799318,"('low', 'eminent')",-0.18409984,-0.09223856,-0.20260136,-0.31004608,-0.3253445,-0.3274055,0.002061
49,-0.55715597,-0.59368443,"('unable', 'able')",0.037411127,0.054345507,-0.5757856,-0.50455606,-0.3651768,-0.347965,-0.0172118
16,-0.54689384,-0.4835449,"('unpopular', 'popular')",0.7238426,0.68359005,0.16310215,0.11161476,0.1133503,0.1038866,0.0094637
55,-0.5349847,-0.7630354,"('incompetent', 'clever')",-0.33861673,-0.4966763,0.55096203,0.5433548,-0.1075465,-0.2387856,0.1312391
2,0.49512452,0.5600357,"('unlikable', 'likable')",0.7688682,0.874688,1.0892789,1.0375723,0.7844239,0.8240987,-0.0396748
61,-0.4512583,-0.36267897,"('illogical', 'logical')",-0.7020975,-0.6251145,0.11308244,0.034030885,-0.3467578,-0.3179208,-0.028837
85,0.42825362,0.5382487,"('insignificant', 'prestigious')",1.5467428,1.4281383,-0.15310779,-0.20114437,0.6072962,0.5884142,0.018882
40,-0.39614254,-0.22751397,"('stingy', 'generous')",0.20014769,0.36581215,-2.1201441,-1.9592739,-0.7720463,-0.6069919,-0.1650544
52,-0.3822149,-0.32211965,"('irrational', 'rational')",0.29024154,0.44135812,-0.1748515,-0.26509333,-0.0889416,-0.0486183,-0.0403233
33,0.37326264,0.47388965,"('wrong', 'right')",1.3346845,1.5053264,-0.7411571,-0.8473132,0.3222633,0.377301,-0.0550377
5,0.37045938,0.6470438,"('distant', 'outgoing')",0.712103,1.0319401,-0.4328996,-0.22561823,0.2165543,0.4844552,-0.2679009
36,0.36510557,0.41270983,"('hostile', 'amicable')",0.5922756,0.5999395,-0.0065064896,-0.117341734,0.3169582,0.2984358,0.0185224
25,0.3536828,0.5475742,"('egoistic', 'altruistic')",0.94399774,1.1526514,1.2946709,1.5012246,0.8641171,1.0671501,-0.203033
83,-0.32969636,-0.48884264,"('powerless', 'powerful')",0.031132724,0.042213652,-1.4384857,-1.3220642,-0.5790164,-0.5895644,0.010548
34,-0.3188268,-0.2946972,"('mean', 'honorable')",-0.7020496,-0.6999215,5.3129783,5.280732,1.4307006,1.4287046,0.001996
68,-0.28345442,-0.54901445,"('dependent', 'independent')",-1.1822798,-1.1568475,-1.5650417,-1.7346841,-1.0102587,-1.1468487,0.13659
14,-0.27045634,-0.38936785,"('antisocial', 'social')",-0.20177151,-0.25963423,0.18052325,0.08781875,-0.0972349,-0.1870611,0.0898262
71,0.2689882,0.36074734,"('diffident', 'self-confident')",0.7112951,0.778894,0.28239077,0.3696279,0.4208914,0.5030897,-0.0821983
76,0.26459533,-0.18304485,"('anxious', 'daring')",0.18635575,-0.10525842,0.09399481,-0.087312564,0.1816486,-0.1252053,0.3068539
29,0.20433754,0.059399605,"('unfair', 'fair')",0.5041536,0.47395483,-0.76116043,-0.77174854,-0.0175564,-0.0794647,0.0619083
79,0.19202875,0.33104604,"('wavering', 'unwavering')",0.44677398,0.41429356,-0.8812232,-0.74484366,-0.0808068,0.0001653,-0.0809721
4,-0.17230499,0.04406549,"('disliked', 'liked')",0.2631788,0.5126526,-6.849846,-6.7440386,-2.2529907,-2.0624402,-0.1905505
20,-0.16234696,-0.33357313,"('rough', 'thoughtful')",0.040437154,-0.17439951,0.6708705,0.61291504,0.1829869,0.0349808,0.1480061
6,0.16086397,0.35755193,"('distant', 'open')",1.1298534,1.3425837,-0.11615319,0.07395811,0.3915214,0.5913646,-0.1998432
67,-0.13621819,-0.15053505,"('doubtful', 'determined')",0.25929958,0.29331326,-0.55993605,-0.5992663,-0.1456182,-0.1521627,0.0065445
19,-0.11496347,0.00023861416,"('inhospitable', 'hospitable')",-0.6854746,-0.5334517,-0.7263607,-0.4898463,-0.5089329,-0.3410198,-0.1679131
31,-0.092197105,0.20270564,"('evil', 'good')",0.09429771,0.2913326,-1.1434454,-0.8162348,-0.3804483,-0.1073989,-0.2730494
22,-0.08390817,-0.12978762,"('untrustworthy', 'trustworthy')",-0.37760064,-0.35380396,-0.54045147,-0.54442436,-0.3339868,-0.342672,0.0086852
50,-0.051785238,-0.18102238,"('clumsy', 'skillful')",1.1199508,0.9675892,-0.3668275,-0.29729575,0.2337794,0.1630904,0.070689
26,0.04883512,0.31715563,"('hardhearted', 'benevolent')",-0.16235495,0.08984324,1.4200233,1.6620926,0.4355012,0.6896971,-0.2541959
17,-0.04431153,0.09773284,"('nasty', 'nice')",0.1165932,0.17106436,-0.59246266,-0.45711485,-0.1733937,-0.0627725,-0.1106212
18,0.038985968,-0.0850745,"('disagreeable', 'welcoming')",0.13551506,0.32802725,-0.585884,-0.6100906,-0.1371276,-0.1223793,-0.0147483
64,0.022523683,-0.13463236,"('shy', 'confident')",0.06615856,0.20652622,-5.769163,-5.897715,-1.8934937,-1.9419405,0.0484468
15,0.0053451583,0.24936536,"('boring', 'funny')",0.6619288,0.7130641,0.27354655,0.3560099,0.3136068,0.4394797,-0.1258729
