,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
86,-2.709296,-2.6217124,"('uninfluential', 'influential')",-1.55464,-1.5670242,-0.7005925,-0.6572895,-1.6548429,-1.6153421,-0.0395008
10,-2.2526689,-2.370381,"('unsympathetic', 'sympathetic')",-1.8050545,-1.9487596,-0.19093208,-0.12634206,-1.4162186,-1.4818274,0.0656088
23,-1.792715,-1.6894727,"('insincere', 'sincere')",-1.9236126,-1.9409249,5.5908666,5.6078863,0.6248463,0.6591629,-0.0343166
1,-1.7757548,-1.3605126,"('unfriendly', 'friendly')",-0.34676206,-0.049132552,1.4361686,1.7544583,-0.2287828,0.1149377,-0.3437205
44,1.7709728,1.488228,"('prejudiced', 'unprejudiced')",1.12029,1.1149971,-0.7953763,-1.0452209,0.6986289,0.5193348,0.1792941
28,-1.7534883,-1.4547335,"('disloyal', 'loyal')",-0.4404025,-0.3550861,0.7174977,0.96759576,-0.492131,-0.2807413,-0.2113897
0,-1.7243844,-1.7884021,"('unsociable', 'sociable')",-1.1505783,-1.244651,-0.077234834,-0.084190965,-0.9840659,-1.0390813,0.0550154
35,1.6794108,1.8911555,"('corrupt', 'incorrupt')",1.9697665,1.962804,-0.6229562,-0.45625404,1.0087403,1.1325685,-0.1238282
48,-1.6445203,-1.6846491,"('unintelligent', 'intelligent')",-1.4138383,-1.432322,-0.2539922,-0.24866621,-1.1041169,-1.1218791,0.0177622
63,-1.6330373,-1.748999,"('unperceptive', 'insightful')",-1.5449529,-1.6994144,0.04884717,-0.0037459992,-1.0430477,-1.1507198,0.1076721
57,-1.5924819,-1.447757,"('unimaginative', 'imaginative')",-1.1551298,-1.1648849,-3.1512873,-2.9183717,-1.9662997,-1.8436712,-0.1226285
69,1.5800837,1.6720611,"('lazy', 'industrious')",2.98246,2.9066615,-0.57879585,-0.58552885,1.327916,1.3310645,-0.0031485
9,-1.3869476,-1.0626323,"('unaffectionate', 'caring')",-0.80864537,-0.6362246,0.6918089,0.9819678,-0.5012613,-0.238963,-0.2622983
38,-1.3808898,-1.0728968,"('untruthful', 'truthful')",-0.5654569,-0.47228926,-0.18101041,-0.023055237,-0.7091191,-0.5227471,-0.186372
41,-1.3640624,-1.1674446,"('unforgiving', 'forgiving')",-0.95328104,-0.76505774,0.17950591,0.17110854,-0.7126125,-0.5871313,-0.1254812
11,-1.3040185,-1.2122768,"('unhelpful', 'helpful')",-2.2914753,-2.193532,1.6099297,1.6610255,-0.6618547,-0.5815945,-0.0802602
46,-1.2926123,-1.6079468,"('uncompetitive', 'competitive')",-1.8153559,-1.8454808,-0.756856,-0.8018887,-1.2882748,-1.4184388,0.130164
43,-1.2268413,-1.4408929,"('irresponsible', 'responsible')",-2.0336325,-1.9584142,0.53667307,0.57019514,-0.9079336,-0.9430374,0.0351038
12,-1.2217923,-1.2108676,"('unsupportive', 'supportive')",-1.3201847,-1.2456203,-2.0949585,-1.9755894,-1.5456451,-1.4773591,-0.068286
53,-1.2089939,-1.0858082,"('uncreative', 'creative')",-0.8545302,-0.83993,0.49399513,0.7201862,-0.5231764,-0.4018506,-0.1213258
45,-1.182314,-1.0477593,"('incompetent', 'competent')",-0.5428273,-0.52163357,-0.31747505,-0.15888926,-0.6808721,-0.5760941,-0.104778
66,1.1203228,0.99975085,"('inactive', 'active')",0.5385801,0.44837534,0.48929346,0.37651193,0.7160654,0.6082127,0.1078527
8,-1.1012889,-0.78620636,"('unaffectionate', 'affectionate')",-0.31826076,-0.1452944,0.25112808,0.5282725,-0.3894739,-0.1344094,-0.2550645
32,-1.0579276,-0.9727942,"('unkind', 'kind')",-0.38638148,-0.1730205,0.8769428,1.0284317,-0.1891221,-0.0391277,-0.1499944
