,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
23,-1.1068765,-0.71442103,"('insincere', 'sincere')",-0.50497293,-0.071315624,-1.6274441,-1.2861087,5.667564,5.9154043,0.6070676,0.9608897,-0.3538221
66,1.0912809,0.759313,"('inactive', 'active')",1.2735801,0.96035844,1.2157134,0.9831255,1.5237429,1.2400304,1.2760794,0.9857068,0.2903726
36,1.0662683,0.5586057,"('hostile', 'amicable')",0.1030979,-0.7736845,0.7773316,0.20776305,0.9176254,0.6261295,0.7160808,0.1547034,0.5613774
73,1.0522934,1.10134,"('helpless', 'self-reliant')",-0.28863794,-0.057265464,1.1922219,1.3133522,-3.1593816,-3.0931847,-0.3008761,-0.1839395,-0.1169366
86,-1.0460616,-1.151467,"('uninfluential', 'influential')",0.42615625,-0.07935472,-0.57135785,-0.94965374,0.62051725,0.49021232,-0.1426865,-0.4225658,0.2798793
22,-1.0458256,-0.68909776,"('untrustworthy', 'trustworthy')",-0.42556992,-0.18055138,-1.1149915,-0.86206335,-1.102641,-0.9464303,-0.9222571,-0.6695358,-0.2527213
87,0.98910666,0.888137,"('unsuccessful', 'successful')",2.1119547,1.931324,1.7576121,1.7232319,1.3033158,1.2593985,1.5404973,1.4505228,0.0899745
25,0.97588575,0.7415036,"('egoistic', 'altruistic')",1.1496328,0.8832531,1.2037627,1.0696629,1.9365973,1.8456527,1.3164697,1.1350181,0.1814516
81,-0.975359,-0.89222765,"('submissive', 'aggressive')",0.089556985,0.37386385,-0.97213686,-0.6345135,-1.4434494,-1.253128,-0.8253471,-0.6015013,-0.2238458
57,-0.9608022,-1.0070708,"('unimaginative', 'imaginative')",-0.1521139,-0.3848509,-0.52554035,-0.6481233,-2.1893625,-2.5786693,-0.9569547,-1.1546786,0.1977239
13,-0.9514812,-0.6536819,"('impolite', 'polite')",-0.74976164,-0.20658275,-0.7362595,-0.25199872,-0.60294676,-0.37388778,-0.7601123,-0.3715378,-0.3885745
63,-0.9305687,-0.59918195,"('unperceptive', 'insightful')",0.87937045,1.2670821,-0.7880379,-0.605311,1.3783613,1.4599332,0.1347813,0.3806306,-0.2458493
52,0.89921886,0.5336813,"('irrational', 'rational')",0.3924984,0.030522313,-0.39944878,-0.6878277,0.6474317,0.4414556,0.3849251,0.0794579,0.3054672
43,-0.8933807,-0.41416228,"('irresponsible', 'responsible')",-0.58617073,0.19956493,-1.1943318,-0.66325694,0.4829388,0.59717906,-0.5477361,-0.0701688,-0.4775673
65,-0.8499664,-0.6651459,"('insecure', 'secure')",0.12708387,0.18765341,-1.1320051,-0.8684057,-0.98126745,-0.8749255,-0.7090387,-0.5552059,-0.1538328
48,-0.8397868,-0.6780324,"('unintelligent', 'intelligent')",-0.016774405,-0.13313252,-1.8453966,-1.886267,0.47494465,0.46318752,-0.5567533,-0.5585611,0.0018078
55,-0.82129186,-0.52671486,"('incompetent', 'clever')",0.32551244,0.60340095,-1.0644892,-0.75259304,-0.12396473,-0.079147205,-0.4210584,-0.1887635,-0.2322949
54,0.81745416,0.61208445,"('incapable', 'capable')",0.6601764,0.7571721,-0.21190464,-0.0020219162,1.4116825,1.5125306,0.6693521,0.7199413,-0.0505892
45,-0.77499807,-0.5909584,"('incompetent', 'competent')",0.084877476,0.21777073,-1.480768,-1.4222662,-0.34817663,-0.40765455,-0.6297663,-0.5507771,-0.0789892
1,0.77450085,0.4665235,"('unfriendly', 'friendly')",0.7126991,0.35651243,0.011348709,-0.4384593,2.7128837,2.5769432,1.0528581,0.7403799,0.3124782
24,-0.7460128,-0.61018306,"('dishonest', 'honest')",-0.43944278,-0.26126796,-1.6756397,-1.4435053,0.7051182,0.7770834,-0.5389943,-0.3844682,-0.1545261
51,-0.7415887,-0.68103635,"('uneducated', 'educated')",0.88275355,0.9362805,-0.3949106,-0.4029849,0.88625216,0.92586076,0.1581266,0.19453,-0.0364034
31,0.6879786,0.46855187,"('evil', 'good')",0.16905347,-0.40140396,0.72373354,0.28890628,-0.4666655,-0.6282623,0.278525,-0.068052,0.346577
0,-0.6841592,-0.6630652,"('unsociable', 'sociable')",0.31062162,0.39321336,-0.1449605,-0.026350712,-0.45578128,-0.44503322,-0.2435698,-0.1853089,-0.0582609
84,0.6710501,0.54891557,"('inferior', 'superior')",0.977531,0.8201954,0.3964432,0.43330762,0.88199013,0.70391005,0.7317536,0.6265821,0.1051715
76,-0.66343325,-0.35792992,"('anxious', 'daring')",0.65665793,1.3029857,-0.5009674,0.10760804,-0.66218996,-0.4214887,-0.2924832,0.1577938,-0.450277
62,-0.65798795,-0.21595718,"('incompetent', 'brilliant')",-0.65458393,0.11830593,-1.0932095,-0.48896348,0.0013595931,0.40251103,-0.6011054,-0.0460259,-0.5550795
32,-0.6338205,-0.6263689,"('unkind', 'kind')",0.30930197,0.4748268,-0.9409004,-0.8876807,0.8369298,0.8933218,-0.1071223,-0.0364752,-0.0706471
20,-0.61126244,-0.38957196,"('rough', 'thoughtful')",0.786355,0.92494273,-0.34598476,-0.10075085,0.752704,0.70938164,0.145453,0.2860004,-0.1405474
79,0.56640947,0.18893969,"('wavering', 'unwavering')",0.06297213,-0.2964478,-0.37586677,-0.60945076,0.41200104,0.27587488,0.166379,-0.110271,0.27665
38,-0.56616074,-0.36807197,"('untruthful', 'truthful')",-0.9797452,-0.62430626,-0.77718526,-0.59899944,-0.08873464,0.2050564,-0.6029565,-0.3465803,-0.2563762
56,-0.56448126,-0.30918023,"('impractical', 'practical')",-0.90447617,-0.36524212,-1.1118488,-0.7556452,-0.6491001,-0.49301392,-0.8074766,-0.4807703,-0.3267063
74,0.531492,0.7504553,"('undedicated', 'dedicated')",0.7701532,1.006156,0.042156395,0.09875931,0.48381117,0.4285988,0.4569032,0.5709924,-0.1140892
68,-0.5172,-0.6472223,"('dependent', 'independent')",-0.71703243,-0.7622008,-1.6152185,-1.6044954,-0.27256194,-0.40252253,-0.7805033,-0.8541102,0.0736069
7,-0.5134247,-0.35515407,"('insensitive', 'sensitive')",-0.16432467,0.14198963,-1.1677252,-1.0080642,1.1542622,1.0443956,-0.1728031,-0.0442083,-0.1285948
4,0.5060545,0.39904162,"('disliked', 'liked')",-0.061230484,-0.20822728,-0.29091248,-0.58479434,-6.6114264,-6.638234,-1.6143787,-1.7580535,0.1436748
50,0.47664726,0.43663767,"('clumsy', 'skillful')",1.6196268,1.6723411,0.58303434,0.5019602,0.72175765,0.5885302,0.8502665,0.7998673,0.0503992
47,-0.46874642,-0.072158374,"('stupid', 'smart')",0.13693006,0.47125292,-0.7892655,-0.5195501,4.958058,5.2303553,0.959244,1.2774749,-0.3182309
14,-0.4565626,-0.40801957,"('antisocial', 'social')",0.9723726,1.1911886,0.0403871,0.285806,-0.7816104,-0.7036023,-0.0563533,0.0913432,-0.1476965
67,0.44060004,0.4936824,"('doubtful', 'determined')",-0.055402286,0.15970904,-0.28434077,-0.036153566,-0.76093376,-0.62656343,-0.1650192,-0.0023314,-0.1626878
44,-0.42096275,-0.44899964,"('prejudiced', 'unprejudiced')",-1.4168137,-0.9580937,-1.0954659,-0.6494317,-2.0232239,-1.9096957,-1.2391165,-0.9915552,-0.2475613
34,-0.4045051,-0.25081024,"('mean', 'honorable')",0.1907403,0.32158902,-0.08500627,0.19043317,5.9187045,6.240998,1.4049834,1.6255524,-0.220569
39,0.4022027,0.2899702,"('exploitative', 'cooperative')",-0.20390093,0.07418005,0.48407522,0.664536,0.1752299,0.09099577,0.2144017,0.2799205,-0.0655188
88,-0.35919774,-0.501631,"('low', 'eminent')",0.35094616,0.22948,-0.86574787,-0.96031654,0.39219257,0.3076151,-0.1204517,-0.2312131,0.1107614
17,-0.35012242,-0.43142426,"('nasty', 'nice')",-0.25940654,-0.17261119,-0.28755218,-0.24322104,-0.95102745,-0.92705876,-0.4620271,-0.4435788,-0.0184483
16,-0.3405838,-0.25836056,"('unpopular', 'popular')",0.45386449,0.36585954,0.17275509,0.18114015,0.69036955,0.65329826,0.2441013,0.2354843,0.008617
78,-0.30441594,-0.3090492,"('nonresilient', 'resilient')",0.6982184,0.47143373,1.0924485,0.9647559,0.803794,0.6989221,0.5725112,0.4565156,0.1159956
28,-0.30355588,-0.5527036,"('disloyal', 'loyal')",0.06196606,-0.2695518,-0.93706787,-1.104914,0.9846372,0.82410187,-0.0485051,-0.2757668,0.2272617
8,0.2984233,0.09317712,"('unaffectionate', 'affectionate')",0.9488712,0.72911316,0.2358562,0.047448147,1.5820676,1.5916051,0.7663046,0.6153359,0.1509687
37,0.2885913,0.4081175,"('fake', 'genuine')",0.06895675,0.2645563,-0.5188609,-0.37869033,0.53370476,0.62660146,0.093098,0.2301462,-0.1370482
29,0.267606,0.2066623,"('unfair', 'fair')",-0.28302202,-0.19453517,-0.98799354,-1.1054127,-0.2929936,-0.44221133,-0.3241008,-0.3838742,0.0597734
64,-0.2545681,-0.33033797,"('shy', 'confident')",-0.5208984,-0.30580223,-0.23689777,0.02043255,-7.1051183,-7.0289216,-2.0293705,-1.9111574,-0.1182131
83,-0.24354406,-0.19131298,"('powerless', 'powerful')",0.25377652,0.35753098,-0.18980259,0.03285869,-0.95963883,-0.8615745,-0.2848022,-0.1656244,-0.1191778
41,-0.2345466,-0.064606994,"('unforgiving', 'forgiving')",0.113973126,0.018443435,-0.003470417,0.0070447456,0.17658086,0.08424182,0.0131342,0.0112808,0.0018534
42,0.22642072,0.4599994,"('unreliable', 'reliable')",0.32984683,0.7689451,-0.4019161,-0.08093727,-3.027628,-3.0920484,-0.7183191,-0.4860103,-0.2323088
9,0.20145673,0.009321742,"('unaffectionate', 'caring')",0.57908064,0.3601892,0.076374315,-0.05411967,1.9597633,1.937295,0.7041687,0.5631716,0.1409971
77,-0.17465177,-0.045714725,"('unmotivated', 'motivated')",-0.25686732,-0.13105708,-0.18924169,0.0015217662,-1.0468006,-0.8896291,-0.4168904,-0.2662198,-0.1506706
61,-0.16540486,-0.3271675,"('illogical', 'logical')",0.20865606,0.111658804,-0.6454073,-0.6424536,0.2862187,0.1995027,-0.0789843,-0.1646149,0.0856306
80,-0.1639086,-0.026967408,"('dominated', 'dominating')",-0.17770223,0.03465452,-0.089084715,0.093617015,-1.345256,-1.3521805,-0.4439879,-0.3127191,-0.1312688
53,-0.1478985,-0.3044325,"('uncreative', 'creative')",0.26475626,0.1322066,0.02737952,-0.23078926,1.4986951,1.2749207,0.4107331,0.2179764,0.1927567
40,0.14132103,0.2571451,"('stingy', 'generous')",0.30394873,0.14630222,0.037959673,-0.118354335,-1.0220879,-1.31445,-0.1347146,-0.2573392,0.1226246
49,-0.095069304,-0.17416686,"('unable', 'able')",0.049850255,-0.06681271,-0.7335157,-0.60226345,-0.38355342,-0.34868062,-0.290572,-0.2979809,0.0074089
12,0.090707116,0.35889655,"('unsupportive', 'supportive')",0.552187,0.793788,-0.68468475,-0.53980184,-1.4106671,-1.4261414,-0.3631144,-0.2033147,-0.1597997
75,0.08399019,0.18012527,"('meek', 'impulsive')",-0.15842143,-0.06155979,0.38803962,0.51914,-0.42124015,-0.30598956,-0.0269079,0.082929,-0.1098369
58,0.05667313,0.14281474,"('undiscriminating', 'discriminating')",0.4275299,0.16891587,0.83890975,0.76411813,0.48652655,0.37272495,0.4524098,0.3621435,0.0902663
18,0.014528032,0.048153564,"('disagreeable', 'welcoming')",0.66426444,0.74120975,-0.5064012,-0.44751552,-0.08694439,-0.13308775,0.0213617,0.05219,-0.0308283
30,-0.013551086,0.2221984,"('intolerant', 'tolerant')",-0.05646767,0.23999733,-0.78539884,-0.4162892,0.82020265,0.9455357,-0.0088037,0.2478606,-0.2566643
27,0.0057138763,-0.042137694,"('hardhearted', 'softhearted')",-0.107933275,-0.1669366,-0.46326882,-0.52208495,1.6749125,1.5284759,0.2773561,0.1993292,0.0780269
