,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
17,-0.47412094,-0.39949104,"('nasty', 'nice')",-0.33341333,-0.28079784,-0.48179314,-0.40097666,-0.4297758,-0.3604219,-0.0693539
50,0.47199368,0.481091,"('clumsy', 'skillful')",0.29660785,0.3409314,0.5096199,0.50059813,0.4260738,0.4408735,-0.0147997
22,0.47148845,0.36917007,"('untrustworthy', 'trustworthy')",-0.14082381,-0.1037963,-0.7961662,-0.59778035,-0.1551672,-0.1108022,-0.044365
28,-0.4701677,-0.5155013,"('disloyal', 'loyal')",-0.23358542,-0.23818563,0.78256565,0.74927545,0.0262708,-0.0014705,0.0277413
10,-0.45595068,-0.70248705,"('unsympathetic', 'sympathetic')",-0.096813396,-0.2520718,0.026182782,-0.030261954,-0.1755271,-0.3282736,0.1527465
75,0.44966084,0.26494554,"('meek', 'impulsive')",-0.52809465,-0.54361653,-0.34855705,-0.25287986,-0.1423303,-0.1771836,0.0348533
58,-0.4489234,-0.57393974,"('undiscriminating', 'discriminating')",0.67530185,0.5311365,0.010958567,-0.09506031,0.0791123,-0.0459545,0.1250668
70,0.44295296,0.21626219,"('lethargic', 'energetic')",0.6283571,0.67231965,0.78328013,0.9398214,0.6181967,0.6094677,0.008729
16,-0.44129205,-0.3187585,"('unpopular', 'popular')",-0.24338257,-0.18359801,0.38172376,0.4859624,-0.1009836,-0.0054647,-0.0955189
47,0.41875073,0.55758953,"('stupid', 'smart')",0.5075461,0.69887185,5.573822,5.7535996,2.1667062,2.3366871,-0.1699809
87,0.41409847,0.41296345,"('unsuccessful', 'successful')",0.7893251,0.8608423,0.8905742,0.94336116,0.6979993,0.7390556,-0.0410563
57,-0.4135697,-0.79712254,"('unimaginative', 'imaginative')",0.12874644,-0.14875516,-2.1295903,-2.2240427,-0.8048045,-1.0566401,0.2518356
33,0.41222402,0.32189003,"('wrong', 'right')",0.91293144,0.68511754,-0.19619387,-0.23632088,0.3763205,0.2568956,0.1194249
72,0.40899205,0.37374637,"('unambitious', 'ambitious')",0.4150677,0.49129716,-0.8845841,-0.6065218,-0.0201748,0.0861739,-0.1063487
44,0.40185577,0.39377844,"('prejudiced', 'unprejudiced')",-0.7193529,-0.6878446,-1.2924752,-1.2454848,-0.5366575,-0.5131837,-0.0234738
85,-0.3919753,-0.39136901,"('insignificant', 'prestigious')",-0.072609216,-0.30099097,0.70496535,0.6045882,0.0801269,-0.0292573,0.1093842
63,0.38703462,0.2501804,"('unperceptive', 'insightful')",1.3408316,1.3723857,1.1901323,1.2755504,0.9726662,0.9660389,0.0066273
69,0.36352086,0.34954453,"('lazy', 'industrious')",0.84942436,0.9841702,-0.16105342,-0.113319986,0.3506306,0.4067982,-0.0561676
21,0.33213323,0.4290073,"('immoral', 'moral')",1.1059117,0.99404496,-0.5202749,-0.4183881,0.3059234,0.3348881,-0.0289647
20,-0.3298228,-0.40133187,"('rough', 'thoughtful')",0.119972594,0.16265613,1.1088936,1.1274724,0.2996811,0.2962656,0.0034155
77,0.3273681,0.27135122,"('unmotivated', 'motivated')",1.0269523,1.0449942,-0.93492514,-0.87935334,0.1397984,0.145664,-0.0058656
71,0.31153053,0.19877298,"('diffident', 'self-confident')",1.4989891,1.4595003,0.90140074,0.68972546,0.9039735,0.7826663,0.1213072
88,-0.30192998,-0.22339316,"('low', 'eminent')",-0.2592296,-0.18213059,0.1671346,0.29255438,-0.1313417,-0.0376565,-0.0936852
46,0.26278993,-0.06664861,"('uncompetitive', 'competitive')",0.71634674,0.62127846,-0.60064256,-0.70325583,0.1261647,-0.049542,0.1757067
40,-0.2368122,-0.21210136,"('stingy', 'generous')",-0.07981885,-0.14577566,-1.2916464,-1.255239,-0.5360925,-0.5377053,0.0016128
29,0.2340755,0.29401857,"('unfair', 'fair')",0.27474713,0.35513654,-0.6557749,-0.6940386,-0.0489841,-0.0149612,-0.0340229
23,-0.22869255,-0.22162876,"('insincere', 'sincere')",0.8561643,1.0440296,5.61071,5.692875,2.079394,2.1717587,-0.0923647
55,0.22623153,0.33653185,"('incompetent', 'clever')",0.07963635,0.060463257,0.1480047,0.20656613,0.1512909,0.2011871,-0.0498962
4,-0.22300114,-0.2908618,"('disliked', 'liked')",-0.5335265,-0.5652225,-6.272713,-6.0379715,-2.3430802,-2.2980186,-0.0450616
37,0.18503895,0.024201315,"('fake', 'genuine')",0.15620497,0.097208746,0.64433604,0.62670445,0.3285267,0.2493715,0.0791552
3,-0.17881282,-0.36981496,"('repellent', 'pleasant')",0.9412208,0.8546924,0.052459553,-0.03320322,0.2716225,0.1505581,0.1210644
68,-0.17297009,-0.18531358,"('dependent', 'independent')",-0.67744386,-0.5842169,-0.5326903,-0.54299736,-0.4610347,-0.4375093,-0.0235254
34,0.17176262,0.20387152,"('mean', 'honorable')",-0.024229996,0.017411344,5.7854795,5.8277297,1.9776707,2.0163376,-0.0386669
76,0.15109767,0.24011731,"('anxious', 'daring')",0.54956573,0.63684756,0.38961205,0.60260946,0.3634251,0.4931914,-0.1297663
48,-0.14565411,-0.038430426,"('unintelligent', 'intelligent')",0.51926684,0.4569221,0.6993608,0.68679386,0.3576578,0.3684285,-0.0107707
74,-0.12263213,-0.09409091,"('undedicated', 'dedicated')",0.7141644,0.791393,0.07096771,0.17520745,0.2208333,0.2908365,-0.0700032
79,-0.11084796,-0.38773912,"('wavering', 'unwavering')",-1.1864351,-1.2699823,0.11498628,0.07214549,-0.3940989,-0.5285254,0.1344265
45,-0.10931382,-0.2579148,"('incompetent', 'competent')",0.32447615,0.34587312,0.035646208,0.15499222,0.0836028,0.0809835,0.0026193
83,-0.09708059,-0.18120661,"('powerless', 'powerful')",0.35311472,0.22092274,-0.9764574,-1.1088654,-0.2401411,-0.3563831,0.116242
61,0.094787985,0.16313756,"('illogical', 'logical')",0.5896329,0.50597274,0.09568958,0.07436511,0.2600368,0.2478251,0.0122117
13,-0.09290496,0.1245355,"('impolite', 'polite')",0.054308593,0.16997907,-0.18710339,-0.023166854,-0.0752333,0.0904492,-0.1656825
32,-0.087761074,-0.03108481,"('unkind', 'kind')",0.09340291,0.23109257,0.787979,0.8001917,0.2645403,0.3333998,-0.0688595
11,0.086937934,0.15370673,"('unhelpful', 'helpful')",0.8651444,1.095631,1.8547238,2.0360248,0.935602,1.0951208,-0.1595188
2,-0.08647177,0.29433334,"('unlikable', 'likable')",0.6143063,0.72872406,0.5002483,0.82694364,0.3426943,0.616667,-0.2739727
49,-0.07149784,0.1406985,"('unable', 'able')",-0.5010192,-0.3626243,-0.14725068,0.07491033,-0.2399226,-0.0490052,-0.1909174
15,-0.06788999,0.025329445,"('boring', 'funny')",-0.74197394,-0.6962296,0.43657205,0.5301074,-0.1244306,-0.0469309,-0.0774997
