,eog_male,eog_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
39,1.9623312,1.9974976,"('exploitative', 'cooperative')",0.20897835,0.38472402,0.17585385,0.15849541,0.7823877,0.8469057,-0.064518
60,1.6899801,1.8582532,"('inefficient', 'efficient')",1.6959553,1.966023,0.15330724,0.4807006,1.1797475,1.4349923,-0.2552448
56,1.5135076,1.4813142,"('impractical', 'practical')",1.4176418,1.5763615,-0.18130893,0.06588186,0.9166135,1.0411859,-0.1245724
31,-1.4290031,-1.3698901,"('evil', 'good')",-1.2189823,-1.2087551,-1.0255629,-0.97949904,-1.2245161,-1.1860481,-0.038468
1,-1.3993367,-1.4458095,"('unfriendly', 'friendly')",-0.066350035,-0.19588283,1.6750119,1.7196982,0.0697751,0.026002,0.0437731
81,1.3078223,1.462536,"('submissive', 'aggressive')",1.3009284,1.3247093,-0.38412786,-0.21921857,0.741541,0.8560089,-0.1144679
64,1.2617362,1.3053125,"('shy', 'confident')",0.943344,1.072912,-6.2981024,-6.11278,-1.3643408,-1.2448519,-0.1194889
18,-1.2027715,-0.8925713,"('disagreeable', 'welcoming')",-0.9210708,-0.95209974,-0.45376328,-0.18586017,-0.8592018,-0.6768437,-0.1823581
73,1.1770595,1.2156304,"('helpless', 'self-reliant')",0.5313526,0.51463234,-2.822325,-2.7896452,-0.3713043,-0.3531275,-0.0181768
78,-1.1211722,-1.2042545,"('nonresilient', 'resilient')",0.31950375,0.20185316,0.3963781,0.1956011,-0.1350968,-0.2689334,0.1338366
8,-1.1196272,-1.1349646,"('unaffectionate', 'affectionate')",-0.95831394,-1.0107732,0.8339943,0.7875588,-0.4146489,-0.4527263,0.0380774
36,-1.1071156,-0.99939424,"('hostile', 'amicable')",-2.5392656,-2.6591873,-0.042938255,-0.07301573,-1.2297732,-1.2438657,0.0140925
19,-1.1001046,-1.1030208,"('inhospitable', 'hospitable')",-1.4157273,-1.4215522,-0.08096382,-0.028566357,-0.8655986,-0.8510464,-0.0145522
53,-1.0863961,-1.0010425,"('uncreative', 'creative')",0.22509274,0.17533699,0.98960125,1.0502719,0.042766,0.0748554,-0.0320894
41,-1.0415382,-0.7540388,"('unforgiving', 'forgiving')",-0.001270501,-0.06089201,0.022077594,0.088123664,-0.3402437,-0.242269,-0.0979747
26,-0.999716,-1.0808426,"('hardhearted', 'benevolent')",0.42307347,0.22465192,1.5228733,1.4901963,0.3154103,0.2113352,0.1040751
86,-0.9642324,-1.1111778,"('uninfluential', 'influential')",-0.35471663,-0.565791,-0.08398554,-0.09481751,-0.4676449,-0.5905954,0.1229505
9,-0.91190314,-0.96061957,"('unaffectionate', 'caring')",0.3523262,0.27414045,1.3242276,1.2263243,0.2548835,0.1799484,0.0749351
59,0.90495735,1.0850239,"('foolish', 'wise')",0.79212844,0.9855823,0.4412754,0.55849993,0.7127871,0.8763687,-0.1635816
0,-0.88459957,-0.87618744,"('unsociable', 'sociable')",0.28358138,0.26482335,-0.472701,-0.36501577,-0.3579064,-0.32546,-0.0324464
54,-0.8805839,-0.8125323,"('incapable', 'capable')",-0.5751305,-0.49459437,1.0251236,1.2495657,-0.1435303,-0.019187,-0.1243433
6,-0.845684,-0.859755,"('distant', 'open')",-1.2968261,-1.2964507,0.21984464,0.34425533,-0.6408885,-0.6039834,-0.0369051
67,0.8314627,1.0732762,"('doubtful', 'determined')",0.9592344,1.0541373,-0.6243206,-0.2849254,0.3887922,0.6141627,-0.2253705
52,-0.8191684,-0.52705485,"('irrational', 'rational')",-0.49451903,-0.5289211,-0.11417249,-0.14227995,-0.4759533,-0.3994186,-0.0765347
38,-0.77040446,-0.80569553,"('untruthful', 'truthful')",0.24948996,0.31096247,0.0013854764,0.2757807,-0.1731763,-0.0729841,-0.1001922
51,-0.7283802,-0.51900077,"('uneducated', 'educated')",-0.4306209,-0.30133536,0.2362734,0.25518343,-0.3075759,-0.1883842,-0.1191917
82,-0.7180456,-0.53758085,"('poor', 'rich')",-0.45230326,-0.20766392,5.794016,6.0224237,1.5412223,1.7590596,-0.2178373
7,0.7028061,0.73258495,"('insensitive', 'sensitive')",0.79213023,0.7818015,1.0703888,1.0541103,0.8551084,0.8561656,-0.0010572
25,-0.7013459,-0.6620643,"('egoistic', 'altruistic')",0.3191475,0.20057611,1.4751189,1.4503912,0.3643068,0.3296343,0.0346725
5,-0.7004045,-0.6623571,"('distant', 'outgoing')",-0.67287886,-0.5236889,-0.25067726,-0.02137197,-0.5413202,-0.4024727,-0.1388475
84,0.65789497,0.69566244,"('inferior', 'superior')",1.1475595,1.2228401,0.8614375,0.92873156,0.888964,0.9490781,-0.0601141
14,0.6519817,0.80773365,"('antisocial', 'social')",0.93773365,1.0224066,-0.79289275,-0.5300893,0.2656075,0.4333503,-0.1677428
65,0.5904208,0.8542522,"('insecure', 'secure')",0.16088049,0.3113794,-0.49146718,-0.30832013,0.0866114,0.2857705,-0.1991591
24,0.58934087,0.5693923,"('dishonest', 'honest')",0.003923962,0.0789493,0.8020447,0.9751024,0.4651031,0.541148,-0.0760449
12,0.58215183,0.43345496,"('unsupportive', 'supportive')",0.9500664,0.8728244,-1.3667797,-1.2921637,0.0551462,0.0047052,0.050441
35,-0.56777126,-0.42620054,"('corrupt', 'incorrupt')",-1.4584934,-1.3041236,-0.26826876,-0.23792396,-0.7648445,-0.6560827,-0.1087618
42,0.567363,0.54186493,"('unreliable', 'reliable')",0.76795757,0.7948006,-2.3733158,-2.2715814,-0.3459984,-0.3116386,-0.0343598
80,0.53667516,0.37012428,"('dominated', 'dominating')",0.7639235,0.70090276,-0.80273205,-0.91305447,0.1659555,0.0526575,0.113298
30,0.5121533,0.9117184,"('intolerant', 'tolerant')",1.5796225,1.6642646,1.215178,1.4799519,1.102318,1.3519783,-0.2496603
62,0.50508744,0.76806355,"('incompetent', 'brilliant')",0.7133627,0.86457163,0.28747422,0.67646146,0.5019747,0.7696989,-0.2677242
43,0.5010067,0.3893054,"('irresponsible', 'responsible')",0.3559982,0.5017693,0.6250966,0.7899827,0.4940338,0.5603525,-0.0663187
27,-0.49035513,-0.637065,"('hardhearted', 'softhearted')",-0.16305529,-0.1722194,1.826812,1.6050911,0.3911339,0.2652689,0.125865
66,-0.48385736,-0.938107,"('inactive', 'active')",-0.81416005,-0.9089771,1.2992972,1.0860887,0.0004266,-0.2536651,0.2540917
