,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
45,-2.1809337,-1.7691942,"('incompetent', 'competent')",-1.2891507,-1.12701,-0.50136036,-0.37435138,-1.1015838,-0.93732095,-2.9626763,-2.8189847,0.54612184,0.40682518,-1.4419631,-1.4953073,-1.2759352,-1.1593347,-0.1166005
88,-2.1495879,-1.8941156,"('low', 'eminent')",-1.2270023,-1.0071409,-1.6346971,-1.4498527,-2.0567527,-1.8980906,-1.2137836,-1.23392,0.09151542,0.064349756,-1.1845564,-1.2967181,-1.3392662,-1.2450698,-0.0941964
86,-2.0086,-1.5754262,"('uninfluential', 'influential')",-1.0674602,-0.84501326,-1.202407,-0.9743818,-0.92206305,-0.5819329,-3.1275113,-2.925852,0.5182145,0.45679772,-1.237675,-1.3563992,-1.2925002,-1.1146011,-0.1778991
28,-2.0012274,-1.4356678,"('disloyal', 'loyal')",-1.0370159,-0.6607794,-1.0697088,-0.84345114,-1.7960447,-1.442266,-1.9103105,-1.7191274,0.115491614,0.17263812,-0.05214565,-0.14817464,-1.1072802,-0.8681184,-0.2391618
77,-1.8457254,-1.548834,"('unmotivated', 'motivated')",-1.1254632,-1.0151454,0.04218502,0.21151547,-0.79794556,-0.6316665,-2.7702327,-2.5237312,-0.34934843,-0.14631324,-0.92329293,-0.92047596,-1.1099748,-0.9392358,-0.170739
60,-1.8217198,-1.4503644,"('inefficient', 'efficient')",-1.1940364,-1.0873158,0.22880903,0.31280735,-0.38702202,-0.22694027,-3.5042098,-3.1580224,-0.027818918,-0.0048984587,-1.5750749,-1.630889,-1.1830104,-1.035089,-0.1479214
30,-1.7780663,-1.3895553,"('intolerant', 'tolerant')",-0.8139967,-0.82468337,-0.4662277,-0.30524805,-1.2789526,-1.0674056,-2.5005474,-2.298985,0.3388205,0.3348887,-0.9685584,-1.0712726,-1.0667898,-0.9460373,-0.1207525
10,-1.7214477,-1.2359284,"('unsympathetic', 'sympathetic')",-1.9519318,-1.7435291,-0.8245575,-0.5524617,-1.0026897,-0.75079703,-3.6534288,-3.265493,0.27127004,0.20907712,-0.426117,-0.55082345,-1.3298432,-1.1271364,-0.2027068
73,1.4349452,1.3026108,"('helpless', 'self-reliant')",0.6878178,0.7017031,0.9708826,0.9739453,1.1489754,1.1295017,1.6333387,1.5637126,-0.2946964,-0.19852647,-3.1144633,-2.9692655,0.3524001,0.3576688,-0.0052687
84,1.412554,1.1832738,"('inferior', 'superior')",2.0052125,1.8714794,0.31677106,0.30167678,0.77444696,0.635471,0.16407776,0.07719187,0.7635604,0.75524265,0.5023578,0.5415684,0.8484258,0.7665577,0.0818681
