,globe_male,globe_female,tuple,life_male,life_female,inc_male,inc_female,average_male,average_female,male-female
30,2.4310493,2.478964,"('intolerant', 'tolerant')",1.4013723,1.2012091,1.4995232,1.378301,1.777315,1.686158,0.091157
36,-2.0923617,-3.1682293,"('hostile', 'amicable')",-0.24226353,-0.32949623,0.31144506,-0.26398122,-0.6743934,-1.2539023,0.5795089
6,-2.0564988,-2.5921605,"('distant', 'open')",-0.2715032,-0.31824365,0.32294533,0.029581767,-0.6683522,-0.9602741,0.2919219
39,1.9740537,2.3093157,"('exploitative', 'cooperative')",-0.00021320209,0.099040374,-0.3784768,-0.28076395,0.531788,0.7091974,-0.1774094
56,1.75903,1.904015,"('impractical', 'practical')",1.3054786,1.0841265,-0.3271955,-0.32494885,0.9124377,0.8877309,0.0247068
69,-1.7430903,-2.3456287,"('lazy', 'industrious')",0.23746943,0.23535493,-0.6920716,-0.7074736,-0.7325641,-0.9392491,0.206685
74,1.7304306,1.9896804,"('undedicated', 'dedicated')",0.5082326,0.7253887,0.11511571,0.4559976,0.7845929,1.0570223,-0.2724294
13,1.7023695,1.8127114,"('impolite', 'polite')",-0.05693878,-0.15972923,0.065721266,0.052161306,0.570384,0.5683812,0.0020028
4,-1.5876368,-2.225491,"('disliked', 'liked')",0.11188031,0.002482172,-6.3321486,-6.0046325,-2.6026351,-2.742547,0.1399119
85,-1.5740364,-2.222004,"('insignificant', 'prestigious')",-0.2431837,-0.042788353,0.42042837,0.36921024,-0.4655972,-0.6318607,0.1662635
7,1.5593128,1.9826274,"('insensitive', 'sensitive')",0.15399083,0.36717668,0.9333172,1.216325,0.8822069,1.1887097,-0.3065028
26,1.5506823,1.5317097,"('hardhearted', 'benevolent')",1.4499556,1.796846,1.3460839,1.7582592,1.4489072,1.695605,-0.2466978
65,1.5474991,1.8485041,"('insecure', 'secure')",-0.053827964,-0.16280174,-0.2834911,-0.29217157,0.4033933,0.4645102,-0.0611169
77,-1.4575018,-1.002473,"('unmotivated', 'motivated')",-0.40456688,-0.59360844,-1.2804072,-1.2679693,-1.0474919,-0.9546836,-0.0928083
5,-1.4384966,-2.2612052,"('distant', 'outgoing')",0.5473936,0.31773064,-0.08040136,-0.48777202,-0.3238348,-0.8104155,0.4865807
43,1.4162647,1.9772686,"('irresponsible', 'responsible')",0.30179816,0.37041748,0.44503683,0.7150171,0.7210333,1.020901,-0.2998677
55,1.3978056,2.1590645,"('incompetent', 'clever')",0.109967,0.17168918,-0.31498787,0.14924268,0.3975949,0.8266655,-0.4290706
12,1.3743899,1.8227993,"('unsupportive', 'supportive')",0.40952998,0.70577943,-1.600777,-1.042633,0.0610476,0.4953152,-0.4342676
60,1.3476312,2.226173,"('inefficient', 'efficient')",0.5873625,0.39717224,0.04264291,0.039267056,0.6592122,0.8875374,-0.2283252
62,1.3349926,1.8310571,"('incompetent', 'brilliant')",-0.02828422,-0.0047757924,-0.08700353,0.0972963,0.4065683,0.6411925,-0.2346242
76,1.3190279,1.9349345,"('anxious', 'daring')",0.44294408,0.38074002,0.37670636,0.38546577,0.7128928,0.9003801,-0.1874873
31,-1.3157206,-1.9758768,"('evil', 'good')",-0.7598997,-0.41209882,-1.2021956,-1.2630446,-1.0926053,-1.2170068,0.1244015
35,-1.309526,-2.4268732,"('corrupt', 'incorrupt')",-0.26516005,-0.3903948,0.1760788,-0.3248175,-0.4662024,-1.0473618,0.5811594
48,1.2863148,1.4834834,"('unintelligent', 'intelligent')",0.16716772,0.2108737,0.5724003,0.65769374,0.6752943,0.7840169,-0.1087226
44,-1.2591122,-1.070847,"('prejudiced', 'unprejudiced')",-1.0937701,-0.8923513,-1.38906,-1.3082703,-1.2473141,-1.0904895,-0.1568246
71,1.2465386,1.1133538,"('diffident', 'self-confident')",1.7596269,1.8099765,0.47919095,0.5511375,1.1617854,1.1581559,0.0036295
16,-1.244393,-1.8871261,"('unpopular', 'popular')",-0.8836104,-1.1425297,0.41932827,0.13070454,-0.5695584,-0.9663171,0.3967587
78,-1.2218748,-0.8387355,"('nonresilient', 'resilient')",0.54162174,0.7254437,0.47789887,0.8205824,-0.0674514,0.2357635,-0.3032149
50,-1.1928576,-1.3553426,"('clumsy', 'skillful')",0.47108948,0.6919963,0.68394077,0.63482416,-0.0126091,-0.0095074,-0.0031017
84,1.192342,0.8014743,"('inferior', 'superior')",-0.26158726,-0.37493473,0.843505,0.71542597,0.5914199,0.3806552,0.2107647
15,1.187492,0.75365853,"('boring', 'funny')",-0.08357122,-0.10559713,0.46049592,0.30769247,0.5214723,0.3185846,0.2028877
72,1.1708297,1.3682504,"('unambitious', 'ambitious')",-0.4562741,-0.23422423,-1.0526266,-1.0617039,-0.1126903,0.0241074,-0.1367977
70,1.1515056,1.7670455,"('lethargic', 'energetic')",0.07442827,0.20797937,0.6312928,0.99764186,0.6190756,0.9908889,-0.3718133
80,1.1477376,1.8892136,"('dominated', 'dominating')",-0.10917569,0.11328664,-1.1182303,-0.63502765,-0.0265561,0.4558242,-0.4823803
63,1.1085011,1.4121383,"('unperceptive', 'insightful')",0.22463292,0.3112668,1.2294983,1.4791192,0.8542107,1.0675081,-0.2132974
25,-1.0829034,-1.4100916,"('egoistic', 'altruistic')",0.36624557,0.44854695,1.6907189,1.4989756,0.324687,0.1791436,0.1455434
23,0.98405397,1.4393677,"('insincere', 'sincere')",0.38428268,0.32711446,6.0833097,5.507939,2.4838821,2.4248069,0.0590752
11,0.95144206,1.1449741,"('unhelpful', 'helpful')",0.14785233,0.076855406,2.1160278,2.0038273,1.0717741,1.075219,-0.0034449
73,0.94165,0.25107703,"('helpless', 'self-reliant')",1.1199697,0.94281936,-2.9439447,-2.9170964,-0.2941083,-0.5744,0.2802917
34,0.9302467,0.60419345,"('mean', 'honorable')",1.089215,0.9178775,6.327061,5.6109343,2.7821744,2.3776684,0.404506
24,0.8815532,1.3534575,"('dishonest', 'honest')",0.536786,0.58265114,0.75799245,0.72174156,0.7254439,0.8859501,-0.1605062
52,-0.782555,-1.4812133,"('irrational', 'rational')",-0.6845328,-0.8846371,0.09107193,-0.46411848,-0.4586719,-0.943323,0.4846511
79,-0.7619533,-1.3823849,"('wavering', 'unwavering')",-0.26718253,-0.32645684,0.25927284,-0.016999144,-0.256621,-0.5752803,0.3186593
42,0.7526978,0.8081649,"('unreliable', 'reliable')",0.2218706,0.3347833,-2.714631,-2.2865431,-0.5800209,-0.3811983,-0.1988226
9,0.7454512,0.5542842,"('unaffectionate', 'caring')",1.1131637,1.0599186,1.1789021,1.0375594,1.0125057,0.8839207,0.128585
10,0.73964393,1.691598,"('unsympathetic', 'sympathetic')",-0.9763728,-0.8681864,-0.5002718,-0.12017976,-0.2456669,0.2344106,-0.4800775
14,0.65574807,1.1961226,"('antisocial', 'social')",1.4590814,1.4388994,-0.9088822,-0.41215587,0.4019825,0.7409554,-0.3389729
87,0.5875763,0.5958278,"('unsuccessful', 'successful')",0.35432842,0.16263486,0.5526406,0.6360581,0.4981818,0.4648403,0.0333415
75,-0.5765323,-0.9437549,"('meek', 'impulsive')",-0.9205732,-0.72158706,-0.2726428,-0.38977084,-0.5899161,-0.6850376,0.0951215
19,-0.5761032,-0.71760803,"('inhospitable', 'hospitable')",0.22217298,0.21559438,0.35302263,0.13609785,-0.0003025,-0.1219719,0.1216694
86,0.5573508,1.0654404,"('uninfluential', 'influential')",-0.02279276,0.021504099,-0.21154866,0.16140294,0.1076698,0.4161158,-0.308446
46,0.55482817,1.5364515,"('uncompetitive', 'competitive')",-0.943511,-0.8486662,-0.6265064,-0.1710286,-0.3383964,0.1722522,-0.5106486
20,-0.5142715,-0.26149544,"('rough', 'thoughtful')",-0.45977232,-0.3928562,0.7201863,0.89874583,-0.0846192,0.0814647,-0.1660839
22,0.51367664,1.0244159,"('untrustworthy', 'trustworthy')",-0.06358789,0.18883829,-1.0223533,-0.7505007,-0.1907549,0.1542511,-0.345006
83,0.5112484,0.61196375,"('powerless', 'powerful')",0.39829975,0.38817587,-0.92245024,-0.76462847,-0.0043007,0.0785037,-0.0828044
51,0.5009123,1.0489587,"('uneducated', 'educated')",-0.087236464,-0.06694665,0.8309395,0.9245455,0.4148718,0.6355192,-0.2206474
45,0.48702744,0.7942717,"('incompetent', 'competent')",-0.092142574,-0.035393808,-0.5061993,-0.14537439,-0.0371048,0.2045012,-0.241606
81,0.43138343,1.1521962,"('submissive', 'aggressive')",0.48639467,0.3584621,-0.6877747,-0.49926108,0.0766678,0.3371324,-0.2604646
33,-0.4243905,-0.64436114,"('wrong', 'right')",0.25100064,0.42789066,-0.5191769,-0.525719,-0.2308556,-0.2473965,0.0165409
2,-0.41869217,-0.049460784,"('unlikable', 'likable')",0.5787201,0.71063185,0.60686237,0.7366167,0.2556301,0.4659293,-0.2102992
58,0.40253395,0.1361557,"('undiscriminating', 'discriminating')",-1.2029417,-1.1466395,0.09166533,0.113754064,-0.2362475,-0.2989099,0.0626624
0,0.39271125,0.53428257,"('unsociable', 'sociable')",0.82616043,0.38654774,-0.41107684,-0.42747438,0.269265,0.164452,0.104813
54,-0.37326443,-0.26883262,"('incapable', 'capable')",-0.09782192,0.09595754,1.0758373,0.97921324,0.2015836,0.2687794,-0.0671958
57,-0.3612305,0.19715634,"('unimaginative', 'imaginative')",-1.5349455,-1.2797353,-2.9398463,-2.3584855,-1.6120075,-1.1470215,-0.464986
21,0.31303972,1.0061294,"('immoral', 'moral')",0.8009959,0.8037484,-0.5563212,-0.39500797,0.1859048,0.4716233,-0.2857185
1,-0.27327102,-0.4004762,"('unfriendly', 'friendly')",0.8339301,0.96713656,2.1200733,1.850704,0.8935774,0.8057881,0.0877893
64,-0.25625297,0.08182148,"('shy', 'confident')",-0.6532869,-0.5777214,-6.649875,-5.971691,-2.519805,-2.1558638,-0.3639412
40,-0.25413978,-0.038677,"('stingy', 'generous')",-0.6840447,-0.41334963,-1.548673,-1.1903945,-0.8289525,-0.5474737,-0.2814788
53,-0.2491658,-0.32554525,"('uncreative', 'creative')",-1.0524172,-1.0695703,0.93993664,0.6696823,-0.1205488,-0.2418111,0.1212623
29,0.24231628,-0.25909948,"('unfair', 'fair')",-0.19508123,-0.21828796,-0.14610898,-0.26390266,-0.032958,-0.2470967,0.2141387
82,-0.22116005,-0.1303187,"('poor', 'rich')",0.8009489,0.5517883,6.4412785,5.74953,2.3403557,2.0569998,0.2833559
32,0.20430312,0.8325189,"('unkind', 'kind')",1.1147891,1.3712674,1.307608,1.4332508,0.8755668,1.2123458,-0.336779
18,0.20244028,0.49692973,"('disagreeable', 'welcoming')",-0.8028223,-0.46583337,-0.18202908,-0.14053497,-0.2608037,-0.0364795,-0.2243242
88,0.17248349,0.52916443,"('low', 'eminent')",-0.58185506,-0.3175552,0.42970178,0.40543523,0.0067767,0.2056815,-0.1989048
3,-0.1512242,0.4324518,"('repellent', 'pleasant')",-0.26844752,-0.087843806,-0.090614304,0.24280997,-0.1700953,0.195806,-0.3659013
68,-0.1428493,-0.10194312,"('dependent', 'independent')",-0.8507227,-1.0469105,-0.3822468,-0.53398687,-0.4586062,-0.5609469,0.1023407
37,-0.12931697,0.088228606,"('fake', 'genuine')",0.91867536,0.95990974,0.7322835,0.69508034,0.507214,0.5810729,-0.0738589
27,-0.10000399,0.12987162,"('hardhearted', 'softhearted')",-0.30675673,0.058551937,1.5675675,1.7510883,0.3869356,0.6465039,-0.2595683
47,0.09805555,0.4024469,"('stupid', 'smart')",0.9748554,0.91277975,5.595625,5.183258,2.2228454,2.1661615,0.0566839
41,-0.09437093,0.12835963,"('unforgiving', 'forgiving')",-0.3081526,-0.06285325,-0.114853114,0.1760835,-0.1724589,0.08053,-0.2529889
61,-0.087029815,0.07879375,"('illogical', 'logical')",-0.37478963,-0.36433905,0.19852693,0.18111904,-0.0877642,-0.0348087,-0.0529555
67,0.07974507,0.093001425,"('doubtful', 'determined')",0.63281715,0.36556926,-0.52629304,-0.63177484,0.0620897,-0.0577347,0.1198244
17,-0.07417658,-0.481623,"('nasty', 'nice')",0.43940896,0.30798838,-0.5180703,-0.5678226,-0.050946,-0.2471524,0.1962064
8,0.06519014,-0.2606387,"('unaffectionate', 'affectionate')",0.20159791,0.31808874,0.7199274,0.6577054,0.3289051,0.2383852,0.0905199
66,-0.06094151,-0.23359607,"('inactive', 'active')",-0.26069304,-0.32029778,0.99408215,1.071474,0.2241492,0.1725267,0.0516225
38,-0.0422489,-0.10712219,"('untruthful', 'truthful')",-0.13441989,-0.001791399,0.33910704,0.18819036,0.0541461,0.0264256,0.0277205
59,0.038689673,-0.6372721,"('foolish', 'wise')",1.3666896,1.4145993,0.7669832,0.50764793,0.7241209,0.428325,0.2957959
28,-0.029935192,0.010791263,"('disloyal', 'loyal')",0.39593074,0.23571897,0.9458348,0.8570399,0.4372768,0.3678501,0.0694267
49,0.007829472,0.046523172,"('unable', 'able')",-0.5856992,-0.40082833,-0.24734002,-0.21257451,-0.2750699,-0.1889599,-0.08611
