,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,2.5240574,3.2086792,"('insignificant', 'prestigious')",2.1340587,2.445696,-2.0237753,-2.3985229,1.6704905,1.4660567,2.6174157,2.716972,1.0173304,1.1051604,1.3232629,1.4240069,-0.100744
45,-2.182495,-2.6543143,"('incompetent', 'competent')",-2.206801,-2.2895138,-0.28151044,-0.18757221,-1.6735841,-1.8682313,-0.7584708,-0.78537893,-1.3885889,-1.6044677,-1.4152417,-1.564913,0.1496713
66,2.0523129,2.1922643,"('inactive', 'active')",1.6257365,1.7279683,-0.05280934,-0.32972962,1.4687241,1.1182239,2.4442568,2.3916163,2.5081701,2.4086633,1.6743984,1.5848344,0.089564
58,2.010312,1.5929644,"('undiscriminating', 'discriminating')",1.4437965,1.1213626,0.9295768,0.64385855,-0.3572771,-0.56097984,0.28953677,0.34972408,0.47287762,0.517217,0.7981372,0.6106911,0.1874461
60,-1.9971914,-2.3447523,"('inefficient', 'efficient')",-1.4943542,-1.6160547,0.8942649,1.0986295,-2.295742,-2.302286,-1.0644474,-1.0419135,-1.442618,-1.3034832,-1.233348,-1.2516433,0.0182953
9,1.9699562,2.100631,"('unaffectionate', 'caring')",1.6879859,1.5345719,-0.04237756,-0.22470616,-1.0236088,-1.3126746,1.1012639,0.9605302,0.86319965,0.9652061,0.7594032,0.6705931,0.0888101
81,-1.783242,-2.1737347,"('submissive', 'aggressive')",-0.85557425,-1.0536851,1.659125,1.9154843,-1.728046,-1.9207221,-0.5363305,-0.66599905,-1.7874892,-1.8606293,-0.8385928,-0.959881,0.1212882
70,-1.7832125,-2.0784214,"('lethargic', 'energetic')",-1.1643629,-1.3560606,0.87325203,0.95123535,-1.316343,-1.3175099,-0.45932478,-0.37551883,-0.7679396,-0.8101456,-0.7696551,-0.8310703,0.0614152
36,1.7685621,2.2377136,"('hostile', 'amicable')",2.2152672,2.3434675,-1.3530381,-1.6748929,1.5963259,1.358123,1.0665985,1.1273627,0.733693,0.69376904,1.0045681,1.0142571,-0.009689
22,-1.7659228,-2.0213237,"('untrustworthy', 'trustworthy')",-2.133656,-2.2321103,0.7434937,0.87612104,-1.4372039,-1.2363131,-1.0314736,-0.88811064,-1.6652427,-1.6569614,-1.2150009,-1.1931164,-0.0218845
10,-1.7067659,-2.530291,"('unsympathetic', 'sympathetic')",-1.1132609,-1.6810209,0.6823509,0.75813866,-2.660153,-2.897191,-0.5662773,-0.70825106,-0.26631564,-0.41427818,-0.9384036,-1.2454822,0.3070786
65,-1.613223,-2.157628,"('insecure', 'secure')",-1.9263871,-2.0836442,0.33592832,0.5660215,-2.2170854,-2.2321577,-0.6745591,-0.7471199,-1.5882534,-1.6415579,-1.2805966,-1.3826811,0.1020845
1,1.5500456,1.6848065,"('unfriendly', 'friendly')",1.1069802,1.0238653,-0.65190893,-0.79163426,-1.5496485,-1.8842193,0.7970259,0.7616311,1.0013372,1.1271967,0.3756386,0.3202743,0.0553643
26,1.5252539,1.4636106,"('hardhearted', 'benevolent')",1.2120454,1.1541113,-0.7154616,-0.72302014,-0.10306619,-0.36175385,3.1441643,2.8660653,1.1238787,1.071827,1.0311357,0.9118067,0.119329
2,1.5007204,1.7072737,"('unlikable', 'likable')",1.2517735,1.406265,1.209301,1.2914813,-0.13146739,-0.007183576,0.9628341,1.2078695,0.20673126,0.46956712,0.8333155,1.0125455,-0.17923
33,1.4417856,1.7279326,"('wrong', 'right')",0.7957254,0.87952083,0.35922194,0.16084456,1.1115396,0.833728,0.8080585,0.8788959,-0.6514757,-0.4524843,0.6441425,0.6714063,-0.0272638
14,-1.4294281,-1.7827401,"('antisocial', 'social')",-1.3179028,-1.3369908,0.3231709,0.34764764,-1.8129188,-1.9624442,0.25212136,0.18167311,-1.6057383,-1.6289712,-0.9317826,-1.0303043,0.0985217
3,-1.4069935,-1.7487832,"('repellent', 'pleasant')",-1.2570864,-1.4197705,0.46464795,0.55379057,-2.1332932,-2.2981558,-0.93134683,-1.050758,0.6754383,0.52912784,-0.7647723,-0.9057582,0.1409859
76,-1.4033488,-1.7993629,"('anxious', 'daring')",-1.0244095,-1.1697425,1.395233,1.6993105,-1.3196939,-1.2637924,0.21724096,0.32057375,-0.3361713,-0.34833705,-0.4118582,-0.4268917,0.0150335
48,-1.388743,-1.708834,"('unintelligent', 'intelligent')",-0.9569662,-1.3896943,-0.69531924,-0.5921904,-2.7289097,-3.1204123,-0.70553976,-0.9067119,-1.8150724,-1.8203654,-1.3817584,-1.5897013,0.2079429
83,1.3582805,1.255113,"('powerless', 'powerful')",1.3788854,1.1905924,1.325028,1.2790669,-0.18930505,-0.34458745,0.30383617,0.5266203,-0.94184256,-0.8157318,0.5391471,0.515179,0.0239681
5,1.3568559,2.182154,"('distant', 'outgoing')",0.8674393,1.2056291,-1.3519905,-1.5578691,1.652048,1.8361807,0.91457725,1.1425587,0.34182107,0.61239594,0.6301251,0.9035082,-0.2733831
52,1.3053927,1.6871005,"('irrational', 'rational')",-0.43262446,-0.38218746,-1.9816542,-2.2925725,0.923765,0.42557043,0.9141372,0.8797354,-0.20218982,-0.2742386,0.0878044,0.0072346,0.0805698
86,-1.2777184,-2.0188017,"('uninfluential', 'influential')",-0.41314754,-0.99587345,0.2972415,0.24872547,-2.2668266,-2.800222,0.21728465,-0.1637143,-0.8779138,-1.008528,-0.72018,-1.123069,0.402889
71,1.2739103,1.6383644,"('diffident', 'self-confident')",2.0932977,2.135087,0.21424015,0.051229753,0.34431157,0.24436322,0.51870465,0.6192602,0.1955084,0.383827,0.7733288,0.8453553,-0.0720265
8,1.2463634,1.4276594,"('unaffectionate', 'affectionate')",1.1516362,1.0671622,-1.0014058,-1.1923705,-0.418933,-0.6631335,1.1183861,0.9888388,1.038653,1.0500063,0.52245,0.4463604,0.0760896
82,-1.2078806,-1.6778315,"('poor', 'rich')",-0.6891571,-1.0444152,-0.038234297,0.16896626,-1.8099533,-1.7273012,-1.0817014,-1.1343902,3.1417253,3.3198879,-0.2808669,-0.3491807,0.0683138
57,-1.1853222,-1.6987513,"('unimaginative', 'imaginative')",-0.7136953,-1.053828,-0.28538215,-0.33102426,-1.6688311,-2.0184438,-0.4330727,-0.5533421,-2.0452857,-2.2156994,-1.0552649,-1.311848,0.2565831
54,1.1563653,1.248877,"('incapable', 'capable')",1.119404,1.0739625,-0.4143561,-0.5313852,-0.11464125,-0.2485247,0.81426406,0.83537245,0.5342084,0.6697434,0.5158741,0.5080076,0.0078665
30,-1.1377987,-1.2814834,"('intolerant', 'tolerant')",-2.0521276,-2.0435092,0.25986123,0.47624224,-1.5119677,-1.5949086,-1.1082736,-1.1210091,-1.477865,-1.398664,-1.1713619,-1.1605553,-0.0108066
6,1.1373463,1.8143218,"('distant', 'open')",0.8699535,1.1948848,-1.3676366,-1.5607573,1.3359765,1.4968613,0.8477963,1.0456957,0.3096421,0.5701918,0.5221797,0.7601997,-0.23802
79,1.100644,1.3432567,"('wavering', 'unwavering')",1.1795344,1.2193353,-0.8419992,-1.2015946,0.30776638,0.11359516,1.076957,1.1683863,0.40996045,0.4213066,0.5388105,0.5107143,0.0280962
55,-1.0713544,-1.8241041,"('incompetent', 'clever')",-1.2949108,-1.7237253,1.4076227,1.6334555,-2.0279567,-2.3391676,-0.9953908,-1.0901873,-1.2510498,-1.4215865,-0.8721733,-1.1275526,0.2553793
0,-1.0560936,-1.5994601,"('unsociable', 'sociable')",-0.7672178,-1.1622899,0.6766833,0.60126776,-0.9649179,-1.3314874,0.15838926,-0.09339272,-0.32873777,-0.52856344,-0.3803158,-0.6856542,0.3053384
49,-1.0167166,-0.97745883,"('unable', 'able')",-0.3240622,-0.4782696,-0.40555117,-0.28869167,-0.21711023,-0.39191782,0.0007979721,-0.077084556,-0.5150119,-0.6239595,-0.4129424,-0.472897,0.0599546
37,-1.0103701,-1.1882365,"('fake', 'genuine')",-1.2981097,-1.4940116,0.85298955,0.85831845,-0.22823626,-0.08760795,-0.58449936,-0.5883098,0.113292485,0.115737304,-0.3591556,-0.3973517,0.0381961
44,-1.0025457,-0.39319298,"('prejudiced', 'unprejudiced')",-0.92044604,-0.5213814,-1.6822362,-1.5474943,0.27342123,0.77069247,-1.8994853,-1.6111985,-1.7760842,-1.6419127,-1.167896,-0.8240813,-0.3438147
77,-0.99763596,-1.257351,"('unmotivated', 'motivated')",-0.35062292,-0.64536893,0.039386854,-0.002822699,-1.6931632,-2.0744004,-0.20810823,-0.27162957,-0.5623015,-0.6073933,-0.6287408,-0.8098276,0.1810868
12,0.98799694,0.75311464,"('unsupportive', 'supportive')",1.2158251,0.8826768,0.8805121,0.7330865,-1.0154128,-1.3002033,0.9837902,0.9626394,-1.4679245,-1.4328659,0.2641312,0.0997413,0.1643899
56,-0.9723075,-1.1315076,"('impractical', 'practical')",-1.0201836,-1.09049,0.65519196,0.809586,-1.7663985,-1.6832747,-1.177057,-0.98917806,-1.3871124,-1.1416203,-0.9446446,-0.8710808,-0.0735638
69,0.9515821,1.5100253,"('lazy', 'industrious')",1.3178794,1.6743331,-0.90093136,-1.1819956,2.5838192,2.5131392,1.3723133,1.333281,0.32723364,0.22395605,0.9419827,1.0121232,-0.0701405
87,0.93909687,0.46264976,"('unsuccessful', 'successful')",0.8690972,0.61049217,0.98171735,1.0081508,1.467263,0.9248699,2.5740864,2.3920677,1.2368586,1.1821672,1.3446865,1.0967329,0.2479536
80,-0.91386896,-1.5313027,"('dominated', 'dominating')",-0.701777,-0.9098718,1.1301683,1.2122527,-0.10023446,-0.25823832,-0.098942414,-0.25897413,-0.5146739,-0.6202012,-0.1998881,-0.3943892,0.1945011
16,0.87170607,1.2402332,"('unpopular', 'popular')",0.05514918,0.29102916,-1.2304826,-1.3162291,0.60454273,0.551088,0.5184449,0.51467997,0.21537048,0.2768388,0.1724551,0.2596067,-0.0871516
43,-0.84878147,-0.96290594,"('irresponsible', 'responsible')",-0.87696683,-0.934596,0.121857636,0.36438754,-2.8394592,-2.6061127,-1.2543223,-0.9294154,-0.6259908,-0.38434336,-1.0539438,-0.9088309,-0.1451129
28,-0.7945014,-1.0027863,"('disloyal', 'loyal')",-0.93766296,-1.0485287,-0.24107471,-0.30157247,-1.6983933,-2.0649798,-0.31525344,-0.35685816,-0.41570395,-0.5598223,-0.733765,-0.8890913,0.1553263
84,0.7563725,0.8566806,"('inferior', 'superior')",1.0950351,1.0424582,0.8995284,0.96578497,0.5032384,0.48763743,1.13496,1.181889,0.62307537,0.7138498,0.8353683,0.8747168,-0.0393485
24,-0.7238738,-0.61104983,"('dishonest', 'honest')",-1.3243746,-1.2008586,0.52532303,0.83742845,-1.9744788,-1.7496845,-0.89789516,-0.65946215,-1.1170603,-0.79405934,-0.9187266,-0.696281,-0.2224456
72,-0.6964771,-0.7536529,"('unambitious', 'ambitious')",-0.05965878,-0.05448488,0.519828,0.463325,-2.0227144,-1.9946696,-0.71220475,-0.6689229,-1.4061028,-1.2596225,-0.729555,-0.711338,-0.018217
50,0.678723,0.4814875,"('clumsy', 'skillful')",0.09710777,-0.07566723,0.9462605,0.826464,0.9680237,0.99051493,1.6388057,1.5987803,0.91309845,0.84448767,0.8736699,0.7776779,0.095992
13,-0.6622058,-1.0392903,"('impolite', 'polite')",-0.39285016,-0.51740044,2.0222263,2.0717807,-1.0772438,-1.0803666,-0.7945342,-0.7857828,-0.692078,-0.5981189,-0.2661143,-0.3248631,0.0587488
73,0.62297094,1.0780741,"('helpless', 'self-reliant')",-0.5906756,-0.37240696,0.8634987,0.8783015,1.7115449,2.0010967,-0.43155956,-0.23501629,-2.0571904,-2.022504,0.0197648,0.2212575,-0.2014927
78,0.6004693,0.021095019,"('nonresilient', 'resilient')",1.2487595,0.76043636,0.20894131,0.13434742,-0.4966134,-0.8135115,1.3855234,1.1319011,1.7531176,1.489823,0.7833663,0.4540153,0.329351
35,0.5864523,1.3135338,"('corrupt', 'incorrupt')",1.038818,1.406127,-0.832323,-1.0208018,2.5294216,2.842545,0.34864643,0.52259797,0.074603096,0.21710029,0.6242697,0.8801836,-0.2559139
15,0.5740667,0.8114806,"('boring', 'funny')",-0.72173715,-0.6040682,-0.8810582,-0.86570746,0.8957461,0.6937446,0.14390358,0.15252902,-0.29463756,-0.29854444,-0.0472861,-0.0184277,-0.0288584
63,0.567959,0.020889074,"('unperceptive', 'insightful')",0.8296704,0.56775814,0.95974714,0.8350224,-1.4611285,-1.798738,0.799521,0.88069946,0.23647894,0.23097777,0.3220413,0.1227681,0.1992732
68,-0.52111727,-0.7273104,"('dependent', 'independent')",-0.6699098,-0.888956,0.43996504,0.32060575,-0.12647109,-0.085146144,-0.67802763,-0.8158598,-1.0782473,-1.1981024,-0.438968,-0.5657949,0.1268269
7,-0.5175521,-0.6344016,"('insensitive', 'sensitive')",-1.0180558,-1.0212523,0.74440753,0.8132492,-1.7023051,-1.8642311,-0.76653653,-0.63768786,-0.7554085,-0.59773016,-0.6692417,-0.657009,-0.0122327
62,-0.5110096,-0.7581027,"('incompetent', 'brilliant')",-0.19969775,-0.20622617,0.9081749,1.1570822,-1.7794172,-1.9165443,-1.263602,-1.1513488,-1.187218,-1.0405825,-0.6721282,-0.6526204,-0.0195078
64,-0.48983514,-0.38559574,"('shy', 'confident')",-0.9802025,-0.8898736,0.45458436,0.4592396,0.2228899,0.35079712,-0.22465989,-0.037339553,-4.648754,-4.842734,-0.9443296,-0.8909177,-0.0534119
75,0.48145726,0.96946716,"('meek', 'impulsive')",0.4790674,0.81462175,-0.1962583,-0.3564875,1.2624327,1.3953632,-0.33438656,-0.123468295,0.8048146,0.8467769,0.4161878,0.5910455,-0.1748577
59,0.46331495,0.88064075,"('foolish', 'wise')",-0.073318616,0.0445001,-0.607695,-0.83493525,1.5557947,1.5242639,1.3154576,1.3581493,-0.30594397,-0.29249558,0.3912683,0.4466872,-0.0554189
