,paychex_male,paychex_female,tuple,inc_male,inc_female,average_male,average_female,male-female
16,-0.8615024,-0.6642909,"('unpopular', 'popular')",0.2145428,0.23531154,-0.3234798,-0.2144897,-0.1089901
2,0.84658504,0.88376,"('unlikable', 'likable')",0.7653497,0.962815,0.8059673,0.9232875,-0.1173202
0,-0.82214785,-0.814547,"('unsociable', 'sociable')",-0.28461444,-0.3027467,-0.5533811,-0.5586469,0.0052658
33,0.81584746,0.6139015,"('wrong', 'right')",-0.79204047,-0.8539604,0.0119035,-0.1200294,0.1319329
22,-0.77671665,-0.6891338,"('untrustworthy', 'trustworthy')",-0.8775918,-0.8079684,-0.8271542,-0.7485511,-0.0786031
49,-0.7236376,-0.6213969,"('unable', 'able')",-0.17823401,-0.12380221,-0.4509358,-0.3725995,-0.0783363
42,0.72086686,0.7001017,"('unreliable', 'reliable')",-2.5110624,-2.624523,-0.8950977,-0.9622107,0.067113
88,-0.71639377,-0.7570304,"('low', 'eminent')",0.5131383,0.5854311,-0.1016277,-0.0857997,-0.015828
21,-0.7024691,-0.6986837,"('immoral', 'moral')",-0.75598145,-0.7509378,-0.7292253,-0.7248107,-0.0044146
36,0.6711142,0.61804265,"('hostile', 'amicable')",0.19038482,0.21352664,0.4307495,0.4157847,0.0149648
18,-0.66584074,-0.6196431,"('disagreeable', 'welcoming')",-0.53446764,-0.4107706,-0.6001542,-0.5152068,-0.0849474
62,-0.6654038,-0.4905948,"('incompetent', 'brilliant')",-0.06839153,0.08912276,-0.3668976,-0.200736,-0.1661616
57,-0.6525718,-0.92829156,"('unimaginative', 'imaginative')",-2.0633621,-2.3409848,-1.3579669,-1.6346382,0.2766713
24,-0.6431085,-0.80497676,"('dishonest', 'honest')",0.485088,0.550621,-0.0790102,-0.1271779,0.0481677
61,-0.6301358,-0.5663044,"('illogical', 'logical')",0.065644346,0.12703882,-0.2822457,-0.2196328,-0.0626129
3,-0.6252284,-0.63764656,"('repellent', 'pleasant')",-0.1410374,-0.20281997,-0.3831329,-0.4202332,0.0371003
13,-0.6096443,-0.6355594,"('impolite', 'polite')",-0.69018185,-0.5455065,-0.6499131,-0.5905329,-0.0593802
44,0.6051407,0.77639437,"('prejudiced', 'unprejudiced')",-1.2831153,-1.2141916,-0.3389873,-0.2188986,-0.1200887
7,-0.5817863,-0.6198166,"('insensitive', 'sensitive')",0.4276089,0.27489388,-0.0770887,-0.1724614,0.0953727
70,-0.55763435,-0.6200257,"('lethargic', 'energetic')",0.655368,0.57651824,0.0488668,-0.0217537,0.0706205
85,0.5372865,0.44697767,"('insignificant', 'prestigious')",1.0052193,0.9097278,0.7712529,0.6783527,0.0929002
11,-0.53660893,-0.5891747,"('unhelpful', 'helpful')",1.6328775,1.7458106,0.5481343,0.578318,-0.0301837
23,-0.5158555,-0.69577533,"('insincere', 'sincere')",4.903195,5.0088234,2.1936698,2.1565239,0.0371459
4,0.5035615,0.53486145,"('disliked', 'liked')",-5.37949,-5.559419,-2.4379642,-2.5122788,0.0743146
83,0.47686172,0.5326573,"('powerless', 'powerful')",-0.97401637,-0.9415549,-0.2485773,-0.2044488,-0.0441285
30,0.4525776,0.53945,"('intolerant', 'tolerant')",0.86530876,1.1441568,0.6589432,0.8418034,-0.1828602
9,-0.45155,-0.7683265,"('unaffectionate', 'caring')",1.1469373,0.9907601,0.3476936,0.1112168,0.2364768
1,-0.43437365,-0.7453098,"('unfriendly', 'friendly')",1.8446858,1.7126313,0.7051561,0.4836608,0.2214953
66,0.40378773,0.041252404,"('inactive', 'active')",1.1255287,0.6713209,0.7646582,0.3562866,0.4083716
34,0.40276384,0.36118916,"('mean', 'honorable')",5.520878,5.586896,2.9618208,2.9740427,-0.0122219
19,-0.39275563,-0.4118476,"('inhospitable', 'hospitable')",-8.601695e-06,0.00035892427,-0.1963821,-0.2057443,0.0093622
46,-0.3821385,-0.55208087,"('uncompetitive', 'competitive')",-0.38463375,-0.44755647,-0.3833861,-0.4998187,0.1164326
20,-0.3791624,-0.20927781,"('rough', 'thoughtful')",0.8115663,0.8970917,0.2162019,0.3439069,-0.127705
84,0.35928142,0.3229009,"('inferior', 'superior')",0.92397404,1.0272338,0.6416277,0.6750674,-0.0334397
72,-0.3415764,-0.3633376,"('unambitious', 'ambitious')",-1.1949246,-1.0242369,-0.7682505,-0.6937873,-0.0744632
14,-0.3341796,-0.1070779,"('antisocial', 'social')",-1.0176388,-0.7701514,-0.6759092,-0.4386146,-0.2372946
50,0.32628268,0.38532045,"('clumsy', 'skillful')",0.37375796,0.44695315,0.3500203,0.4161368,-0.0661165
59,0.31852937,0.25983748,"('foolish', 'wise')",0.4420086,0.40083447,0.380269,0.330336,0.049933
43,-0.29505944,-0.39137334,"('irresponsible', 'responsible')",0.3777884,0.4467061,0.0413645,0.0276664,0.0136981
26,0.29436955,0.20190209,"('hardhearted', 'benevolent')",1.9396012,2.0464108,1.1169853,1.1241565,-0.0071712
87,0.2823384,0.3965821,"('unsuccessful', 'successful')",0.9016612,0.91230774,0.5919998,0.6544449,-0.0624451
29,-0.27498284,-0.29476237,"('unfair', 'fair')",-0.5006001,-0.63802266,-0.3877915,-0.4663925,0.078601
76,-0.2724427,-0.117224574,"('anxious', 'daring')",0.26611835,0.31133908,-0.0031622,0.0970573,-0.1002195
39,0.2568075,0.3908126,"('exploitative', 'cooperative')",-0.10715111,0.07514393,0.0748282,0.2329783,-0.1581501
40,0.25553772,0.18023245,"('stingy', 'generous')",-1.3415223,-1.4628253,-0.5429923,-0.6412964,0.0983041
75,0.24630898,0.33504954,"('meek', 'impulsive')",-0.3966993,-0.32608926,-0.0751952,0.0044801,-0.0796753
54,0.24522832,0.10878292,"('incapable', 'capable')",1.1470996,1.158269,0.696164,0.633526,0.062638
78,-0.2374492,-0.46779886,"('nonresilient', 'resilient')",0.36419612,0.09695239,0.0633735,-0.1854232,0.2487967
25,0.23354296,0.085298374,"('egoistic', 'altruistic')",1.663962,1.6098514,0.9487525,0.8475749,0.1011776
47,0.2253404,0.3376095,"('stupid', 'smart')",4.77781,4.9930687,2.5015752,2.665339,-0.1637638
52,-0.2160326,-0.21626942,"('irrational', 'rational')",0.23162323,0.22170971,0.0077953,0.0027201,0.0050752
5,0.19847766,0.118550956,"('distant', 'outgoing')",-0.30206975,-0.3230341,-0.051796,-0.1022416,0.0504456
74,-0.19462445,-0.15590423,"('undedicated', 'dedicated')",0.49107754,0.49794123,0.1482265,0.1710185,-0.022792
31,0.18643282,0.13661598,"('evil', 'good')",-0.9246376,-0.925847,-0.3691024,-0.3946155,0.0255131
12,0.18337783,-0.10379749,"('unsupportive', 'supportive')",-1.2691026,-1.4777294,-0.5428624,-0.7907634,0.247901
60,-0.1587953,-0.058838785,"('inefficient', 'efficient')",0.04303161,0.26356387,-0.0578818,0.1023625,-0.1602443
6,-0.14477853,-0.28633782,"('distant', 'open')",0.19757617,0.012856763,0.0263988,-0.1367405,0.1631393
81,-0.13781197,-0.15720019,"('submissive', 'aggressive')",-0.5343145,-0.5099183,-0.3360632,-0.3335592,-0.002504
41,0.12348136,0.017533422,"('unforgiving', 'forgiving')",0.07580743,0.07354839,0.0996444,0.0455409,0.0541035
32,-0.10574563,-0.24354237,"('unkind', 'kind')",1.1070796,1.1287061,0.500667,0.4425819,0.0580851
80,-0.08425552,-0.07739911,"('dominated', 'dominating')",-1.1004163,-1.222431,-0.5923359,-0.649915,0.0575791
77,0.08373688,-0.061467193,"('unmotivated', 'motivated')",-1.3379697,-1.29758,-0.6271164,-0.6795236,0.0524072
79,-0.0808088,-0.18639842,"('wavering', 'unwavering')",0.059216086,-0.05669506,-0.0107964,-0.1215467,0.1107503
27,0.08033226,-0.086550266,"('hardhearted', 'softhearted')",1.3941542,1.0964973,0.7372432,0.5049735,0.2322697
15,-0.073818006,0.049006525,"('boring', 'funny')",0.44626632,0.5600287,0.1862242,0.3045176,-0.1182934
17,0.07359454,0.06145645,"('nasty', 'nice')",-0.6273183,-0.6167044,-0.2768619,-0.277624,0.0007621
63,-0.06782387,-0.22809367,"('unperceptive', 'insightful')",1.3630751,1.1271241,0.6476256,0.4495152,0.1981104
56,0.054845136,0.13238141,"('impractical', 'practical')",-0.20240459,-0.09711208,-0.0737797,0.0176347,-0.0914144
35,-0.04954858,0.1287235,"('corrupt', 'incorrupt')",-0.22520624,-0.1326826,-0.1373774,-0.0019796,-0.1353978
38,-0.04460345,-0.18311393,"('untruthful', 'truthful')",-0.17037877,-0.08008486,-0.1074911,-0.1315994,0.0241083
58,-0.032579854,-0.14287753,"('undiscriminating', 'discriminating')",0.36029276,0.20932508,0.1638564,0.0332238,0.1306326
64,-0.031927485,-0.11122273,"('shy', 'confident')",-5.7414346,-5.693198,-2.8866811,-2.9022105,0.0155294
