,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.3623474,-2.2793307,"('unsympathetic', 'sympathetic')",-0.19095948,-0.12585887,1.2906902,1.5330002,0.45121437,0.4269846,-0.2028506,-0.1113012,-0.0915494
69,2.0423794,2.134086,"('lazy', 'industrious')",0.3471614,0.41463703,0.006134145,-0.10066553,-0.6293296,-0.57660496,0.4415863,0.4678631,-0.0262768
48,-2.0090585,-1.9808621,"('unintelligent', 'intelligent')",-0.39482522,-0.26513124,0.49858946,0.686934,0.48583508,0.5280692,-0.3548648,-0.2577475,-0.0971173
57,-1.9998325,-2.317734,"('unimaginative', 'imaginative')",-1.1514165,-1.45049,-0.5217536,-0.60585153,-2.2261329,-2.3579035,-1.4747839,-1.6829947,0.2082108
81,-1.8757885,-1.6379786,"('submissive', 'aggressive')",-0.33811545,-0.10662913,1.557385,1.7906309,-0.86244214,-0.9933747,-0.3797403,-0.2368379,-0.1429024
86,-1.8346786,-1.8387957,"('uninfluential', 'influential')",0.19637127,0.32287902,0.5834417,0.6792835,0.22977728,0.082083344,-0.2062721,-0.1886374,-0.0176347
87,1.710346,1.6930598,"('unsuccessful', 'successful')",0.8515595,0.902184,0.69087154,0.7492788,0.7662085,0.63774604,1.0047463,0.9955672,0.0091791
24,-1.6725512,-1.6934227,"('dishonest', 'honest')",0.5786094,0.49851978,1.8291378,1.9192895,1.0064975,1.0076932,0.4354234,0.4330199,0.0024035
41,-1.6196829,-1.59809,"('unforgiving', 'forgiving')",-0.12612008,-0.024823833,-0.09316985,0.16285616,-0.30790505,-0.23909801,-0.5367194,-0.424789,-0.1119304
21,-1.5348277,-1.1528,"('immoral', 'moral')",-0.4155416,0.04733342,1.5325812,1.9086292,-0.83683306,-0.7306801,-0.3136553,0.0181206,-0.3317759
30,-1.5115174,-1.2245377,"('intolerant', 'tolerant')",-0.0018344894,0.5441622,0.7064155,0.8906061,0.78934443,0.9627997,-0.004398,0.2932576,-0.2976556
3,-1.4566092,-1.2746878,"('repellent', 'pleasant')",-1.6878273,-1.5963006,0.23336262,0.37476262,-0.039541107,-0.07513094,-0.7376537,-0.6428392,-0.0948145
55,-1.3487862,-1.2438629,"('incompetent', 'clever')",0.14917648,0.31091097,1.8292538,2.0693393,0.25250337,0.3057429,0.2205369,0.3605326,-0.1399957
50,1.3309127,1.4865997,"('clumsy', 'skillful')",-0.34011877,-0.07772267,-0.029439498,0.26342925,0.57726514,0.77863914,0.3846549,0.6127363,-0.2280814
65,-1.3075505,-1.1314495,"('insecure', 'secure')",-0.57816917,-0.3034986,1.6215111,1.8451247,-0.48309723,-0.53153473,-0.1868265,-0.0303395,-0.156487
85,1.2882383,1.4088168,"('insignificant', 'prestigious')",-0.15127303,0.0524033,-2.5046213,-2.4470658,0.32976738,0.61195797,-0.2594722,-0.0934719,-0.1660003
68,-1.2836252,-1.0567236,"('dependent', 'independent')",-1.8149571,-1.679892,0.3514332,0.42393503,-0.6183333,-0.63603103,-0.8413706,-0.737178,-0.1041926
70,-1.2826055,-1.3035426,"('lethargic', 'energetic')",0.18784094,0.19609846,2.553247,2.5305045,1.0004205,0.7668903,0.6147257,0.5474876,0.0672381
72,-1.2766081,-1.3042676,"('unambitious', 'ambitious')",-0.7707161,-0.8393276,-0.13671306,-0.11689915,-0.85904425,-0.99033093,-0.7607704,-0.8127064,0.051936
18,-1.2693431,-1.0288574,"('disagreeable', 'welcoming')",-1.7144703,-1.307468,-0.9999541,-0.7504029,-0.74134123,-0.50393134,-1.1812772,-0.8976649,-0.2836123
77,-1.2384325,-1.0951129,"('unmotivated', 'motivated')",-1.1463345,-0.9997832,0.3263854,0.45493966,-1.2343255,-1.2634234,-0.8231767,-0.725845,-0.0973317
23,-1.2007366,-1.0524255,"('insincere', 'sincere')",0.32674173,0.6536356,1.1353408,1.3943894,5.6339946,5.6965218,1.4738351,1.6730304,-0.1991953
22,-1.0772984,-1.1602598,"('untrustworthy', 'trustworthy')",-1.0644002,-0.9100635,1.8416176,1.9997327,-1.1571277,-1.2310902,-0.3643022,-0.3254202,-0.038882
35,1.0767748,0.92827773,"('corrupt', 'incorrupt')",-0.55775225,-0.70099574,-1.5580441,-1.7522969,-0.060435805,-0.030434607,-0.2748643,-0.3888624,0.1139981
43,-1.0404379,-0.9194477,"('irresponsible', 'responsible')",0.97126216,1.196946,1.4332598,1.6064492,1.1660796,1.2492614,0.6325409,0.7833022,-0.1507613
88,-1.01977,-0.72669005,"('low', 'eminent')",0.026058618,0.39027923,-0.057147615,0.30184942,0.71064687,0.91164416,-0.085053,0.2192707,-0.3043237
14,-1.013092,-0.83434236,"('antisocial', 'social')",0.7741503,0.98274004,1.8210891,1.829178,-0.5441556,-0.689999,0.2594979,0.3218942,-0.0623963
58,-1.0114601,-1.3866457,"('undiscriminating', 'discriminating')",-0.778762,-1.0207334,0.11815806,0.08318491,0.48031142,0.34880826,-0.2979381,-0.4938465,0.1959084
1,-1.0113472,-1.0492889,"('unfriendly', 'friendly')",0.9986758,1.0238893,-0.2762015,-0.3096832,2.0592568,2.1396482,0.442596,0.4511414,-0.0085454
