,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.7548239,-1.9339482,"('unfriendly', 'friendly')",0.3731107,0.2726451,1.2952777,1.1817794,-0.0288118,-0.1598412,0.1310294
53,-1.6062347,-1.7669039,"('uncreative', 'creative')",0.5927122,0.6916178,0.70117456,0.5863984,-0.1041159,-0.1629626,0.0588467
57,-1.5407739,-1.5800428,"('unimaginative', 'imaginative')",-0.68030024,-0.6230852,-2.6872213,-2.8074796,-1.6360985,-1.6702026,0.0341041
39,1.4056554,1.4199829,"('exploitative', 'cooperative')",0.9147868,0.9499013,0.0062530935,0.007219486,0.7755651,0.7923679,-0.0168028
10,-1.3671507,-1.2531127,"('unsympathetic', 'sympathetic')",-1.4378449,-1.391488,-0.35979107,-0.6648002,-1.0549289,-1.1031336,0.0482047
73,1.3449024,1.4286407,"('helpless', 'self-reliant')",-0.06904909,0.04336318,-3.2369132,-3.03661,-0.6536866,-0.5215353,-0.1321513
87,1.3196946,1.2423433,"('unsuccessful', 'successful')",0.9398489,0.7261317,0.88954896,0.8947987,1.0496975,0.9544245,0.095273
8,-1.2990049,-1.3508554,"('unaffectionate', 'affectionate')",-0.28277186,-0.4075838,0.2075191,0.22574764,-0.4580859,-0.5108972,0.0528113
6,-1.2892984,-1.0818164,"('distant', 'open')",-0.5726881,-0.5263815,-0.02144126,0.16952392,-0.6278092,-0.479558,-0.1482512
78,-1.2399796,-1.2488116,"('nonresilient', 'resilient')",1.1415246,1.0925575,0.42552066,0.33007687,0.1090219,0.0579409,0.051081
31,-1.0951533,-1.2225583,"('evil', 'good')",-0.4866388,-0.47636038,-1.3463886,-1.3398303,-0.9760602,-1.0129162,0.036856
9,-1.0694541,-1.1162807,"('unaffectionate', 'caring')",0.3516722,0.1863806,0.83613616,0.7843653,0.0394514,-0.0485116,0.087963
27,-1.03574,-0.89439374,"('hardhearted', 'softhearted')",-0.19942367,-0.21341847,1.0591274,0.99948245,-0.0586787,-0.0361099,-0.0225688
86,-0.9734473,-1.213059,"('uninfluential', 'influential')",-0.46181253,-0.57919216,-0.20398742,-0.44663572,-0.5464157,-0.7462956,0.1998799
25,-0.9435035,-0.8720878,"('egoistic', 'altruistic')",-0.1360718,-0.10516952,0.9439156,1.028923,-0.0452199,0.0172219,-0.0624418
62,0.9375613,0.99137324,"('incompetent', 'brilliant')",0.57886446,0.65413177,0.36680368,0.1945222,0.6277431,0.6133424,0.0144007
5,-0.9053724,-0.70997167,"('distant', 'outgoing')",-0.08644837,-0.05760157,-0.26207408,-0.041208737,-0.4179649,-0.269594,-0.1483709
36,-0.8708907,-1.0897096,"('hostile', 'amicable')",-0.69781375,-0.75899863,-0.11750196,-0.045033477,-0.5620688,-0.6312472,0.0691784
26,-0.811979,-1.1424587,"('hardhearted', 'benevolent')",0.12338997,0.1423837,1.1165808,1.1952186,0.1426639,0.0650479,0.077616
80,0.78593284,0.5768448,"('dominated', 'dominating')",-0.6158792,-0.60060245,-1.1932958,-1.2474395,-0.3410807,-0.4237324,0.0826517
54,-0.78278875,-0.5628079,"('incapable', 'capable')",0.51680875,0.5787847,1.0087136,1.126634,0.2475779,0.3808703,-0.1332924
56,0.73585606,0.7732382,"('impractical', 'practical')",0.4762569,0.58914685,0.14687398,-0.011509478,0.4529956,0.4502919,0.0027037
0,-0.70528764,-1.0042249,"('unsociable', 'sociable')",-0.17593826,-0.34954572,-0.26145872,-0.61718094,-0.3808949,-0.6569839,0.276089
29,0.6549884,0.6947073,"('unfair', 'fair')",-0.9527834,-0.9071739,-0.92254287,-0.96320176,-0.4067793,-0.3918895,-0.0148898
42,0.63282835,0.90211314,"('unreliable', 'reliable')",-1.779181,-1.384108,-2.9253623,-2.8369515,-1.3572383,-1.1063155,-0.2509228
2,0.6108977,0.55300045,"('unlikable', 'likable')",0.334762,0.45688462,0.75504565,0.8270837,0.5669018,0.6123229,-0.0454211
44,0.59651726,0.9086788,"('prejudiced', 'unprejudiced')",-0.89179456,-0.7240762,-1.6813952,-1.3600948,-0.6588908,-0.3918307,-0.2670601
48,-0.58956206,-0.7030617,"('unintelligent', 'intelligent')",0.5772394,0.4340079,0.47544244,0.25739202,0.1543733,-0.0038873,0.1582606
67,0.55187523,0.8656189,"('doubtful', 'determined')",0.7772447,0.9124795,-0.34405956,-0.20253843,0.3283534,0.5251866,-0.1968332
18,-0.5495019,-0.5065058,"('disagreeable', 'welcoming')",-0.4501373,-0.3633197,-0.30918062,-0.38815248,-0.4362733,-0.419326,-0.0169473
71,-0.5327318,-0.6127381,"('diffident', 'self-confident')",0.849911,0.78005034,0.3069113,0.3154062,0.2080302,0.1609062,0.047124
60,0.47877276,0.6199695,"('inefficient', 'efficient')",0.90707594,1.0055226,0.062578365,0.0006038463,0.482809,0.542032,-0.059223
79,-0.47571993,-0.55830383,"('wavering', 'unwavering')",-1.1383204,-1.1857102,0.064566866,0.12626733,-0.5164912,-0.5392489,0.0227577
88,-0.4732046,-0.55356777,"('low', 'eminent')",-0.32861632,-0.31367975,0.29620817,0.32614684,-0.1685376,-0.1803669,0.0118293
28,-0.47014886,-0.7823703,"('disloyal', 'loyal')",-0.5058718,-0.610487,0.8405069,0.619952,-0.0451712,-0.2576351,0.2124639
14,0.4523401,0.12524417,"('antisocial', 'social')",0.10828899,0.021916516,-0.34377095,-0.7776015,0.072286,-0.2101469,0.2824329
58,-0.45039892,-0.7050258,"('undiscriminating', 'discriminating')",0.3187826,0.2804526,-0.075818874,-0.23681097,-0.0691451,-0.2204614,0.1513163
51,0.44714227,0.25517893,"('uneducated', 'educated')",-0.30521873,-0.35811707,1.0237675,0.7003248,0.3885637,0.1991289,0.1894348
77,-0.4389174,-0.25694788,"('unmotivated', 'motivated')",0.64396334,0.7118987,-1.1011957,-1.056263,-0.2987166,-0.2004374,-0.0982792
46,-0.4117097,-0.43216288,"('uncompetitive', 'competitive')",-0.7281082,-0.58534354,-0.28142193,-0.4625449,-0.4737466,-0.4933504,0.0196038
21,0.40835202,0.4423778,"('immoral', 'moral')",0.21899371,0.27302948,-0.55967766,-0.71068645,0.022556,0.0015736,0.0209824
49,-0.40347064,-0.14723076,"('unable', 'able')",0.33833185,0.50933707,-0.032971904,0.10136263,-0.0327036,0.1544897,-0.1871933
72,-0.39374122,-0.3743648,"('unambitious', 'ambitious')",-1.0053406,-1.013656,-1.3961669,-1.5202084,-0.9317496,-0.9694097,0.0376601
64,0.39244676,0.55160224,"('shy', 'confident')",-0.45741343,-0.38084278,-6.1414657,-5.9124475,-2.0688108,-1.9138959,-0.1549149
85,0.37950364,0.38596147,"('insignificant', 'prestigious')",0.03590246,0.001193367,0.30978686,0.5493759,0.241731,0.3121769,-0.0704459
33,0.37695342,0.49510846,"('wrong', 'right')",0.18078923,0.17808647,-0.70402116,-0.5978308,-0.0487595,0.0251214,-0.0738809
22,0.36912894,0.3270682,"('untrustworthy', 'trustworthy')",-0.50092906,-0.48246306,-0.86586964,-1.130422,-0.3325566,-0.4286056,0.096049
34,-0.36810386,-0.45326212,"('mean', 'honorable')",-0.0027595945,0.010352574,5.9657598,5.8377447,1.8649654,1.7982783,0.0666871
47,-0.35872784,-0.2979297,"('stupid', 'smart')",0.39671215,0.46429813,5.3813944,5.216981,1.8064596,1.7944498,0.0120098
32,-0.35629487,-0.5110912,"('unkind', 'kind')",-0.54316086,-0.5631065,1.0411605,0.844435,0.0472349,-0.0765876,0.1238225
4,0.32899252,0.15858898,"('disliked', 'liked')",-0.7149869,-0.59334064,-5.69259,-5.594548,-2.0261949,-2.0097666,-0.0164283
7,-0.28839597,-0.3982257,"('insensitive', 'sensitive')",-0.14674117,-0.15606728,0.78234655,0.39139882,0.1157365,-0.0542981,0.1700346
76,0.28115693,0.3885359,"('anxious', 'daring')",-0.74877334,-0.5148219,0.32905933,0.30152494,-0.0461857,0.058413,-0.1045987
50,-0.2746322,-0.2977183,"('clumsy', 'skillful')",-0.118224606,-0.07829284,0.22002064,0.2017171,-0.057612,-0.058098,0.000486
38,-0.2688686,-0.23049742,"('untruthful', 'truthful')",-0.775245,-0.7658155,0.034067083,0.03955877,-0.3366822,-0.318918,-0.0177642
66,-0.26817942,-0.39311716,"('inactive', 'active')",-1.2946199,-1.2834449,0.7861134,0.96653783,-0.2588953,-0.2366747,-0.0222206
45,0.26619187,0.23327085,"('incompetent', 'competent')",-0.39900663,-0.36835068,-0.42783412,-0.62965333,-0.186883,-0.2549111,0.0680281
30,0.26449698,0.31606188,"('intolerant', 'tolerant')",0.9437761,0.91448706,1.2946931,1.0906687,0.8343221,0.7737392,0.0605829
84,0.26291442,0.19831523,"('inferior', 'superior')",0.728995,0.73293424,0.95889264,1.0261198,0.6502674,0.6524564,-0.002189
81,-0.2568166,0.012800351,"('submissive', 'aggressive')",-0.38916707,-0.30359247,-0.3179364,-0.3898191,-0.3213067,-0.2268704,-0.0944363
12,-0.23909499,-0.15785716,"('unsupportive', 'supportive')",-0.40468347,-0.3427037,-1.6940194,-1.6932673,-0.779266,-0.731276,-0.04799
55,0.23747662,0.22085254,"('incompetent', 'clever')",0.15853201,0.142488,-0.0074429847,-0.29755473,0.1295219,0.0219286,0.1075933
41,-0.21896645,-0.46762183,"('unforgiving', 'forgiving')",-0.36947426,-0.39111152,0.10459064,-0.13032812,-0.1612834,-0.3296872,0.1684038
70,-0.20566131,-0.06884435,"('lethargic', 'energetic')",-1.3408468,-1.1680521,0.94340503,0.84274524,-0.2010343,-0.1313837,-0.0696506
11,-0.20259464,-0.34155098,"('unhelpful', 'helpful')",1.0467201,0.97447354,2.145853,1.9480205,0.9966595,0.8603144,0.1363451
43,-0.19861552,-0.112759985,"('irresponsible', 'responsible')",-0.90293074,-0.76349527,0.4192255,0.32586917,-0.2274403,-0.183462,-0.0439783
82,-0.1862292,-0.24403259,"('poor', 'rich')",0.07208749,0.16665486,6.5505533,6.2601223,2.1454705,2.0609148,0.0845557
23,-0.18363172,-0.42401445,"('insincere', 'sincere')",0.5921824,0.5268044,5.7986145,5.3055654,2.0690551,1.8027851,0.26627
63,0.18003145,0.044539075,"('unperceptive', 'insightful')",0.047165826,0.08076446,1.2503854,1.0051652,0.4925276,0.3768229,0.1157047
37,-0.17382623,0.004254937,"('fake', 'genuine')",-0.9450295,-0.89184433,0.14092258,0.142169,-0.3259777,-0.2484735,-0.0775042
40,-0.15773125,-0.2378622,"('stingy', 'generous')",-0.7168131,-0.644784,-1.5479423,-1.8441001,-0.8074955,-0.9089154,0.1014199
75,0.14012209,0.2249147,"('meek', 'impulsive')",-0.7015179,-0.58843714,-0.30069304,-0.048844434,-0.2873629,-0.1374556,-0.1499073
19,-0.13980874,-0.14473957,"('inhospitable', 'hospitable')",-0.45844615,-0.4479075,0.23245908,0.34504396,-0.121932,-0.0825344,-0.0393976
24,0.12854317,0.25519377,"('dishonest', 'honest')",-1.6429577,-1.506602,0.6733517,0.56490576,-0.2803543,-0.2288342,-0.0515201
74,0.122843385,0.069627896,"('undedicated', 'dedicated')",-0.4435138,-0.2953347,-0.23059344,-0.17288736,-0.1837546,-0.1328647,-0.0508899
59,0.09530251,0.24422152,"('foolish', 'wise')",0.46180972,0.4167183,0.13935116,0.2367872,0.2321544,0.2992423,-0.0670879
68,-0.09009852,-0.09110065,"('dependent', 'independent')",-0.63196695,-0.73250914,-0.40437713,-0.64793503,-0.3754809,-0.4905149,0.115034
17,0.075370155,-0.083541065,"('nasty', 'nice')",-0.099256955,-0.20385383,-0.41805148,-0.48175162,-0.1473128,-0.2563822,0.1090694
69,0.07350454,0.049847372,"('lazy', 'industrious')",0.432659,0.52448684,-0.31113908,-0.11064252,0.0650082,0.1545639,-0.0895557
61,0.0673241,-0.13445224,"('illogical', 'logical')",0.9625842,0.76131815,0.0025935713,-0.21128029,0.3441673,0.1385285,0.2056388
52,-0.0667135,-0.25039884,"('irrational', 'rational')",0.5803966,0.3427989,-0.59281087,-0.48959908,-0.0263759,-0.1323997,0.1060238
3,0.059924707,-0.005199304,"('repellent', 'pleasant')",-0.30555463,-0.28597137,0.068017386,-0.19091749,-0.0592042,-0.1606961,0.1014919
65,0.0379609,-0.007106535,"('insecure', 'secure')",-0.04230232,-0.07695738,-0.31862906,-0.479816,-0.1076568,-0.18796,0.0803032
15,-0.037236936,-0.09536716,"('boring', 'funny')",0.35651287,0.36763892,0.5038189,0.4459838,0.2743649,0.2394185,0.0349464
83,0.03635431,-0.01668191,"('powerless', 'powerful')",0.17236055,0.14538427,-1.1967704,-1.1466576,-0.3293519,-0.3393184,0.0099665
16,-0.032780774,-0.04130809,"('unpopular', 'popular')",0.31327426,0.24253689,0.9387653,0.76850903,0.4064196,0.3232459,0.0831737
13,0.029311482,-0.0056102127,"('impolite', 'polite')",-0.011330556,-0.11796807,0.13275912,-0.10275067,0.0502467,-0.075443,0.1256897
35,0.0077535845,-0.020740062,"('corrupt', 'incorrupt')",-0.2245295,-0.29251385,-0.5233426,-0.28128198,-0.2467062,-0.1981786,-0.0485276
20,0.0028984528,-0.0358848,"('rough', 'thoughtful')",0.66554093,0.6507584,0.5102641,0.4395984,0.3929012,0.3514907,0.0414105
