,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,male-female
60,1.0850972,0.88379395,"('inefficient', 'efficient')",1.561544,1.4560639,3.3553884,3.1865544,0.034446817,0.03388468,1.509119,1.3900741,0.1190449
42,1.058115,1.146367,"('unreliable', 'reliable')",0.9271391,0.90306985,0.86212885,0.7209901,-3.16792,-3.2567673,-0.0801343,-0.1215851,0.0414508
51,-0.9998124,-1.0592245,"('uneducated', 'educated')",1.0595894,0.97700393,0.97237027,0.811138,-0.010228366,-0.033689223,0.2554797,0.1738071,0.0816726
0,-0.97970307,-1.0011827,"('unsociable', 'sociable')",-0.014208565,0.075014725,0.9215637,0.8189399,-0.45162663,-0.36841404,-0.1309936,-0.1189105,-0.0120831
16,-0.96990347,-0.93857527,"('unpopular', 'popular')",-0.34878176,-0.43918306,-1.222642,-1.3453255,0.42595613,0.37903854,-0.5288428,-0.5860113,0.0571685
75,0.936161,0.9655665,"('meek', 'impulsive')",-0.39748445,-0.37057173,-2.4079847,-2.2738883,-0.852173,-0.90632105,-0.6803703,-0.6463037,-0.0340666
59,0.86358416,0.8478987,"('foolish', 'wise')",-0.5594168,-0.8202275,-1.2879975,-1.4721011,0.37199038,0.21515137,-0.1529599,-0.3073196,0.1543597
36,-0.8411004,-0.60027397,"('hostile', 'amicable')",-0.5712058,-0.57431656,-3.8194485,-3.7064388,0.14693913,0.080910094,-1.2712039,-1.2000297,-0.0711742
81,0.8289907,0.6700318,"('submissive', 'aggressive')",0.86726433,0.8862592,2.111789,2.0296707,-0.96730745,-1.030695,0.7101841,0.6388167,0.0713674
31,-0.82113457,-0.5600846,"('evil', 'good')",-1.1099706,-1.079375,-2.5128226,-2.4311743,-0.9310913,-0.9791078,-1.3437548,-1.2624354,-0.0813194
35,0.79151237,0.9444411,"('corrupt', 'incorrupt')",-0.7440472,-0.5905716,-3.2516048,-3.069964,-0.10431594,-0.122059375,-0.8271139,-0.7095385,-0.1175754
40,-0.7797215,-0.7689062,"('stingy', 'generous')",0.05188664,0.19093946,-0.05964897,-0.03562626,-1.4132566,-1.4558842,-0.5501851,-0.5173693,-0.0328158
3,-0.7609157,-0.88047624,"('repellent', 'pleasant')",0.27245286,0.3458822,1.8465347,1.8799809,0.36975458,0.42167446,0.4319566,0.4417653,-0.0098087
23,-0.7237743,-0.9373254,"('insincere', 'sincere')",0.3322251,0.109141484,2.8061428,2.6413882,5.9251475,5.8082027,2.0849352,1.9053518,0.1795834
19,-0.6984041,-0.6879385,"('inhospitable', 'hospitable')",-1.2199438,-1.4488734,-1.6660223,-1.8204384,-0.42134872,-0.52871066,-1.0014297,-1.1214902,0.1200605
65,-0.6952368,-0.68822825,"('insecure', 'secure')",0.6294062,0.73241496,2.521006,2.438061,-0.39600715,-0.34594434,0.5147921,0.5340759,-0.0192838
18,-0.690927,-0.7112888,"('disagreeable', 'welcoming')",1.0017884,0.86481506,0.06761643,-0.090730816,-0.22977832,-0.24586302,0.0371749,-0.0457669,0.0829418
58,-0.66406256,-0.41978684,"('undiscriminating', 'discriminating')",-0.7021518,-0.48443094,0.6612797,0.7318573,-0.29226455,-0.14166757,-0.2492998,-0.078507,-0.1707928
38,0.65811914,0.57708967,"('untruthful', 'truthful')",-0.023797385,-0.18010132,-0.6740548,-0.79878205,-0.1195133,-0.2422609,-0.0398116,-0.1610137,0.1212021
47,0.6415957,0.7055267,"('stupid', 'smart')",0.42670017,0.3525726,1.66769,1.613339,5.789865,5.661229,2.1314628,2.0831668,0.048296
66,-0.5969714,-0.40480012,"('inactive', 'active')",0.53169996,0.6699081,-0.6950657,-0.5233892,0.51439667,0.56997377,-0.0614851,0.0779231,-0.1394082
25,-0.57064706,-0.6726642,"('egoistic', 'altruistic')",-0.30892968,-0.47035068,-1.3528335,-1.4264928,1.1795106,1.0364364,-0.2632249,-0.3832678,0.1200429
4,0.55092263,0.709186,"('disliked', 'liked')",-0.45995855,-0.35770345,-2.5421555,-2.4936378,-6.5246944,-6.518345,-2.2439713,-2.1651249,-0.0788464
30,0.53711694,0.5123598,"('intolerant', 'tolerant')",0.34762633,0.40405828,1.9778438,1.8402976,1.2645562,1.2693441,1.0317857,1.006515,0.0252707
41,-0.5294156,-0.51022077,"('unforgiving', 'forgiving')",0.10343534,0.06166198,0.80600977,0.71713924,-0.030563977,-0.053788707,0.0873664,0.0536979,0.0336685
70,0.5089608,0.4807362,"('lethargic', 'energetic')",0.7028572,0.750683,2.2948692,2.3162694,1.1179289,1.0550892,1.156154,1.1506944,0.0054596
88,0.48539764,0.48704237,"('low', 'eminent')",-0.40003598,-0.5221686,-0.57737017,-0.6289289,0.30066368,0.21303189,-0.0478362,-0.1127558,0.0649196
72,-0.47768274,-0.56760633,"('unambitious', 'ambitious')",-0.12796491,-0.23026922,0.36949334,0.39393193,-1.3062284,-1.4091717,-0.3855957,-0.4532788,0.0676831
33,0.45707333,0.4775376,"('wrong', 'right')",0.04606406,-0.07339221,-0.43377563,-0.47768033,-0.47819263,-0.5568856,-0.1022077,-0.1576051,0.0553974
87,0.44729745,0.4676068,"('unsuccessful', 'successful')",1.5140333,1.5402433,1.278005,1.2954439,0.4008665,0.44761783,0.9100506,0.937728,-0.0276774
29,-0.44096765,-0.34496588,"('unfair', 'fair')",-0.8524279,-0.77473867,-0.78154397,-0.7832136,-0.54028976,-0.4336031,-0.6538073,-0.5841303,-0.069677
7,-0.4306308,-0.4598847,"('insensitive', 'sensitive')",0.28790823,0.17676884,2.0822377,2.0554123,0.9294057,0.8833707,0.7172302,0.6639168,0.0533134
27,-0.42310643,-0.41175863,"('hardhearted', 'softhearted')",-1.0586615,-1.0613314,0.4063293,0.4321888,1.5444365,1.5467057,0.1172495,0.1264511,-0.0092016
45,-0.38758123,-0.31706136,"('incompetent', 'competent')",0.19307458,0.31243372,1.6622734,1.7155725,-0.27156392,-0.27822658,0.2990507,0.3581796,-0.0591289
57,-0.38163748,-0.29063013,"('unimaginative', 'imaginative')",-0.05562672,0.15798274,0.18744427,0.35201025,-2.619689,-2.5488834,-0.7173772,-0.5823802,-0.134997
13,0.37517387,0.3041677,"('impolite', 'polite')",1.9563429,1.8756202,2.27677,2.118112,-0.29620725,-0.28339168,1.0780199,1.0036272,0.0743927
24,-0.36758238,-0.37000248,"('dishonest', 'honest')",0.051634274,0.020677097,0.61533237,0.519535,0.9362205,0.9369845,0.3089012,0.2767985,0.0321027
76,-0.355197,-0.4422543,"('anxious', 'daring')",1.0406235,1.1867083,2.2225857,2.2480369,0.25794166,0.24068472,0.7914885,0.8082939,-0.0168054
71,0.33983862,0.42726356,"('diffident', 'self-confident')",0.28922552,0.24214321,-0.4668948,-0.48652905,0.105895646,0.07717489,0.0670162,0.0650132,0.002003
2,0.3296105,0.3298843,"('unlikable', 'likable')",0.98771137,0.9392618,1.0720842,1.0727092,0.43770832,0.4322632,0.7067786,0.6935296,0.013249
11,0.32687455,0.12704058,"('unhelpful', 'helpful')",0.9271992,0.6990111,1.1114074,0.907863,1.5762185,1.5143793,0.9854249,0.8120735,0.1733514
39,0.31476155,0.3291143,"('exploitative', 'cooperative')",1.3759714,1.4132087,2.1524918,2.0992348,0.38205057,0.41418278,1.0563189,1.0639352,-0.0076163
68,-0.31027398,-0.28351668,"('dependent', 'independent')",0.58605295,0.5792764,0.10318953,-0.04702043,-0.8922293,-0.85423195,-0.1283152,-0.1513732,0.023058
49,-0.29656097,-0.32696337,"('unable', 'able')",-0.28417206,-0.31089002,-0.09124745,-0.08661391,-0.7478454,-0.861997,-0.3549565,-0.3966161,0.0416596
6,-0.29051843,-0.20641914,"('distant', 'open')",-0.553526,-0.65598613,-2.6359277,-2.6759622,0.37744024,0.27973118,-0.775633,-0.8146591,0.0390261
22,0.2871112,0.46125343,"('untrustworthy', 'trustworthy')",0.56028086,0.66440636,1.6246594,1.5907009,-0.6958248,-0.64433837,0.4440567,0.5180055,-0.0739488
12,0.2802454,0.27855387,"('unsupportive', 'supportive')",0.59783673,0.42970085,0.17306733,0.006702292,-1.8104706,-1.83444,-0.1898303,-0.2798707,0.0900404
20,-0.2560353,-0.15227045,"('rough', 'thoughtful')",-0.16787049,-0.017511114,0.26991898,0.28496578,0.9002036,0.95051014,0.1865542,0.2664236,-0.0798694
80,0.2553953,0.25466233,"('dominated', 'dominating')",0.5368924,0.6983207,2.3412561,2.4411054,-1.5777396,-1.5254269,0.3889511,0.4671654,-0.0782143
34,0.25439903,0.19077463,"('mean', 'honorable')",0.84767926,0.67110103,0.70930636,0.65811604,6.3749175,6.332593,2.0465755,1.9631462,0.0834293
54,-0.241751,-0.25570783,"('incapable', 'capable')",-0.11048036,-0.3229218,-0.40476963,-0.481389,0.89384407,0.7365408,0.0342108,-0.0808694,0.1150802
63,-0.23093751,-0.29907733,"('unperceptive', 'insightful')",1.3081166,1.1166,1.7849655,1.5815505,0.64247984,0.5477103,0.8761561,0.7366959,0.1394602
79,-0.23052968,-0.12616564,"('wavering', 'unwavering')",-0.57500505,-0.68042076,-2.9599562,-2.9519975,-0.2755098,-0.36079103,-1.0102502,-1.0298438,0.0195936
77,-0.22832887,-0.34808248,"('unmotivated', 'motivated')",-0.34559682,-0.4646653,-0.1606993,-0.33976984,-0.98731554,-1.0418116,-0.4304851,-0.5485823,0.1180972
37,0.22547384,0.2288716,"('fake', 'genuine')",-0.21217993,-0.31363592,-0.19056664,-0.25517523,0.7752309,0.7188749,0.1494895,0.0947338,0.0547557
5,0.22372165,0.3291477,"('distant', 'outgoing')",-0.4805125,-0.5713694,-2.6064606,-2.6351347,-0.40878057,-0.4251982,-0.818008,-0.8256387,0.0076307
74,0.1757315,0.16407576,"('undedicated', 'dedicated')",1.1038202,1.1518961,1.5734704,1.5240413,0.10569845,0.13353643,0.7396801,0.7433873,-0.0037072
62,-0.16992722,-0.3244295,"('incompetent', 'brilliant')",0.822595,0.7705985,2.1406324,2.1513677,0.031154864,-0.041687235,0.7061138,0.6389623,0.0671515
85,-0.16717212,-0.008407213,"('insignificant', 'prestigious')",-1.7719312,-1.8146175,-4.342514,-4.313602,0.6353687,0.53126574,-1.4115621,-1.4013402,-0.0102219
21,0.16078705,0.0760938,"('immoral', 'moral')",0.774021,0.75262445,1.9680213,1.8131727,-0.37332854,-0.36907676,0.6323752,0.5682036,0.0641716
32,0.1286954,-0.003768403,"('unkind', 'kind')",0.6299898,0.39707094,1.7516654,1.535197,0.81838864,0.7538179,0.8321849,0.6705794,0.1616055
17,0.111905195,0.21200097,"('nasty', 'nice')",-1.6728961,-1.5626663,-1.0179813,-1.0154189,-0.5706166,-0.44634774,-0.7873973,-0.703108,-0.0842893
26,0.049271144,0.18743971,"('hardhearted', 'benevolent')",0.79161435,0.885203,0.8251247,0.90669054,1.5895948,1.5811926,0.8139012,0.8901315,-0.0762303
84,0.03467714,-0.027040517,"('inferior', 'superior')",-0.03560083,-0.09745726,-0.18883936,-0.23426422,0.34942168,0.37759918,0.0399147,0.0047093,0.0352054
43,-0.032377757,-0.07415029,"('irresponsible', 'responsible')",0.8837366,0.83767843,1.8167,1.7248735,0.8506084,0.89233017,0.8796668,0.845183,0.0344838
83,-0.024407133,0.029886127,"('powerless', 'powerful')",-0.30447322,-0.21688215,-0.39083058,-0.4249023,-1.413159,-1.353689,-0.5332175,-0.4913968,-0.0418207
61,-0.01604746,0.049147934,"('illogical', 'logical')",0.040936947,0.112152025,1.3638836,1.3603132,0.025358066,0.1478053,0.3535328,0.4173546,-0.0638218
15,0.009973932,0.14150181,"('boring', 'funny')",-0.14796278,-0.08850709,-0.16360214,-0.030688018,0.58557045,0.6155285,0.0709949,0.1594588,-0.0884639
14,-0.006690016,0.077822655,"('antisocial', 'social')",1.1369892,1.401119,1.6439995,1.7837911,-0.7403004,-0.5432321,0.5084996,0.6798751,-0.1713755
52,-0.002262611,0.006087944,"('irrational', 'rational')",-1.4583538,-1.6657705,-1.8565612,-2.020039,0.5449054,0.3973273,-0.693068,-0.8205986,0.1275306
