,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,inc_male,inc_female,average_male,average_female,male-female
38,-0.7879547,-0.7871079,"('untruthful', 'truthful')",-1.2064842,-1.1897769,-0.61260045,-0.6322456,-0.120689325,-0.119518355,0.13950595,0.09554515,-0.5176446,-0.5266207,0.0089761
42,-0.7802001,-0.60808015,"('unreliable', 'reliable')",-0.37865633,-0.13211668,-0.7442631,-0.38505605,-0.63032746,-0.4924435,-2.8611262,-2.8429306,-1.0789146,-0.8921253,-0.1867893
81,-0.75668716,0.13216189,"('submissive', 'aggressive')",-2.9415326,-2.8288693,-2.328113,-1.5976052,-0.3654117,0.06542014,-1.1056751,-0.9457687,-1.499484,-1.0349322,-0.4645518
12,-0.75363743,-0.07164296,"('unsupportive', 'supportive')",-1.5076925,-1.2140578,-0.5529304,-0.27508426,0.4336783,0.5898533,-1.4864624,-1.5131062,-0.7734088,-0.4968076,-0.2766012
86,-0.6864611,0.20028968,"('uninfluential', 'influential')",-2.0743926,-1.8771647,-1.369988,-1.3093368,1.1641935,0.8436365,0.119561255,-0.2951511,-0.5694174,-0.4875453,-0.0818721
78,-0.651472,-0.022032319,"('nonresilient', 'resilient')",-0.14726129,0.06798909,-0.4829507,-0.2903404,1.0556622,1.0624254,0.5149854,0.7419387,0.0577927,0.3119961,-0.2542034
59,-0.6328561,-1.0435045,"('foolish', 'wise')",1.1755856,1.2056357,0.9733124,0.56993455,0.07580716,-0.13125506,0.37371463,0.4140656,0.3931128,0.2029752,0.1901376
68,0.62752545,0.7020686,"('dependent', 'independent')",0.8890599,0.6744292,-0.9063741,-0.8642718,-1.2956915,-1.1288594,-0.19150333,-0.19708894,-0.1753967,-0.1627445,-0.0126522
27,0.61711764,1.0983381,"('hardhearted', 'softhearted')",-0.1904967,-0.0629229,-0.16786186,-0.10901666,-0.45602995,-0.38177985,1.5089995,1.633621,0.2623457,0.4356479,-0.1733022
24,-0.60172606,-0.35503507,"('dishonest', 'honest')",-2.8032734,-2.6203165,-1.1817707,-1.0612577,-0.07606414,0.07718898,0.75448805,0.9110107,-0.7816692,-0.6096819,-0.1719873
75,0.5956861,0.07794319,"('meek', 'impulsive')",1.7595984,1.4939531,0.8432662,0.80803496,0.10236311,-0.024234336,-0.4920285,-0.57189924,0.5617771,0.3567595,0.2050176
52,-0.56978273,-1.4592016,"('irrational', 'rational')",0.7430029,0.31502646,1.4149148,0.78938615,0.20228446,-0.38914493,0.14090367,-0.113016814,0.3862646,-0.1713901,0.5576547
48,-0.5612888,0.29060623,"('unintelligent', 'intelligent')",-1.8862317,-1.7187519,-0.21469912,-0.09297016,0.8233597,1.0166357,0.77090317,0.71481895,-0.2135913,0.0420678,-0.2556591
88,-0.52485985,-0.75033206,"('low', 'eminent')",-0.10267595,-0.30824006,-0.16512762,-0.34182206,0.056937438,0.01983599,0.6774371,0.5233422,-0.0116578,-0.1714432,0.1597854
30,-0.5205243,0.1761702,"('intolerant', 'tolerant')",-2.4148386,-2.3311334,-1.1717943,-0.93367577,-0.03650552,0.112100646,0.92767525,0.898996,-0.6431975,-0.4155085,-0.227689
33,0.50978935,0.1155174,"('wrong', 'right')",2.9273202,2.7431169,0.82126665,0.32352358,0.8704294,0.5762426,-0.41870174,-0.43062824,0.9420208,0.6655544,0.2764664
82,-0.504441,-0.34653068,"('poor', 'rich')",-2.056605,-1.9109786,-1.2258958,-1.1601721,0.36456296,0.32575792,6.1382217,6.4682126,0.5431685,0.6752579,-0.1320894
54,-0.4787855,-0.6789586,"('incapable', 'capable')",0.57039076,0.44137037,0.7374358,0.26621202,0.6380925,0.48614183,1.3666157,1.4968705,0.5667499,0.4023273,0.1644226
35,0.4380198,-0.41748863,"('corrupt', 'incorrupt')",3.5583472,3.3008206,2.6814218,2.1030183,-0.876298,-1.2374293,-0.3165803,-0.44714424,1.0969821,0.6603553,0.4366268
51,-0.43315232,-0.048324708,"('uneducated', 'educated')",-0.64664847,-0.4110394,-0.738477,-0.45942596,-0.3572661,-0.2357648,0.9237578,0.9185459,-0.2503572,-0.0472018,-0.2031554
44,0.43236664,0.047001146,"('prejudiced', 'unprejudiced')",1.6650995,1.5043651,-0.25209373,-0.17117517,-1.4239844,-1.2447777,-1.545214,-1.490865,-0.2247652,-0.2710903,0.0463251
83,-0.40390745,-0.4511364,"('powerless', 'powerful')",-0.25103486,-0.12699868,0.25840503,0.34180415,0.42909867,0.46752214,-0.96346164,-0.9195025,-0.18618,-0.1376623,-0.0485177
61,-0.3820741,-0.110684186,"('illogical', 'logical')",-1.2448765,-1.1780736,-0.96560526,-1.165097,0.37317663,0.28039452,0.44509333,0.26187822,-0.3548572,-0.3823164,0.0274592
40,-0.3520093,-0.0026987717,"('stingy', 'generous')",0.19194143,0.3982386,-1.3062413,-0.8865161,-0.22514977,-0.19327508,-1.6088816,-1.5473721,-0.6600681,-0.4463247,-0.2137434
29,-0.34460908,-0.44349635,"('unfair', 'fair')",0.19556406,0.19790952,0.42583394,0.4671643,-0.3585962,-0.019660806,-0.19963291,-0.19996314,-0.056288,0.0003907,-0.0566787
23,0.32820097,0.959003,"('insincere', 'sincere')",-2.0737286,-1.7103097,-0.9227395,-0.65619415,0.78569096,0.8795932,5.940482,6.5347795,0.8115812,1.2013743,-0.3897931
73,0.3250413,0.056431662,"('helpless', 'self-reliant')",1.2327467,1.1614105,0.4805477,0.48933476,-0.39574027,-0.37834376,-3.1802042,-2.919873,-0.3075217,-0.318208,0.0106863
36,-0.30173567,-1.3899125,"('hostile', 'amicable')",1.6440026,1.1752331,1.6220541,0.82622486,0.4840347,-0.3544485,0.23196653,-0.42360768,0.7360645,-0.0333021,0.7693666
62,-0.30091807,0.7389144,"('incompetent', 'brilliant')",-2.9794915,-2.4483485,-1.4382849,-0.6898842,0.4768093,1.0224559,-0.010234186,0.58946276,-0.8504239,-0.1574799,-0.692944
43,-0.27348465,0.640465,"('irresponsible', 'responsible')",-2.345431,-2.161748,-1.7323433,-1.3650265,-0.63990325,-0.44316003,0.78573376,0.8096014,-0.8410857,-0.5039736,-0.3371121
65,-0.27029622,0.6465286,"('insecure', 'secure')",-1.7746285,-1.6153382,-2.0032923,-1.5354534,-0.28363895,0.07794975,-0.0058080684,0.037414484,-0.8675327,-0.4777797,-0.389753
47,-0.26624987,0.20969914,"('stupid', 'smart')",-1.5810318,-1.2488451,-0.8426422,-0.5134076,0.42533314,0.5217532,4.853074,5.3575177,0.5176967,0.8653435,-0.3476468
67,0.25987926,0.23292428,"('doubtful', 'determined')",0.06952481,0.027647026,0.30076522,0.3407783,-0.6748181,-0.6835995,-0.9885151,-1.0013963,-0.2066328,-0.2167292,0.0100964
1,-0.2562408,-0.781873,"('unfriendly', 'friendly')",-1.1328272,-1.3007785,0.27575237,-0.24658935,1.9372042,1.2556554,2.5370553,2.0728168,0.6721888,0.1998462,0.4723426
56,-0.21207778,0.8077536,"('impractical', 'practical')",-1.8649182,-1.5003972,-1.1308872,-0.6217508,0.62651575,1.0441704,-0.24865651,0.006572744,-0.5660048,-0.0527302,-0.5132746
6,-0.20721251,-1.0177556,"('distant', 'open')",2.5531838,2.1189158,1.1769229,0.6263319,0.22856903,-0.18467346,0.4487487,0.32764637,0.8400424,0.374093,0.4659494
39,-0.20165232,-0.1978623,"('exploitative', 'cooperative')",-1.341613,-1.3240845,-0.52274936,-0.5919725,-0.1057411,-0.07628862,0.034633696,0.21530625,-0.4274244,-0.3949803,-0.0324441
2,0.19863948,0.19842643,"('unlikable', 'likable')",0.63649195,0.75353116,0.49879822,0.5180945,0.75862545,0.77286565,0.70098794,0.5729191,0.5587086,0.5631673,-0.0044587
32,-0.19307666,0.039224125,"('unkind', 'kind')",-0.9902749,-0.8303759,-0.76360583,-0.7844934,0.40836164,0.3724626,1.1780564,1.0771133,-0.0721079,-0.0252139,-0.046894
71,0.18219994,0.3449281,"('diffident', 'self-confident')",-0.6914713,-0.7616961,1.1096263,0.8541256,0.46205875,0.50527966,0.35115054,0.4661761,0.2827128,0.2817627,0.0009501
20,0.16915646,0.8231815,"('rough', 'thoughtful')",-0.07969953,0.098080955,0.026459645,0.4425957,-0.30150032,-0.006907817,1.317883,1.3494017,0.2264599,0.5412704,-0.3148105
13,0.1650593,0.58009565,"('impolite', 'polite')",-2.2133162,-2.1063893,-1.9123437,-1.9387975,-0.58582836,-0.5826686,-0.1529876,-0.16925433,-0.9398833,-0.8434029,-0.0964804
5,-0.12598352,-0.7713095,"('distant', 'outgoing')",0.98621523,0.63655984,1.0979028,0.48977017,0.12723571,-0.20156428,-0.10459919,-0.0809606,0.3961542,0.0144991,0.3816551
19,-0.11983806,-0.7359561,"('inhospitable', 'hospitable')",1.187601,1.0240802,2.080426,1.7615538,-0.13492793,-0.34768012,0.4052427,0.38723722,0.6837007,0.417847,0.2658537
25,0.11139001,-0.10356239,"('egoistic', 'altruistic')",0.7371143,0.60670614,1.2494115,0.9476237,1.3753824,1.094085,1.4628174,1.4215158,0.9872231,0.7932736,0.1939495
7,0.110707276,0.93803227,"('insensitive', 'sensitive')",-1.3333707,-0.976143,-0.92281204,-0.56642413,0.028567009,0.3448512,0.69915634,1.1111528,-0.2835504,0.1702938,-0.4538442
21,-0.10532504,0.66813505,"('immoral', 'moral')",-0.3365811,-0.040501006,-1.5816152,-1.2097375,0.55709743,0.7687615,-0.9774058,-0.86309475,-0.488766,-0.1352873,-0.3534787
55,0.095710844,1.3004798,"('incompetent', 'clever')",-2.9791827,-2.7217667,-1.5901206,-0.82814896,0.20574933,0.58493805,-0.078115985,0.233884,-0.8691918,-0.2861228,-0.583069
22,-0.09121962,0.4774013,"('untrustworthy', 'trustworthy')",-0.6459248,-0.3387156,-1.6244262,-1.280473,0.18329072,0.36312354,-0.9404844,-0.72965074,-0.6237529,-0.3016629,-0.32209
3,-0.089365594,0.3172085,"('repellent', 'pleasant')",-1.4165232,-1.286942,-1.8189111,-1.4531294,-0.26051795,-0.032413356,-0.031673603,0.34466794,-0.7233984,-0.4221217,-0.3012767
84,0.08766513,0.028560095,"('inferior', 'superior')",0.9147506,1.2179309,-0.40158975,-0.44431204,-0.4338654,-0.33845228,0.9095629,0.9261486,0.2153047,0.277975,-0.0626703
69,-0.083934456,-0.95553803,"('lazy', 'industrious')",2.8439891,2.4394722,2.6161585,2.1747985,0.34855336,0.15761368,-0.9444486,-0.9890228,0.9560636,0.5654647,0.3905989
53,-0.07882181,0.15106697,"('uncreative', 'creative')",-0.18925488,-0.16898023,-0.16992712,-0.35668576,0.91817087,0.4957599,1.2299616,0.7434207,0.3420257,0.1729163,0.1691094
76,-0.07774552,0.74038213,"('anxious', 'daring')",-1.4582189,-1.0665935,-1.6686128,-1.175232,-0.050810028,0.29076868,0.28762525,0.5366028,-0.5935524,-0.1348144,-0.458738
72,0.07010095,0.4406269,"('unambitious', 'ambitious')",-1.0898027,-1.1032803,-1.1582513,-0.9544737,0.34912306,0.55839574,-0.68373424,-0.5130048,-0.5025129,-0.3143472,-0.1881657
34,0.05883245,0.11629243,"('mean', 'honorable')",-0.12195647,-0.17967321,0.51054555,0.4978612,1.3110896,1.1647482,6.2020216,6.4102254,1.5921065,1.6018908,-0.0097843
70,-0.054932833,0.8179753,"('lethargic', 'energetic')",-2.7056017,-2.2964988,-2.0439372,-1.2250836,-0.756302,-0.34844264,0.42350006,0.79729784,-1.0274548,-0.4509503,-0.5765045
11,-0.05300663,0.5026821,"('unhelpful', 'helpful')",-2.3469307,-2.1228187,-1.0329031,-0.7584877,0.050646756,0.21532042,2.09655,2.2282956,-0.2571287,0.0129983,-0.270127
63,-0.04429453,0.6304359,"('unperceptive', 'insightful')",-1.3583733,-1.1275631,-0.713656,-0.19426861,-0.043132007,0.26519647,1.2946491,1.4121685,-0.1729613,0.1971938,-0.3701551
26,-0.0348286,-0.4441746,"('hardhearted', 'benevolent')",-0.7233404,-0.90063304,1.0189689,0.55773664,1.9274644,1.3569908,1.8756717,1.1324029,0.8127872,0.3404645,0.4723227
9,0.013483752,-0.16506217,"('unaffectionate', 'caring')",-0.93174577,-0.9570222,0.8557435,0.37739477,1.4940342,1.1424152,1.4174889,1.4995917,0.5698009,0.3794635,0.1903374
46,-0.011852296,1.0541837,"('uncompetitive', 'competitive')",-1.6937823,-1.4161788,-2.8735175,-2.5417328,-0.19634792,-0.1132075,-0.35448113,-0.57647085,-1.0259962,-0.7186813,-0.3073149
66,-0.003446253,-0.394448,"('inactive', 'active')",1.3857431,1.1812525,0.47072086,0.096751146,-0.5805185,-0.85819495,0.6058145,0.41960916,0.3756628,0.088994,0.2866688
87,-0.0014274642,0.19833204,"('unsuccessful', 'successful')",-0.022232488,0.04559286,-0.7602524,-0.77536666,-0.098535314,-0.0068854205,0.9022467,1.0173498,0.0039598,0.0958045,-0.0918447
